Admitidos,Año,Codigo SNIES del programa,ID Sexo,Semestre
117,2017,1,1,2
52,2017,2,1,2
60,2017,3,2,2
31,2017,4,1,2
51,2017,5,1,2
29,2017,6,1,2
122,2017,7,2,2
52,2017,8,1,2
133,2017,9,1,2
59,2017,10,2,2
80,2017,11,2,2
42,2017,13,2,2
75,2017,14,1,2
60,2017,15,2,2
40,2017,16,1,2
98,2017,17,2,2
117,2017,18,1,2
119,2017,19,2,2
51,2017,20,1,2
92,2017,23,1,2
110,2017,24,1,2
117,2017,25,1,2
108,2017,26,1,2
57,2017,27,2,2
87,2017,28,2,2
135,2017,29,2,2
82,2017,30,1,2
66,2017,31,2,2
60,2017,32,2,2
70,2017,33,2,2
38,2017,34,1,2
54,2017,35,2,2
86,2017,36,2,2
64,2017,37,2,2
6,2017,48,2,2
1,2017,65,1,2
45,2017,69,1,2
74,2017,70,2,2
67,2017,71,2,2
13,2017,79,1,2
13,2017,80,1,2
22,2017,85,2,2
7,2017,86,2,2
20,2017,91,2,2
17,2017,92,1,2
10,2017,93,2,2
20,2017,95,1,2
18,2017,96,1,2
8,2017,97,1,2
16,2017,98,2,2
17,2017,99,1,2
24,2017,100,2,2
15,2017,101,1,2
14,2017,104,1,2
18,2017,105,2,2
6,2017,107,2,2
28,2017,108,1,2
10,2017,109,1,2
2,2017,110,1,2
3,2017,111,1,2
1,2017,112,2,2
81,2017,113,1,2
69,2017,114,1,2
62,2017,115,1,2
81,2017,116,2,2
96,2017,117,1,2
59,2017,118,2,2
63,2017,119,2,2
78,2017,120,2,2
60,2017,121,2,2
82,2017,122,1,2
95,2017,123,1,2
66,2017,124,1,2
55,2017,125,2,2
61,2017,126,1,2
62,2017,127,1,2
41,2017,128,1,2
61,2017,129,2,2
13,2017,132,1,2
5,2017,135,2,2
18,2017,136,1,2
9,2017,137,1,2
4,2017,141,2,2
4,2017,142,1,2
75,2017,143,2,2
42,2017,144,1,2
55,2017,146,2,2
50,2017,147,1,2
91,2017,151,1,2
1,2017,155,1,2
43,2017,156,2,2
111,2017,157,1,2
89,2017,158,1,2
118,2017,159,2,2
1,2017,161,1,2
92,2017,169,1,2
21,2017,170,2,2
29,2017,172,2,2
1,2017,175,2,2
57,2017,177,1,2
48,2017,178,2,2
56,2017,180,1,2
46,2017,181,1,2
66,2017,188,2,2
102,2017,189,2,2
95,2017,190,1,2
63,2017,191,2,2
50,2017,192,1,2
52,2017,193,1,2
8,2017,194,2,2
22,2017,195,1,2
17,2017,197,1,2
2,2017,207,1,2
54,2017,210,1,2
71,2017,212,2,2
69,2017,213,1,2
54,2017,215,1,2
62,2017,216,1,2
75,2017,217,2,2
59,2017,218,1,2
1,2017,222,1,2
25,2017,224,2,2
42,2017,229,2,2
30,2017,230,Sin información,2
5,2017,232,2,2
186,2017,233,2,2
49,2017,234,1,2
47,2017,235,1,2
92,2017,236,2,2
64,2017,238,2,2
1,2017,239,2,2
3,2017,240,1,2
3,2017,241,1,2
3,2017,242,2,2
4,2017,243,1,2
4,2017,244,2,2
25,2017,245,2,2
1,2017,246,2,2
135,2017,257,1,2
100,2017,258,2,2
1,2017,260,2,2
77,2017,267,2,2
97,2017,268,1,2
169,2017,269,1,2
123,2017,270,1,2
238,2017,271,2,2
97,2017,272,1,2
14,2017,275,1,2
66,2017,281,1,2
63,2017,288,1,2
54,2017,289,1,2
71,2017,290,2,2
74,2017,291,1,2
68,2017,292,1,2
60,2017,293,2,2
74,2017,294,1,2
10,2017,295,2,2
73,2017,296,2,2
27,2017,310,2,2
11,2017,312,1,2
13,2017,314,2,2
1,2017,316,2,2
125,2017,320,1,2
188,2017,325,1,2
45,2017,326,1,2
103,2017,327,2,2
57,2017,337,1,2
53,2017,338,1,2
159,2017,340,2,2
33,2017,341,2,2
45,2017,342,2,2
6,2017,343,2,2
56,2017,347,1,2
14,2017,351,Sin información,2
141,2017,352,1,2
198,2017,361,1,2
49,2017,362,2,2
106,2017,363,1,2
46,2017,364,1,2
90,2017,365,2,2
53,2017,395,1,2
44,2017,401,1,2
62,2017,403,2,2
73,2017,404,1,2
32,2017,405,2,2
12,2017,406,2,2
6,2017,407,2,2
46,2017,412,1,2
71,2017,413,2,2
37,2017,417,1,2
41,2017,420,2,2
57,2017,426,1,2
56,2017,427,1,2
41,2017,429,1,2
60,2017,430,2,2
67,2017,431,1,2
42,2017,432,2,2
63,2017,434,1,2
62,2017,435,1,2
63,2017,436,2,2
137,2017,437,1,2
96,2017,438,1,2
99,2017,439,1,2
71,2017,440,2,2
57,2017,441,2,2
61,2017,442,1,2
106,2017,444,1,2
93,2017,445,2,2
103,2017,446,1,2
110,2017,448,2,2
109,2017,450,1,2
63,2017,451,2,2
57,2017,452,1,2
68,2017,453,1,2
100,2017,454,1,2
103,2017,455,2,2
56,2017,456,1,2
8,2017,458,1,2
3,2017,460,1,2
6,2017,462,2,2
3,2017,463,2,2
12,2017,464,1,2
1,2017,465,2,2
4,2017,466,2,2
5,2017,467,2,2
3,2017,468,2,2
4,2017,469,2,2
3,2017,471,2,2
13,2017,472,1,2
6,2017,473,1,2
5,2017,474,1,2
2,2017,476,1,2
2,2017,477,2,2
5,2017,479,2,2
6,2017,481,1,2
17,2017,483,1,2
9,2017,484,1,2
3,2017,485,1,2
