admitidos,año,codigo snies del programa,id genero,semestre
50,2014,706,2,1
45,2014,707,2,1
3,2014,709,1,1
4,2014,710,2,1
5,2014,711,1,1
1,2014,712,1,1
2,2014,713,2,1
4,2014,714,2,1
15,2014,715,2,1
4,2014,716,1,1
9,2014,728,2,1
2,2014,731,2,1
5,2014,732,1,1
2,2014,733,1,1
48,2014,736,2,1
65,2014,737,2,1
47,2014,738,2,1
44,2014,739,1,1
109,2014,740,1,1
61,2014,741,1,1
113,2014,742,2,1
30,2014,744,2,1
35,2014,745,1,1
31,2014,746,2,1
62,2014,747,2,1
37,2014,748,2,1
67,2014,760,2,1
5,2014,761,1,1
37,2014,766,2,1
25,2014,767,1,1
24,2014,770,1,1
1,2014,774,2,1
54,2014,777,1,1
53,2014,783,2,1
54,2014,789,2,1
111,2014,791,1,1
24,2014,794,2,1
61,2014,798,2,1
45,2014,799,2,1
55,2014,800,1,1
50,2014,801,2,1
54,2014,803,2,1
55,2014,805,1,1
56,2014,807,1,1
50,2014,808,1,1
53,2014,810,1,1
49,2014,811,1,1
5,2014,817,2,1
33,2014,818,1,1
62,2014,819,2,1
155,2014,827,1,1
47,2014,829,2,1
44,2014,831,2,1
246,2014,833,2,1
96,2014,834,2,1
63,2014,835,1,1
53,2014,839,2,1
75,2014,842,2,1
71,2014,843,1,1
40,2014,852,2,1
153,2014,855,1,1
67,2014,856,1,1
101,2014,857,1,1
112,2014,862,2,1
162,2014,866,1,1
134,2014,870,2,1
83,2014,873,1,1
102,2014,882,2,1
89,2014,884,2,1
74,2014,885,2,1
91,2014,889,2,1
2,2014,895,2,1
41,2014,902,2,1
95,2014,904,1,1
37,2014,906,1,1
32,2014,907,2,1
34,2014,908,2,1
102,2014,910,2,1
103,2014,913,2,1
50,2014,914,1,1
99,2014,915,2,1
95,2014,916,1,1
165,2014,917,1,1
148,2014,918,2,1
155,2014,919,2,1
164,2014,920,2,1
77,2014,921,2,1
185,2014,925,2,1
81,2014,926,1,1
8,2014,933,2,1
118,2014,935,2,1
25,2014,936,2,1
11,2014,937,1,1
25,2014,943,1,1
51,2014,944,1,1
59,2014,946,2,1
84,2014,947,1,1
27,2014,948,1,1
337,2014,949,1,1
209,2014,950,2,1
245,2014,951,2,1
169,2014,952,2,1
338,2014,953,1,1
133,2014,954,1,1
31,2014,955,2,1
37,2014,956,1,1
27,2014,957,1,1
48,2014,958,1,1
250,2014,959,2,1
127,2014,960,1,1
367,2014,961,1,1
186,2014,962,2,1
87,2014,964,2,1
20,2014,965,2,1
6,2014,967,1,1
2,2014,969,1,1
9,2014,971,1,1
9,2014,973,2,1
1,2014,974,2,1
1,2014,976,1,1
2,2014,977,2,1
8,2014,978,2,1
1,2014,979,1,1
6,2014,980,2,1
8,2014,981,2,1
2,2014,982,2,1
1,2014,983,1,1
12,2014,984,1,1
12,2014,985,1,1
3,2014,986,2,1
2,2014,988,2,1
5,2014,990,1,1
12,2014,991,1,1
9,2014,992,2,1
9,2014,994,2,1
2,2014,995,1,1
10,2014,999,2,1
45,2014,1001,1,1
37,2014,1003,2,1
65,2014,1005,2,1
11,2014,1006,2,1
10,2014,1007,1,1
23,2014,1008,1,1
9,2014,1009,2,1
22,2014,1010,2,1
200,2014,1012,2,1
8,2014,1018,2,1
16,2014,1019,2,1
18,2014,1020,1,1
5,2014,1021,1,1
11,2014,1025,2,1
40,2014,1026,1,1
12,2014,1028,2,1
14,2014,1029,2,1
8,2014,1030,2,1
17,2014,1033,2,1
20,2014,1036,1,1
1,2014,1037,2,1
2,2014,1038,1,1
50,2014,1039,2,1
158,2014,1040,1,1
17,2014,1041,2,1
22,2014,1042,2,1
25,2014,1043,2,1
69,2014,1044,2,1
37,2014,1046,2,1
15,2014,1047,2,1
13,2014,1050,2,1
125,2014,1053,1,1
58,2014,1054,2,1
74,2014,1056,1,1
57,2014,1059,1,1
23,2014,1060,1,1
77,2014,1061,2,1
57,2014,1062,2,1
25,2014,1063,1,1
2,2014,1071,2,1
2,2014,1074,1,1
4,2014,1077,2,1
119,2014,1078,2,1
64,2014,1079,2,1
175,2014,1080,1,1
105,2014,1081,1,1
5,2014,1082,2,1
149,2014,1083,2,1
177,2014,1084,2,1
78,2014,1085,1,1
107,2014,1086,2,1
34,2014,1087,1,1
19,2014,1091,1,1
8,2014,1092,2,1
12,2014,1094,2,1
28,2014,1096,2,1
154,2014,1097,1,1
240,2014,1098,1,1
23,2014,1099,1,1
12,2014,1101,1,1
41,2014,1102,2,1
129,2014,1103,1,1
38,2014,1104,1,1
21,2014,1106,1,1
173,2014,1110,2,1
26,2014,1111,2,1
610,2014,1112,1,1
84,2014,1113,2,1
273,2014,1114,2,1
124,2014,1115,2,1
103,2014,1116,1,1
66,2014,1117,2,1
50,2014,1120,2,1
39,2014,1125,2,1
68,2014,1126,2,1
30,2014,1131,1,1
21,2014,1132,2,1
35,2014,1136,2,1
77,2014,1138,2,1
191,2014,1143,2,1
167,2014,1144,2,1
99,2014,1145,2,1
145,2014,1146,2,1
92,2014,1147,2,1
28,2014,1148,1,1
15,2014,1149,2,1
61,2014,1150,1,1
61,2014,1151,2,1
32,2014,1152,1,1
5,2014,1153,1,1
22,2014,1155,2,1
15,2014,1156,1,1
68,2014,1158,1,1
19,2014,1166,2,1
251,2014,1169,2,1
356,2014,1170,1,1
33,2014,1172,2,1
224,2014,1173,1,1
313,2014,1174,1,1
97,2014,1175,2,1
51,2014,1176,2,1
97,2014,1178,2,1
119,2014,1179,2,1
60,2014,1180,1,1
2,2014,1185,1,1
114,2014,1191,1,1
196,2014,1192,2,1
61,2014,1193,1,1
187,2014,1195,2,1
95,2014,1196,2,1
11,2014,1197,1,1
22,2014,1199,2,1
67,2014,1200,1,1
48,2014,1201,2,1
99,2014,1202,1,1
83,2014,1203,2,1
4,2014,1204,1,1
241,2014,1205,1,1
18,2014,1216,2,1
14,2014,1217,1,1
20,2014,1218,2,1
35,2014,1219,2,1
41,2014,1220,2,1
1,2014,1222,2,1
10,2014,1224,1,1
38,2014,1227,1,1
11,2014,1228,2,1
11,2014,1229,2,1
47,2014,1236,2,1
241,2014,1237,2,1
124,2014,1238,1,1
157,2014,1239,2,1
144,2014,1240,2,1
26,2014,1241,1,1
31,2014,1242,1,1
219,2014,1244,2,1
674,2014,1245,2,1
39,2014,1246,1,1
206,2014,1247,1,1
114,2014,1248,2,1
90,2014,1249,2,1
153,2014,1250,2,1
114,2014,1251,1,1
85,2014,1252,2,1
112,2014,1254,1,1
37,2014,1256,1,1
5,2014,1259,1,1
2,2014,1261,2,1
7,2014,1264,1,1
62,2014,1265,2,1
19,2014,1266,1,1
64,2014,1267,2,1
39,2014,1268,2,1
159,2014,1269,2,1
169,2014,1270,2,1
244,2014,1271,2,1
207,2014,1272,1,1
315,2014,1273,1,1
126,2014,1274,2,1
109,2014,1275,1,1
490,2014,1276,1,1
294,2014,1277,2,1
101,2014,1293,2,1
26,2014,1294,1,1
248,2014,1295,1,1
23,2014,1296,2,1
434,2014,1297,2,1
123,2014,1298,2,1
179,2014,1299,2,1
8,2014,1300,2,1
3,2014,1301,2,1
1,2014,1302,1,1
2,2014,1303,1,1
4,2014,1305,2,1
6,2014,1307,2,1
2,2014,1308,2,1
2,2014,1311,2,1
7,2014,1312,1,1
1,2014,1313,2,1
6,2014,1315,2,1
3,2014,1316,2,1
2,2014,1317,2,1
3,2014,1319,1,1
146,2014,1323,1,1
9,2014,1324,2,1
36,2014,1325,2,1
21,2014,1326,1,1
15,2014,1328,2,1
33,2014,1329,2,1
24,2014,1330,1,1
22,2014,1331,2,1
14,2014,1332,1,1
147,2014,1335,1,1
109,2014,1336,1,1
107,2014,1337,2,1
145,2014,1338,1,1
82,2014,1339,2,1
46,2014,1340,2,1
25,2014,1347,2,1
66,2014,1348,1,1
14,2014,1349,2,1
96,2014,1350,2,1
160,2014,1361,1,1
22,2014,1363,2,1
2,2014,1365,2,1
25,2014,1371,2,1
32,2014,1372,2,1
286,2014,1380,2,1
498,2014,1381,2,1
348,2014,1383,1,1
67,2014,1384,1,1
256,2014,1385,2,1
371,2014,1386,1,1
27,2014,1387,1,1
16,2014,1389,1,1
56,2014,1394,2,1
54,2014,1395,1,1
99,2014,1396,2,1
72,2014,1399,1,1
71,2014,1402,2,1
77,2014,1403,1,1
112,2014,1409,2,1
39,2014,1412,2,1
91,2014,1415,1,1
641,2014,1422,1,1
300,2014,1425,2,1
220,2014,1426,2,1
262,2014,1430,1,1
13,2014,1431,1,1
18,2014,1432,2,1
215,2014,1433,1,1
58,2014,1434,1,1
16,2014,1435,2,1
41,2014,1439,2,1
90,2014,1441,2,1
121,2014,1442,1,1
140,2014,1444,1,1
24,2014,1445,1,1
228,2014,1446,2,1
35,2014,1447,1,1
76,2014,1448,1,1
252,2014,1450,2,1
209,2014,1451,2,1
14,2014,1455,1,1
2,2014,1460,2,1
3,2014,1461,2,1
63,2014,1464,2,1
112,2014,1466,2,1
13,2014,1468,1,1
361,2014,1475,2,1
118,2014,1476,1,1
149,2014,1477,2,1
653,2014,1483,1,1
151,2014,1485,2,1
116,2014,1487,2,1
62,2014,1488,1,1
63,2014,1489,2,1
67,2014,1490,2,1
40,2014,1491,1,1
107,2014,1492,1,1
375,2014,1493,1,1
225,2014,1494,2,1
3,2014,1496,2,1
56,2014,1497,2,1
309,2014,1498,2,1
328,2014,1499,1,1
280,2014,1503,2,1
58,2014,1504,2,1
665,2014,1512,1,1
42,2014,1513,2,1
252,2014,1514,2,1
306,2014,1516,2,1
13,2014,1519,2,1
24,2014,1520,1,1
1,2014,1524,1,1
82,2014,1527,2,1
45,2014,1529,2,1
67,2014,1531,2,1
196,2014,1532,1,1
270,2014,1533,2,1
178,2014,1534,2,1
222,2014,1535,1,1
167,2014,1536,2,1
20,2014,1537,2,1
89,2014,1538,1,1
329,2014,1539,2,1
77,2014,1540,2,1
46,2014,1541,1,1
395,2014,1542,2,1
213,2014,1543,1,1
164,2014,1544,2,1
98,2014,1545,1,1
91,2014,1546,1,1
32,2014,1547,2,1
46,2014,1548,1,1
32,2014,1560,2,1
43,2014,1568,2,1
12,2014,1573,2,1
11,2014,1574,1,1
35,2014,1576,2,1
41,2014,1578,2,1
2,2014,1579,1,1
10,2014,1580,1,1
14,2014,1581,1,1
6,2014,1582,1,1
5,2014,1585,1,1
2,2014,1587,2,1
36,2014,1591,1,1
185,2014,1592,1,1
83,2014,1593,1,1
12,2014,1595,1,1
22,2014,1596,2,1
33,2014,1597,2,1
388,2014,1598,2,1
57,2014,1605,2,1
46,2014,1606,2,1
15,2014,1607,2,1
85,2014,1614,1,1
13,2014,1620,2,1
60,2014,1621,1,1
115,2014,1622,2,1
52,2014,1626,2,1
26,2014,1627,2,1
83,2014,1628,2,1
103,2014,1630,2,1
50,2014,1635,1,1
46,2014,1636,2,1
118,2014,1640,2,1
88,2014,1641,2,1
27,2014,1642,1,1
16,2014,1643,1,1
21,2014,1644,2,1
34,2014,1645,1,1
43,2014,1646,2,1
39,2014,1647,2,1
27,2014,1649,2,1
7,2014,1650,2,1
148,2014,1651,1,1
11,2014,1652,2,1
19,2014,1653,2,1
126,2014,1654,2,1
66,2014,1655,1,1
88,2014,1656,2,1
45,2014,1657,2,1
11,2014,1658,2,1
73,2014,1667,1,1
89,2014,1668,2,1
146,2014,1676,1,1
2,2014,1677,1,1
2,2014,1678,1,1
2,2014,1679,2,1
14,2014,1680,1,1
9,2014,1681,2,1
2,2014,1682,1,1
2,2014,1683,2,1
2,2014,1684,1,1
2,2014,1687,1,1
301,2014,1688,2,1
8,2014,1689,1,1
42,2014,1690,1,1
19,2014,1691,2,1
25,2014,1692,2,1
36,2014,1693,2,1
45,2014,1694,2,1
48,2014,1697,1,1
58,2014,1698,2,1
32,2014,1703,2,1
58,2014,1705,2,1
54,2014,1706,2,1
231,2014,1708,2,1
88,2014,1711,2,1
83,2014,1714,2,1
39,2014,1715,1,1
65,2014,1716,1,1
70,2014,1717,1,1
132,2014,1718,1,1
90,2014,1719,2,1
57,2014,1724,2,1
52,2014,1725,2,1
135,2014,1730,2,1
110,2014,1731,2,1
45,2014,1734,1,1
40,2014,1735,1,1
45,2014,1736,1,1
22,2014,1737,1,1
20,2014,1738,1,1
3,2014,1739,1,1
25,2014,1741,2,1
51,2014,1742,2,1
39,2014,1743,1,1
53,2014,1748,2,1
128,2014,1749,2,1
129,2014,1751,2,1
61,2014,1752,2,1
120,2014,1755,2,1
56,2014,1758,2,1
56,2014,1759,1,1
64,2014,1760,2,1
118,2014,1762,2,1
28,2014,1763,1,1
72,2014,1764,2,1
213,2014,1765,1,1
15,2014,1766,1,1
77,2014,1767,2,1
46,2014,1768,2,1
142,2014,1769,1,1
153,2014,1770,1,1
264,2014,1771,1,1
151,2014,1774,2,1
60,2014,1775,1,1
38,2014,1776,1,1
216,2014,1777,1,1
86,2014,1778,1,1
107,2014,1779,1,1
103,2014,1780,1,1
4,2014,1781,1,1
4,2014,1782,2,1
2,2014,1783,2,1
4,2014,1784,2,1
5,2014,1785,2,1
5,2014,1792,2,1
4,2014,1793,2,1
35,2014,1794,2,1
2,2014,1796,1,1
4,2014,1797,2,1
1,2014,1799,2,1
3,2014,1800,1,1
6,2014,1802,1,1
1,2014,1803,1,1
166,2014,1807,1,1
8,2014,1808,2,1
5,2014,1810,1,1
84,2014,1813,2,1
81,2014,1814,2,1
1,2014,1815,1,1
1,2014,1819,1,1
1,2014,1820,2,1
27,2014,1828,2,1
69,2014,1832,1,1
231,2014,1834,1,1
23,2014,1836,1,1
46,2014,1837,1,1
630,2014,1838,2,1
41,2014,1840,2,1
23,2014,1841,2,1
43,2014,1846,2,1
196,2014,1847,1,1
3,2014,1850,2,1
23,2014,1853,1,1
76,2014,1854,1,1
68,2014,1855,2,1
78,2014,1856,1,1
4,2014,1869,1,1
173,2014,1870,2,1
27,2014,1872,1,1
3,2014,1874,2,1
75,2014,1875,2,1
97,2014,1877,1,1
37,2014,1878,1,1
40,2014,1881,1,1
179,2014,1883,1,1
52,2014,1884,2,1
122,2014,1886,2,1
94,2014,1890,1,1
18,2014,1892,2,1
219,2014,1893,2,1
188,2014,1894,1,1
40,2014,1895,1,1
203,2014,1902,1,1
12,2014,1914,2,1
57,2014,1915,1,1
59,2014,1916,1,1
12,2014,1918,1,1
41,2014,1919,2,1
58,2014,1928,2,1
34,2014,1936,1,1
38,2014,1937,2,1
37,2014,1942,2,1
2,2014,1943,2,1
19,2014,1944,2,1
47,2014,1946,1,1
18,2014,1950,1,1
1,2014,1952,1,1
50,2014,1956,2,1
236,2014,1958,2,1
319,2014,1976,2,1
88,2014,1977,1,1
684,2014,1980,2,1
127,2014,1981,2,1
105,2014,1982,2,1
164,2014,1983,1,1
30,2014,1984,1,1
17,2014,1985,2,1
7,2014,1987,1,1
69,2014,1988,2,1
91,2014,1989,1,1
41,2014,1991,2,1
46,2014,2004,1,1
43,2014,2009,1,1
40,2014,2016,2,1
107,2014,2026,2,1
6,2014,2028,1,1
14,2014,2034,2,1
28,2014,2035,2,1
26,2014,2037,2,1
29,2014,2039,1,1
95,2014,2040,1,1
6,2014,2042,1,1
24,2014,2049,2,1
433,2014,2051,2,1
192,2014,2052,2,1
47,2014,2053,2,1
143,2014,2054,2,1
89,2014,2055,2,1
13,2014,2056,1,1
13,2014,2063,2,1
40,2014,2065,2,1
65,2014,2068,2,1
71,2014,2069,2,1
101,2014,2070,1,1
23,2014,2071,2,1
161,2014,2076,1,1
110,2014,2080,1,1
19,2014,2086,2,1
52,2014,2087,2,1
15,2014,2088,1,1
24,2014,2093,1,1
25,2014,2094,1,1
14,2014,2095,2,1
147,2014,2098,1,1
40,2014,2108,2,1
18,2014,2111,2,1
420,2014,2114,2,1
26,2014,2115,1,1
9,2014,2119,2,1
49,2014,2130,2,1
120,2014,2131,2,1
261,2014,2134,2,1
241,2014,2145,2,1
10,2014,2153,2,1
29,2014,2162,1,1
14,2014,2163,1,1
61,2014,2168,1,1
27,2014,2172,1,1
30,2014,2180,2,1
24,2014,2187,1,1
28,2014,2188,2,1
81,2014,2189,2,1
92,2014,2190,1,1
98,2014,2191,1,1
48,2014,2192,1,1
23,2014,2199,2,1
81,2014,2205,2,1
162,2014,2206,1,1
25,2014,2209,1,1
61,2014,2217,2,1
10,2014,2218,1,1
24,2014,2227,2,1
14,2014,2230,2,1
191,2014,2234,2,1
15,2014,2239,1,1
42,2014,2249,2,1
104,2014,2258,2,1
11,2014,2264,2,1
58,2014,2265,1,1
83,2014,2268,2,1
1,2014,2269,2,1
22,2014,2272,2,1
158,2014,2273,2,1
6,2014,2276,1,1
26,2014,2278,1,1
30,2014,2279,2,1
20,2014,2287,2,1
22,2014,2289,1,1
33,2014,2291,1,1
22,2014,2300,1,1
20,2014,2303,1,1
42,2014,2314,2,1
6,2014,2322,1,1
13,2014,2324,2,1
5,2014,2336,2,1
228,2014,2337,2,1
45,2014,2345,2,1
31,2014,2346,1,1
48,2014,2354,2,1
24,2014,2355,2,1
24,2014,2360,2,1
8,2014,2361,1,1
19,2014,2362,2,1
70,2014,2377,2,1
21,2014,2380,2,1
241,2014,2381,2,1
177,2014,2382,1,1
146,2014,2384,1,1
1,2014,2412,2,1
15,2014,2414,2,1
44,2014,2417,1,1
15,2014,2419,1,1
2,2014,2423,1,1
143,2014,2425,2,1
36,2014,2427,2,1
9,2014,2434,1,1
22,2014,2435,2,1
2,2014,2436,2,1
24,2014,2437,2,1
16,2014,2438,2,1
32,2014,2445,2,1
94,2014,2446,2,1
26,2014,2449,2,1
22,2014,2450,2,1
19,2014,2453,2,1
12,2014,2458,1,1
85,2014,2459,1,1
167,2014,2460,2,1
82,2014,2469,1,1
95,2014,2470,1,1
44,2014,2479,2,1
73,2014,2484,1,1
31,2014,2497,2,1
3,2014,2501,2,1
40,2014,2506,2,1
1,2014,2513,1,1
254,2014,2518,2,1
191,2014,2519,2,1
28,2014,2520,2,1
21,2014,2521,2,1
25,2014,2522,1,1
10,2014,2523,1,1
275,2014,2524,1,1
39,2014,2525,1,1
17,2014,2526,2,1
1,2014,2530,1,1
10,2014,2533,2,1
31,2014,2534,2,1
8,2014,2535,2,1
11,2014,2536,1,1
28,2014,2537,1,1
11,2014,2538,2,1
46,2014,2539,2,1
64,2014,2540,2,1
95,2014,2541,1,1
51,2014,2543,2,1
107,2014,2555,1,1
105,2014,2561,2,1
137,2014,2562,2,1
488,2014,2563,2,1
52,2014,2564,2,1
16,2014,2566,1,1
18,2014,2568,2,1
25,2014,2572,2,1
11,2014,2573,1,1
401,2014,2579,2,1
47,2014,2584,1,1
51,2014,2586,2,1
51,2014,2588,2,1
2,2014,2603,1,1
1,2014,2604,1,1
20,2014,2605,1,1
2,2014,2606,2,1
49,2014,2611,1,1
80,2014,2612,1,1
77,2014,2616,1,1
57,2014,2617,2,1
11,2014,2618,2,1
18,2014,2621,2,1
2,2014,2622,2,1
44,2014,2623,2,1
140,2014,2625,2,1
28,2014,2628,2,1
115,2014,2631,2,1
68,2014,2633,1,1
141,2014,2634,1,1
82,2014,2636,2,1
2,2014,2637,2,1
101,2014,2648,2,1
70,2014,2651,1,1
136,2014,2652,1,1
6,2014,2653,1,1
64,2014,2654,1,1
11,2014,2657,2,1
31,2014,2671,2,1
7,2014,2675,2,1
22,2014,2677,2,1
55,2014,2683,1,1
13,2014,2684,1,1
78,2014,2686,1,1
19,2014,2688,1,1
81,2014,2689,2,1
13,2014,2690,2,1
203,2014,2692,2,1
49,2014,2693,2,1
19,2014,2699,2,1
13,2014,2706,1,1
2,2014,2707,1,1
63,2014,2713,2,1
113,2014,2714,2,1
21,2014,2718,1,1
101,2014,2721,1,1
358,2014,2722,2,1
140,2014,2723,1,1
16,2014,2730,2,1
78,2014,2731,2,1
7,2014,2734,2,1
64,2014,2743,2,1
8,2014,2744,1,1
23,2014,2746,1,1
34,2014,2750,2,1
29,2014,2754,2,1
67,2014,2760,2,1
62,2014,2761,1,1
54,2014,2762,2,1
26,2014,2767,2,1
12,2014,2768,2,1
14,2014,2769,2,1
51,2014,2775,1,1
24,2014,2776,1,1
91,2014,2777,2,1
35,2014,2784,2,1
19,2014,2785,1,1
10,2014,2794,1,1
28,2014,2799,2,1
105,2014,2801,2,1
71,2014,2806,1,1
