Admitidos,Año,Codigo SNIES del programa,ID Sexo,Semestre
115,2020,1,1,1
54,2020,2,1,1
71,2020,3,2,1
35,2020,4,1,1
51,2020,5,2,1
28,2020,6,2,1
100,2020,7,1,1
142,2020,9,1,1
60,2020,10,1,1
116,2020,11,2,1
61,2020,12,2,1
47,2020,13,2,1
80,2020,14,1,1
61,2020,15,1,1
57,2020,16,1,1
105,2020,17,2,1
119,2020,18,1,1
87,2020,19,2,1
51,2020,20,1,1
69,2020,21,1,1
99,2020,23,2,1
116,2020,24,2,1
130,2020,25,1,1
78,2020,27,2,1
104,2020,28,2,1
155,2020,29,1,1
92,2020,30,2,1
68,2020,31,2,1
53,2020,32,1,1
105,2020,33,2,1
48,2020,34,2,1
42,2020,35,1,1
82,2020,36,2,1
73,2020,37,1,1
5,2020,38,1,1
3,2020,39,2,1
2,2020,40,2,1
2,2020,41,1,1
2,2020,45,1,1
7,2020,46,1,1
5,2020,47,1,1
10,2020,48,1,1
1,2020,49,1,1
3,2020,50,1,1
5,2020,52,1,1
3,2020,53,1,1
11,2020,55,2,1
5,2020,57,2,1
4,2020,58,1,1
2,2020,59,1,1
4,2020,60,1,1
3,2020,61,1,1
8,2020,63,2,1
6,2020,64,2,1
2,2020,65,2,1
3,2020,66,1,1
3,2020,67,2,1
83,2020,70,2,1
19,2020,71,1,1
18,2020,79,1,1
15,2020,80,1,1
20,2020,85,2,1
10,2020,86,1,1
6,2020,87,2,1
38,2020,88,2,1
45,2020,89,1,1
10,2020,92,2,1
10,2020,96,1,1
27,2020,104,2,1
19,2020,105,2,1
25,2020,106,2,1
4,2020,107,1,1
25,2020,108,1,1
10,2020,109,1,1
3,2020,110,1,1
2,2020,111,2,1
97,2020,113,2,1
66,2020,114,1,1
75,2020,115,2,1
93,2020,116,1,1
109,2020,117,1,1
60,2020,118,1,1
58,2020,119,1,1
83,2020,120,2,1
71,2020,121,1,1
96,2020,122,1,1
87,2020,123,2,1
70,2020,124,1,1
72,2020,125,2,1
58,2020,126,1,1
70,2020,127,2,1
46,2020,128,1,1
65,2020,129,2,1
19,2020,132,1,1
26,2020,134,1,1
6,2020,136,1,1
8,2020,137,2,1
12,2020,139,1,1
10,2020,140,2,1
4,2020,142,1,1
81,2020,143,1,1
48,2020,144,1,1
42,2020,146,1,1
31,2020,147,2,1
80,2020,151,1,1
25,2020,155,1,1
53,2020,156,1,1
56,2020,157,1,1
56,2020,158,1,1
61,2020,159,1,1
11,2020,162,1,1
38,2020,169,2,1
45,2020,170,1,1
15,2020,172,1,1
18,2020,173,1,1
95,2020,176,1,1
103,2020,178,2,1
96,2020,180,1,1
110,2020,181,2,1
204,2020,189,1,1
214,2020,190,1,1
93,2020,191,1,1
91,2020,192,2,1
95,2020,193,2,1
3,2020,194,2,1
10,2020,195,1,1
9,2020,197,1,1
2,2020,204,1,1
1,2020,205,1,1
1,2020,207,1,1
44,2020,210,1,1
54,2020,212,2,1
50,2020,213,2,1
43,2020,215,1,1
38,2020,216,1,1
55,2020,217,1,1
51,2020,218,1,1
33,2020,222,1,1
38,2020,223,2,1
23,2020,224,1,1
41,2020,229,2,1
42,2020,230,1,1
44,2020,232,1,1
108,2020,233,2,1
48,2020,234,1,1
44,2020,235,2,1
72,2020,236,2,1
55,2020,238,2,1
51,2020,245,2,1
27,2020,246,2,1
1,2020,252,2,1
102,2020,257,2,1
96,2020,260,1,1
87,2020,263,1,1
66,2020,267,1,1
98,2020,268,2,1
207,2020,269,1,1
95,2020,270,2,1
240,2020,271,2,1
107,2020,272,1,1
17,2020,276,1,1
8,2020,278,2,1
18,2020,279,2,1
2,2020,281,2,1
58,2020,282,2,1
41,2020,283,1,1
34,2020,284,1,1
2,2020,288,2,1
2,2020,289,1,1
3,2020,290,2,1
2,2020,291,1,1
2,2020,292,2,1
3,2020,293,2,1
2,2020,294,1,1
1,2020,295,1,1
2,2020,296,2,1
1,2020,297,1,1
1,2020,298,2,1
1,2020,300,2,1
2,2020,302,1,1
2,2020,303,2,1
3,2020,306,2,1
2,2020,308,2,1
9,2020,314,1,1
62,2020,320,1,1
39,2020,325,2,1
90,2020,326,1,1
53,2020,327,2,1
56,2020,337,2,1
53,2020,338,1,1
99,2020,340,2,1
50,2020,341,1,1
58,2020,342,1,1
9,2020,343,2,1
71,2020,347,2,1
56,2020,351,2,1
1,2020,354,2,1
263,2020,361,1,1
145,2020,362,1,1
136,2020,363,1,1
134,2020,364,1,1
239,2020,365,2,1
7,2020,366,2,1
9,2020,368,2,1
1,2020,369,2,1
3,2020,370,1,1
2,2020,371,1,1
10,2020,372,1,1
3,2020,374,1,1
11,2020,375,1,1
2,2020,377,1,1
1,2020,378,1,1
3,2020,379,1,1
3,2020,380,2,1
7,2020,382,1,1
7,2020,383,2,1
3,2020,384,1,1
11,2020,385,1,1
3,2020,386,1,1
4,2020,388,1,1
2,2020,389,2,1
2,2020,390,2,1
2,2020,391,1,1
1,2020,394,2,1
63,2020,395,2,1
44,2020,401,1,1
63,2020,403,1,1
55,2020,404,2,1
27,2020,405,1,1
6,2020,406,2,1
8,2020,407,1,1
39,2020,412,2,1
120,2020,413,1,1
22,2020,417,1,1
63,2020,426,1,1
72,2020,427,2,1
40,2020,429,1,1
64,2020,430,1,1
59,2020,431,1,1
35,2020,432,1,1
56,2020,434,2,1
67,2020,435,1,1
59,2020,436,2,1
129,2020,437,2,1
99,2020,438,1,1
79,2020,439,1,1
78,2020,440,2,1
51,2020,441,1,1
48,2020,442,1,1
82,2020,444,1,1
79,2020,445,1,1
81,2020,446,1,1
82,2020,448,2,1
80,2020,450,2,1
79,2020,451,1,1
45,2020,452,1,1
55,2020,453,1,1
52,2020,454,2,1
52,2020,455,2,1
47,2020,456,2,1
22,2020,483,1,1
17,2020,504,2,1
18,2020,510,1,1
16,2020,511,1,1
13,2020,513,1,1
10,2020,515,2,1
12,2020,517,1,1
10,2020,521,1,1
24,2020,522,2,1
18,2020,523,1,1
29,2020,530,1,1
159,2020,531,1,1
111,2020,532,1,1
119,2020,535,2,1
121,2020,536,1,1
79,2020,537,2,1
81,2020,538,1,1
72,2020,539,2,1
52,2020,549,1,1
16,2020,551,2,1
49,2020,557,1,1
59,2020,559,1,1
155,2020,570,1,1
74,2020,573,1,1
74,2020,574,2,1
72,2020,575,2,1
66,2020,579,2,1
104,2020,580,1,1
100,2020,581,2,1
55,2020,582,1,1
57,2020,583,1,1
57,2020,584,2,1
53,2020,585,2,1
59,2020,586,1,1
56,2020,587,1,1
56,2020,588,2,1
54,2020,589,1,1
55,2020,591,2,1
93,2020,592,1,1
64,2020,593,2,1
50,2020,594,1,1
55,2020,595,1,1
67,2020,596,1,1
4,2020,601,1,1
2,2020,602,2,1
1,2020,608,1,1
1,2020,609,1,1
2,2020,610,2,1
8,2020,611,1,1
1,2020,613,1,1
1,2020,614,2,1
6,2020,615,1,1
2,2020,616,2,1
5,2020,622,2,1
13,2020,626,1,1
6,2020,628,1,1
7,2020,642,2,1
9,2020,654,2,1
8,2020,659,2,1
27,2020,660,1,1
6,2020,662,1,1
6,2020,664,1,1
8,2020,670,2,1
2,2020,672,1,1
3,2020,673,2,1
1,2020,674,1,1
7,2020,676,1,1
2,2020,678,1,1
3,2020,679,2,1
4,2020,680,1,1
90,2020,683,1,1
48,2020,684,1,1
45,2020,685,1,1
47,2020,687,1,1
55,2020,689,1,1
11,2020,690,1,1
129,2020,691,1,1
38,2020,692,2,1
51,2020,693,1,1
93,2020,694,1,1
165,2020,696,2,1
68,2020,697,1,1
119,2020,698,1,1
97,2020,699,2,1
159,2020,700,1,1
154,2020,701,1,1
59,2020,702,1,1
115,2020,703,1,1
53,2020,704,1,1
52,2020,705,2,1
67,2020,706,2,1
49,2020,707,1,1
3,2020,709,1,1
4,2020,710,1,1
5,2020,711,1,1
1,2020,712,2,1
1,2020,713,1,1
4,2020,714,1,1
3,2020,716,2,1
39,2020,717,1,1
6,2020,728,1,1
1,2020,731,1,1
8,2020,732,1,1
1,2020,733,1,1
54,2020,736,1,1
118,2020,737,1,1
43,2020,738,1,1
46,2020,739,2,1
137,2020,740,1,1
57,2020,741,1,1
64,2020,742,1,1
36,2020,744,2,1
32,2020,745,1,1
37,2020,746,2,1
74,2020,747,1,1
48,2020,748,1,1
1,2020,759,1,1
5,2020,761,2,1
17,2020,766,1,1
19,2020,770,1,1
5,2020,774,1,1
69,2020,777,2,1
69,2020,783,1,1
131,2020,789,1,1
119,2020,791,2,1
37,2020,794,1,1
57,2020,799,2,1
68,2020,801,2,1
52,2020,803,1,1
49,2020,805,2,1
60,2020,807,2,1
61,2020,808,2,1
48,2020,809,2,1
53,2020,810,1,1
53,2020,811,1,1
38,2020,818,2,1
70,2020,831,1,1
155,2020,834,2,1
115,2020,835,1,1
68,2020,839,1,1
74,2020,842,2,1
41,2020,852,2,1
91,2020,855,1,1
68,2020,856,1,1
62,2020,857,1,1
49,2020,870,1,1
39,2020,873,1,1
63,2020,882,2,1
62,2020,884,1,1
62,2020,885,1,1
44,2020,889,1,1
17,2020,895,2,1
42,2020,898,2,1
43,2020,902,2,1
34,2020,906,1,1
35,2020,907,1,1
36,2020,908,1,1
103,2020,913,2,1
92,2020,915,2,1
80,2020,916,2,1
151,2020,917,1,1
157,2020,918,2,1
155,2020,919,1,1
153,2020,920,1,1
75,2020,921,2,1
142,2020,925,2,1
60,2020,926,2,1
4,2020,933,1,1
12,2020,936,1,1
3,2020,937,1,1
44,2020,943,1,1
75,2020,944,1,1
68,2020,946,1,1
62,2020,947,1,1
247,2020,949,1,1
160,2020,950,2,1
223,2020,951,2,1
199,2020,952,2,1
435,2020,953,2,1
79,2020,954,2,1
29,2020,955,1,1
24,2020,956,1,1
38,2020,957,1,1
54,2020,958,2,1
148,2020,959,1,1
76,2020,960,1,1
224,2020,961,1,1
228,2020,962,1,1
55,2020,964,1,1
26,2020,965,1,1
6,2020,967,2,1
2,2020,969,2,1
9,2020,971,2,1
10,2020,973,1,1
1,2020,974,1,1
1,2020,975,1,1
1,2020,976,1,1
2,2020,977,2,1
7,2020,978,2,1
2,2020,979,1,1
10,2020,980,2,1
7,2020,981,2,1
2,2020,982,2,1
2,2020,983,2,1
14,2020,985,1,1
4,2020,986,1,1
2,2020,988,1,1
4,2020,990,1,1
16,2020,991,1,1
2,2020,995,1,1
11,2020,998,2,1
14,2020,999,1,1
48,2020,1001,1,1
70,2020,1003,1,1
33,2020,1005,1,1
26,2020,1006,2,1
9,2020,1007,2,1
34,2020,1008,1,1
34,2020,1009,2,1
16,2020,1010,1,1
45,2020,1012,2,1
2,2020,1018,2,1
11,2020,1019,1,1
11,2020,1020,1,1
7,2020,1021,1,1
16,2020,1026,1,1
27,2020,1027,1,1
16,2020,1028,1,1
8,2020,1029,1,1
18,2020,1030,2,1
13,2020,1033,1,1
18,2020,1036,2,1
11,2020,1037,2,1
2,2020,1038,1,1
46,2020,1039,2,1
85,2020,1040,2,1
21,2020,1041,2,1
32,2020,1042,2,1
24,2020,1043,1,1
40,2020,1044,1,1
36,2020,1046,2,1
48,2020,1047,2,1
4,2020,1053,1,1
16,2020,1054,2,1
12,2020,1056,2,1
1,2020,1062,1,1
29,2020,1063,1,1
47,2020,1079,1,1
173,2020,1080,1,1
56,2020,1081,1,1
4,2020,1082,2,1
57,2020,1083,1,1
100,2020,1084,2,1
55,2020,1085,2,1
83,2020,1086,2,1
60,2020,1087,1,1
15,2020,1088,2,1
11,2020,1091,1,1
5,2020,1092,1,1
6,2020,1094,1,1
23,2020,1096,2,1
129,2020,1097,2,1
205,2020,1098,2,1
17,2020,1099,1,1
29,2020,1101,1,1
31,2020,1102,2,1
130,2020,1103,2,1
30,2020,1104,2,1
148,2020,1110,1,1
30,2020,1111,1,1
533,2020,1112,1,1
66,2020,1113,2,1
229,2020,1114,1,1
155,2020,1115,1,1
76,2020,1116,2,1
42,2020,1117,1,1
35,2020,1120,2,1
26,2020,1125,2,1
44,2020,1126,1,1
34,2020,1136,1,1
24,2020,1138,1,1
92,2020,1143,2,1
71,2020,1144,2,1
68,2020,1146,2,1
77,2020,1147,2,1
27,2020,1148,2,1
12,2020,1149,1,1
52,2020,1151,2,1
48,2020,1152,2,1
21,2020,1155,1,1
22,2020,1156,2,1
50,2020,1158,2,1
46,2020,1166,1,1
85,2020,1169,1,1
130,2020,1170,1,1
38,2020,1172,1,1
68,2020,1173,1,1
121,2020,1175,2,1
56,2020,1176,1,1
73,2020,1178,1,1
37,2020,1179,1,1
47,2020,1180,1,1
102,2020,1192,2,1
61,2020,1193,2,1
136,2020,1195,1,1
59,2020,1196,1,1
17,2020,1197,2,1
26,2020,1199,1,1
34,2020,1200,1,1
24,2020,1201,1,1
74,2020,1202,1,1
91,2020,1203,1,1
188,2020,1205,1,1
4,2020,1216,2,1
23,2020,1217,1,1
12,2020,1218,2,1
10,2020,1219,2,1
31,2020,1220,1,1
9,2020,1224,2,1
20,2020,1227,2,1
1,2020,1228,2,1
5,2020,1229,1,1
53,2020,1236,1,1
199,2020,1237,1,1
134,2020,1238,1,1
182,2020,1239,2,1
118,2020,1240,1,1
20,2020,1241,1,1
16,2020,1242,2,1
142,2020,1244,1,1
368,2020,1245,2,1
27,2020,1246,2,1
111,2020,1247,1,1
137,2020,1248,1,1
35,2020,1249,1,1
88,2020,1250,1,1
56,2020,1251,1,1
58,2020,1252,1,1
65,2020,1254,2,1
23,2020,1256,1,1
17,2020,1259,1,1
1,2020,1261,1,1
15,2020,1264,1,1
81,2020,1265,1,1
12,2020,1266,2,1
39,2020,1267,2,1
112,2020,1268,1,1
200,2020,1269,1,1
339,2020,1270,2,1
371,2020,1271,1,1
234,2020,1272,1,1
340,2020,1273,2,1
77,2020,1275,2,1
364,2020,1276,2,1
239,2020,1277,2,1
1,2020,1283,1,1
32,2020,1291,2,1
138,2020,1293,1,1
30,2020,1294,1,1
435,2020,1295,1,1
13,2020,1296,2,1
401,2020,1297,2,1
146,2020,1298,1,1
95,2020,1299,1,1
13,2020,1300,1,1
3,2020,1301,1,1
1,2020,1302,1,1
4,2020,1303,1,1
4,2020,1305,2,1
4,2020,1307,1,1
2,2020,1310,2,1
2,2020,1311,1,1
3,2020,1312,1,1
1,2020,1313,2,1
6,2020,1315,2,1
5,2020,1316,2,1
2,2020,1317,2,1
102,2020,1323,2,1
13,2020,1324,2,1
45,2020,1325,1,1
35,2020,1326,1,1
26,2020,1328,1,1
32,2020,1335,2,1
35,2020,1336,2,1
67,2020,1337,1,1
113,2020,1338,2,1
106,2020,1339,2,1
16,2020,1347,1,1
43,2020,1348,1,1
18,2020,1349,1,1
73,2020,1350,1,1
51,2020,1361,1,1
19,2020,1365,1,1
21,2020,1371,2,1
15,2020,1372,1,1
150,2020,1380,1,1
465,2020,1381,2,1
59,2020,1385,2,1
278,2020,1386,2,1
23,2020,1387,2,1
9,2020,1389,1,1
60,2020,1394,1,1
68,2020,1395,1,1
81,2020,1396,2,1
59,2020,1399,1,1
61,2020,1402,2,1
53,2020,1403,2,1
85,2020,1409,1,1
23,2020,1412,1,1
40,2020,1415,1,1
361,2020,1422,2,1
277,2020,1426,1,1
229,2020,1430,2,1
12,2020,1431,1,1
9,2020,1432,1,1
195,2020,1433,2,1
17,2020,1434,1,1
13,2020,1435,1,1
55,2020,1439,2,1
44,2020,1441,2,1
30,2020,1442,2,1
32,2020,1444,1,1
12,2020,1445,2,1
68,2020,1446,1,1
11,2020,1447,1,1
22,2020,1448,1,1
33,2020,1450,1,1
89,2020,1451,1,1
7,2020,1455,1,1
33,2020,1464,1,1
52,2020,1466,2,1
10,2020,1468,2,1
372,2020,1475,1,1
