Admitidos,Año,Codigo SNIES del programa,ID Sexo,Semestre
28,2019,1,1,1
29,2019,2,1,1
68,2019,3,2,1
35,2019,4,2,1
57,2019,5,2,1
28,2019,6,2,1
134,2019,7,1,1
141,2019,9,1,1
66,2019,10,1,1
98,2019,11,2,1
65,2019,12,1,1
32,2019,13,1,1
94,2019,14,2,1
44,2019,15,1,1
52,2019,16,1,1
67,2019,17,2,1
145,2019,18,2,1
42,2019,19,2,1
52,2019,20,1,1
70,2019,21,1,1
100,2019,23,2,1
116,2019,24,1,1
2,2019,25,2,1
65,2019,27,1,1
97,2019,28,1,1
146,2019,29,2,1
2,2019,30,1,1
52,2019,31,2,1
62,2019,32,1,1
88,2019,33,1,1
50,2019,34,1,1
54,2019,35,2,1
87,2019,36,2,1
35,2019,37,2,1
6,2019,38,1,1
2,2019,39,1,1
3,2019,40,1,1
2,2019,41,2,1
2,2019,45,2,1
7,2019,46,2,1
6,2019,47,1,1
8,2019,48,2,1
2,2019,49,1,1
1,2019,50,1,1
6,2019,52,1,1
4,2019,53,2,1
11,2019,55,1,1
6,2019,57,2,1
4,2019,58,2,1
3,2019,59,2,1
2,2019,60,1,1
2,2019,61,1,1
5,2019,63,2,1
6,2019,64,2,1
1,2019,65,1,1
2,2019,66,1,1
3,2019,67,1,1
49,2019,70,2,1
4,2019,79,1,1
7,2019,80,2,1
13,2019,86,1,1
6,2019,87,2,1
14,2019,88,2,1
19,2019,89,1,1
6,2019,90,2,1
10,2019,92,2,1
4,2019,96,1,1
20,2019,104,2,1
32,2019,105,2,1
22,2019,106,2,1
9,2019,107,1,1
18,2019,108,2,1
10,2019,109,1,1
1,2019,110,1,1
8,2019,111,1,1
2,2019,112,1,1
119,2019,113,2,1
89,2019,114,1,1
91,2019,115,2,1
102,2019,116,2,1
123,2019,117,2,1
64,2019,118,1,1
62,2019,119,2,1
82,2019,120,2,1
85,2019,121,2,1
87,2019,122,2,1
106,2019,123,1,1
78,2019,124,1,1
92,2019,125,2,1
65,2019,126,1,1
73,2019,127,2,1
52,2019,128,1,1
77,2019,129,2,1
6,2019,132,2,1
12,2019,134,2,1
7,2019,136,1,1
6,2019,137,1,1
14,2019,139,1,1
17,2019,140,2,1
4,2019,142,1,1
82,2019,143,2,1
43,2019,144,2,1
56,2019,146,2,1
38,2019,147,1,1
80,2019,151,1,1
31,2019,155,2,1
72,2019,156,1,1
76,2019,157,1,1
63,2019,158,2,1
64,2019,159,2,1
54,2019,169,1,1
20,2019,170,1,1
30,2019,172,1,1
12,2019,173,1,1
96,2019,176,2,1
101,2019,178,1,1
253,2019,180,2,1
105,2019,181,1,1
143,2019,189,2,1
214,2019,190,1,1
93,2019,191,1,1
58,2019,192,2,1
101,2019,193,2,1
11,2019,194,1,1
15,2019,195,2,1
8,2019,197,2,1
13,2019,204,2,1
19,2019,205,1,1
6,2019,207,2,1
63,2019,210,2,1
101,2019,212,1,1
149,2019,213,2,1
67,2019,215,2,1
81,2019,216,1,1
115,2019,217,1,1
105,2019,218,1,1
31,2019,222,1,1
30,2019,223,1,1
25,2019,224,2,1
44,2019,229,1,1
49,2019,230,2,1
49,2019,232,1,1
118,2019,233,1,1
47,2019,234,1,1
51,2019,235,2,1
86,2019,236,2,1
64,2019,238,1,1
1,2019,241,1,1
32,2019,245,2,1
19,2019,246,1,1
15,2019,256,1,1
41,2019,257,0,1
52,2019,260,0,1
90,2019,263,2,1
27,2019,267,1,1
65,2019,268,0,1
206,2019,269,1,1
85,2019,270,0,1
135,2019,271,0,1
103,2019,272,1,1
33,2019,276,2,1
66,2019,281,2,1
51,2019,282,1,1
68,2019,283,2,1
31,2019,284,2,1
61,2019,288,1,1
66,2019,290,2,1
62,2019,291,1,1
67,2019,292,1,1
61,2019,293,1,1
65,2019,294,2,1
67,2019,296,1,1
4,2019,297,1,1
4,2019,298,1,1
