Admitidos,Año,Codigo SNIES del programa,ID Sexo,Semestre
103,2018,1,1,2
56,2018,2,1,2
71,2018,3,2,2
31,2018,4,1,2
55,2018,5,2,2
28,2018,6,2,2
159,2018,7,1,2
56,2018,8,1,2
127,2018,9,2,2
64,2018,10,2,2
87,2018,11,1,2
44,2018,13,1,2
81,2018,14,1,2
56,2018,15,2,2
53,2018,16,2,2
99,2018,17,1,2
134,2018,18,2,2
137,2018,19,1,2
52,2018,20,1,2
92,2018,23,2,2
119,2018,24,1,2
129,2018,25,2,2
64,2018,27,1,2
88,2018,28,1,2
133,2018,29,1,2
91,2018,30,1,2
41,2018,31,1,2
63,2018,32,2,2
84,2018,33,1,2
44,2018,34,1,2
40,2018,35,2,2
81,2018,36,1,2
66,2018,37,2,2
5,2018,47,1,2
8,2018,48,2,2
1,2018,65,1,2
55,2018,69,1,2
37,2018,70,1,2
33,2018,71,2,2
13,2018,79,1,2
15,2018,80,2,2
4,2018,86,2,2
28,2018,89,1,2
17,2018,91,1,2
13,2018,92,1,2
21,2018,95,1,2
9,2018,96,1,2
12,2018,97,1,2
16,2018,99,1,2
18,2018,100,1,2
16,2018,101,1,2
17,2018,104,2,2
25,2018,105,1,2
10,2018,107,1,2
30,2018,108,1,2
9,2018,109,1,2
2,2018,110,1,2
1,2018,111,1,2
2,2018,112,1,2
95,2018,113,2,2
76,2018,114,2,2
80,2018,115,1,2
87,2018,116,1,2
96,2018,117,1,2
46,2018,118,1,2
49,2018,119,1,2
75,2018,120,2,2
58,2018,121,1,2
89,2018,122,2,2
93,2018,123,1,2
68,2018,124,1,2
65,2018,125,1,2
64,2018,126,2,2
69,2018,127,1,2
45,2018,128,2,2
69,2018,129,2,2
12,2018,132,1,2
1,2018,135,1,2
11,2018,136,2,2
13,2018,137,2,2
5,2018,142,1,2
89,2018,143,2,2
40,2018,144,1,2
55,2018,146,1,2
38,2018,147,2,2
84,2018,151,1,2
38,2018,155,2,2
64,2018,156,1,2
66,2018,157,2,2
77,2018,158,1,2
73,2018,159,1,2
57,2018,169,2,2
52,2018,178,1,2
49,2018,180,1,2
57,2018,181,2,2
53,2018,188,1,2
105,2018,189,2,2
108,2018,190,2,2
51,2018,191,2,2
57,2018,192,2,2
57,2018,193,2,2
15,2018,194,1,2
41,2018,195,2,2
30,2018,197,2,2
6,2018,207,2,2
48,2018,210,1,2
57,2018,212,1,2
59,2018,213,2,2
46,2018,215,1,2
51,2018,216,2,2
56,2018,217,1,2
52,2018,218,1,2
29,2018,224,1,2
43,2018,229,1,2
42,2018,230,1,2
144,2018,233,1,2
47,2018,234,2,2
52,2018,235,1,2
84,2018,236,2,2
66,2018,238,2,2
2,2018,239,2,2
3,2018,240,1,2
3,2018,241,1,2
3,2018,242,1,2
4,2018,243,1,2
5,2018,244,2,2
40,2018,245,2,2
3,2018,252,1,2
90,2018,257,1,2
99,2018,258,1,2
98,2018,267,2,2
97,2018,268,1,2
122,2018,269,1,2
98,2018,270,2,2
229,2018,271,2,2
116,2018,272,2,2
10,2018,275,1,2
11,2018,278,1,2
64,2018,281,1,2
60,2018,288,2,2
56,2018,289,2,2
57,2018,290,1,2
67,2018,291,1,2
67,2018,292,1,2
59,2018,293,1,2
59,2018,294,1,2
61,2018,296,1,2
40,2018,310,1,2
11,2018,312,1,2
1,2018,314,1,2
106,2018,320,2,2
64,2018,325,2,2
65,2018,326,2,2
84,2018,327,1,2
50,2018,337,1,2
48,2018,338,2,2
97,2018,340,1,2
46,2018,341,2,2
55,2018,342,2,2
7,2018,343,1,2
48,2018,347,1,2
47,2018,351,2,2
103,2018,352,1,2
10,2018,354,1,2
11,2018,358,1,2
198,2018,361,1,2
86,2018,362,1,2
209,2018,363,1,2
119,2018,364,2,2
192,2018,365,1,2
1,2018,382,2,2
64,2018,395,2,2
52,2018,401,2,2
61,2018,403,1,2
60,2018,404,1,2
33,2018,405,2,2
10,2018,406,2,2
12,2018,407,1,2
29,2018,412,1,2
67,2018,413,1,2
25,2018,417,1,2
57,2018,426,2,2
57,2018,427,1,2
37,2018,429,2,2
55,2018,430,1,2
65,2018,431,1,2
33,2018,432,2,2
50,2018,434,1,2
63,2018,435,1,2
63,2018,436,2,2
139,2018,437,2,2
99,2018,438,2,2
103,2018,439,2,2
99,2018,440,2,2
65,2018,441,1,2
62,2018,442,1,2
97,2018,444,2,2
80,2018,445,1,2
86,2018,446,1,2
109,2018,448,1,2
91,2018,450,1,2
35,2018,451,1,2
54,2018,452,2,2
89,2018,453,1,2
105,2018,454,2,2
102,2018,455,2,2
55,2018,456,2,2
7,2018,458,1,2
3,2018,460,1,2
6,2018,462,2,2
3,2018,463,1,2
12,2018,464,2,2
1,2018,465,1,2
3,2018,466,2,2
4,2018,467,1,2
3,2018,468,2,2
4,2018,469,1,2
4,2018,471,1,2
13,2018,472,1,2
6,2018,473,1,2
5,2018,474,2,2
3,2018,476,2,2
2,2018,477,2,2
4,2018,479,2,2
6,2018,481,2,2
18,2018,483,2,2
9,2018,484,2,2
3,2018,485,2,2
20,2018,494,1,2
22,2018,504,2,2
9,2018,515,2,2
18,2018,516,1,2
6,2018,517,1,2
10,2018,519,1,2
6,2018,521,1,2
34,2018,522,2,2
26,2018,523,2,2
60,2018,530,2,2
181,2018,531,2,2
103,2018,532,2,2
125,2018,535,1,2
125,2018,536,2,2
82,2018,537,1,2
116,2018,538,2,2
70,2018,539,1,2
50,2018,549,1,2
15,2018,551,2,2
52,2018,555,1,2
34,2018,565,1,2
38,2018,566,1,2
35,2018,568,1,2
31,2018,569,1,2
19,2018,570,1,2
40,2018,571,2,2
44,2018,572,1,2
2,2018,574,2,2
50,2018,576,1,2
46,2018,577,1,2
82,2018,578,1,2
53,2018,579,2,2
43,2018,580,2,2
49,2018,581,2,2
30,2018,583,1,2
50,2018,584,1,2
44,2018,585,2,2
38,2018,586,1,2
47,2018,587,2,2
43,2018,588,1,2
40,2018,589,1,2
46,2018,591,2,2
1,2018,592,1,2
38,2018,594,1,2
57,2018,596,1,2
2,2018,602,2,2
5,2018,603,2,2
4,2018,604,1,2
6,2018,605,2,2
1,2018,607,1,2
1,2018,608,1,2
2,2018,609,1,2
4,2018,612,1,2
1,2018,613,1,2
1,2018,614,2,2
2,2018,616,2,2
1,2018,618,2,2
21,2018,626,1,2
12,2018,628,2,2
8,2018,633,1,2
16,2018,636,2,2
4,2018,640,1,2
7,2018,642,1,2
9,2018,643,2,2
24,2018,645,1,2
12,2018,650,2,2
16,2018,651,1,2
13,2018,652,1,2
12,2018,655,2,2
30,2018,660,2,2
9,2018,662,1,2
5,2018,670,1,2
3,2018,672,2,2
4,2018,674,1,2
8,2018,677,1,2
1,2018,678,1,2
2,2018,679,1,2
65,2018,683,1,2
46,2018,684,2,2
27,2018,685,2,2
45,2018,687,2,2
47,2018,690,2,2
1,2018,692,2,2
48,2018,693,2,2
59,2018,694,1,2
163,2018,696,2,2
70,2018,697,1,2
85,2018,698,2,2
100,2018,699,1,2
159,2018,700,1,2
153,2018,701,2,2
57,2018,702,2,2
129,2018,703,1,2
54,2018,706,1,2
46,2018,707,1,2
11,2018,728,1,2
1,2018,731,1,2
7,2018,732,1,2
3,2018,733,1,2
65,2018,736,1,2
106,2018,737,2,2
48,2018,738,1,2
