año,codigo snies del programa,id genero,matriculados,semestre
2016,1,1,606,1
2016,2,1,574,1
2016,3,2,345,1
2016,4,1,303,1
2016,5,1,474,1
2016,6,2,285,1
2016,7,2,584,1
2016,8,1,219,1
2016,9,2,1444,1
2016,10,2,374,1
2016,11,2,528,1
2016,12,1,163,1
2016,13,1,460,1
2016,14,2,781,1
2016,15,2,415,1
2016,16,2,483,1
2016,17,1,814,1
2016,18,2,806,1
2016,19,1,673,1
2016,20,2,309,1
2016,21,2,222,1
2016,22,2,215,1
2016,23,2,664,1
2016,24,1,417,1
2016,25,1,1157,1
2016,26,2,809,1
2016,27,1,611,1
2016,28,2,779,1
2016,29,2,1172,1
2016,30,1,659,1
2016,31,1,625,1
2016,32,1,399,1
2016,33,1,471,1
2016,34,1,441,1
2016,35,2,279,1
2016,36,2,433,1
2016,37,2,734,1
2016,38,1,25,1
2016,39,1,10,1
2016,40,2,8,1
2016,41,2,11,1
2016,45,1,4,1
2016,46,1,29,1
2016,47,2,23,1
2016,48,2,27,1
2016,49,1,9,1
2016,50,1,6,1
2016,51,2,21,1
2016,52,1,15,1
2016,53,1,10,1
2016,55,1,37,1
2016,57,1,16,1
2016,58,1,16,1
2016,59,1,5,1
2016,60,1,8,1
2016,61,1,6,1
2016,63,2,7,1
2016,64,1,15,1
2016,66,1,5,1
2016,67,1,13,1
2016,69,1,83,1
2016,70,1,156,1
2016,71,2,48,1
2016,79,1,11,1
2016,80,1,11,1
2016,85,2,45,1
2016,86,1,57,1
2016,87,2,22,1
2016,88,1,52,1
2016,89,2,107,1
2016,90,2,57,1
2016,91,2,34,1
2016,92,1,39,1
2016,93,2,9,1
2016,95,1,39,1
2016,96,2,56,1
2016,97,2,18,1
2016,98,1,31,1
2016,99,1,41,1
2016,100,1,33,1
2016,101,2,31,1
2016,103,2,54,1
2016,104,2,96,1
2016,105,1,116,1
2016,106,1,57,1
2016,107,2,45,1
2016,108,1,61,1
2016,109,1,27,1
2016,110,1,27,1
2016,111,1,47,1
2016,112,1,43,1
2016,113,2,291,1
2016,114,1,308,1
2016,115,1,243,1
2016,116,2,313,1
2016,117,1,850,1
2016,118,1,437,1
2016,119,2,468,1
2016,120,1,444,1
2016,121,1,564,1
2016,122,1,540,1
2016,123,2,577,1
2016,124,1,514,1
2016,125,1,576,1
2016,126,2,481,1
2016,127,1,573,1
2016,128,1,309,1
2016,129,1,168,1
2016,131,1,13,1
2016,132,2,21,1
2016,134,1,27,1
2016,135,1,35,1
2016,136,1,50,1
2016,137,1,41,1
2016,139,2,59,1
2016,140,2,34,1
2016,141,2,18,1
2016,142,2,28,1
2016,143,2,337,1
2016,144,2,314,1
2016,146,1,488,1
2016,147,1,288,1
2016,149,2,552,1
2016,150,1,528,1
2016,151,2,709,1
2016,152,1,9,1
2016,153,2,484,1
2016,154,1,469,1
2016,155,2,251,1
2016,156,1,344,1
2016,157,1,338,1
2016,158,1,427,1
2016,159,1,527,1
2016,161,1,20,1
2016,162,1,6,1
2016,165,2,35,1
2016,169,1,335,1
2016,170,1,101,1
2016,172,1,58,1
2016,173,1,83,1
2016,174,2,8,1
2016,175,1,198,1
2016,176,2,192,1
2016,177,1,392,1
2016,178,1,418,1
2016,180,2,478,1
2016,181,1,416,1
2016,182,1,449,1
2016,188,2,162,1
2016,189,2,862,1
2016,190,1,892,1
2016,191,1,577,1
2016,192,1,543,1
2016,193,2,533,1
2016,194,1,26,1
2016,195,1,57,1
2016,197,1,59,1
2016,204,1,41,1
2016,205,1,46,1
2016,207,2,49,1
2016,208,1,54,1
2016,210,1,391,1
2016,212,2,556,1
2016,213,2,473,1
2016,215,1,398,1
2016,216,2,347,1
2016,217,1,484,1
2016,218,1,471,1
2016,219,1,121,1
2016,222,1,87,1
2016,223,1,92,1
2016,224,2,247,1
2016,225,1,74,1
2016,229,2,244,1
2016,230,1,377,1
2016,232,2,259,1
2016,233,2,1825,1
2016,234,2,526,1
2016,235,2,587,1
2016,236,2,882,1
2016,238,1,668,1
2016,243,1,2,1
2016,245,1,71,1
2016,246,2,19,1
2016,252,1,23,1
2016,253,1,11,1
2016,256,1,11,1
2016,257,2,707,1
2016,258,1,505,1
2016,260,1,340,1
2016,263,1,422,1
2016,265,1,6,1
2016,266,2,222,1
2016,267,2,733,1
2016,268,2,723,1
2016,269,2,1043,1
2016,270,2,1010,1
2016,271,2,2064,1
2016,272,1,930,1
2016,275,2,70,1
2016,276,1,110,1
2016,278,1,31,1
2016,279,2,42,1
2016,281,1,567,1
2016,282,1,191,1
2016,283,2,284,1
2016,284,1,170,1
2016,288,2,506,1
2016,289,1,306,1
2016,290,2,491,1
2016,291,1,600,1
2016,292,1,544,1
2016,293,1,342,1
2016,294,2,602,1
2016,295,1,129,1
2016,296,1,610,1
2016,297,2,10,1
2016,298,1,8,1
2016,300,1,4,1
2016,302,1,9,1
2016,303,1,10,1
2016,305,2,6,1
2016,306,1,6,1
2016,308,2,12,1
2016,310,2,29,1
2016,311,2,22,1
2016,312,2,11,1
2016,316,1,7,1
2016,320,1,302,1
2016,321,2,389,1
2016,325,1,376,1
2016,326,2,302,1
2016,327,1,733,1
2016,332,2,114,1
2016,334,2,1,1
2016,337,2,317,1
2016,338,2,538,1
2016,340,1,361,1
2016,341,2,302,1
2016,342,2,450,1
2016,343,2,84,1
2016,344,1,26,1
2016,347,2,414,1
2016,351,2,286,1
2016,352,2,682,1
2016,354,1,24,1
2016,358,1,55,1
2016,361,2,1664,1
2016,362,2,455,1
2016,363,2,595,1
2016,364,2,455,1
2016,365,1,1401,1
2016,366,1,26,1
2016,367,2,3,1
2016,368,1,29,1
2016,369,1,4,1
2016,370,2,7,1
2016,371,2,4,1
2016,372,1,27,1
2016,374,1,9,1
2016,375,2,35,1
2016,376,1,3,1
2016,378,1,7,1
2016,379,1,12,1
2016,380,2,10,1
2016,382,1,24,1
2016,383,1,21,1
2016,384,1,13,1
2016,385,1,45,1
2016,386,1,11,1
2016,388,2,11,1
2016,389,2,5,1
2016,390,2,12,1
2016,391,1,8,1
2016,394,1,9,1
2016,395,2,69,1
2016,400,1,62,1
2016,401,1,444,1
2016,403,2,544,1
2016,404,2,459,1
2016,405,1,287,1
2016,406,2,87,1
2016,407,1,48,1
2016,408,2,149,1
2016,409,1,3,1
2016,412,2,356,1
2016,413,1,613,1
2016,417,1,187,1
2016,420,1,286,1
2016,426,2,472,1
2016,427,2,481,1
2016,429,2,522,1
2016,430,2,523,1
2016,431,2,464,1
2016,432,1,258,1
2016,433,1,1,1
2016,434,2,620,1
2016,435,2,544,1
2016,436,1,446,1
2016,437,1,1135,1
2016,438,2,603,1
2016,439,1,727,1
2016,440,1,736,1
2016,441,1,319,1
2016,442,2,335,1
2016,444,1,626,1
2016,445,2,548,1
2016,446,2,578,1
2016,448,2,632,1
2016,450,2,728,1
2016,451,2,492,1
2016,452,2,576,1
2016,453,2,293,1
2016,454,2,243,1
2016,455,1,388,1
2016,456,2,661,1
2016,458,1,7,1
2016,466,1,5,1
2016,467,2,3,1
2016,469,1,3,1
2016,470,2,3,1
2016,473,1,1,1
2016,477,2,2,1
2016,478,1,33,1
2016,479,1,1,1
2016,481,2,10,1
2016,482,1,8,1
2016,483,2,18,1
2016,494,2,31,1
2016,503,1,12,1
2016,504,1,31,1
2016,507,1,11,1
2016,510,1,26,1
2016,511,2,14,1
2016,513,2,22,1
2016,515,1,33,1
2016,516,1,56,1
2016,517,2,24,1
2016,519,2,52,1
2016,521,2,21,1
2016,522,1,174,1
2016,523,2,367,1
2016,530,2,575,1
2016,531,2,2162,1
2016,532,2,600,1
2016,535,1,1072,1
2016,536,1,904,1
2016,537,2,871,1
2016,538,2,823,1
2016,539,2,314,1
2016,549,2,204,1
2016,551,2,150,1
2016,555,2,204,1
2016,557,1,209,1
2016,559,1,275,1
2016,565,2,111,1
2016,566,1,174,1
2016,568,2,150,1
2016,569,2,157,1
2016,570,2,672,1
2016,571,1,189,1
2016,572,1,176,1
2016,573,1,273,1
2016,574,1,337,1
2016,575,1,242,1
2016,576,1,163,1
2016,577,2,187,1
2016,578,2,93,1
2016,579,1,419,1
2016,580,1,528,1
2016,581,2,575,1
2016,582,1,213,1
2016,583,1,325,1
2016,584,1,327,1
2016,585,1,310,1
2016,586,1,302,1
2016,587,1,342,1
2016,588,1,280,1
2016,589,1,297,1
2016,590,2,1,1
2016,591,1,385,1
2016,592,2,278,1
2016,593,2,264,1
2016,594,1,145,1
2016,595,1,135,1
2016,596,2,285,1
2016,599,2,12,1
2016,600,1,2,1
2016,601,1,15,1
2016,602,2,12,1
2016,603,2,20,1
2016,604,2,10,1
2016,605,1,16,1
2016,606,2,3,1
2016,607,2,5,1
2016,608,2,6,1
2016,609,1,12,1
2016,610,1,8,1
2016,611,1,23,1
2016,612,1,10,1
2016,613,1,6,1
2016,614,1,3,1
2016,615,2,21,1
2016,616,2,16,1
2016,618,1,1,1
2016,621,2,7,1
2016,622,2,8,1
2016,623,1,10,1
2016,626,1,54,1
2016,628,2,29,1
2016,633,2,12,1
2016,636,2,7,1
2016,640,1,3,1
2016,642,2,15,1
2016,643,2,7,1
2016,645,2,140,1
2016,650,1,48,1
2016,651,2,54,1
2016,652,2,54,1
2016,654,1,29,1
2016,655,2,69,1
2016,656,1,32,1
2016,657,2,50,1
2016,658,2,34,1
2016,659,1,45,1
2016,660,2,350,1
2016,662,1,66,1
2016,663,1,18,1
2016,664,1,38,1
2016,670,1,47,1
2016,672,1,19,1
2016,673,2,12,1
2016,674,1,26,1
2016,676,2,43,1
2016,677,2,45,1
2016,678,1,23,1
2016,679,1,21,1
2016,680,1,34,1
2016,683,2,507,1
2016,684,1,294,1
2016,685,2,263,1
2016,687,1,184,1
2016,689,1,234,1
2016,690,2,209,1
2016,691,2,701,1
2016,692,1,163,1
2016,693,1,448,1
2016,694,1,286,1
2016,695,1,11,1
2016,696,1,1363,1
2016,697,2,1227,1
2016,698,1,477,1
2016,699,1,834,1
2016,700,1,1546,1
2016,701,2,1247,1
2016,702,1,472,1
2016,703,2,1357,1
2016,704,1,280,1
2016,705,2,153,1
2016,706,2,535,1
2016,707,2,371,1
2016,709,1,13,1
2016,710,2,13,1
2016,711,1,21,1
2016,712,1,5,1
2016,713,1,6,1
2016,714,2,13,1
2016,715,1,18,1
2016,716,1,18,1
2016,717,1,8,1
2016,719,1,24,1
2016,726,2,10,1
2016,728,1,50,1
2016,731,1,12,1
2016,732,1,37,1
2016,733,2,33,1
2016,736,1,442,1
2016,737,2,675,1
2016,738,1,493,1
2016,739,2,404,1
2016,740,2,895,1
2016,741,2,358,1
2016,742,2,895,1
2016,744,1,132,1
2016,745,1,183,1
2016,746,1,234,1
2016,747,2,493,1
2016,748,1,274,1
2016,749,1,22,1
2016,750,1,28,1
2016,751,1,4,1
2016,753,1,16,1
2016,754,1,8,1
2016,755,1,6,1
2016,756,1,19,1
2016,757,2,3,1
2016,758,1,2,1
2016,759,2,8,1
2016,761,1,8,1
2016,762,2,18,1
2016,766,2,42,1
2016,767,2,100,1
2016,770,1,46,1
2016,772,2,7,1
2016,773,2,13,1
2016,774,2,4,1
2016,775,2,7,1
2016,777,1,248,1
2016,779,2,284,1
2016,783,1,185,1
2016,786,1,661,1
2016,788,1,325,1
2016,789,2,143,1
2016,790,2,229,1
2016,791,1,28,1
2016,794,1,93,1
2016,796,2,12,1
2016,799,1,264,1
2016,800,1,259,1
2016,801,2,67,1
2016,803,1,251,1
2016,805,2,297,1
2016,807,1,307,1
2016,808,1,336,1
2016,809,1,29,1
2016,810,2,400,1
2016,811,1,451,1
2016,817,1,35,1
2016,818,1,127,1
2016,819,2,266,1
2016,827,2,949,1
2016,829,1,233,1
2016,831,2,278,1
2016,834,1,804,1
2016,835,1,547,1
2016,839,1,92,1
2016,841,1,5,1
2016,842,2,468,1
2016,843,1,15,1
2016,847,2,28,1
2016,849,2,1,1
2016,850,2,67,1
2016,851,2,1,1
2016,852,2,361,1
2016,854,2,1313,1
2016,855,2,1579,1
2016,856,1,488,1
2016,857,1,638,1
2016,858,2,4,1
2016,863,1,24,1
2016,866,1,145,1
2016,870,1,211,1
2016,873,2,209,1
2016,882,1,491,1
2016,884,1,395,1
2016,885,1,420,1
2016,887,1,1,1
2016,889,2,343,1
2016,895,2,7,1
2016,898,1,378,1
2016,902,1,264,1
2016,904,1,496,1
2016,906,1,378,1
2016,907,1,324,1
2016,908,1,460,1
2016,910,1,784,1
2016,911,1,2,1
2016,912,2,2,1
2016,913,1,649,1
2016,914,2,397,1
2016,915,1,684,1
2016,916,2,633,1
2016,917,1,1286,1
2016,918,1,1090,1
2016,919,1,1043,1
2016,920,1,1191,1
2016,921,2,581,1
2016,923,1,56,1
2016,924,1,3,1
2016,925,1,1056,1
2016,926,1,513,1
2016,933,2,32,1
2016,935,1,606,1
2016,936,1,37,1
2016,937,2,67,1
2016,943,1,168,1
2016,944,1,341,1
2016,946,1,348,1
2016,947,1,572,1
2016,948,2,207,1
2016,949,2,1748,1
2016,950,2,901,1
2016,951,1,1140,1
2016,952,1,608,1
2016,953,1,1681,1
2016,954,1,693,1
2016,955,2,135,1
2016,956,1,161,1
2016,957,1,91,1
2016,958,1,307,1
2016,959,1,856,1
2016,960,1,581,1
2016,961,2,1379,1
2016,962,1,958,1
2016,964,1,308,1
2016,965,2,74,1
2016,967,1,18,1
2016,968,2,22,1
2016,969,2,8,1
2016,971,1,9,1
2016,972,2,16,1
2016,973,1,48,1
