año,codigo snies del programa,id genero,matriculados,semestre
2019,1,1,706,2
2019,2,1,618,2
2019,3,2,378,2
2019,4,1,310,2
2019,5,1,509,2
2019,6,2,277,2
2019,7,1,717,2
2019,8,2,264,2
2019,9,2,1529,2
2019,10,2,456,2
2019,11,2,554,2
2019,12,1,162,2
2019,13,2,425,2
2019,14,2,710,2
2019,15,1,440,2
2019,16,1,419,2
2019,17,1,843,2
2019,18,2,913,2
2019,19,1,822,2
2019,20,1,301,2
2019,21,1,201,2
2019,23,2,671,2
2019,24,2,584,2
2019,25,1,1147,2
2019,27,2,575,2
2019,28,1,749,2
2019,29,2,1178,2
2019,30,2,727,2
2019,31,1,567,2
2019,32,2,445,2
2019,33,2,564,2
2019,34,1,369,2
2019,35,2,283,2
2019,36,1,576,2
2019,37,1,704,2
2019,38,1,25,2
2019,39,2,16,2
2019,40,2,13,2
2019,41,1,9,2
2019,45,1,4,2
2019,46,2,27,2
2019,47,1,27,2
2019,48,1,51,2
2019,49,2,11,2
2019,50,1,7,2
2019,52,1,23,2
2019,53,1,10,2
2019,55,1,40,2
2019,57,1,19,2
2019,58,2,19,2
2019,59,1,6,2
2019,60,1,12,2
2019,61,1,6,2
2019,63,2,3,2
2019,64,1,22,2
2019,65,1,3,2
2019,66,1,10,2
2019,67,2,15,2
2019,69,1,29,2
2019,70,2,154,2
2019,79,1,13,2
2019,80,1,34,2
2019,85,2,32,2
2019,86,1,32,2
2019,87,1,16,2
2019,88,2,29,2
2019,89,1,69,2
2019,90,2,31,2
2019,91,1,34,2
2019,92,1,41,2
2019,93,1,17,2
2019,95,2,43,2
2019,96,1,51,2
2019,97,1,31,2
2019,99,2,37,2
2019,100,1,58,2
2019,101,2,50,2
2019,103,2,43,2
2019,104,2,87,2
2019,105,1,99,2
2019,106,2,45,2
2019,107,2,35,2
2019,108,1,81,2
2019,109,1,43,2
2019,110,2,21,2
2019,111,2,36,2
2019,112,1,31,2
2019,113,2,358,2
2019,114,1,363,2
2019,115,1,305,2
2019,116,1,335,2
2019,117,1,919,2
2019,118,1,417,2
2019,119,2,327,2
2019,120,2,504,2
2019,121,1,496,2
2019,122,1,580,2
2019,123,2,604,2
2019,124,1,492,2
2019,125,1,500,2
2019,126,1,532,2
2019,127,1,569,2
2019,128,2,352,2
2019,129,1,190,2
2019,132,1,13,2
2019,134,1,13,2
2019,135,2,20,2
2019,136,1,34,2
2019,137,1,36,2
2019,139,1,19,2
2019,140,1,31,2
2019,142,2,24,2
2019,143,2,373,2
2019,144,1,271,2
2019,146,2,423,2
2019,147,1,214,2
2019,149,2,249,2
2019,150,2,198,2
2019,151,1,719,2
2019,152,1,1,2
2019,153,1,165,2
2019,154,2,173,2
2019,155,1,137,2
2019,156,2,322,2
2019,157,1,383,2
2019,158,2,434,2
2019,159,1,488,2
2019,169,1,213,2
2019,170,2,52,2
2019,172,1,50,2
2019,173,1,24,2
2019,174,2,4,2
2019,175,2,131,2
2019,176,1,219,2
2019,177,2,287,2
2019,178,2,445,2
2019,180,1,523,2
2019,181,2,461,2
2019,182,1,258,2
2019,188,2,220,2
2019,189,1,887,2
2019,190,1,927,2
2019,191,2,589,2
2019,192,1,508,2
2019,193,2,559,2
2019,194,1,22,2
2019,195,2,37,2
2019,197,1,32,2
2019,204,2,30,2
2019,205,2,46,2
2019,207,2,41,2
2019,208,2,5,2
2019,210,1,440,2
2019,212,1,607,2
2019,213,1,523,2
2019,215,1,362,2
2019,216,1,77,2
2019,217,1,483,2
2019,218,1,441,2
2019,219,2,23,2
2019,222,1,91,2
2019,223,2,78,2
2019,224,1,275,2
2019,225,2,87,2
2019,229,1,321,2
2019,230,2,308,2
2019,232,1,252,2
2019,233,2,1833,2
2019,234,1,483,2
2019,235,1,503,2
2019,236,1,903,2
2019,238,1,654,2
2019,239,2,1,2
2019,240,1,9,2
2019,241,1,10,2
2019,242,2,9,2
2019,243,1,12,2
2019,244,1,12,2
