codigo snies del programa,año,semestre,total
20486.0,2006,2,0.0
20487.0,2006,2,0.0
20490.0,2006,2,1.0
21556.0,2006,2,18.0
21557.0,2006,2,0.0
21558.0,2006,2,0.0
21559.0,2006,2,13.0
21560.0,2006,2,0.0
21561.0,2006,2,0.0
21562.0,2006,2,0.0
21563.0,2006,2,0.0
51674.0,2006,2,2.0
51675.0,2006,2,5.0
51676.0,2006,2,0.0
51677.0,2006,2,14.0
51678.0,2006,2,0.0
51680.0,2006,2,0.0
51682.0,2006,2,0.0
51686.0,2006,2,0.0
51687.0,2006,2,0.0
52727.0,2006,2,0.0
52728.0,2006,2,0.0
52729.0,2006,2,0.0
52730.0,2006,2,0.0
52731.0,2006,2,0.0
52732.0,2006,2,0.0
52733.0,2006,2,0.0
52734.0,2006,2,0.0
52735.0,2006,2,0.0
52738.0,2006,2,0.0
52739.0,2006,2,0.0
52740.0,2006,2,0.0
52741.0,2006,2,0.0
52742.0,2006,2,0.0
52743.0,2006,2,0.0
52744.0,2006,2,0.0
52745.0,2006,2,0.0
52746.0,2006,2,0.0
52747.0,2006,2,0.0
52748.0,2006,2,0.0
52749.0,2006,2,0.0
52750.0,2006,2,0.0
52972.0,2006,2,0.0
52976.0,2006,2,0.0
52977.0,2006,2,0.0
52978.0,2006,2,0.0
52979.0,2006,2,0.0
52980.0,2006,2,0.0
53263.0,2006,2,0.0
53264.0,2006,2,0.0
53265.0,2006,2,0.0
53266.0,2006,2,0.0
53267.0,2006,2,0.0
53268.0,2006,2,0.0
53269.0,2006,2,0.0
53270.0,2006,2,0.0
53271.0,2006,2,0.0
53272.0,2006,2,0.0
53273.0,2006,2,0.0
53274.0,2006,2,0.0
54030.0,2006,2,0.0
54031.0,2006,2,0.0
54034.0,2006,2,0.0
54036.0,2006,2,0.0
54576.0,2006,2,0.0
54577.0,2006,2,0.0
54578.0,2006,2,0.0
55022.0,2006,2,0.0
55023.0,2006,2,0.0
55024.0,2006,2,0.0
55026.0,2006,2,0.0
55027.0,2006,2,0.0
55123.0,2006,2,0.0
55124.0,2006,2,0.0
55125.0,2006,2,0.0
55129.0,2006,2,0.0
55136.0,2006,2,0.0
55137.0,2006,2,0.0
55138.0,2006,2,0.0
55147.0,2006,2,0.0
55148.0,2006,2,0.0
55149.0,2006,2,0.0
55150.0,2006,2,0.0
55182.0,2006,2,0.0
55186.0,2006,2,0.0
55187.0,2006,2,0.0
55208.0,2006,2,0.0
55209.0,2006,2,0.0
91522.0,2006,2,0.0
101794.0,2006,2,0.0
101795.0,2006,2,0.0
101796.0,2006,2,0.0
101798.0,2006,2,0.0
101982.0,2006,2,0.0
113.0,2006,2,66.0
114.0,2006,2,75.0
115.0,2006,2,39.0
116.0,2006,2,58.0
117.0,2006,2,241.0
118.0,2006,2,67.0
119.0,2006,2,168.0
120.0,2006,2,66.0
121.0,2006,2,244.0
122.0,2006,2,254.0
123.0,2006,2,190.0
124.0,2006,2,72.0
125.0,2006,2,318.0
126.0,2006,2,51.0
127.0,2006,2,294.0
128.0,2006,2,32.0
129.0,2006,2,32.0
131.0,2006,2,0.0
132.0,2006,2,0.0
133.0,2006,2,0.0
134.0,2006,2,0.0
135.0,2006,2,0.0
136.0,2006,2,0.0
137.0,2006,2,0.0
138.0,2006,2,0.0
139.0,2006,2,0.0
140.0,2006,2,0.0
141.0,2006,2,0.0
142.0,2006,2,0.0
2499.0,2006,2,0.0
2500.0,2006,2,0.0
2501.0,2006,2,0.0
2503.0,2006,2,7.0
2504.0,2006,2,0.0
2505.0,2006,2,0.0
2506.0,2006,2,8.0
2507.0,2006,2,0.0
2706.0,2006,2,0.0
3194.0,2006,2,2.0
3763.0,2006,2,0.0
16918.0,2006,2,0.0
16919.0,2006,2,50.0
16920.0,2006,2,42.0
16921.0,2006,2,137.0
16922.0,2006,2,73.0
16923.0,2006,2,37.0
16924.0,2006,2,101.0
16925.0,2006,2,316.0
16926.0,2006,2,173.0
16927.0,2006,2,0.0
16928.0,2006,2,6.0
16929.0,2006,2,0.0
16931.0,2006,2,0.0
16932.0,2006,2,0.0
16933.0,2006,2,24.0
16934.0,2006,2,0.0
16936.0,2006,2,0.0
19860.0,2006,2,0.0
19861.0,2006,2,0.0
19863.0,2006,2,0.0
19864.0,2006,2,4.0
19865.0,2006,2,7.0
19866.0,2006,2,1.0
19867.0,2006,2,0.0
19887.0,2006,2,0.0
19888.0,2006,2,0.0
19889.0,2006,2,0.0
19890.0,2006,2,3.0
19970.0,2006,2,14.0
19971.0,2006,2,3.0
21552.0,2006,2,0.0
21553.0,2006,2,7.0
21554.0,2006,2,0.0
21555.0,2006,2,20.0
51669.0,2006,2,6.0
51670.0,2006,2,5.0
51671.0,2006,2,6.0
51672.0,2006,2,3.0
52737.0,2006,2,0.0
52751.0,2006,2,0.0
52752.0,2006,2,0.0
52753.0,2006,2,0.0
52754.0,2006,2,0.0
52973.0,2006,2,0.0
52974.0,2006,2,0.0
55028.0,2006,2,0.0
55126.0,2006,2,0.0
55127.0,2006,2,0.0
55128.0,2006,2,0.0
55130.0,2006,2,0.0
55142.0,2006,2,0.0
55143.0,2006,2,0.0
55144.0,2006,2,0.0
55146.0,2006,2,0.0
55152.0,2006,2,0.0
55183.0,2006,2,0.0
55188.0,2006,2,0.0
55189.0,2006,2,0.0
90701.0,2006,2,0.0
90759.0,2006,2,0.0
91523.0,2006,2,0.0
101467.0,2006,2,0.0
101797.0,2006,2,0.0
101984.0,2006,2,0.0
102077.0,2006,2,0.0
4120.0,2006,2,169.0
4121.0,2006,2,150.0
4122.0,2006,2,81.0
4123.0,2006,2,139.0
4124.0,2006,2,224.0
4125.0,2006,2,128.0
4126.0,2006,2,137.0
4129.0,2006,2,9.0
16911.0,2006,2,172.0
16912.0,2006,2,126.0
16913.0,2006,2,0.0
16914.0,2006,2,0.0
16915.0,2006,2,0.0
16916.0,2006,2,0.0
16917.0,2006,2,2.0
19921.0,2006,2,84.0
19922.0,2006,2,28.0
19923.0,2006,2,0.0
19924.0,2006,2,11.0
19925.0,2006,2,0.0
19926.0,2006,2,10.0
19967.0,2006,2,0.0
19969.0,2006,2,27.0
20492.0,2006,2,0.0
20493.0,2006,2,14.0
51673.0,2006,2,0.0
52755.0,2006,2,0.0
52975.0,2006,2,0.0
54035.0,2006,2,0.0
55025.0,2006,2,0.0
55029.0,2006,2,0.0
55030.0,2006,2,0.0
55133.0,2006,2,0.0
55134.0,2006,2,0.0
55135.0,2006,2,0.0
55139.0,2006,2,0.0
55140.0,2006,2,0.0
55151.0,2006,2,0.0
55184.0,2006,2,0.0
55190.0,2006,2,0.0
101582.0,2006,2,0.0
101983.0,2006,2,0.0
143.0,2006,2,93.0
144.0,2006,2,45.0
145.0,2006,2,0.0
3104.0,2006,2,71.0
16902.0,2006,2,135.0
16903.0,2006,2,97.0
16904.0,2006,2,131.0
16905.0,2006,2,114.0
16906.0,2006,2,0.0
16907.0,2006,2,0.0
16908.0,2006,2,0.0
19859.0,2006,2,6.0
20488.0,2006,2,16.0
20489.0,2006,2,0.0
54579.0,2006,2,0.0
55131.0,2006,2,0.0
55145.0,2006,2,0.0
90700.0,2006,2,0.0
90702.0,2006,2,0.0
91335.0,2006,2,0.0
101263.0,2006,2,0.0
101987.0,2006,2,0.0
146.0,2006,2,300.0
147.0,2006,2,152.0
148.0,2006,2,0.0
149.0,2006,2,738.0
150.0,2006,2,226.0
151.0,2006,2,948.0
152.0,2006,2,0.0
153.0,2006,2,898.0
154.0,2006,2,506.0
155.0,2006,2,168.0
156.0,2006,2,132.0
157.0,2006,2,284.0
158.0,2006,2,0.0
159.0,2006,2,312.0
161.0,2006,2,10.0
162.0,2006,2,14.0
163.0,2006,2,56.0
164.0,2006,2,0.0
165.0,2006,2,2.0
166.0,2006,2,4.0
167.0,2006,2,6.0
168.0,2006,2,2.0
169.0,2006,2,0.0
170.0,2006,2,0.0
171.0,2006,2,2.0
172.0,2006,2,2.0
173.0,2006,2,26.0
2444.0,2006,2,20.0
2909.0,2006,2,32.0
3776.0,2006,2,0.0
4762.0,2006,2,94.0
5102.0,2006,2,42.0
7790.0,2006,2,2.0
10401.0,2006,2,754.0
10417.0,2006,2,26.0
10827.0,2006,2,16.0
10922.0,2006,2,134.0
12315.0,2006,2,2.0
15903.0,2006,2,238.0
19086.0,2006,2,490.0
19111.0,2006,2,0.0
51660.0,2006,2,0.0
51660.0,2006,2,0.0
51667.0,2006,2,0.0
51667.0,2006,2,0.0
51667.0,2006,2,0.0
51668.0,2006,2,0.0
51668.0,2006,2,0.0
51867.0,2006,2,0.0
52067.0,2006,2,0.0
52067.0,2006,2,0.0
52124.0,2006,2,76.0
52187.0,2006,2,78.0
52199.0,2006,2,62.0
52207.0,2006,2,0.0
52208.0,2006,2,0.0
52340.0,2006,2,0.0
53338.0,2006,2,0.0
53718.0,2006,2,0.0
53951.0,2006,2,0.0
53954.0,2006,2,0.0
54465.0,2006,2,0.0
90608.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,140.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
174.0,2006,2,0.0
175.0,2006,2,0.0
176.0,2006,2,0.0
177.0,2006,2,73.0
178.0,2006,2,73.0
179.0,2006,2,0.0
180.0,2006,2,153.0
181.0,2006,2,47.0
182.0,2006,2,67.0
186.0,2006,2,0.0
187.0,2006,2,0.0
188.0,2006,2,0.0
189.0,2006,2,105.0
190.0,2006,2,258.0
191.0,2006,2,102.0
192.0,2006,2,44.0
193.0,2006,2,138.0
193.0,2006,2,0.0
194.0,2006,2,7.0
195.0,2006,2,0.0
197.0,2006,2,0.0
204.0,2006,2,0.0
204.0,2006,2,27.0
205.0,2006,2,8.0
207.0,2006,2,0.0
2508.0,2006,2,175.0
2633.0,2006,2,120.0
2653.0,2006,2,0.0
2653.0,2006,2,26.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2653.0,2006,2,0.0
2672.0,2006,2,0.0
2683.0,2006,2,279.0
2759.0,2006,2,36.0
2760.0,2006,2,100.0
2761.0,2006,2,135.0
2762.0,2006,2,25.0
2763.0,2006,2,53.0
2821.0,2006,2,105.0
3222.0,2006,2,0.0
3457.0,2006,2,17.0
3482.0,2006,2,2.0
3589.0,2006,2,0.0
3959.0,2006,2,0.0
3959.0,2006,2,0.0
3959.0,2006,2,0.0
3961.0,2006,2,97.0
4040.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,16.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4085.0,2006,2,0.0
4338.0,2006,2,118.0
4543.0,2006,2,0.0
4635.0,2006,2,0.0
4691.0,2006,2,0.0
5236.0,2006,2,0.0
5915.0,2006,2,0.0
5915.0,2006,2,0.0
5915.0,2006,2,0.0
5915.0,2006,2,0.0
7170.0,2006,2,20.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,210.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7827.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,64.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
7942.0,2006,2,0.0
9703.0,2006,2,14.0
9733.0,2006,2,0.0
9733.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,83.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
9811.0,2006,2,0.0
10462.0,2006,2,49.0
10463.0,2006,2,0.0
10464.0,2006,2,49.0
10465.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,427.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10484.0,2006,2,0.0
10681.0,2006,2,0.0
10681.0,2006,2,11.0
11790.0,2006,2,0.0
11790.0,2006,2,0.0
13094.0,2006,2,0.0
13094.0,2006,2,0.0
13105.0,2006,2,11.0
13187.0,2006,2,16.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,56.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14802.0,2006,2,0.0
14851.0,2006,2,0.0
14853.0,2006,2,0.0
17901.0,2006,2,0.0
19071.0,2006,2,29.0
19471.0,2006,2,0.0
19728.0,2006,2,0.0
20153.0,2006,2,0.0
20645.0,2006,2,0.0
51628.0,2006,2,0.0
52322.0,2006,2,0.0
52660.0,2006,2,0.0
52661.0,2006,2,0.0
52767.0,2006,2,0.0
53035.0,2006,2,0.0
53395.0,2006,2,0.0
53712.0,2006,2,0.0
53754.0,2006,2,0.0
53946.0,2006,2,0.0
54018.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54200.0,2006,2,0.0
54390.0,2006,2,0.0
54415.0,2006,2,0.0
54620.0,2006,2,0.0
54660.0,2006,2,0.0
54673.0,2006,2,0.0
55165.0,2006,2,0.0
90336.0,2006,2,0.0
90372.0,2006,2,0.0
90410.0,2006,2,0.0
90422.0,2006,2,0.0
90422.0,2006,2,0.0
90422.0,2006,2,0.0
90722.0,2006,2,0.0
90933.0,2006,2,0.0
90953.0,2006,2,0.0
90955.0,2006,2,0.0
90974.0,2006,2,0.0
90974.0,2006,2,0.0
91058.0,2006,2,0.0
91086.0,2006,2,0.0
91087.0,2006,2,0.0
91137.0,2006,2,0.0
91290.0,2006,2,0.0
91291.0,2006,2,0.0
91321.0,2006,2,0.0
91344.0,2006,2,0.0
91344.0,2006,2,0.0
91344.0,2006,2,0.0
91344.0,2006,2,0.0
91344.0,2006,2,0.0
91345.0,2006,2,0.0
91345.0,2006,2,0.0
91368.0,2006,2,0.0
91373.0,2006,2,0.0
101627.0,2006,2,0.0
101627.0,2006,2,0.0
102040.0,2006,2,0.0
102541.0,2006,2,0.0
154.0,2006,2,0.0
208.0,2006,2,19.0
209.0,2006,2,0.0
210.0,2006,2,46.0
211.0,2006,2,75.0
212.0,2006,2,63.0
213.0,2006,2,89.0
3096.0,2006,2,0.0
3778.0,2006,2,36.0
7814.0,2006,2,0.0
19082.0,2006,2,0.0
19085.0,2006,2,19.0
19089.0,2006,2,18.0
91396.0,2006,2,0.0
102498.0,2006,2,0.0
214.0,2006,2,161.0
215.0,2006,2,81.0
216.0,2006,2,60.0
217.0,2006,2,166.0
218.0,2006,2,79.0
3458.0,2006,2,24.0
3544.0,2006,2,0.0
4453.0,2006,2,21.0
4925.0,2006,2,124.0
5318.0,2006,2,0.0
5751.0,2006,2,0.0
5751.0,2006,2,0.0
6572.0,2006,2,0.0
7135.0,2006,2,0.0
8145.0,2006,2,0.0
9235.0,2006,2,0.0
10066.0,2006,2,230.0
53631.0,2006,2,0.0
54660.0,2006,2,0.0
54660.0,2006,2,0.0
54673.0,2006,2,0.0
54914.0,2006,2,0.0
102444.0,2006,2,0.0
221.0,2006,2,22.0
4687.0,2006,2,67.0
4688.0,2006,2,77.0
9130.0,2006,2,0.0
9130.0,2006,2,0.0
9429.0,2006,2,0.0
54391.0,2006,2,0.0
90372.0,2006,2,0.0
90474.0,2006,2,0.0
222.0,2006,2,0.0
223.0,2006,2,0.0
223.0,2006,2,0.0
224.0,2006,2,16.0
225.0,2006,2,0.0
226.0,2006,2,0.0
228.0,2006,2,95.0
229.0,2006,2,150.0
230.0,2006,2,162.0
231.0,2006,2,423.0
232.0,2006,2,0.0
233.0,2006,2,331.0
234.0,2006,2,265.0
235.0,2006,2,286.0
236.0,2006,2,425.0
237.0,2006,2,0.0
238.0,2006,2,248.0
239.0,2006,2,1.0
240.0,2006,2,0.0
241.0,2006,2,2.0
242.0,2006,2,3.0
243.0,2006,2,4.0
244.0,2006,2,3.0
245.0,2006,2,0.0
246.0,2006,2,3.0
248.0,2006,2,0.0
250.0,2006,2,0.0
251.0,2006,2,0.0
253.0,2006,2,0.0
254.0,2006,2,0.0
256.0,2006,2,0.0
2130.0,2006,2,0.0
3048.0,2006,2,133.0
3613.0,2006,2,36.0
3636.0,2006,2,74.0
3833.0,2006,2,206.0
3949.0,2006,2,0.0
3965.0,2006,2,48.0
4010.0,2006,2,96.0
4080.0,2006,2,129.0
4493.0,2006,2,0.0
4615.0,2006,2,0.0
4636.0,2006,2,0.0
4730.0,2006,2,0.0
4963.0,2006,2,103.0
5041.0,2006,2,16.0
5268.0,2006,2,145.0
5269.0,2006,2,276.0
6614.0,2006,2,0.0
7171.0,2006,2,96.0
7172.0,2006,2,12.0
7519.0,2006,2,127.0
7520.0,2006,2,244.0
8170.0,2006,2,0.0
8338.0,2006,2,0.0
8441.0,2006,2,0.0
8608.0,2006,2,0.0
8704.0,2006,2,127.0
8705.0,2006,2,0.0
9299.0,2006,2,0.0
9833.0,2006,2,151.0
10091.0,2006,2,0.0
10408.0,2006,2,0.0
10795.0,2006,2,23.0
11067.0,2006,2,0.0
11068.0,2006,2,91.0
11192.0,2006,2,0.0
11967.0,2006,2,150.0
12097.0,2006,2,0.0
12098.0,2006,2,0.0
12099.0,2006,2,0.0
12100.0,2006,2,11.0
12101.0,2006,2,138.0
12102.0,2006,2,0.0
13062.0,2006,2,0.0
13153.0,2006,2,31.0
13154.0,2006,2,0.0
13418.0,2006,2,14.0
15358.0,2006,2,36.0
15440.0,2006,2,39.0
15444.0,2006,2,242.0
15924.0,2006,2,0.0
17387.0,2006,2,0.0
17387.0,2006,2,0.0
17387.0,2006,2,0.0
17387.0,2006,2,0.0
17387.0,2006,2,0.0
17902.0,2006,2,0.0
18679.0,2006,2,0.0
19503.0,2006,2,85.0
19796.0,2006,2,0.0
54801.0,2006,2,0.0
55202.0,2006,2,0.0
102149.0,2006,2,0.0
102181.0,2006,2,0.0
102182.0,2006,2,0.0
102183.0,2006,2,0.0
102184.0,2006,2,0.0
257.0,2006,2,186.0
258.0,2006,2,95.0
259.0,2006,2,106.0
260.0,2006,2,0.0
262.0,2006,2,0.0
263.0,2006,2,0.0
265.0,2006,2,0.0
266.0,2006,2,48.0
267.0,2006,2,499.0
268.0,2006,2,148.0
269.0,2006,2,311.0
270.0,2006,2,98.0
271.0,2006,2,385.0
272.0,2006,2,186.0
273.0,2006,2,120.0
275.0,2006,2,0.0
276.0,2006,2,0.0
278.0,2006,2,0.0
279.0,2006,2,0.0
2509.0,2006,2,0.0
3098.0,2006,2,45.0
3562.0,2006,2,0.0
4093.0,2006,2,0.0
4099.0,2006,2,115.0
4146.0,2006,2,0.0
4363.0,2006,2,0.0
5329.0,2006,2,0.0
6698.0,2006,2,0.0
7174.0,2006,2,0.0
7943.0,2006,2,101.0
8324.0,2006,2,0.0
10264.0,2006,2,0.0
