año,codigo snies del programa,graduados,id genero,semestre
2008,1,61,2,2
2008,2,37,2,2
2008,3,37,1,2
2008,4,18,2,2
2008,5,44,2,2
2008,6,18,1,2
2008,7,91,2,2
2008,8,39,1,2
2008,9,174,2,2
2008,10,25,1,2
2008,11,37,1,2
2008,12,5,2,2
2008,13,41,1,2
2008,14,60,2,2
2008,15,52,2,2
2008,16,40,1,2
2008,17,89,1,2
2008,18,46,1,2
2008,19,45,2,2
2008,20,24,2,2
2008,21,18,1,2
2008,22,14,2,2
2008,23,66,2,2
2008,24,16,1,2
2008,25,70,1,2
2008,26,54,2,2
2008,27,28,1,2
2008,28,40,2,2
2008,29,69,1,2
2008,30,64,2,2
2008,31,33,1,2
2008,32,11,1,2
2008,33,37,2,2
2008,34,16,2,2
2008,35,13,1,2
2008,36,44,2,2
2008,37,76,2,2
2008,38,1,1,2
2008,40,1,1,2
2008,42,9,1,2
2008,51,6,2,2
2008,55,1,2,2
2008,57,2,1,2
2008,62,1,2,2
2008,67,1,2,2
2008,69,17,2,2
2008,70,21,2,2
2008,71,17,2,2
2008,77,2,2,2
2008,79,9,2,2
2008,80,4,1,2
2008,82,3,1,2
2008,85,9,1,2
2008,86,5,2,2
2008,87,3,1,2
2008,88,18,1,2
2008,89,22,1,2
2008,90,3,1,2
2008,91,3,1,2
2008,92,2,2,2
2008,93,2,2,2
2008,94,8,1,2
2008,95,1,1,2
2008,96,3,2,2
2008,97,3,1,2
2008,98,1,1,2
2008,99,6,1,2
2008,100,6,1,2
2008,101,3,2,2
2008,102,8,2,2
2008,103,8,2,2
2008,104,5,2,2
2008,105,25,2,2
2008,106,15,1,2
2008,107,5,1,2
2008,108,11,2,2
2008,109,8,2,2
2008,110,2,1,2
2008,111,3,1,2
2008,112,4,1,2
2008,113,10,2,2
2008,114,17,2,2
2008,115,21,1,2
2008,116,6,2,2
2008,117,79,2,2
2008,118,9,2,2
2008,119,25,2,2
2008,120,23,2,2
2008,121,43,2,2
2008,122,35,2,2
2008,123,29,1,2
2008,124,30,2,2
2008,125,64,1,2
2008,126,11,2,2
2008,127,39,1,2
2008,128,15,2,2
2008,129,4,2,2
2008,134,11,2,2
2008,135,7,2,2
2008,136,6,2,2
2008,137,12,1,2
2008,139,8,1,2
2008,140,4,1,2
2008,141,10,2,2
2008,142,5,1,2
2008,143,17,2,2
2008,144,20,2,2
2008,146,44,2,2
2008,147,33,2,2
2008,149,60,1,2
2008,150,85,2,2
2008,151,62,2,2
2008,152,35,2,2
2008,153,34,1,2
2008,154,38,1,2
2008,155,19,1,2
2008,156,31,1,2
2008,157,53,1,2
2008,158,36,1,2
2008,159,42,2,2
2008,161,5,1,2
2008,163,9,2,2
2008,165,7,2,2
2008,168,1,1,2
2008,169,70,2,2
2008,170,10,1,2
2008,172,3,2,2
2008,173,8,2,2
2008,174,19,1,2
2008,175,10,1,2
2008,176,2,2,2
2008,177,20,2,2
2008,178,20,2,2
2008,180,19,2,2
2008,181,24,2,2
2008,182,28,1,2
2008,187,3,1,2
2008,188,16,1,2
2008,189,39,2,2
2008,190,26,1,2
2008,191,23,1,2
2008,192,17,2,2
2008,193,21,2,2
2008,194,1,2,2
2008,205,3,1,2
2008,207,3,2,2
2008,208,17,2,2
2008,210,12,1,2
2008,211,54,1,2
2008,212,23,2,2
2008,213,38,2,2
2008,215,14,1,2
2008,216,14,1,2
2008,217,26,2,2
2008,218,13,2,2
2008,222,3,2,2
2008,223,3,1,2
2008,224,5,1,2
2008,225,2,1,2
2008,226,1,2,2
2008,230,46,2,2
2008,231,33,1,2
2008,232,19,2,2
2008,233,69,1,2
2008,234,29,1,2
2008,235,59,1,2
2008,236,31,2,2
2008,238,48,1,2
2008,240,3,1,2
2008,241,2,1,2
2008,242,3,2,2
2008,243,5,1,2
2008,244,3,2,2
2008,245,38,2,2
2008,246,2,1,2
2008,252,3,1,2
2008,253,3,2,2
2008,254,2,1,2
2008,257,52,1,2
2008,258,19,1,2
2008,259,18,1,2
2008,260,25,1,2
2008,262,3,2,2
2008,263,18,1,2
2008,265,3,2,2
2008,266,5,1,2
2008,267,82,1,2
2008,268,32,1,2
2008,269,36,1,2
2008,270,48,1,2
2008,271,84,2,2
2008,272,52,1,2
2008,273,39,1,2
2008,275,3,1,2
2008,276,21,1,2
2008,278,2,1,2
2008,279,2,1,2
2008,280,47,1,2
2008,281,33,2,2
2008,282,19,1,2
2008,283,26,1,2
2008,284,5,1,2
2008,285,3,1,2
2008,288,36,2,2
2008,289,22,2,2
2008,290,55,1,2
2008,291,50,1,2
2008,292,28,2,2
2008,293,2,2,2
2008,294,37,2,2
2008,295,13,2,2
2008,296,20,2,2
2008,302,3,1,2
2008,303,1,1,2
2008,310,5,1,2
2008,311,15,2,2
2008,314,4,2,2
2008,315,2,2,2
2008,316,2,2,2
2008,320,70,1,2
2008,321,48,2,2
2008,325,52,2,2
2008,326,38,2,2
2008,327,44,2,2
2008,330,1,2,2
2008,332,54,1,2
2008,335,4,2,2
2008,337,38,2,2
2008,338,44,1,2
2008,340,27,2,2
2008,341,17,2,2
2008,342,22,2,2
2008,343,12,1,2
2008,344,2,2,2
2008,347,31,2,2
2008,351,3,2,2
2008,352,44,1,2
2008,354,9,2,2
2008,356,5,1,2
2008,357,5,1,2
2008,358,8,1,2
2008,360,47,1,2
2008,361,67,1,2
2008,362,18,1,2
2008,363,106,2,2
2008,364,74,2,2
2008,365,31,1,2
2008,366,1,2,2
2008,368,2,2,2
2008,370,1,2,2
2008,372,2,2,2
2008,381,28,1,2
2008,382,3,1,2
2008,384,1,1,2
2008,385,2,2,2
2008,390,1,1,2
2008,393,21,2,2
2008,395,77,1,2
2008,400,15,2,2
2008,401,83,1,2
2008,402,10,2,2
2008,403,41,2,2
2008,404,35,2,2
2008,405,29,2,2
2008,406,10,1,2
2008,407,1,2,2
2008,408,9,1,2
2008,409,4,1,2
2008,410,1,2,2
2008,411,1,2,2
2008,412,41,1,2
2008,413,46,1,2
2008,416,3,1,2
2008,417,9,1,2
2008,420,5,1,2
2008,421,5,1,2
2008,425,2,2,2
2008,426,37,1,2
2008,427,75,2,2
2008,428,112,2,2
2008,429,49,1,2
2008,430,64,2,2
2008,431,27,1,2
2008,432,47,1,2
2008,433,42,2,2
2008,434,48,1,2
2008,435,42,1,2
