Codigo SNIES del programa,Año,Semestre,ID Sexo,Inscripciones
1,2019,1,1,29
2,2019,1,2,27
3,2019,1,2,68
4,2019,1,2,35
5,2019,1,2,57
6,2019,1,2,28
7,2019,1,2,134
9,2019,1,2,141
10,2019,1,2,66
11,2019,1,2,98
12,2019,1,1,65
13,2019,1,1,45
14,2019,1,2,94
15,2019,1,2,64
16,2019,1,1,52
17,2019,1,1,105
18,2019,1,1,145
19,2019,1,1,145
20,2019,1,1,52
21,2019,1,1,70
23,2019,1,2,101
24,2019,1,1,116
25,2019,1,2,2
27,2019,1,1,65
28,2019,1,2,97
29,2019,1,1,146
30,2019,1,2,2
31,2019,1,1,52
32,2019,1,1,17
33,2019,1,1,73
34,2019,1,2,18
35,2019,1,2,54
36,2019,1,1,87
37,2019,1,1,75
38,2019,1,2,223
39,2019,1,2,68
40,2019,1,2,214
41,2019,1,1,202
45,2019,1,2,10
46,2019,1,1,151
47,2019,1,2,82
48,2019,1,2,451
49,2019,1,2,82
50,2019,1,1,44
52,2019,1,1,206
53,2019,1,2,118
55,2019,1,2,336
57,2019,1,2,100
58,2019,1,2,226
59,2019,1,1,8
60,2019,1,1,102
61,2019,1,1,62
63,2019,1,1,10
64,2019,1,1,259
65,2019,1,1,3
66,2019,1,2,32
67,2019,1,1,112
69,2019,1,1,7
70,2019,1,2,200
71,2019,1,1,41
79,2019,1,2,6
80,2019,1,2,33
86,2019,1,2,16
87,2019,1,1,45
88,2019,1,1,49
89,2019,1,2,31
90,2019,1,2,13
92,2019,1,1,23
96,2019,1,2,12
104,2019,1,1,57
105,2019,1,2,45
106,2019,1,2,29
107,2019,1,2,22
108,2019,1,1,30
109,2019,1,1,13
110,2019,1,1,2
111,2019,1,2,15
112,2019,1,1,7
113,2019,1,1,110
114,2019,1,1,83
115,2019,1,2,85
116,2019,1,1,97
117,2019,1,2,117
118,2019,1,1,59
119,2019,1,2,59
120,2019,1,2,80
121,2019,1,1,79
122,2019,1,1,81
123,2019,1,1,100
124,2019,1,1,73
125,2019,1,1,87
126,2019,1,1,60
127,2019,1,2,73
128,2019,1,2,47
129,2019,1,2,75
132,2019,1,1,12
134,2019,1,2,21
136,2019,1,1,8
137,2019,1,2,13
139,2019,1,1,21
140,2019,1,2,24
142,2019,1,1,12
143,2019,1,1,84
144,2019,1,2,43
146,2019,1,1,360
147,2019,1,1,60
151,2019,1,2,814
155,2019,1,2,42
156,2019,1,1,100
157,2019,1,2,185
158,2019,1,2,111
159,2019,1,2,229
169,2019,1,1,58
170,2019,1,1,20
172,2019,1,1,31
173,2019,1,2,14
176,2019,1,2,96
178,2019,1,2,101
180,2019,1,1,253
181,2019,1,1,105
189,2019,1,2,143
190,2019,1,1,214
191,2019,1,1,93
192,2019,1,1,58
193,2019,1,1,101
194,2019,1,2,11
195,2019,1,2,15
197,2019,1,2,8
204,2019,1,1,13
205,2019,1,1,19
207,2019,1,1,6
210,2019,1,2,63
212,2019,1,1,101
213,2019,1,2,149
215,2019,1,1,68
216,2019,1,2,81
217,2019,1,2,115
218,2019,1,2,105
222,2019,1,1,83
223,2019,1,1,37
224,2019,1,1,69
229,2019,1,2,155
230,2019,1,2,596
232,2019,1,1,177
233,2019,1,1,891
234,2019,1,1,325
235,2019,1,2,424
236,2019,1,1,642
238,2019,1,1,324
241,2019,1,1,1
245,2019,1,1,36
246,2019,1,2,23
252,2019,1,1,1
256,2019,1,1,15
257,2019,1,2,149
260,2019,1,1,114
263,2019,1,1,197
267,2019,1,2,957
268,2019,1,1,303
269,2019,1,2,360
270,2019,1,1,172
271,2019,1,2,403
272,2019,1,1,252
276,2019,1,1,33
278,2019,1,1,3
281,2019,1,2,146
282,2019,1,2,171
283,2019,1,1,3
284,2019,1,1,2
288,2019,1,2,5
289,2019,1,2,2
290,2019,1,2,4
291,2019,1,1,36
292,2019,1,2,340
293,2019,1,1,133
294,2019,1,1,17
296,2019,1,2,107
297,2019,1,2,4
298,2019,1,1,4
302,2019,1,2,3
303,2019,1,1,3
305,2019,1,2,3
306,2019,1,2,3
308,2019,1,1,3
311,2019,1,1,9
316,2019,1,2,2
320,2019,1,1,303
326,2019,1,1,142
327,2019,1,1,157
337,2019,1,1,220
338,2019,1,2,422
340,2019,1,2,243
341,2019,1,2,119
342,2019,1,2,78
343,2019,1,1,12
347,2019,1,1,163
351,2019,1,1,87
354,2019,1,2,10
358,2019,1,2,13
361,2019,1,1,528
362,2019,1,1,204
363,2019,1,1,304
364,2019,1,1,181
365,2019,1,1,330
366,2019,1,2,147
367,2019,1,1,2
368,2019,1,1,101
369,2019,1,2,34
370,2019,1,1,99
371,2019,1,1,4
372,2019,1,1,73
374,2019,1,2,22
375,2019,1,2,199
378,2019,1,1,38
379,2019,1,1,32
380,2019,1,1,30
382,2019,1,1,138
383,2019,1,2,71
384,2019,1,1,11
385,2019,1,1,145
386,2019,1,2,9
388,2019,1,1,38
390,2019,1,1,34
391,2019,1,2,100
394,2019,1,2,15
395,2019,1,2,64
401,2019,1,2,108
403,2019,1,2,1940
404,2019,1,1,339
405,2019,1,2,364
406,2019,1,2,12
407,2019,1,1,51
412,2019,1,1,142
413,2019,1,1,625
417,2019,1,1,75
426,2019,1,2,482
427,2019,1,1,1366
429,2019,1,1,1055
430,2019,1,1,1282
431,2019,1,2,260
432,2019,1,2,85
434,2019,1,2,2164
435,2019,1,2,717
436,2019,1,2,234
437,2019,1,2,2367
438,2019,1,2,571
439,2019,1,2,1774
440,2019,1,1,1146
441,2019,1,2,125
442,2019,1,2,187
444,2019,1,1,1589
445,2019,1,1,333
446,2019,1,2,385
448,2019,1,1,890
450,2019,1,2,430
451,2019,1,1,131
452,2019,1,1,454
453,2019,1,2,213
454,2019,1,2,140
455,2019,1,1,137
456,2019,1,2,475
494,2019,1,1,15
515,2019,1,1,13
516,2019,1,1,20
517,2019,1,1,7
519,2019,1,1,9
522,2019,1,2,496
523,2019,1,1,363
530,2019,1,2,2655
531,2019,1,1,2541
532,2019,1,1,1452
535,2019,1,2,2662
536,2019,1,2,1567
537,2019,1,2,921
538,2019,1,1,1682
539,2019,1,1,784
677,2019,1,1,13
683,2019,1,2,97
684,2019,1,1,19
685,2019,1,1,1
687,2019,1,1,23
689,2019,1,2,51
690,2019,1,1,4
691,2019,1,2,99
692,2019,1,1,33
693,2019,1,2,24
694,2019,1,1,100
696,2019,1,2,38
697,2019,1,2,39
698,2019,1,1,30
699,2019,1,1,58
700,2019,1,2,3
701,2019,1,1,70
702,2019,1,1,35
703,2019,1,2,39
704,2019,1,1,26
705,2019,1,1,19
706,2019,1,1,19
707,2019,1,1,19
709,2019,1,2,3
710,2019,1,2,4
711,2019,1,1,5
712,2019,1,2,1
713,2019,1,1,2
714,2019,1,1,4
716,2019,1,2,4
728,2019,1,1,5
731,2019,1,1,2
732,2019,1,2,10
733,2019,1,1,2
736,2019,1,2,542
737,2019,1,2,3247
738,2019,1,2,470
739,2019,1,2,659
740,2019,1,2,1172
741,2019,1,1,150
742,2019,1,2,655
744,2019,1,1,41
745,2019,1,2,49
746,2019,1,2,109
747,2019,1,2,878
748,2019,1,1,160
761,2019,1,2,42
766,2019,1,1,46
767,2019,1,2,7
770,2019,1,2,63
774,2019,1,1,9
775,2019,1,2,2
777,2019,1,2,361
783,2019,1,1,287
789,2019,1,1,783
791,2019,1,1,220
794,2019,1,2,56
796,2019,1,1,25
799,2019,1,2,68
800,2019,1,1,66
801,2019,1,1,235
803,2019,1,1,52
805,2019,1,2,89
807,2019,1,1,200
808,2019,1,2,137
809,2019,1,2,93
810,2019,1,1,152
811,2019,1,1,128
818,2019,1,1,45
819,2019,1,1,74
831,2019,1,2,780
834,2019,1,2,322
835,2019,1,2,378
839,2019,1,1,60
842,2019,1,2,96
852,2019,1,2,312
855,2019,1,2,245
856,2019,1,1,218
857,2019,1,2,87
870,2019,1,1,128
873,2019,1,1,51
882,2019,1,2,111
884,2019,1,1,59
885,2019,1,2,81
889,2019,1,1,130
895,2019,1,1,11
898,2019,1,1,286
902,2019,1,1,62
906,2019,1,1,506
907,2019,1,1,311
908,2019,1,1,177
913,2019,1,2,159
915,2019,1,1,237
916,2019,1,2,179
917,2019,1,1,301
918,2019,1,2,1238
919,2019,1,1,668
920,2019,1,1,1023
921,2019,1,1,187
925,2019,1,1,127
926,2019,1,2,157
936,2019,1,1,10
937,2019,1,2,7
943,2019,1,2,75
944,2019,1,2,109
946,2019,1,2,138
947,2019,1,1,108
948,2019,1,2,19
949,2019,1,2,397
950,2019,1,1,286
951,2019,1,2,550
952,2019,1,2,226
953,2019,1,2,481
954,2019,1,2,95
955,2019,1,2,41
956,2019,1,1,40
957,2019,1,2,37
958,2019,1,2,85
959,2019,1,1,219
960,2019,1,1,117
961,2019,1,1,331
962,2019,1,2,329
964,2019,1,1,91
965,2019,1,2,40
967,2019,1,1,113
969,2019,1,2,121
971,2019,1,1,22
973,2019,1,2,185
974,2019,1,1,2
975,2019,1,2,3
976,2019,1,1,21
977,2019,1,2,47
978,2019,1,2,13
979,2019,1,2,34
980,2019,1,2,50
981,2019,1,2,117
982,2019,1,2,59
983,2019,1,1,9
985,2019,1,2,25
986,2019,1,2,99
988,2019,1,2,49
990,2019,1,2,43
991,2019,1,1,42
992,2019,1,2,12
995,2019,1,2,11
998,2019,1,1,20
999,2019,1,1,44
1001,2019,1,2,75
1003,2019,1,1,72
