año,codigo snies del programa,id genero,inscritos,semestre
2015,38,2,132,1
2015,39,2,67,1
2015,40,2,155,1
2015,41,2,217,1
2015,45,1,7,1
2015,46,1,147,1
2015,47,2,75,1
2015,48,2,396,1
2015,49,2,42,1
2015,50,1,58,1
2015,51,1,99,1
2015,52,2,144,1
2015,53,2,97,1
2015,55,2,308,1
2015,57,1,52,1
2015,58,1,186,1
2015,59,1,13,1
2015,60,2,79,1
2015,61,2,68,1
2015,63,2,10,1
2015,64,1,255,1
2015,65,1,2,1
2015,66,2,20,1
2015,67,1,79,1
2015,70,2,137,1
2015,71,1,17,1
2015,79,1,13,1
2015,86,1,16,1
2015,87,1,25,1
2015,88,2,52,1
2015,89,1,38,1
2015,90,2,17,1
2015,92,2,22,1
2015,96,1,18,1
2015,98,2,10,1
2015,104,1,54,1
2015,105,2,39,1
2015,106,2,30,1
2015,107,1,25,1
2015,108,1,26,1
2015,109,1,21,1
2015,110,2,7,1
2015,111,2,4,1
2015,112,1,9,1
2015,132,1,14,1
2015,134,2,32,1
2015,135,1,10,1
2015,136,2,12,1
2015,137,1,15,1
2015,139,2,42,1
2015,140,2,12,1
2015,141,1,5,1
2015,142,1,8,1
2015,146,2,348,1
2015,147,2,70,1
2015,149,2,921,1
2015,150,1,156,1
2015,151,1,943,1
2015,153,2,1008,1
2015,154,1,446,1
2015,155,1,52,1
2015,156,1,83,1
2015,157,2,209,1
2015,158,2,122,1
2015,159,1,248,1
2015,161,2,19,1
2015,162,2,2,1
2015,165,1,8,1
2015,170,2,60,1
2015,172,1,46,1
2015,173,2,12,1
2015,174,1,25,1
2015,175,2,101,1
2015,176,1,107,1
2015,177,2,126,1
2015,178,1,119,1
2015,180,1,263,1
2015,181,1,94,1
2015,182,2,123,1
2015,188,2,339,1
2015,189,1,156,1
2015,190,2,259,1
2015,191,2,204,1
2015,192,2,145,1
2015,193,1,167,1
2015,194,1,13,1
2015,195,2,38,1
2015,197,2,21,1
2015,204,2,9,1
2015,205,2,12,1
2015,207,2,4,1
2015,210,1,48,1
2015,212,2,116,1
2015,213,2,197,1
2015,215,1,140,1
2015,217,1,320,1
2015,218,2,374,1
2015,219,1,43,1
2015,222,2,59,1
2015,223,2,16,1
2015,224,2,43,1
2015,225,1,134,1
2015,229,2,64,1
2015,230,2,1001,1
2015,232,2,54,1
2015,233,1,1015,1
2015,234,1,397,1
2015,235,2,511,1
2015,236,1,1147,1
2015,238,2,443,1
2015,257,2,136,1
2015,258,2,68,1
2015,260,1,104,1
2015,263,1,225,1
2015,266,2,76,1
2015,267,1,1411,1
2015,268,2,324,1
2015,269,2,375,1
2015,270,2,186,1
2015,271,2,770,1
2015,272,1,289,1
2015,273,2,170,1
2015,276,1,33,1
2015,278,2,16,1
2015,281,1,407,1
2015,282,2,70,1
2015,283,1,246,1
2015,284,2,160,1
2015,288,2,316,1
2015,289,1,89,1
2015,290,1,509,1
2015,291,1,1615,1
2015,292,2,459,1
2015,293,1,71,1
2015,294,2,547,1
2015,296,1,519,1
2015,297,2,3,1
2015,298,1,2,1
2015,300,1,1,1
2015,302,2,3,1
2015,303,1,2,1
2015,305,2,3,1
2015,306,2,3,1
2015,308,2,3,1
2015,311,1,11,1
2015,314,2,11,1
2015,316,2,7,1
2015,320,1,205,1
2015,321,2,196,1
2015,325,2,527,1
2015,326,2,111,1
2015,327,2,182,1
2015,337,1,149,1
2015,338,2,495,1
2015,340,2,185,1
2015,341,1,112,1
2015,342,1,342,1
2015,343,1,13,1
2015,344,2,13,1
2015,347,2,247,1
2015,351,2,79,1
2015,352,1,214,1
2015,361,2,483,1
2015,362,2,150,1
2015,363,1,145,1
2015,364,1,217,1
2015,365,1,475,1
2015,366,2,14,1
2015,367,2,2,1
2015,368,1,8,1
2015,369,1,1,1
2015,370,2,3,1
2015,371,2,2,1
2015,372,1,11,1
2015,374,2,3,1
2015,375,1,14,1
2015,376,1,1,1
2015,378,1,1,1
2015,379,2,4,1
2015,380,2,3,1
2015,382,2,7,1
2015,383,2,7,1
2015,384,2,4,1
2015,385,1,18,1
2015,386,1,4,1
2015,387,2,35,1
2015,388,1,4,1
2015,389,2,4,1
2015,390,2,3,1
2015,391,1,2,1
2015,394,1,1,1
2015,395,2,58,1
2015,400,2,5,1
2015,401,1,177,1
2015,403,2,1472,1
2015,404,2,318,1
2015,405,2,347,1
2015,407,2,49,1
2015,412,1,123,1
2015,413,2,701,1
2015,417,2,50,1
2015,420,2,541,1
2015,426,1,367,1
2015,427,1,2043,1
2015,429,2,976,1
2015,430,2,1710,1
2015,431,2,253,1
2015,432,2,57,1
2015,434,1,2253,1
2015,435,1,655,1
2015,436,1,258,1
2015,437,2,1706,1
2015,438,1,373,1
2015,439,2,1280,1
2015,440,1,887,1
2015,441,2,104,1
2015,442,1,136,1
2015,444,1,1248,1
2015,445,2,341,1
2015,446,1,462,1
2015,448,2,1028,1
2015,450,2,461,1
2015,451,2,124,1
2015,452,2,363,1
2015,453,2,121,1
2015,454,2,79,1
2015,455,2,83,1
2015,456,2,345,1
2015,489,2,1,1
2015,494,2,22,1
2015,503,2,19,1
2015,504,2,28,1
2015,507,2,13,1
2015,515,2,14,1
2015,516,2,17,1
2015,517,1,9,1
2015,519,1,27,1
2015,521,1,3,1
2015,522,2,99,1
2015,523,2,130,1
2015,530,2,1119,1
2015,531,2,1454,1
2015,532,2,109,1
2015,535,1,1597,1
2015,536,2,1019,1
2015,537,1,469,1
2015,538,2,601,1
2015,539,1,89,1
2015,540,2,284,1
2015,541,1,1,1
2015,549,2,69,1
2015,551,1,75,1
2015,557,2,67,1
2015,559,1,113,1
2015,570,2,1900,1
2015,573,2,859,1
2015,574,2,351,1
2015,575,1,171,1
2015,579,1,254,1
2015,580,2,378,1
2015,581,1,362,1
2015,582,2,103,1
2015,583,2,510,1
2015,584,1,349,1
2015,585,2,161,1
2015,586,1,287,1
2015,587,1,446,1
2015,588,2,282,1
2015,589,1,360,1
2015,591,2,378,1
2015,592,2,317,1
2015,593,1,61,1
2015,594,2,89,1
2015,595,1,69,1
2015,596,2,115,1
2015,677,1,8,1
2015,683,2,140,1
2015,684,2,189,1
2015,685,1,74,1
2015,687,2,41,1
2015,689,2,282,1
2015,690,1,230,1
2015,691,2,1863,1
2015,692,2,254,1
2015,693,2,315,1
2015,694,1,71,1
2015,696,2,1145,1
2015,697,1,1538,1
2015,698,2,282,1
2015,699,1,265,1
2015,700,1,890,1
2015,701,2,742,1
2015,702,2,309,1
2015,703,2,705,1
2015,704,2,182,1
2015,705,2,70,1
2015,706,2,906,1
2015,707,1,152,1
2015,709,1,3,1
2015,710,2,4,1
2015,711,2,5,1
2015,712,2,1,1
2015,713,1,2,1
2015,714,2,4,1
2015,715,1,16,1
2015,716,2,4,1
2015,728,1,10,1
2015,731,1,3,1
2015,732,2,7,1
2015,733,2,6,1
2015,736,2,429,1
2015,737,1,2871,1
2015,738,2,501,1
2015,739,1,599,1
2015,740,2,931,1
2015,741,2,85,1
2015,742,2,520,1
2015,744,2,34,1
2015,745,1,45,1
2015,746,2,98,1
2015,747,1,842,1
2015,748,1,82,1
2015,749,1,1,1
2015,750,2,4,1
2015,751,1,1,1
2015,754,1,1,1
2015,756,2,2,1
2015,759,1,1,1
2015,761,2,12,1
2015,762,1,2,1
2015,766,2,69,1
2015,767,2,19,1
2015,770,2,71,1
2015,774,1,3,1
2015,775,2,4,1
2015,777,2,241,1
2015,783,1,173,1
2015,789,1,856,1
2015,791,2,170,1
2015,799,2,72,1
2015,800,2,68,1
2015,801,2,250,1
2015,803,1,52,1
2015,805,2,49,1
2015,807,2,290,1
2015,808,2,154,1
2015,809,1,42,1
2015,810,1,138,1
2015,811,1,168,1
2015,817,2,3,1
2015,818,2,15,1
2015,819,2,61,1
2015,827,2,297,1
2015,829,2,41,1
2015,831,1,846,1
2015,834,2,275,1
2015,835,2,397,1
2015,839,1,67,1
2015,842,1,77,1
2015,852,1,252,1
2015,855,1,271,1
2015,856,2,165,1
2015,857,1,127,1
2015,862,2,128,1
2015,866,2,168,1
2015,870,1,163,1
2015,873,1,89,1
2015,882,1,28,1
2015,884,1,31,1
2015,885,1,49,1
2015,889,1,107,1
2015,895,2,10,1
2015,898,2,273,1
2015,902,1,49,1
2015,904,2,314,1
2015,906,2,420,1
2015,907,2,146,1
2015,908,2,253,1
2015,910,1,454,1
2015,913,1,134,1
2015,914,2,70,1
2015,915,2,283,1
2015,916,1,205,1
2015,917,2,507,1
2015,918,1,1074,1
2015,919,2,869,1
2015,920,2,1959,1
2015,921,1,206,1
2015,923,1,12,1
2015,925,1,211,1
2015,926,1,201,1
2015,933,1,3,1
2015,935,1,205,1
2015,936,2,53,1
2015,937,1,16,1
2015,943,2,66,1
2015,944,2,130,1
2015,946,2,109,1
2015,947,2,107,1
2015,948,1,44,1
2015,949,1,583,1
2015,950,1,374,1
2015,951,2,613,1
2015,952,2,250,1
2015,953,2,514,1
2015,954,1,164,1
2015,955,2,20,1
2015,956,2,49,1
2015,957,2,24,1
2015,958,1,84,1
2015,959,2,461,1
2015,960,2,235,1
2015,961,2,603,1
2015,962,1,444,1
2015,964,2,88,1
2015,965,2,34,1
2015,967,2,71,1
2015,969,2,76,1
2015,971,1,16,1
2015,973,2,112,1
2015,974,2,2,1
2015,977,2,28,1
2015,978,2,2,1
2015,979,1,22,1
2015,980,1,56,1
2015,981,2,52,1
2015,982,1,43,1
2015,983,1,7,1
2015,986,2,74,1
2015,988,2,38,1
2015,990,1,18,1
2015,991,1,39,1
2015,992,1,8,1
2015,995,1,4,1
2015,998,2,7,1
2015,999,1,33,1
2015,1001,2,39,1
2015,1002,1,5,1
2015,1003,1,55,1
2015,1005,2,33,1
2015,1006,1,10,1
2015,1007,2,4,1
2015,1008,2,24,1
2015,1009,1,19,1
2015,1010,2,16,1
2015,1012,1,37,1
2015,1018,2,4,1
2015,1019,2,8,1
2015,1020,1,15,1
2015,1021,1,4,1
2015,1025,2,15,1
2015,1026,2,37,1
2015,1028,1,9,1
2015,1029,1,11,1
2015,1030,1,9,1
2015,1033,2,17,1
2015,1036,2,17,1
2015,1037,1,2,1
2015,1038,1,2,1
2015,1039,1,113,1
2015,1040,2,204,1
2015,1041,1,33,1
2015,1042,2,30,1
2015,1043,1,66,1
2015,1044,1,109,1
2015,1046,2,44,1
2015,1047,2,26,1
2015,1050,2,9,1
2015,1053,2,182,1
2015,1054,1,86,1
2015,1056,1,74,1
2015,1059,2,58,1
2015,1060,2,27,1
2015,1061,2,73,1
2015,1062,1,56,1
2015,1063,2,26,1
2015,1074,2,16,1
2015,1077,2,4,1
2015,1078,1,188,1
2015,1079,1,60,1
2015,1080,1,249,1
2015,1081,2,115,1
2015,1082,1,81,1
2015,1083,2,163,1
2015,1084,2,209,1
2015,1085,2,124,1
2015,1086,2,49,1
2015,1087,1,69,1
2015,1088,1,7,1
2015,1091,1,20,1
2015,1092,1,25,1
2015,1094,1,6,1
2015,1096,2,34,1
2015,1097,1,168,1
2015,1098,1,267,1
2015,1099,1,29,1
2015,1101,2,13,1
2015,1102,2,35,1
2015,1103,2,171,1
2015,1104,1,47,1
2015,1110,1,227,1
2015,1111,1,55,1
2015,1112,2,746,1
2015,1113,2,93,1
2015,1114,2,373,1
2015,1115,2,137,1
2015,1116,1,113,1
2015,1117,2,73,1
2015,1120,1,80,1
2015,1125,1,48,1
2015,1126,2,56,1
2015,1131,2,24,1
2015,1132,2,23,1
2015,1136,2,43,1
2015,1138,1,82,1
2015,1143,2,146,1
2015,1144,1,144,1
2015,1146,2,126,1
2015,1147,2,158,1
2015,1148,1,31,1
2015,1149,2,26,1
2015,1150,2,81,1
2015,1151,2,46,1
2015,1152,1,39,1
2015,1153,1,3,1
2015,1155,2,74,1
2015,1156,2,27,1
2015,1158,2,49,1
2015,1166,2,16,1
2015,1169,1,349,1
2015,1170,1,528,1
2015,1172,2,108,1
2015,1173,1,178,1
2015,1175,1,132,1
2015,1176,2,78,1
2015,1178,2,105,1
2015,1179,2,87,1
2015,1180,1,62,1
2015,1185,1,1,1
2015,1192,1,249,1
2015,1193,2,95,1
2015,1195,1,258,1
2015,1196,2,143,1
2015,1197,1,13,1
2015,1199,1,12,1
2015,1200,2,54,1
2015,1201,1,95,1
2015,1202,2,142,1
2015,1203,2,146,1
2015,1204,1,1,1
2015,1205,2,297,1
2015,1206,1,8,1
2015,1207,2,59,1
2015,1208,2,74,1
2015,1210,1,174,1
2015,1211,2,64,1
2015,1212,1,91,1
2015,1213,1,93,1
2015,1214,2,118,1
2015,1216,2,11,1
2015,1217,2,17,1
2015,1218,2,24,1
2015,1219,2,28,1
2015,1220,1,39,1
2015,1222,1,1,1
2015,1224,2,12,1
2015,1228,1,20,1
2015,1229,1,18,1
2015,1236,2,135,1
2015,1237,2,626,1
2015,1238,2,343,1
2015,1239,1,453,1
2015,1240,2,312,1
2015,1241,1,50,1
2015,1242,2,29,1
2015,1244,2,240,1
2015,1245,2,678,1
2015,1246,2,55,1
2015,1247,2,318,1
2015,1248,2,172,1
2015,1249,2,76,1
2015,1250,1,175,1
2015,1251,1,120,1
2015,1252,2,76,1
2015,1254,2,106,1
2015,1256,1,24,1
2015,1258,1,12,1
2015,1259,2,5,1
2015,1261,1,3,1
2015,1263,2,13,1
2015,1264,1,11,1
2015,1265,2,69,1
2015,1266,2,27,1
2015,1267,2,62,1
2015,1268,1,170,1
2015,1269,2,1084,1
2015,1270,2,396,1
2015,1271,2,405,1
2015,1272,2,293,1
2015,1273,1,526,1
2015,1274,2,264,1
2015,1275,1,143,1
2015,1276,2,594,1
2015,1277,2,431,1
2015,1291,1,3,1
2015,1293,1,150,1
2015,1294,2,45,1
2015,1295,1,859,1
2015,1296,1,29,1
2015,1297,2,600,1
2015,1298,2,120,1
2015,1299,1,193,1
2015,1300,1,6,1
2015,1301,1,133,1
2015,1302,2,6,1
2015,1303,2,81,1
2015,1305,2,50,1
2015,1307,1,199,1
2015,1308,1,1,1
2015,1309,1,26,1
2015,1310,2,37,1
2015,1311,2,43,1
2015,1312,1,84,1
2015,1313,2,56,1
2015,1315,1,142,1
2015,1316,2,22,1
2015,1317,1,109,1
2015,1318,1,50,1
2015,1319,2,4,1
2015,1323,2,96,1
2015,1324,2,7,1
2015,1325,2,29,1
2015,1326,2,21,1
2015,1328,2,30,1
2015,1329,2,42,1
2015,1330,1,43,1
2015,1331,2,31,1
2015,1332,2,37,1
2015,1335,1,933,1
2015,1336,2,124,1
2015,1337,1,149,1
2015,1338,2,339,1
2015,1339,1,82,1
2015,1340,2,32,1
2015,1347,1,20,1
2015,1348,2,61,1
2015,1349,1,16,1
2015,1350,1,94,1
2015,1361,1,139,1
2015,1363,1,19,1
2015,1365,2,15,1
2015,1371,1,40,1
2015,1372,2,32,1
2015,1380,2,312,1
2015,1381,1,548,1
2015,1383,1,375,1
2015,1384,2,97,1
2015,1385,1,279,1
2015,1386,1,324,1
2015,1387,1,20,1
2015,1389,2,8,1
2015,1394,2,459,1
2015,1395,2,114,1
2015,1396,2,96,1
2015,1399,2,80,1
2015,1402,2,72,1
2015,1403,1,81,1
2015,1409,1,125,1
2015,1412,2,35,1
2015,1415,1,70,1
2015,1422,1,832,1
2015,1423,2,47,1
2015,1425,2,439,1
2015,1426,1,398,1
2015,1430,1,296,1
2015,1431,2,20,1
2015,1432,1,13,1
2015,1433,1,289,1
2015,1434,1,45,1
2015,1435,2,11,1
2015,1439,2,113,1
2015,1441,2,168,1
2015,1442,2,179,1
2015,1444,1,207,1
2015,1445,2,43,1
2015,1446,1,550,1
2015,1447,1,73,1
2015,1448,2,185,1
2015,1450,1,440,1
2015,1451,2,343,1
2015,1455,2,10,1
2015,1460,1,1,1
2015,1464,1,56,1
2015,1466,2,143,1
2015,1468,2,69,1
2015,1475,2,497,1
2015,1476,1,163,1
2015,1477,1,196,1
2015,1483,2,886,1
2015,1485,1,190,1
2015,1487,2,209,1
2015,1488,1,102,1
2015,1489,2,122,1
2015,1490,1,76,1
2015,1491,2,52,1
2015,1492,2,567,1
2015,1493,2,342,1
2015,1494,2,159,1
2015,1496,1,36,1
2015,1497,1,521,1
2015,1498,2,366,1
2015,1499,2,297,1
2015,1503,2,294,1
2015,1504,2,54,1
2015,1512,2,657,1
2015,1513,2,53,1
2015,1514,2,247,1
2015,1516,1,408,1
2015,1519,1,22,1
2015,1520,2,8,1
2015,1522,1,1,1
2015,1527,2,129,1
2015,1529,2,117,1
2015,1531,2,110,1
2015,1532,2,476,1
2015,1533,2,987,1
2015,1534,2,310,1
2015,1535,1,591,1
2015,1536,1,725,1
2015,1537,2,36,1
2015,1538,1,194,1
2015,1539,2,920,1
2015,1540,1,417,1
2015,1541,1,106,1
2015,1542,1,1121,1
2015,1543,2,527,1
2015,1544,1,607,1
2015,1545,2,138,1
2015,1546,2,136,1
2015,1547,2,71,1
2015,1548,1,103,1
2015,1550,2,1,1
2015,1551,2,1,1
2015,1552,2,1,1
2015,1555,1,1,1
2015,1560,1,40,1
2015,1561,2,1,1
2015,1568,2,47,1
2015,1573,2,37,1
2015,1574,2,148,1
2015,1575,1,11,1
2015,1576,1,41,1
2015,1578,2,153,1
2015,1579,2,34,1
2015,1580,2,13,1
2015,1581,2,92,1
2015,1582,2,54,1
2015,1585,2,25,1
2015,1587,2,17,1
2015,1591,1,41,1
2015,1592,1,188,1
2015,1593,2,58,1
2015,1595,2,17,1
2015,1596,2,20,1
2015,1597,2,59,1
2015,1598,1,439,1
2015,1605,1,64,1
2015,1606,2,41,1
2015,1607,1,4,1
2015,1614,2,57,1
2015,1620,2,8,1
2015,1621,2,8,1
2015,1622,2,48,1
2015,1626,1,44,1
2015,1627,2,34,1
2015,1628,1,75,1
2015,1630,2,99,1
2015,1635,1,62,1
2015,1636,2,50,1
2015,1640,2,232,1
2015,1641,2,113,1
2015,1642,2,61,1
2015,1643,1,99,1
2015,1644,1,15,1
2015,1645,2,25,1
2015,1646,1,38,1
2015,1647,1,35,1
2015,1649,2,26,1
2015,1650,1,19,1
2015,1651,2,123,1
2015,1652,1,23,1
2015,1653,2,26,1
2015,1654,1,778,1
2015,1655,2,92,1
2015,1656,1,94,1
2015,1657,2,60,1
2015,1658,2,9,1
2015,1668,1,135,1
2015,1676,1,351,1
2015,1677,1,3,1
2015,1678,1,4,1
2015,1679,1,2,1
2015,1680,1,18,1
2015,1681,2,10,1
2015,1682,1,4,1
2015,1683,1,3,1
2015,1684,2,6,1
2015,1687,1,16,1
2015,1688,1,30,1
2015,1689,2,9,1
2015,1690,2,284,1
2015,1691,1,24,1
2015,1692,1,21,1
2015,1693,1,322,1
2015,1694,2,90,1
2015,1697,2,51,1
2015,1698,2,75,1
2015,1703,1,20,1
2015,1705,1,41,1
2015,1706,1,417,1
2015,1708,1,396,1
2015,1714,1,775,1
2015,1715,1,30,1
2015,1716,2,36,1
2015,1717,2,167,1
2015,1718,1,596,1
2015,1719,2,680,1
2015,1724,1,57,1
2015,1727,2,37,1
2015,1730,1,170,1
2015,1731,2,141,1
2015,1735,1,478,1
2015,1736,1,125,1
2015,1737,2,42,1
2015,1738,2,76,1
2015,1739,2,4,1
2015,1741,1,46,1
2015,1742,2,52,1
2015,1743,1,47,1
2015,1749,1,255,1
2015,1751,2,220,1
2015,1752,1,24,1
2015,1755,2,141,1
2015,1758,2,128,1
2015,1760,1,56,1
2015,1762,2,223,1
2015,1763,1,32,1
2015,1764,2,52,1
2015,1765,2,423,1
2015,1766,2,3,1
2015,1768,2,32,1
2015,1769,1,194,1
2015,1770,1,310,1
2015,1771,2,271,1
2015,1774,2,116,1
2015,1775,1,46,1
2015,1776,1,23,1
2015,1777,1,203,1
2015,1778,2,204,1
2015,1779,1,814,1
2015,1780,1,179,1
2015,1781,1,8,1
2015,1782,2,72,1
2015,1783,2,116,1
2015,1784,1,57,1
2015,1785,2,24,1
2015,1786,2,191,1
2015,1787,1,1,1
2015,1788,2,6,1
2015,1789,2,26,1
2015,1791,2,78,1
2015,1792,2,155,1
2015,1793,2,23,1
2015,1794,2,50,1
2015,1796,2,186,1
2015,1797,1,1,1
2015,1798,2,98,1
2015,1799,1,9,1
2015,1800,2,7,1
2015,1802,1,23,1
2015,1803,1,4,1
2015,1806,1,1,1
2015,1807,2,907,1
2015,1810,2,23,1
2015,1813,1,669,1
2015,1814,2,131,1
2015,1815,2,1,1
2015,1820,2,1,1
2015,1832,2,44,1
2015,1834,1,280,1
2015,1836,1,13,1
2015,1837,1,37,1
2015,1838,2,601,1
2015,1840,1,33,1
2015,1841,1,25,1
2015,1846,1,41,1
2015,1847,1,223,1
2015,1850,1,5,1
2015,1853,1,25,1
2015,1854,1,81,1
2015,1855,2,73,1
2015,1856,2,72,1
2015,1870,1,345,1
2015,1872,1,42,1
2015,1874,2,13,1
2015,1875,1,39,1
2015,1877,1,97,1
2015,1878,2,41,1
2015,1881,1,68,1
2015,1883,2,118,1
2015,1884,2,58,1
2015,1886,2,365,1
2015,1890,1,183,1
2015,1892,2,27,1
2015,1893,1,9,1
2015,1894,1,526,1
2015,1895,1,92,1
2015,1902,2,207,1
2015,1914,2,15,1
2015,1915,1,77,1
2015,1916,1,73,1
2015,1918,1,11,1
2015,1919,2,31,1
2015,1928,2,72,1
2015,1936,1,25,1
2015,1937,2,51,1
2015,1942,1,64,1
2015,1943,1,6,1
2015,1944,2,29,1
2015,1946,1,79,1
2015,1950,2,36,1
2015,1956,1,86,1
2015,1958,2,298,1
2015,1959,2,6,1
2015,1976,2,439,1
2015,1977,2,104,1
2015,1980,2,690,1
2015,1981,2,119,1
2015,1982,1,99,1
2015,1983,2,198,1
2015,1984,1,127,1
2015,1985,1,33,1
2015,1987,1,14,1
2015,1988,1,127,1
2015,1989,2,105,1
2015,1991,1,60,1
2015,1993,2,1,1
2015,2004,2,88,1
2015,2005,2,8,1
2015,2009,2,61,1
2015,2016,1,60,1
2015,2026,1,88,1
2015,2028,1,9,1
2015,2034,2,17,1
2015,2037,2,16,1
2015,2039,2,92,1
2015,2040,2,137,1
2015,2046,1,20,1
2015,2049,1,26,1
2015,2051,2,926,1
2015,2052,1,416,1
2015,2053,2,110,1
2015,2054,2,171,1
2015,2055,1,206,1
2015,2056,1,19,1
2015,2065,1,74,1
2015,2068,2,103,1
2015,2069,2,64,1
2015,2070,2,151,1
2015,2071,2,37,1
2015,2076,2,191,1
2015,2077,1,1,1
2015,2078,2,74,1
2015,2081,1,1,1
2015,2086,1,129,1
2015,2087,1,206,1
2015,2088,2,190,1
2015,2093,1,591,1
2015,2095,2,12,1
2015,2098,2,138,1
2015,2111,2,13,1
2015,2114,1,389,1
2015,2115,2,41,1
2015,2119,2,1,1
2015,2130,2,106,1
2015,2131,2,116,1
2015,2134,1,314,1
2015,2145,1,271,1
2015,2153,1,4,1
2015,2162,1,32,1
2015,2168,2,70,1
2015,2172,1,18,1
2015,2180,2,31,1
2015,2187,2,4,1
2015,2189,1,95,1
2015,2190,1,97,1
2015,2191,2,88,1
2015,2192,1,45,1
2015,2199,1,19,1
2015,2205,1,82,1
2015,2206,1,199,1
2015,2217,1,36,1
2015,2218,2,14,1
2015,2234,1,178,1
2015,2239,2,103,1
2015,2249,1,65,1
2015,2258,1,70,1
2015,2264,1,9,1
2015,2265,2,60,1
2015,2268,2,90,1
2015,2291,1,19,1
2015,2296,2,15,1
2015,2314,2,42,1
2015,2320,2,12,1
2015,2322,2,1,1
2015,2323,2,1,1
2015,2324,1,19,1
2015,2336,2,4,1
2015,2337,1,256,1
2015,2345,2,31,1
2015,2346,2,2,1
2015,2354,2,18,1
2015,2355,1,5,1
2015,2360,2,3,1
2015,2361,1,13,1
2015,2362,1,12,1
2015,2377,2,29,1
2015,2380,1,41,1
2015,2381,1,413,1
2015,2382,1,340,1
2015,2383,1,41,1
2015,2384,1,349,1
2015,2402,1,208,1
2015,2414,1,18,1
2015,2417,1,18,1
2015,2425,2,87,1
2015,2427,1,25,1
2015,2434,1,11,1
2015,2435,2,33,1
2015,2436,2,4,1
2015,2437,1,18,1
2015,2438,2,13,1
2015,2445,2,79,1
2015,2446,1,129,1
2015,2449,1,38,1
2015,2450,2,12,1
2015,2453,2,24,1
2015,2458,2,20,1
2015,2459,1,111,1
2015,2460,1,178,1
2015,2469,1,96,1
2015,2470,2,85,1
2015,2477,1,1,1
2015,2479,2,23,1
2015,2484,1,76,1
2015,2487,1,11,1
2015,2488,2,6,1
2015,2501,2,5,1
2015,2503,1,4,1
2015,2505,2,1,1
2015,2506,2,69,1
2015,2513,2,1,1
2015,2518,1,672,1
2015,2519,2,236,1
2015,2520,2,54,1
2015,2521,1,25,1
2015,2522,1,20,1
2015,2523,2,20,1
2015,2524,2,266,1
2015,2525,2,50,1
2015,2526,2,26,1
2015,2527,1,1,1
2015,2533,1,5,1
2015,2534,1,69,1
2015,2535,1,2,1
2015,2537,1,25,1
2015,2538,2,11,1
2015,2539,1,43,1
2015,2540,2,610,1
2015,2541,2,65,1
2015,2543,1,65,1
2015,2555,1,184,1
2015,2561,2,44,1
2015,2562,2,216,1
2015,2563,1,476,1
2015,2564,2,44,1
