Codigo SNIES del programa,Año,Semestre,ID Sexo,Inscripciones
1020,2019,2,1,2
1027,2019,2,2,36
1028,2019,2,2,13
1029,2019,2,2,12
1030,2019,2,1,6
1033,2019,2,2,7
1036,2019,2,2,14
1037,2019,2,1,12
1038,2019,2,1,4
1039,2019,2,1,76
1040,2019,2,2,115
1041,2019,2,2,18
1042,2019,2,1,25
1043,2019,2,1,13
1044,2019,2,2,49
1046,2019,2,2,29
1047,2019,2,2,9
1053,2019,2,2,19
1054,2019,2,1,47
1056,2019,2,2,22
1061,2019,2,2,3
1062,2019,2,1,20
1063,2019,2,2,4
1078,2019,2,2,14
1079,2019,2,1,31
1080,2019,2,1,105
1081,2019,2,1,35
1082,2019,2,1,3
1083,2019,2,1,45
1084,2019,2,2,94
1085,2019,2,2,28
1086,2019,2,1,39
1087,2019,2,1,79
1088,2019,2,1,20
1091,2019,2,2,12
1092,2019,2,1,14
1094,2019,2,2,7
1096,2019,2,2,16
1097,2019,2,1,52
1098,2019,2,2,92
1099,2019,2,2,11
1101,2019,2,1,4
1102,2019,2,2,17
1103,2019,2,1,57
1104,2019,2,1,9
1110,2019,2,2,82
1111,2019,2,2,26
1112,2019,2,2,214
1113,2019,2,2,40
1114,2019,2,2,118
1115,2019,2,2,77
1116,2019,2,1,46
1117,2019,2,2,17
1120,2019,2,2,54
1121,2019,2,2,18
1125,2019,2,2,77
1126,2019,2,2,61
1138,2019,2,1,68
1143,2019,2,1,94
1144,2019,2,2,86
1146,2019,2,1,44
1147,2019,2,2,67
1148,2019,2,1,18
1149,2019,2,2,13
1151,2019,2,1,42
1152,2019,2,1,40
1155,2019,2,1,38
1156,2019,2,1,69
1158,2019,2,1,40
1166,2019,2,2,16
1169,2019,2,2,70
1170,2019,2,1,100
1172,2019,2,2,41
1173,2019,2,2,47
1175,2019,2,2,78
1176,2019,2,2,45
1178,2019,2,1,31
1179,2019,2,2,23
1180,2019,2,1,27
1192,2019,2,1,47
1193,2019,2,2,32
1195,2019,2,1,53
1196,2019,2,2,39
1197,2019,2,2,14
1199,2019,2,1,11
1200,2019,2,2,8
1201,2019,2,1,8
1202,2019,2,1,33
1203,2019,2,1,17
1205,2019,2,1,84
1206,2019,2,2,8
1207,2019,2,2,76
1208,2019,2,1,54
1210,2019,2,2,160
1211,2019,2,2,49
1212,2019,2,2,92
1213,2019,2,1,80
1214,2019,2,2,108
1217,2019,2,1,10
1218,2019,2,2,5
1219,2019,2,2,7
1220,2019,2,1,20
1224,2019,2,2,11
1227,2019,2,1,14
1228,2019,2,1,2
1229,2019,2,1,5
1236,2019,2,2,39
1237,2019,2,1,208
1238,2019,2,1,199
1239,2019,2,2,195
1240,2019,2,1,208
1241,2019,2,1,10
1242,2019,2,2,16
1244,2019,2,1,177
1245,2019,2,2,256
1246,2019,2,2,13
1247,2019,2,1,51
1248,2019,2,1,42
1249,2019,2,2,20
1250,2019,2,1,44
1252,2019,2,2,61
1254,2019,2,1,66
1256,2019,2,2,31
1259,2019,2,2,10
1261,2019,2,2,8
1263,2019,2,2,1
1265,2019,2,2,81
1266,2019,2,2,1
1267,2019,2,2,24
1268,2019,2,1,49
1269,2019,2,1,441
1270,2019,2,1,107
1271,2019,2,1,169
1272,2019,2,2,152
1273,2019,2,2,82
1275,2019,2,2,15
1276,2019,2,2,101
1277,2019,2,2,54
1279,2019,2,2,82
1280,2019,2,2,78
1283,2019,2,2,52
1284,2019,2,1,13
1285,2019,2,2,15
1291,2019,2,1,36
1293,2019,2,2,103
1294,2019,2,2,15
1295,2019,2,1,783
1296,2019,2,2,8
1297,2019,2,2,423
1298,2019,2,1,121
1299,2019,2,1,135
1300,2019,2,1,14
1301,2019,2,1,89
1302,2019,2,1,9
1303,2019,2,1,110
1305,2019,2,1,46
1307,2019,2,1,185
1308,2019,2,1,2
1309,2019,2,1,36
1310,2019,2,1,31
1315,2019,2,2,107
1317,2019,2,1,68
1318,2019,2,1,58
1323,2019,2,2,89
1324,2019,2,2,15
1325,2019,2,1,29
1326,2019,2,1,53
1328,2019,2,2,59
1329,2019,2,1,16
1330,2019,2,2,8
1332,2019,2,2,28
1335,2019,2,2,15
1336,2019,2,1,25
1337,2019,2,1,27
1338,2019,2,2,47
1339,2019,2,2,48
1347,2019,2,2,12
1348,2019,2,1,49
1349,2019,2,2,23
1350,2019,2,1,66
1361,2019,2,2,24
1363,2019,2,2,15
1365,2019,2,2,10
1371,2019,2,1,1
1380,2019,2,1,110
1381,2019,2,2,314
1385,2019,2,2,47
1386,2019,2,1,194
1387,2019,2,2,5
1389,2019,2,2,4
1395,2019,2,2,73
1396,2019,2,1,58
1399,2019,2,1,36
1402,2019,2,1,40
1403,2019,2,1,56
1409,2019,2,1,31
1413,2019,2,1,96
1415,2019,2,2,26
1422,2019,2,1,441
1426,2019,2,1,268
1430,2019,2,2,106
1431,2019,2,1,1
1432,2019,2,1,3
1433,2019,2,1,112
1434,2019,2,1,17
1439,2019,2,1,33
1441,2019,2,2,37
1442,2019,2,1,20
1444,2019,2,2,15
1445,2019,2,1,17
1446,2019,2,1,37
1447,2019,2,1,4
1448,2019,2,1,19
1450,2019,2,1,21
1451,2019,2,2,69
1455,2019,2,2,8
1464,2019,2,2,18
1466,2019,2,2,31
1475,2019,2,1,331
1476,2019,2,2,95
1477,2019,2,1,74
1483,2019,2,1,222
1485,2019,2,1,28
1487,2019,2,1,81
1488,2019,2,1,80
1489,2019,2,2,119
1490,2019,2,1,56
1491,2019,2,1,27
1492,2019,2,2,426
1493,2019,2,1,163
1494,2019,2,2,59
1496,2019,2,1,26
1497,2019,2,2,410
1498,2019,2,2,115
1499,2019,2,1,56
1503,2019,2,1,44
1504,2019,2,1,12
1512,2019,2,2,116
1513,2019,2,2,6
1514,2019,2,2,51
1516,2019,2,1,61
1519,2019,2,1,5
1520,2019,2,1,15
1527,2019,2,1,120
1529,2019,2,2,77
1531,2019,2,2,63
1532,2019,2,1,247
1533,2019,2,1,476
1534,2019,2,1,206
1535,2019,2,1,395
1536,2019,2,1,693
1537,2019,2,2,46
1539,2019,2,1,160
1540,2019,2,1,170
1541,2019,2,2,32
1542,2019,2,1,382
1543,2019,2,1,163
1544,2019,2,2,271
1545,2019,2,2,115
1546,2019,2,1,103
1547,2019,2,1,52
1548,2019,2,1,97
1550,2019,2,2,91
1551,2019,2,1,33
1552,2019,2,1,26
1555,2019,2,2,63
1561,2019,2,1,59
1568,2019,2,1,15
1573,2019,2,2,13
1574,2019,2,1,53
1575,2019,2,1,131
1576,2019,2,2,23
1578,2019,2,2,82
1579,2019,2,1,9
1580,2019,2,2,10
1581,2019,2,1,49
1582,2019,2,1,26
1585,2019,2,1,9
1587,2019,2,1,13
1591,2019,2,2,12
1592,2019,2,2,58
1595,2019,2,1,27
1596,2019,2,2,38
1597,2019,2,2,26
1598,2019,2,2,118
1599,2019,2,2,3
1605,2019,2,2,21
1606,2019,2,2,24
1614,2019,2,2,24
1621,2019,2,2,19
1622,2019,2,2,26
1626,2019,2,2,14
1627,2019,2,1,24
1628,2019,2,2,42
1630,2019,2,1,42
1635,2019,2,2,27
1636,2019,2,1,35
1640,2019,2,1,51
1641,2019,2,2,55
1642,2019,2,2,15
1643,2019,2,2,10
1644,2019,2,2,4
1645,2019,2,2,15
1646,2019,2,2,9
1647,2019,2,2,15
1649,2019,2,2,17
1650,2019,2,2,26
1651,2019,2,1,85
1652,2019,2,1,21
1653,2019,2,1,22
1654,2019,2,2,602
1655,2019,2,1,218
1656,2019,2,1,61
1657,2019,2,2,19
1658,2019,2,2,32
1660,2019,2,2,12
1661,2019,2,2,15
1662,2019,2,1,15
1663,2019,2,2,13
1664,2019,2,2,12
1667,2019,2,1,89
1668,2019,2,1,120
1676,2019,2,1,76
1677,2019,2,2,3
1678,2019,2,1,2
1679,2019,2,1,4
1680,2019,2,2,6
1681,2019,2,2,5
1682,2019,2,2,2
1683,2019,2,2,2
1687,2019,2,2,14
1688,2019,2,1,45
1689,2019,2,2,5
1690,2019,2,2,264
1693,2019,2,1,191
1694,2019,2,1,73
1697,2019,2,2,37
1698,2019,2,2,61
1703,2019,2,1,31
1706,2019,2,2,245
1708,2019,2,2,398
1711,2019,2,1,27
1715,2019,2,2,10
1716,2019,2,2,5
1717,2019,2,2,122
1718,2019,2,1,453
1719,2019,2,2,326
1724,2019,2,2,88
1725,2019,2,2,459
1730,2019,2,1,109
1731,2019,2,2,93
1736,2019,2,2,59
1737,2019,2,1,41
1738,2019,2,1,72
1739,2019,2,1,65
1741,2019,2,1,52
1742,2019,2,2,25
1743,2019,2,1,31
1749,2019,2,1,56
1751,2019,2,1,60
1752,2019,2,2,18
1755,2019,2,2,82
1762,2019,2,1,196
1763,2019,2,2,17
1764,2019,2,1,14
1765,2019,2,2,226
1766,2019,2,2,13
1767,2019,2,2,64
1768,2019,2,2,24
1769,2019,2,2,124
1770,2019,2,2,423
1771,2019,2,1,55
1774,2019,2,2,6
1775,2019,2,2,6
1778,2019,2,1,172
1779,2019,2,1,597
1780,2019,2,2,164
1781,2019,2,2,17
1783,2019,2,1,150
1784,2019,2,2,58
1786,2019,2,1,224
1787,2019,2,2,3
1788,2019,2,1,1
1790,2019,2,2,26
1791,2019,2,2,156
1792,2019,2,1,164
1793,2019,2,1,58
1795,2019,2,1,73
1796,2019,2,2,117
1801,2019,2,1,22
1802,2019,2,2,19
1805,2019,2,2,8
1806,2019,2,1,12
1807,2019,2,1,369
1813,2019,2,1,369
1814,2019,2,2,31
1815,2019,2,2,132
1816,2019,2,2,75
1817,2019,2,2,127
1818,2019,2,2,27
1819,2019,2,2,41
1820,2019,2,2,63
1821,2019,2,1,75
1822,2019,2,2,42
1823,2019,2,2,8
1827,2019,2,1,33
1828,2019,2,1,3
1834,2019,2,1,31
1837,2019,2,1,24
1838,2019,2,1,301
1840,2019,2,2,16
1841,2019,2,1,39
1846,2019,2,1,28
1847,2019,2,2,59
1850,2019,2,2,6
1853,2019,2,2,11
1854,2019,2,2,23
1855,2019,2,2,18
1856,2019,2,1,26
1870,2019,2,2,169
1872,2019,2,1,19
1874,2019,2,2,1
1875,2019,2,2,47
1881,2019,2,1,30
1883,2019,2,2,47
1884,2019,2,1,117
1892,2019,2,2,179
1894,2019,2,1,329
1895,2019,2,1,124
1902,2019,2,1,67
1914,2019,2,2,13
1915,2019,2,1,63
1916,2019,2,1,42
1918,2019,2,1,23
1919,2019,2,2,18
1928,2019,2,1,43
1936,2019,2,1,7
1942,2019,2,1,11
1944,2019,2,1,3
1946,2019,2,2,8
1950,2019,2,2,19
1956,2019,2,1,87
1958,2019,2,1,232
1976,2019,2,2,130
1977,2019,2,1,67
1980,2019,2,2,126
1981,2019,2,2,76
1982,2019,2,1,27
1983,2019,2,2,37
1984,2019,2,1,14
1985,2019,2,1,2
1987,2019,2,1,1
1988,2019,2,1,20
1989,2019,2,1,39
1991,2019,2,2,83
2004,2019,2,1,65
2009,2019,2,2,9
2016,2019,2,1,45
2037,2019,2,2,18
2039,2019,2,1,79
2040,2019,2,2,90
2046,2019,2,1,9
2048,2019,2,2,1
2049,2019,2,2,14
2051,2019,2,2,139
2052,2019,2,1,244
2053,2019,2,2,27
2054,2019,2,1,111
2055,2019,2,2,134
2056,2019,2,2,25
2063,2019,2,1,43
2065,2019,2,2,82
2068,2019,2,1,149
2069,2019,2,1,62
2070,2019,2,2,158
2071,2019,2,1,34
2093,2019,2,1,42
2094,2019,2,1,29
2095,2019,2,1,7
2098,2019,2,1,44
2115,2019,2,1,9
2131,2019,2,2,65
2134,2019,2,1,118
2145,2019,2,1,95
2162,2019,2,2,32
2168,2019,2,2,39
2189,2019,2,2,60
2190,2019,2,2,43
2191,2019,2,1,41
2192,2019,2,2,15
2205,2019,2,1,11
2206,2019,2,2,50
2217,2019,2,1,26
2234,2019,2,2,26
2249,2019,2,1,34
2268,2019,2,1,29
2300,2019,2,1,40
2301,2019,2,1,51
2302,2019,2,1,25
2304,2019,2,2,51
2337,2019,2,1,77
2381,2019,2,1,51
2382,2019,2,2,100
2384,2019,2,1,17
2414,2019,2,1,75
2427,2019,2,2,8
2445,2019,2,2,24
2446,2019,2,2,55
2448,2019,2,2,1
2449,2019,2,1,27
2451,2019,2,2,22
2459,2019,2,2,36
2460,2019,2,1,162
2470,2019,2,2,15
2497,2019,2,1,31
2501,2019,2,2,4
2503,2019,2,2,8
2504,2019,2,2,18
2506,2019,2,1,16
2513,2019,2,1,4
2518,2019,2,1,662
2519,2019,2,1,77
2520,2019,2,1,21
2521,2019,2,1,18
2522,2019,2,2,16
2523,2019,2,2,14
2524,2019,2,2,48
2525,2019,2,2,25
2526,2019,2,2,40
2533,2019,2,1,14
2534,2019,2,2,15
2537,2019,2,1,5
2538,2019,2,2,10
2539,2019,2,1,19
2540,2019,2,2,255
2541,2019,2,2,14
2542,2019,2,1,94
2543,2019,2,2,19
2546,2019,2,1,26
2547,2019,2,2,24
2548,2019,2,1,31
2549,2019,2,1,171
2555,2019,2,1,51
2562,2019,2,1,65
2563,2019,2,1,81
2564,2019,2,2,12
2566,2019,2,2,3
2568,2019,2,2,8
2579,2019,2,1,228
2584,2019,2,1,5
2586,2019,2,2,31
2588,2019,2,2,27
2603,2019,2,1,11
2604,2019,2,1,1
2605,2019,2,2,21
2612,2019,2,1,9
2616,2019,2,2,26
2617,2019,2,1,41
2618,2019,2,2,10
2623,2019,2,2,80
2628,2019,2,2,23
2633,2019,2,2,205
2634,2019,2,1,35
2636,2019,2,1,100
2648,2019,2,1,110
2652,2019,2,1,51
2653,2019,2,2,6
2654,2019,2,1,40
2671,2019,2,1,15
2674,2019,2,2,17
2677,2019,2,1,21
2683,2019,2,1,384
2684,2019,2,2,10
2686,2019,2,2,66
2689,2019,2,1,35
2692,2019,2,1,281
2693,2019,2,1,45
2699,2019,2,1,8
2706,2019,2,2,7
2708,2019,2,1,4
2710,2019,2,2,150
2714,2019,2,2,26
2715,2019,2,2,355
2718,2019,2,1,17
2721,2019,2,1,173
2722,2019,2,1,178
2723,2019,2,1,87
2730,2019,2,1,29
2731,2019,2,1,25
2738,2019,2,1,22
2744,2019,2,1,41
2746,2019,2,2,5
2750,2019,2,2,41
2754,2019,2,1,37
2760,2019,2,2,136
2761,2019,2,2,209
2762,2019,2,1,69
2767,2019,2,1,21
2768,2019,2,2,42
2769,2019,2,2,30
2775,2019,2,1,19
2776,2019,2,1,40
2777,2019,2,2,106
2778,2019,2,1,12
2784,2019,2,2,9
2801,2019,2,1,17
2806,2019,2,1,30
2807,2019,2,2,59
2821,2019,2,1,313
2822,2019,2,1,14
2825,2019,2,1,2
2826,2019,2,2,71
2829,2019,2,2,39
2830,2019,2,2,53
2831,2019,2,1,92
2833,2019,2,2,72
2840,2019,2,2,8
2842,2019,2,1,24
2844,2019,2,2,1
2845,2019,2,2,3
2848,2019,2,2,20
2850,2019,2,2,31
2851,2019,2,2,1
2854,2019,2,1,10
2855,2019,2,1,8
2858,2019,2,2,56
2859,2019,2,1,21
2861,2019,2,2,32
2863,2019,2,1,12
2866,2019,2,2,32
2870,2019,2,2,1
2883,2019,2,1,56
2888,2019,2,2,20
2889,2019,2,2,24
2890,2019,2,1,14
2891,2019,2,1,29
2896,2019,2,2,10
2901,2019,2,1,11
2914,2019,2,2,189
2919,2019,2,2,65
2922,2019,2,2,28
2923,2019,2,1,10
2929,2019,2,2,42
2935,2019,2,1,21
2937,2019,2,2,1
2949,2019,2,1,28
2965,2019,2,1,17
2971,2019,2,2,44
2972,2019,2,2,219
2973,2019,2,1,21
2977,2019,2,1,37
2978,2019,2,2,20
2980,2019,2,1,1
2989,2019,2,1,61
2990,2019,2,1,33
2992,2019,2,1,50
2993,2019,2,1,51
2995,2019,2,1,30
2998,2019,2,1,117
3003,2019,2,1,1
3004,2019,2,1,4
3006,2019,2,1,59
3015,2019,2,2,46
3020,2019,2,1,243
3024,2019,2,1,14
3040,2019,2,1,13
3046,2019,2,2,13
3047,2019,2,1,1
3048,2019,2,1,203
3054,2019,2,1,53
3055,2019,2,1,74
3060,2019,2,2,1
3062,2019,2,2,2
3069,2019,2,2,10
3072,2019,2,1,23
3078,2019,2,2,113
3079,2019,2,1,100
3087,2019,2,2,207
3093,2019,2,2,4
3095,2019,2,2,1
3096,2019,2,2,9
3100,2019,2,1,6
3101,2019,2,2,21
3103,2019,2,2,36
3104,2019,2,2,77
3127,2019,2,2,62
3134,2019,2,1,32
3136,2019,2,1,25
3137,2019,2,2,24
3139,2019,2,2,11
3140,2019,2,1,102
3141,2019,2,2,56
3143,2019,2,2,23
3147,2019,2,1,171
3149,2019,2,2,33
3152,2019,2,2,37
3165,2019,2,2,13
3167,2019,2,2,6
3174,2019,2,1,18
3175,2019,2,2,31
3177,2019,2,2,186
3182,2019,2,1,75
3190,2019,2,2,6
3193,2019,2,2,38
3194,2019,2,2,36
3203,2019,2,1,44
3204,2019,2,1,58
3205,2019,2,1,81
3207,2019,2,2,63
3208,2019,2,1,36
3209,2019,2,1,42
3229,2019,2,1,4
3232,2019,2,2,24
3237,2019,2,1,134
3239,2019,2,2,3
3251,2019,2,1,59
3252,2019,2,2,33
3254,2019,2,1,43
3255,2019,2,1,113
3264,2019,2,2,6
3267,2019,2,1,31
3268,2019,2,2,13
3269,2019,2,2,28
3271,2019,2,1,103
3274,2019,2,2,74
3275,2019,2,2,427
3283,2019,2,2,18
3284,2019,2,2,4
3295,2019,2,2,18
3298,2019,2,2,23
3302,2019,2,1,17
3306,2019,2,1,19
3308,2019,2,2,2
3314,2019,2,1,63
3315,2019,2,2,136
3317,2019,2,1,19
3325,2019,2,1,65
3329,2019,2,2,14
3345,2019,2,1,29
3347,2019,2,2,111
3348,2019,2,2,186
3425,2019,2,2,8
3431,2019,2,2,43
3435,2019,2,2,39
3436,2019,2,2,59
3437,2019,2,2,49
3439,2019,2,1,37
3440,2019,2,2,22
3450,2019,2,2,1
3454,2019,2,2,1
3460,2019,2,1,43
3465,2019,2,1,6
3476,2019,2,1,29
3482,2019,2,1,4
3483,2019,2,1,12
3488,2019,2,2,220
3489,2019,2,1,85
3492,2019,2,2,18
3495,2019,2,1,4
3496,2019,2,1,30
3500,2019,2,2,23
3517,2019,2,2,7
3518,2019,2,2,35
3521,2019,2,2,62
3527,2019,2,1,99
3529,2019,2,1,362
3538,2019,2,1,63
3539,2019,2,1,21
3549,2019,2,1,7
3551,2019,2,1,7
3552,2019,2,2,4
3553,2019,2,2,30
3560,2019,2,2,49
3563,2019,2,1,152
3568,2019,2,2,6
3571,2019,2,1,33
3572,2019,2,2,2
3579,2019,2,1,8
3602,2019,2,2,35
3603,2019,2,1,22
3604,2019,2,2,16
3607,2019,2,2,72
3608,2019,2,1,62
3615,2019,2,2,62
3617,2019,2,2,63
3620,2019,2,2,40
3636,2019,2,2,103
3638,2019,2,1,96
3642,2019,2,2,47
3643,2019,2,1,61
3661,2019,2,2,48
3662,2019,2,2,19
3671,2019,2,1,30
3677,2019,2,2,9
3678,2019,2,1,105
3679,2019,2,2,49
3680,2019,2,1,246
3684,2019,2,1,63
