Año,Codigo SNIES del programa,ID Sexo,Inscripciones,Semestre
2017,426,2,342,2
2017,427,1,1275,2
2017,429,2,852,2
2017,430,2,961,2
2017,431,2,234,2
2017,432,2,71,2
2017,434,2,1356,2
2017,435,1,525,2
2017,436,1,146,2
2017,437,1,1372,2
2017,438,2,290,2
2017,439,1,840,2
2017,440,2,609,2
2017,441,2,105,2
2017,442,1,121,2
2017,444,1,696,2
2017,445,2,188,2
2017,446,1,235,2
2017,448,2,452,2
2017,450,1,213,2
2017,451,2,104,2
2017,452,1,369,2
2017,453,2,123,2
2017,454,1,151,2
2017,455,1,160,2
2017,456,2,321,2
2017,458,1,201,2
2017,460,2,162,2
2017,462,2,122,2
2017,463,1,51,2
2017,464,2,413,2
2017,465,1,4,2
2017,466,1,69,2
2017,467,1,86,2
2017,468,2,75,2
2017,469,2,143,2
2017,471,1,36,2
2017,472,1,264,2
2017,473,1,84,2
2017,474,1,224,2
2017,476,1,4,2
2017,477,2,64,2
2017,479,1,152,2
2017,481,1,50,2
2017,483,1,29,2
2017,484,1,319,2
2017,485,2,27,2
2017,494,2,19,2
2017,510,1,50,2
2017,515,1,25,2
2017,516,2,20,2
2017,517,2,19,2
2017,519,1,28,2
2017,521,2,4,2
2017,522,2,212,2
2017,523,1,212,2
2017,530,1,1918,2
2017,531,1,1752,2
2017,532,1,659,2
2017,535,1,1670,2
2017,536,2,898,2
2017,537,1,344,2
2017,538,2,1040,2
2017,539,2,280,2
2017,578,2,88,2
2017,677,2,8,2
2017,683,1,141,2
2017,684,1,107,2
2017,685,2,63,2
2017,687,2,38,2
2017,689,1,111,2
2017,690,1,132,2
2017,691,1,348,2
2017,692,2,107,2
2017,693,1,171,2
2017,694,2,118,2
2017,696,2,881,2
2017,697,2,550,2
2017,698,1,143,2
2017,699,2,353,2
2017,700,2,787,2
2017,701,1,633,2
2017,702,2,94,2
2017,703,1,647,2
2017,704,2,58,2
2017,705,1,20,2
2017,706,1,153,2
2017,707,2,74,2
2017,717,2,9,2
2017,726,2,6,2
2017,728,1,10,2
2017,731,1,4,2
2017,732,1,5,2
2017,733,2,5,2
2017,736,2,378,2
2017,737,1,1784,2
2017,738,2,320,2
2017,739,2,414,2
2017,740,2,628,2
2017,741,1,81,2
2017,742,1,413,2
2017,744,1,19,2
2017,745,1,29,2
2017,746,1,61,2
2017,747,1,439,2
2017,748,1,98,2
2017,749,1,134,2
2017,750,1,348,2
2017,751,1,29,2
2017,753,1,176,2
2017,754,1,77,2
2017,755,2,19,2
2017,756,1,225,2
2017,759,1,83,2
2017,762,1,281,2
2017,766,1,51,2
2017,770,1,59,2
2017,774,1,6,2
2017,775,2,9,2
2017,776,2,4,2
2017,777,1,4,2
2017,779,1,121,2
2017,783,1,6,2
2017,786,2,502,2
2017,788,2,178,2
2017,789,2,8,2
2017,790,2,233,2
2017,791,2,156,2
2017,796,1,1,2
2017,799,1,52,2
2017,800,2,68,2
2017,801,2,212,2
2017,803,2,41,2
2017,805,2,36,2
2017,807,1,180,2
2017,808,2,154,2
2017,809,2,29,2
2017,810,2,125,2
2017,811,1,107,2
2017,817,2,10,2
2017,818,1,18,2
2017,819,1,40,2
2017,827,1,344,2
2017,829,2,48,2
2017,834,2,236,2
2017,835,1,245,2
2017,839,1,50,2
2017,842,1,60,2
2017,852,1,201,2
2017,855,1,203,2
2017,856,1,105,2
2017,857,2,54,2
2017,863,2,12,2
2017,866,2,251,2
2017,870,1,224,2
2017,873,2,108,2
2017,882,2,326,2
2017,884,1,155,2
2017,885,1,236,2
2017,889,2,103,2
2017,895,1,3,2
2017,898,1,246,2
2017,902,2,62,2
2017,906,1,309,2
2017,907,2,186,2
2017,908,1,131,2
2017,913,2,107,2
2017,915,1,215,2
2017,916,2,142,2
2017,917,1,316,2
2017,918,2,587,2
2017,919,1,345,2
2017,920,1,647,2
2017,921,1,204,2
2017,925,2,170,2
2017,926,1,171,2
2017,933,1,5,2
2017,936,1,16,2
2017,937,2,4,2
2017,943,2,25,2
2017,944,2,86,2
2017,946,2,138,2
2017,947,1,74,2
2017,948,1,17,2
2017,949,2,415,2
2017,950,2,347,2
2017,951,2,601,2
2017,952,1,206,2
2017,953,2,612,2
2017,954,1,66,2
2017,955,1,35,2
2017,956,1,44,2
2017,957,2,17,2
2017,958,2,73,2
2017,959,1,203,2
2017,960,1,89,2
2017,961,1,374,2
2017,962,2,342,2
2017,964,2,66,2
2017,965,2,25,2
2017,968,1,90,2
2017,970,2,2,2
2017,972,2,36,2
2017,973,1,151,2
2017,974,2,1,2
2017,975,2,1,2
2017,976,2,32,2
2017,979,1,44,2
2017,983,2,7,2
2017,984,1,151,2
2017,986,1,3,2
2017,990,1,44,2
2017,992,2,11,2
2017,995,1,6,2
2017,998,1,26,2
2017,1001,2,65,2
2017,1007,2,5,2
2017,1008,2,57,2
2017,1009,1,47,2
2017,1010,2,17,2
2017,1012,2,41,2
2017,1018,1,7,2
2017,1019,1,1,2
2017,1020,2,13,2
2017,1021,1,4,2
2017,1025,2,7,2
2017,1027,1,39,2
2017,1028,1,9,2
2017,1029,2,6,2
2017,1030,1,4,2
2017,1036,1,15,2
2017,1037,1,5,2
2017,1038,2,12,2
2017,1039,1,89,2
2017,1040,2,144,2
2017,1041,1,16,2
2017,1042,1,27,2
2017,1043,1,25,2
2017,1044,2,89,2
2017,1046,1,37,2
2017,1047,2,17,2
2017,1053,2,262,2
2017,1054,1,298,2
2017,1056,2,132,2
2017,1059,1,138,2
2017,1060,2,75,2
2017,1061,1,121,2
2017,1062,2,89,2
2017,1063,2,39,2
2017,1078,1,54,2
2017,1079,2,45,2
2017,1080,2,125,2
2017,1081,1,36,2
2017,1082,1,6,2
2017,1083,1,61,2
2017,1084,2,114,2
2017,1085,2,16,2
2017,1086,2,70,2
2017,1087,2,58,2
2017,1088,2,16,2
2017,1091,1,18,2
2017,1092,2,10,2
2017,1094,2,2,2
2017,1096,1,18,2
2017,1097,1,89,2
2017,1098,1,124,2
2017,1099,2,17,2
2017,1101,1,11,2
2017,1102,1,26,2
2017,1103,2,81,2
2017,1104,1,23,2
2017,1110,1,182,2
2017,1111,2,46,2
2017,1112,1,570,2
2017,1113,2,80,2
2017,1114,2,333,2
2017,1115,2,178,2
2017,1116,1,102,2
2017,1117,2,66,2
2017,1121,1,32,2
2017,1130,1,18,2
2017,1131,1,13,2
2017,1136,1,1,2
2017,1138,1,20,2
2017,1143,1,85,2
2017,1144,1,76,2
2017,1146,1,76,2
2017,1147,1,84,2
2017,1148,1,23,2
2017,1149,2,19,2
2017,1151,1,35,2
2017,1152,2,51,2
2017,1155,1,50,2
2017,1156,2,14,2
2017,1158,1,41,2
2017,1166,1,35,2
2017,1169,1,191,2
2017,1170,1,399,2
2017,1172,1,100,2
2017,1173,1,231,2
2017,1175,1,218,2
2017,1176,2,133,2
2017,1178,1,53,2
2017,1179,2,52,2
2017,1180,1,44,2
2017,1192,2,101,2
2017,1193,1,47,2
2017,1195,1,96,2
2017,1196,2,65,2
2017,1197,1,16,2
2017,1199,1,5,2
2017,1200,1,23,2
2017,1201,1,14,2
2017,1202,1,40,2
2017,1203,1,30,2
2017,1204,2,13,2
2017,1205,2,167,2
2017,1206,1,2,2
2017,1207,1,2,2
2017,1208,1,4,2
2017,1210,2,5,2
2017,1211,1,2,2
2017,1212,1,3,2
2017,1213,2,4,2
2017,1214,1,4,2
2017,1217,2,23,2
2017,1224,2,8,2
2017,1227,1,14,2
2017,1228,1,6,2
2017,1229,1,7,2
2017,1236,2,70,2
2017,1237,2,285,2
2017,1238,1,230,2
2017,1239,2,219,2
2017,1240,1,284,2
2017,1241,2,17,2
2017,1242,2,16,2
2017,1244,1,193,2
2017,1245,2,493,2
2017,1246,1,30,2
2017,1247,1,126,2
2017,1248,1,86,2
2017,1249,1,46,2
2017,1250,1,98,2
2017,1251,2,16,2
2017,1252,2,46,2
2017,1254,2,85,2
2017,1256,1,41,2
2017,1259,1,4,2
2017,1261,1,14,2
2017,1263,2,2,2
2017,1264,1,10,2
2017,1265,2,57,2
2017,1266,1,6,2
2017,1267,1,21,2
2017,1268,2,55,2
2017,1269,2,420,2
2017,1270,1,117,2
2017,1271,1,141,2
2017,1272,1,154,2
2017,1273,2,168,2
2017,1275,1,15,2
2017,1276,2,184,2
2017,1277,1,41,2
2017,1279,1,99,2
2017,1280,1,68,2
2017,1283,2,70,2
2017,1284,1,19,2
2017,1285,2,8,2
2017,1291,1,48,2
2017,1293,1,116,2
2017,1294,1,32,2
2017,1295,2,782,2
2017,1296,1,12,2
2017,1297,2,522,2
2017,1298,2,114,2
2017,1299,1,201,2
2017,1300,2,4,2
2017,1335,2,26,2
2017,1336,2,34,2
2017,1337,2,42,2
2017,1338,1,105,2
2017,1339,1,62,2
2017,1347,2,15,2
2017,1348,1,59,2
2017,1349,1,21,2
2017,1350,2,110,2
2017,1361,1,45,2
2017,1363,2,12,2
2017,1365,1,26,2
2017,1372,1,17,2
2017,1380,2,161,2
2017,1381,1,407,2
2017,1383,2,308,2
2017,1385,1,87,2
2017,1386,1,330,2
2017,1387,2,14,2
2017,1389,2,17,2
2017,1394,1,246,2
2017,1395,1,65,2
2017,1396,2,88,2
2017,1399,1,77,2
2017,1402,1,84,2
2017,1403,2,105,2
2017,1409,1,40,2
2017,1412,1,2,2
2017,1413,1,53,2
2017,1415,1,14,2
2017,1422,2,568,2
2017,1425,1,182,2
2017,1426,1,276,2
2017,1430,1,143,2
2017,1431,1,4,2
2017,1432,1,9,2
2017,1433,1,134,2
2017,1434,2,27,2
2017,1435,1,1,2
2017,1439,2,39,2
2017,1441,1,56,2
2017,1442,2,29,2
2017,1444,1,43,2
2017,1445,1,15,2
2017,1446,2,57,2
2017,1447,2,2,2
2017,1448,1,25,2
2017,1450,1,46,2
2017,1451,2,64,2
2017,1455,1,5,2
2017,1464,1,37,2
2017,1466,1,56,2
2017,1483,1,306,2
2017,1485,2,36,2
2017,1487,2,127,2
2017,1488,1,70,2
2017,1489,1,87,2
2017,1490,1,62,2
2017,1491,1,30,2
2017,1492,1,382,2
2017,1493,2,258,2
2017,1494,2,85,2
2017,1496,1,20,2
2017,1497,1,499,2
2017,1498,1,77,2
2017,1499,1,71,2
2017,1503,1,78,2
2017,1504,2,20,2
2017,1512,1,197,2
2017,1513,2,12,2
2017,1514,1,75,2
2017,1516,1,114,2
2017,1519,1,13,2
2017,1520,2,16,2
2017,1527,1,145,2
2017,1529,1,78,2
2017,1531,1,76,2
2017,1532,1,295,2
2017,1533,1,521,2
2017,1534,2,313,2
2017,1535,2,355,2
2017,1536,1,635,2
2017,1537,2,43,2
2017,1538,1,5,2
2017,1539,1,278,2
2017,1540,2,251,2
2017,1541,2,42,2
2017,1542,2,486,2
2017,1543,1,196,2
2017,1544,1,319,2
2017,1545,1,85,2
2017,1546,2,73,2
2017,1547,2,53,2
2017,1548,1,88,2
2017,1550,1,73,2
2017,1551,2,38,2
2017,1552,1,33,2
2017,1555,2,78,2
2017,1561,1,76,2
2017,1568,2,11,2
2017,1569,1,6,2
2017,1573,1,30,2
2017,1574,1,46,2
2017,1575,1,146,2
2017,1576,2,21,2
2017,1578,1,82,2
2017,1579,1,22,2
2017,1580,1,11,2
2017,1581,2,75,2
2017,1582,1,29,2
2017,1585,1,24,2
2017,1587,2,11,2
2017,1591,2,27,2
2017,1592,1,112,2
2017,1595,1,18,2
2017,1596,1,46,2
2017,1597,1,49,2
2017,1598,1,334,2
2017,1599,1,81,2
2017,1605,2,29,2
2017,1606,2,31,2
2017,1607,1,1,2
2017,1614,2,29,2
2017,1620,2,5,2
2017,1621,1,27,2
2017,1622,1,50,2
2017,1626,1,27,2
2017,1627,1,28,2
2017,1628,2,61,2
2017,1630,2,97,2
2017,1635,2,20,2
2017,1636,2,24,2
2017,1640,2,55,2
2017,1641,1,62,2
2017,1642,1,32,2
2017,1643,2,29,2
2017,1644,1,7,2
2017,1645,1,7,2
2017,1646,1,12,2
2017,1647,1,10,2
2017,1649,2,15,2
2017,1650,2,18,2
2017,1651,1,62,2
2017,1652,2,17,2
2017,1653,1,14,2
2017,1654,1,559,2
2017,1655,2,97,2
2017,1656,2,45,2
2017,1657,1,19,2
2017,1658,2,6,2
2017,1667,1,119,2
2017,1668,2,97,2
2017,1676,2,28,2
2017,1677,2,3,2
2017,1678,1,2,2
2017,1679,2,3,2
2017,1680,2,2,2
2017,1681,1,2,2
2017,1682,2,3,2
2017,1683,2,2,2
2017,1687,1,16,2
2017,1688,1,2,2
2017,1689,1,12,2
2017,1690,2,265,2
2017,1691,2,19,2
2017,1693,2,237,2
2017,1694,2,109,2
2017,1697,1,35,2
2017,1698,2,48,2
2017,1703,1,27,2
2017,1705,2,43,2
2017,1706,1,305,2
2017,1708,2,397,2
2017,1713,2,195,2
2017,1715,1,36,2
2017,1716,1,70,2
2017,1717,2,142,2
2017,1718,2,541,2
2017,1719,1,430,2
2017,1724,1,352,2
2017,1725,1,567,2
2017,1730,2,72,2
2017,1731,1,81,2
2017,1736,2,114,2
2017,1737,1,43,2
2017,1738,1,73,2
2017,1739,1,90,2
2017,1741,2,42,2
2017,1742,1,26,2
2017,1743,2,38,2
2017,1749,2,92,2
2017,1751,2,114,2
2017,1752,2,18,2
2017,1755,2,93,2
2017,1762,1,219,2
2017,1763,1,24,2
2017,1764,1,40,2
2017,1765,1,244,2
2017,1766,1,16,2
2017,1767,1,71,2
2017,1768,2,1,2
2017,1769,1,139,2
2017,1770,1,428,2
2017,1771,1,132,2
2017,1774,1,33,2
2017,1775,1,22,2
2017,1777,1,37,2
2017,1778,1,220,2
2017,1779,1,287,2
2017,1780,2,134,2
2017,1781,2,16,2
2017,1783,2,64,2
2017,1784,2,42,2
2017,1786,1,125,2
2017,1788,2,32,2
2017,1790,2,49,2
2017,1791,1,92,2
2017,1792,1,122,2
2017,1793,2,38,2
2017,1795,1,68,2
2017,1796,2,78,2
2017,1801,1,18,2
2017,1802,2,20,2
2017,1805,2,9,2
2017,1806,2,5,2
2017,1807,2,561,2
2017,1813,1,485,2
2017,1814,1,73,2
2017,1815,1,131,2
2017,1816,2,98,2
2017,1817,2,92,2
2017,1818,2,52,2
2017,1819,1,48,2
2017,1820,2,95,2
2017,1821,1,109,2
2017,1822,2,33,2
2017,1823,1,4,2
2017,1827,1,12,2
2017,1828,1,1,2
2017,1832,2,45,2
2017,1834,2,156,2
2017,1837,1,31,2
2017,1838,1,259,2
2017,1840,1,21,2
2017,1841,2,35,2
2017,1846,1,40,2
2017,1847,2,53,2
2017,1850,1,7,2
2017,1853,1,18,2
2017,1854,2,24,2
2017,1855,2,19,2
2017,1856,2,29,2
2017,1870,2,214,2
2017,1872,1,20,2
2017,1874,1,6,2
2017,1875,1,105,2
2017,1877,2,245,2
2017,1878,1,53,2
2017,1881,2,33,2
2017,1883,1,93,2
2017,1884,2,32,2
2017,1890,1,5,2
2017,1892,1,197,2
2017,1893,1,1,2
2017,1894,2,297,2
2017,1895,1,106,2
2017,1902,1,100,2
2017,1914,2,12,2
2017,1915,2,72,2
2017,1916,1,40,2
2017,1918,1,6,2
2017,1919,1,21,2
2017,1928,1,79,2
2017,1936,1,10,2
2017,1937,2,20,2
2017,1942,2,18,2
2017,1944,2,5,2
2017,1946,1,18,2
2017,1950,2,21,2
2017,1956,2,72,2
2017,1958,1,211,2
2017,1976,2,228,2
2017,1977,1,92,2
2017,1980,1,259,2
2017,1981,2,82,2
2017,1982,1,26,2
2017,1983,2,81,2
2017,1984,2,37,2
2017,1985,2,18,2
2017,1988,1,28,2
2017,1989,1,30,2
2017,1991,2,110,2
2017,1993,2,3,2
2017,2004,2,101,2
2017,2009,2,36,2
2017,2016,2,33,2
2017,2028,2,3,2
2017,2037,2,3,2
2017,2039,1,39,2
2017,2040,2,99,2
2017,2046,1,23,2
2017,2048,2,1,2
2017,2049,1,11,2
2017,2051,2,300,2
2017,2052,2,120,2
2017,2053,2,14,2
2017,2054,2,201,2
2017,2055,1,96,2
2017,2056,2,8,2
2017,2063,1,24,2
2017,2065,2,78,2
2017,2068,1,80,2
2017,2069,1,52,2
2017,2070,1,137,2
2017,2071,1,27,2
2017,2076,2,25,2
2017,2078,2,10,2
2017,2093,1,60,2
2017,2094,1,34,2
2017,2095,2,5,2
2017,2098,1,65,2
2017,2111,1,6,2
2017,2114,1,334,2
2017,2115,1,19,2
2017,2119,2,19,2
2017,2131,2,86,2
2017,2134,1,180,2
2017,2145,1,102,2
2017,2162,2,25,2
2017,2168,2,58,2
2017,2180,1,18,2
2017,2189,2,42,2
2017,2190,2,29,2
2017,2191,2,55,2
2017,2192,1,22,2
2017,2205,2,27,2
2017,2206,2,42,2
2017,2217,2,18,2
2017,2234,2,52,2
2017,2268,1,53,2
2017,2322,2,2,2
2017,2324,2,12,2
2017,2345,1,17,2
2017,2377,1,23,2
2017,2380,2,2,2
2017,2381,2,106,2
2017,2382,1,157,2
2017,2384,2,96,2
2017,2402,2,15,2
2017,2414,2,47,2
2017,2445,2,30,2
2017,2446,1,124,2
2017,2448,1,5,2
2017,2449,1,15,2
2017,2459,2,63,2
2017,2460,1,215,2
2017,2470,2,13,2
2017,2484,1,46,2
2017,2497,1,31,2
2017,2503,2,7,2
2017,2504,1,12,2
2017,2505,1,1,2
2017,2506,1,20,2
2017,2513,2,8,2
2017,2518,1,786,2
2017,2519,1,122,2
2017,2520,1,6,2
2017,2521,1,17,2
2017,2522,2,54,2
2017,2523,1,39,2
2017,2524,2,66,2
2017,2525,2,36,2
2017,2526,2,16,2
2017,2533,2,22,2
2017,2534,2,24,2
2017,2537,1,12,2
2017,2538,2,7,2
2017,2539,1,12,2
2017,2540,1,191,2
2017,2541,2,38,2
2017,2542,1,98,2
2017,2543,1,27,2
2017,2546,1,34,2
2017,2547,2,4,2
2017,2548,1,2,2
2017,2549,2,84,2
2017,2555,1,50,2
2017,2562,2,104,2
2017,2563,2,159,2
2017,2564,2,11,2
2017,2566,1,9,2
2017,2568,2,1,2
2017,2579,2,236,2
2017,2584,2,10,2
2017,2586,1,29,2
2017,2588,1,23,2
2017,2603,2,14,2
2017,2604,1,2,2
2017,2612,2,34,2
2017,2616,1,27,2
2017,2617,1,62,2
2017,2618,1,11,2
2017,2621,2,50,2
2017,2623,1,95,2
2017,2628,1,33,2
2017,2631,2,20,2
2017,2633,2,182,2
2017,2634,2,44,2
2017,2648,1,75,2
2017,2652,1,74,2
2017,2654,2,36,2
2017,2671,1,17,2
2017,2674,1,7,2
2017,2675,1,1,2
2017,2677,2,18,2
2017,2683,1,412,2
2017,2684,2,15,2
2017,2686,2,128,2
2017,2689,1,44,2
2017,2690,1,6,2
2017,2692,2,204,2
2017,2693,2,69,2
2017,2699,1,9,2
2017,2706,2,4,2
2017,2708,1,1,2
2017,2710,1,153,2
2017,2713,1,13,2
2017,2714,1,212,2
2017,2715,1,204,2
2017,2718,2,16,2
2017,2721,2,161,2
2017,2722,1,394,2
2017,2723,1,46,2
2017,2730,1,19,2
2017,2731,2,46,2
2017,2744,1,27,2
2017,2746,1,21,2
2017,2750,2,34,2
2017,2754,1,24,2
2017,2760,1,99,2
2017,2761,2,55,2
2017,2762,2,58,2
2017,2767,1,18,2
2017,2768,2,18,2
2017,2769,2,15,2
2017,2775,1,20,2
2017,2776,2,10,2
2017,2777,1,131,2
2017,2778,2,6,2
2017,2784,1,16,2
2017,2801,2,27,2
2017,2806,2,119,2
2017,2807,2,83,2
2017,2821,1,177,2
2017,2822,1,29,2
2017,2825,2,37,2
2017,2826,1,87,2
2017,2829,2,47,2
2017,2830,2,67,2
2017,2831,2,123,2
2017,2833,1,27,2
2017,2840,1,18,2
2017,2842,1,36,2
2017,2845,2,20,2
2017,2848,2,31,2
2017,2850,1,69,2
2017,2851,1,7,2
2017,2855,1,15,2
2017,2858,1,83,2
2017,2859,2,55,2
2017,2861,2,52,2
2017,2863,2,6,2
2017,2866,2,44,2
2017,2870,2,3,2
2017,2883,1,64,2
2017,2887,2,8,2
2017,2888,2,36,2
2017,2889,1,129,2
2017,2890,2,67,2
2017,2891,2,47,2
2017,2896,2,25,2
2017,2901,1,8,2
2017,2914,2,240,2
2017,2919,2,48,2
2017,2922,2,64,2
2017,2923,2,19,2
2017,2935,1,36,2
2017,2937,2,154,2
2017,2949,1,13,2
2017,2965,1,16,2
2017,2971,1,5,2
2017,2972,2,117,2
2017,2973,1,45,2
2017,2977,2,65,2
2017,2978,1,10,2
2017,2980,1,6,2
2017,2989,1,73,2
2017,2990,1,56,2
2017,2992,1,172,2
2017,2993,1,212,2
2017,2995,1,27,2
2017,2998,2,272,2
2017,3003,2,84,2
2017,3004,2,10,2
2017,3006,1,42,2
2017,3015,1,60,2
2017,3020,1,193,2
2017,3040,2,10,2
2017,3046,1,33,2
2017,3047,1,33,2
2017,3048,1,356,2
2017,3055,1,77,2
2017,3061,1,3,2
2017,3062,1,7,2
2017,3069,1,12,2
2017,3072,2,270,2
2017,3078,2,126,2
2017,3079,1,152,2
2017,3087,1,105,2
2017,3093,2,6,2
2017,3096,2,3,2
2017,3100,1,4,2
2017,3101,1,20,2
2017,3103,1,34,2
2017,3104,2,70,2
2017,3127,1,62,2
2017,3134,1,27,2
2017,3136,2,27,2
2017,3137,1,17,2
2017,3139,1,17,2
2017,3140,1,92,2
2017,3143,2,24,2
2017,3147,2,493,2
2017,3149,1,42,2
2017,3165,2,22,2
2017,3167,2,25,2
2017,3173,1,4,2
2017,3174,2,25,2
2017,3175,2,24,2
2017,3177,1,286,2
2017,3182,1,94,2
2017,3190,1,7,2
2017,3193,2,74,2
2017,3194,1,29,2
2017,3203,2,161,2
2017,3204,1,63,2
2017,3205,2,96,2
2017,3207,2,82,2
2017,3208,2,60,2
2017,3209,2,49,2
2017,3229,2,6,2
2017,3232,1,19,2
2017,3237,1,63,2
2017,3239,2,4,2
2017,3251,1,74,2
2017,3252,2,25,2
2017,3254,2,84,2
2017,3255,2,206,2
2017,3256,1,31,2
2017,3261,2,36,2
2017,3264,2,14,2
2017,3267,2,75,2
2017,3268,1,22,2
2017,3269,1,87,2
2017,3271,2,199,2
2017,3274,2,49,2
2017,3275,2,551,2
2017,3283,2,48,2
2017,3290,1,198,2
2017,3295,1,21,2
2017,3302,1,15,2
2017,3304,2,11,2
2017,3306,1,20,2
2017,3308,1,9,2
2017,3314,1,176,2
2017,3315,2,126,2
2017,3317,2,16,2
2017,3318,2,2,2
2017,3319,2,3,2
2017,3325,2,38,2
2017,3327,2,18,2
2017,3329,1,24,2
2017,3345,1,40,2
2017,3347,2,230,2
2017,3348,1,179,2
2017,3425,1,4,2
2017,3426,2,3,2
2017,3431,1,52,2
2017,3435,2,63,2
2017,3436,1,33,2
2017,3437,1,40,2
2017,3439,1,19,2
2017,3440,1,24,2
2017,3450,1,1,2
2017,3454,2,32,2
2017,3460,1,30,2
2017,3461,1,49,2
2017,3465,2,7,2
2017,3474,1,3,2
2017,3476,2,14,2
2017,3482,1,8,2
2017,3483,1,17,2
2017,3488,1,201,2
2017,3489,1,103,2
2017,3492,1,16,2
2017,3495,2,4,2
2017,3496,1,15,2
2017,3500,1,46,2
2017,3511,1,38,2
2017,3521,1,48,2
2017,3527,1,199,2
2017,3529,1,478,2
2017,3538,2,74,2
2017,3539,1,26,2
2017,3549,2,15,2
2017,3551,2,13,2
2017,3552,2,8,2
2017,3553,2,17,2
2017,3556,1,17,2
2017,3558,1,22,2
2017,3559,1,46,2
2017,3560,1,46,2
2017,3561,1,21,2
