Codigo SNIES del programa,Año,Semestre,ID Sexo,Inscripciones
2145,2020,2,2,2
2162,2020,2,1,2
2168,2020,2,2,8
2189,2020,2,2,14
2190,2020,2,2,27
2205,2020,2,1,2
2206,2020,2,2,26
2217,2020,2,2,15
2234,2020,2,2,15
2249,2020,2,1,4
2268,2020,2,1,107
2337,2020,2,1,52
2381,2020,2,1,51
2382,2020,2,1,99
2383,2020,2,1,1
2384,2020,2,1,54
2427,2020,2,1,3
2445,2020,2,1,31
2446,2020,2,2,36
2449,2020,2,1,12
2459,2020,2,2,19
2460,2020,2,2,47
2470,2020,2,1,5
2497,2020,2,2,37
2501,2020,2,2,2
2503,2020,2,1,6
2506,2020,2,1,10
2513,2020,2,1,9
2518,2020,2,1,704
2519,2020,2,1,88
2520,2020,2,2,12
2521,2020,2,2,23
2522,2020,2,1,62
2523,2020,2,1,31
2524,2020,2,1,23
2525,2020,2,1,26
2526,2020,2,2,22
2533,2020,2,1,3
2534,2020,2,2,11
2537,2020,2,2,10
2538,2020,2,2,11
2539,2020,2,1,23
2540,2020,2,1,96
2541,2020,2,1,18
2542,2020,2,1,52
2543,2020,2,1,12
2546,2020,2,2,52
2547,2020,2,2,28
2548,2020,2,1,45
2549,2020,2,1,66
2555,2020,2,2,18
2563,2020,2,2,73
2564,2020,2,1,9
2566,2020,2,1,4
2568,2020,2,2,108
2579,2020,2,1,75
2584,2020,2,1,6
2586,2020,2,1,14
2588,2020,2,1,6
2603,2020,2,1,7
2604,2020,2,1,1
2605,2020,2,2,24
2612,2020,2,2,5
2617,2020,2,2,68
2618,2020,2,1,3
2621,2020,2,1,5
2623,2020,2,1,49
2628,2020,2,1,1
2633,2020,2,1,168
2636,2020,2,1,90
2651,2020,2,1,127
2652,2020,2,2,28
2653,2020,2,2,12
2654,2020,2,1,34
2671,2020,2,2,9
2674,2020,2,1,19
2677,2020,2,2,6
2683,2020,2,1,315
2684,2020,2,2,20
2686,2020,2,1,83
2689,2020,2,1,13
2692,2020,2,1,177
2693,2020,2,1,28
2699,2020,2,1,22
2706,2020,2,1,1
2708,2020,2,1,3
2709,2020,2,1,1
2710,2020,2,1,162
2713,2020,2,1,146
2714,2020,2,2,61
2715,2020,2,1,212
2718,2020,2,2,7
2721,2020,2,2,118
2722,2020,2,2,128
2723,2020,2,1,74
2730,2020,2,1,18
2731,2020,2,1,14
2738,2020,2,1,6
2744,2020,2,1,32
2746,2020,2,1,17
2750,2020,2,2,41
2754,2020,2,2,13
2760,2020,2,2,163
2761,2020,2,1,193
2762,2020,2,1,62
2767,2020,2,2,13
2768,2020,2,2,35
2769,2020,2,2,27
2775,2020,2,2,20
2776,2020,2,2,23
2777,2020,2,2,113
2778,2020,2,1,18
2784,2020,2,2,4
2801,2020,2,2,19
2806,2020,2,2,14
2807,2020,2,1,34
2821,2020,2,1,268
2822,2020,2,1,5
2825,2020,2,2,3
2826,2020,2,1,37
2829,2020,2,1,22
2830,2020,2,2,55
2831,2020,2,2,49
2833,2020,2,2,22
2840,2020,2,2,7
2842,2020,2,1,22
2845,2020,2,1,1
2848,2020,2,2,15
2850,2020,2,1,24
2855,2020,2,1,58
2859,2020,2,2,23
2861,2020,2,1,24
2863,2020,2,2,16
2866,2020,2,1,32
2870,2020,2,1,14
2883,2020,2,1,46
2888,2020,2,1,12
2889,2020,2,1,21
2890,2020,2,2,34
2891,2020,2,1,13
2896,2020,2,1,13
2901,2020,2,2,9
2914,2020,2,1,143
2919,2020,2,1,42
2922,2020,2,1,24
2923,2020,2,2,5
2929,2020,2,2,28
2935,2020,2,2,9
2937,2020,2,2,78
2949,2020,2,1,14
2965,2020,2,2,34
2972,2020,2,1,204
2973,2020,2,2,29
2977,2020,2,2,7
2980,2020,2,1,6
2989,2020,2,2,101
2990,2020,2,2,14
2992,2020,2,1,52
2993,2020,2,1,37
2995,2020,2,1,35
2998,2020,2,2,52
3003,2020,2,2,56
3006,2020,2,1,48
3015,2020,2,2,25
3020,2020,2,1,181
3024,2020,2,1,13
3040,2020,2,2,6
3047,2020,2,2,92
3050,2020,2,2,1
3054,2020,2,1,23
3055,2020,2,1,44
3060,2020,2,1,22
3062,2020,2,1,5
3069,2020,2,1,23
3078,2020,2,2,117
3079,2020,2,1,126
3087,2020,2,1,107
3093,2020,2,2,7
3095,2020,2,2,5
3096,2020,2,1,4
3103,2020,2,2,28
3104,2020,2,1,68
3127,2020,2,1,38
3134,2020,2,2,25
3136,2020,2,2,22
3137,2020,2,1,34
3139,2020,2,1,17
3140,2020,2,2,84
3141,2020,2,1,25
3147,2020,2,2,179
3149,2020,2,2,13
3152,2020,2,2,48
3165,2020,2,1,16
3167,2020,2,1,10
3174,2020,2,1,22
3175,2020,2,1,22
3177,2020,2,1,134
3182,2020,2,2,59
3190,2020,2,1,5
3193,2020,2,1,10
3194,2020,2,1,23
3203,2020,2,1,17
3204,2020,2,2,70
3205,2020,2,1,48
3207,2020,2,1,19
3209,2020,2,1,20
3229,2020,2,2,1
3232,2020,2,2,5
3233,2020,2,2,18
3237,2020,2,2,54
3239,2020,2,1,4
3251,2020,2,1,63
3252,2020,2,2,19
3254,2020,2,1,32
3255,2020,2,1,73
3264,2020,2,2,5
3267,2020,2,2,36
3268,2020,2,1,7
3269,2020,2,2,29
3271,2020,2,1,51
3274,2020,2,1,87
3275,2020,2,1,469
3295,2020,2,1,26
3298,2020,2,1,10
3302,2020,2,1,4
3306,2020,2,2,16
3314,2020,2,2,23
3315,2020,2,1,41
3317,2020,2,2,3
3325,2020,2,2,25
3329,2020,2,2,26
3345,2020,2,1,31
3348,2020,2,1,142
3425,2020,2,2,3
3431,2020,2,2,3
3435,2020,2,1,40
3436,2020,2,1,61
3437,2020,2,1,42
3439,2020,2,2,44
3440,2020,2,1,28
3450,2020,2,2,2
3454,2020,2,1,10
3460,2020,2,1,41
3465,2020,2,1,10
3476,2020,2,1,38
3482,2020,2,1,14
3483,2020,2,1,4
3488,2020,2,1,250
3489,2020,2,2,151
3492,2020,2,1,9
3495,2020,2,2,4
3496,2020,2,1,25
3500,2020,2,2,30
3518,2020,2,1,16
3521,2020,2,1,41
3527,2020,2,1,33
3529,2020,2,2,210
3538,2020,2,2,62
3539,2020,2,2,25
3549,2020,2,1,1
3552,2020,2,1,3
3553,2020,2,1,21
3560,2020,2,2,29
3563,2020,2,2,138
3571,2020,2,2,21
3572,2020,2,1,10
3579,2020,2,2,20
3602,2020,2,2,42
3603,2020,2,1,21
3604,2020,2,1,14
3607,2020,2,2,38
3608,2020,2,1,63
3615,2020,2,2,27
3617,2020,2,1,51
3620,2020,2,2,30
3638,2020,2,1,70
3642,2020,2,1,33
3643,2020,2,1,35
3661,2020,2,1,23
3662,2020,2,1,21
3671,2020,2,2,15
3677,2020,2,1,13
3678,2020,2,1,3
3679,2020,2,1,33
3684,2020,2,2,36
3687,2020,2,2,41
3689,2020,2,2,99
3695,2020,2,1,8
3698,2020,2,2,32
3699,2020,2,1,32
3707,2020,2,2,56
3725,2020,2,1,22
3726,2020,2,1,112
3728,2020,2,2,120
3729,2020,2,2,345
3731,2020,2,1,107
3734,2020,2,2,34
3735,2020,2,1,7
3736,2020,2,1,140
3737,2020,2,1,6
3738,2020,2,2,104
3739,2020,2,1,239
3740,2020,2,2,1
3741,2020,2,2,2
3742,2020,2,1,48
3743,2020,2,2,21
3745,2020,2,2,99
3746,2020,2,2,189
3747,2020,2,1,86
3748,2020,2,1,121
3762,2020,2,1,183
3766,2020,2,2,9
3778,2020,2,2,65
3788,2020,2,1,32
3789,2020,2,2,113
3790,2020,2,1,60
3792,2020,2,1,26
3802,2020,2,2,25
3806,2020,2,2,59
3827,2020,2,1,16
3828,2020,2,1,3
3835,2020,2,1,16
3836,2020,2,1,27
3840,2020,2,2,34
3841,2020,2,2,15
3842,2020,2,1,36
3845,2020,2,1,1
3846,2020,2,1,199
3847,2020,2,1,172
3852,2020,2,2,24
3853,2020,2,1,48
3854,2020,2,2,22
3855,2020,2,2,24
3885,2020,2,2,40
3888,2020,2,1,20
3896,2020,2,2,30
3899,2020,2,1,46
3904,2020,2,2,22
3905,2020,2,1,3
3918,2020,2,2,34
3926,2020,2,1,150
3929,2020,2,2,13
3938,2020,2,1,23
3948,2020,2,2,11
3952,2020,2,1,6
3954,2020,2,2,6
3969,2020,2,1,78
3983,2020,2,2,52
3986,2020,2,1,88
4000,2020,2,2,27
4017,2020,2,2,140
4019,2020,2,1,67
4024,2020,2,2,1
4035,2020,2,1,90
4036,2020,2,2,34
4039,2020,2,2,23
4042,2020,2,1,6
4045,2020,2,2,9
4052,2020,2,2,1
4054,2020,2,2,5
4057,2020,2,1,20
4063,2020,2,1,32
4064,2020,2,1,64
4065,2020,2,1,21
