Código SNIES del programa,Año,Semestre,ID Sexo,Inscripciones 2020
3638,2020,1,1,125
3642,2020,1,1,88
3643,2020,1,1,84
3661,2020,1,2,15
3662,2020,1,2,77
3671,2020,1,2,41
3677,2020,1,1,26
3678,2020,1,1,117
3679,2020,1,1,84
3680,2020,1,2,282
3684,2020,1,1,201
3685,2020,1,2,23
3687,2020,1,1,105
3689,2020,1,1,224
3695,2020,1,1,24
3698,2020,1,2,80
3699,2020,1,1,46
3707,2020,1,2,104
3721,2020,1,1,11
3725,2020,1,2,76
3726,2020,1,1,315
3728,2020,1,2,215
3729,2020,1,2,824
3731,2020,1,1,201
3735,2020,1,1,5
3736,2020,1,2,99
3737,2020,1,2,4
3738,2020,1,2,83
3739,2020,1,1,174
3741,2020,1,1,1
3742,2020,1,2,29
3743,2020,1,1,10
3744,2020,1,1,32
3745,2020,1,2,54
3746,2020,1,1,151
3747,2020,1,2,48
3750,2020,1,2,6
3751,2020,1,2,22
3753,2020,1,2,12
3754,2020,1,1,2
3755,2020,1,2,3
3756,2020,1,1,4
3758,2020,1,1,9
3762,2020,1,2,104
3765,2020,1,1,129
3766,2020,1,1,37
3778,2020,1,2,150
3788,2020,1,2,63
3789,2020,1,1,118
3790,2020,1,2,101
3792,2020,1,2,30
3801,2020,1,2,314
3802,2020,1,2,57
3806,2020,1,1,96
3809,2020,1,1,55
3827,2020,1,1,17
3828,2020,1,1,13
3833,2020,1,2,137
3835,2020,1,2,79
3836,2020,1,1,18
3840,2020,1,1,44
3841,2020,1,1,22
3842,2020,1,1,31
3843,2020,1,1,36
3846,2020,1,2,109
3847,2020,1,1,94
3852,2020,1,1,97
3853,2020,1,1,112
3854,2020,1,1,38
3855,2020,1,2,42
3885,2020,1,1,20
3888,2020,1,1,53
3889,2020,1,2,23
3893,2020,1,1,28
3896,2020,1,2,81
3899,2020,1,1,40
3904,2020,1,1,36
3905,2020,1,1,14
3909,2020,1,2,28
3916,2020,1,1,13
3918,2020,1,1,38
3920,2020,1,2,97
3922,2020,1,1,9
3926,2020,1,1,258
3928,2020,1,1,686
3929,2020,1,1,41
3938,2020,1,2,48
3948,2020,1,2,47
3952,2020,1,2,33
3954,2020,1,1,17
3969,2020,1,1,139
3983,2020,1,1,69
3986,2020,1,1,65
3992,2020,1,1,45
4000,2020,1,2,480
4010,2020,1,2,117
4017,2020,1,1,292
4019,2020,1,1,123
4024,2020,1,1,10
4035,2020,1,2,178
4036,2020,1,2,90
4039,2020,1,1,17
4040,2020,1,2,4
4041,2020,1,2,43
4042,2020,1,2,26
4045,2020,1,1,33
4057,2020,1,1,4
4063,2020,1,1,35
4064,2020,1,1,116
4065,2020,1,2,41
4066,2020,1,1,72
4067,2020,1,2,40
4068,2020,1,1,61
4069,2020,1,1,79
4071,2020,1,1,47
4072,2020,1,1,36
4073,2020,1,2,72
4074,2020,1,2,6
4078,2020,1,1,19
4080,2020,1,1,170
4083,2020,1,1,64
4084,2020,1,1,188
4086,2020,1,1,77
4087,2020,1,2,103
4088,2020,1,2,200
4092,2020,1,1,73
4093,2020,1,2,78
4112,2020,1,1,225
4113,2020,1,1,113
4114,2020,1,2,91
4115,2020,1,2,65
4118,2020,1,1,31
4120,2020,1,1,78
4121,2020,1,2,65
4122,2020,1,1,71
4123,2020,1,2,80
4124,2020,1,2,76
4125,2020,1,1,80
4126,2020,1,1,64
4128,2020,1,1,58
4129,2020,1,1,8
4136,2020,1,1,47
4140,2020,1,2,56
4142,2020,1,1,2
4148,2020,1,2,28
4157,2020,1,2,88
4159,2020,1,2,16
4160,2020,1,2,53
4164,2020,1,2,36
4166,2020,1,1,25
4167,2020,1,1,168
4169,2020,1,2,133
4176,2020,1,2,136
4189,2020,1,2,43
4191,2020,1,2,5
4201,2020,1,1,19
4203,2020,1,2,19
4206,2020,1,1,46
4208,2020,1,1,100
4209,2020,1,1,16
4223,2020,1,1,8
4225,2020,1,1,19
4232,2020,1,2,20
4239,2020,1,1,19
4240,2020,1,1,123
4241,2020,1,2,294
4245,2020,1,1,21
4247,2020,1,2,207
4248,2020,1,2,29
4254,2020,1,1,1289
4255,2020,1,2,47
4256,2020,1,1,14
4257,2020,1,2,6
4267,2020,1,2,18
4278,2020,1,2,10
4282,2020,1,1,335
4292,2020,1,2,89
4305,2020,1,2,32
4312,2020,1,2,74
4317,2020,1,2,49
4318,2020,1,2,123
4319,2020,1,2,187
4322,2020,1,2,116
4323,2020,1,2,12
4335,2020,1,2,12
4336,2020,1,1,144
4338,2020,1,1,149
4340,2020,1,2,94
4341,2020,1,2,42
4343,2020,1,2,19
4349,2020,1,2,54
4350,2020,1,1,18
4354,2020,1,1,99
4355,2020,1,1,105
4356,2020,1,2,134
4358,2020,1,2,47
4361,2020,1,1,22
4368,2020,1,1,115
4376,2020,1,1,41
4382,2020,1,1,181
4389,2020,1,2,49
4400,2020,1,1,25
4405,2020,1,2,292
4417,2020,1,2,35
4420,2020,1,2,13
4425,2020,1,1,8
4439,2020,1,1,50
4442,2020,1,2,142
4443,2020,1,2,23
4448,2020,1,1,63
4450,2020,1,1,6
4453,2020,1,1,30
4456,2020,1,2,9
4457,2020,1,2,24
4458,2020,1,1,39
4460,2020,1,2,71
4465,2020,1,1,28
4466,2020,1,2,12
4467,2020,1,1,52
4476,2020,1,1,3
4480,2020,1,1,33
4481,2020,1,2,89
4489,2020,1,1,9
4492,2020,1,2,252
4498,2020,1,2,130
4508,2020,1,1,24
4526,2020,1,2,3
4543,2020,1,1,28
4551,2020,1,2,12
4564,2020,1,2,15
4565,2020,1,2,30
4575,2020,1,2,20
4579,2020,1,1,13
4593,2020,1,1,16
4627,2020,1,2,136
4630,2020,1,1,23
4631,2020,1,1,66
4633,2020,1,2,67
4634,2020,1,2,38
4656,2020,1,2,9
4657,2020,1,2,28
4670,2020,1,2,21
4671,2020,1,2,25
4674,2020,1,2,15
4677,2020,1,2,13
4678,2020,1,1,206
4687,2020,1,1,3
4688,2020,1,2,106
4689,2020,1,2,56
4690,2020,1,1,274
4693,2020,1,1,2
4730,2020,1,1,16
4744,2020,1,1,19
4753,2020,1,2,187
4758,2020,1,2,2
4768,2020,1,1,88
4770,2020,1,1,62
4783,2020,1,2,66
4784,2020,1,1,25
4797,2020,1,2,42
4803,2020,1,2,51
4808,2020,1,2,28
4814,2020,1,2,89
4821,2020,1,2,19
4822,2020,1,1,161
4826,2020,1,2,9
4827,2020,1,2,130
4828,2020,1,2,40
4830,2020,1,1,29
4832,2020,1,2,81
4833,2020,1,1,33
4842,2020,1,1,13
4849,2020,1,1,7
4852,2020,1,2,9
4860,2020,1,1,13
4863,2020,1,2,139
4868,2020,1,2,23
4876,2020,1,1,130
4877,2020,1,2,17
4879,2020,1,2,107
4893,2020,1,2,3
4895,2020,1,1,1
4899,2020,1,2,128
4904,2020,1,1,4
4905,2020,1,1,4
4907,2020,1,1,15
4909,2020,1,2,5
4911,2020,1,2,208
4912,2020,1,2,32
4917,2020,1,2,52
4925,2020,1,1,245
4928,2020,1,1,1
4929,2020,1,2,10
4930,2020,1,1,7
4936,2020,1,1,1
4937,2020,1,2,23
4940,2020,1,2,11
4948,2020,1,1,270
4950,2020,1,1,38
4951,2020,1,2,46
4952,2020,1,1,241
4953,2020,1,2,49
4956,2020,1,1,15
4959,2020,1,1,30
4963,2020,1,2,180
4978,2020,1,2,126
4980,2020,1,2,22
4981,2020,1,2,77
4995,2020,1,2,108
5000,2020,1,1,31
5002,2020,1,2,256
5019,2020,1,1,157
5022,2020,1,1,124
5023,2020,1,1,66
5027,2020,1,2,4
5033,2020,1,2,3
5038,2020,1,2,2
5046,2020,1,2,39
5056,2020,1,2,32
5063,2020,1,1,30
5064,2020,1,1,138
5067,2020,1,2,18
5068,2020,1,1,6
5069,2020,1,1,31
5070,2020,1,1,70
5074,2020,1,2,1
5075,2020,1,1,33
5076,2020,1,1,16
5091,2020,1,1,32
5093,2020,1,2,25
5094,2020,1,2,69
5095,2020,1,2,213
5097,2020,1,2,91
5098,2020,1,2,157
5100,2020,1,1,385
5102,2020,1,1,28
5110,2020,1,1,1041
5114,2020,1,2,213
5116,2020,1,1,425
5128,2020,1,1,23
5129,2020,1,1,202
5130,2020,1,1,10
5131,2020,1,2,73
5132,2020,1,1,69
5133,2020,1,2,22
5134,2020,1,1,21
5144,2020,1,1,52
5170,2020,1,1,27
5173,2020,1,2,40
5174,2020,1,1,22
5182,2020,1,2,26
5183,2020,1,2,11
5223,2020,1,1,203
5235,2020,1,1,24
5236,2020,1,1,5
5238,2020,1,2,14
5243,2020,1,1,100
5244,2020,1,2,122
5262,2020,1,1,2
5265,2020,1,1,12
5268,2020,1,2,206
5269,2020,1,1,444
5274,2020,1,2,131
5275,2020,1,2,24
5276,2020,1,1,33
5279,2020,1,2,14
5281,2020,1,1,36
5291,2020,1,1,13
5296,2020,1,1,9
5305,2020,1,2,36
5306,2020,1,1,135
5311,2020,1,1,30
5315,2020,1,1,38
5317,2020,1,1,50
5322,2020,1,2,2
5329,2020,1,1,25
5330,2020,1,1,7
5331,2020,1,2,29
5370,2020,1,1,146
5371,2020,1,1,153
5373,2020,1,1,228
5376,2020,1,2,66
5377,2020,1,1,49
5379,2020,1,2,28
5381,2020,1,2,62
5382,2020,1,1,118
5383,2020,1,1,45
5384,2020,1,1,101
5385,2020,1,2,31
5390,2020,1,1,234
5391,2020,1,1,25
5394,2020,1,1,10
5406,2020,1,2,60
5407,2020,1,1,135
5408,2020,1,1,47
5427,2020,1,2,60
5428,2020,1,2,34
5456,2020,1,2,87
5461,2020,1,2,33
5484,2020,1,2,342
5505,2020,1,2,81
5511,2020,1,2,55
5512,2020,1,1,35
5528,2020,1,2,34
5530,2020,1,2,104
5539,2020,1,2,26
5541,2020,1,1,20
5542,2020,1,2,49
5544,2020,1,2,20
5550,2020,1,1,3
5579,2020,1,2,44
5580,2020,1,2,13
5595,2020,1,1,1
5608,2020,1,1,21
5609,2020,1,1,72
5645,2020,1,1,7
5731,2020,1,2,152
5783,2020,1,1,24
5798,2020,1,1,142
5814,2020,1,1,66
5815,2020,1,2,69
5816,2020,1,1,75
5924,2020,1,1,32
5961,2020,1,2,15
5974,2020,1,1,31
5983,2020,1,1,23
5985,2020,1,1,15
5986,2020,1,1,85
6011,2020,1,2,12
6012,2020,1,1,17
6022,2020,1,2,15
6062,2020,1,1,38
6065,2020,1,2,13
6067,2020,1,1,23
6081,2020,1,1,7
6082,2020,1,1,11
6083,2020,1,2,9
6088,2020,1,2,11
6101,2020,1,1,125
6112,2020,1,1,55
6121,2020,1,1,90
6123,2020,1,1,65
6124,2020,1,1,24
6140,2020,1,2,39
6142,2020,1,2,29
6173,2020,1,2,29
6182,2020,1,2,20
6183,2020,1,1,92
6184,2020,1,2,23
6185,2020,1,1,19
6187,2020,1,1,54
6244,2020,1,2,50
6316,2020,1,2,4
6357,2020,1,1,35
6358,2020,1,1,83
6359,2020,1,2,57
6372,2020,1,1,65
6525,2020,1,1,71
6527,2020,1,2,38
6532,2020,1,2,16
6538,2020,1,1,2
6544,2020,1,1,385
6545,2020,1,2,1
6554,2020,1,1,11
6555,2020,1,2,9
6564,2020,1,2,271
6567,2020,1,1,548
6572,2020,1,2,11
6573,2020,1,2,5
6575,2020,1,1,366
6580,2020,1,2,19
6591,2020,1,2,75
6595,2020,1,2,3
6606,2020,1,1,53
6624,2020,1,2,3
6632,2020,1,1,67
6640,2020,1,2,23
6644,2020,1,1,169
6646,2020,1,1,252
6647,2020,1,1,77
6658,2020,1,2,61
6660,2020,1,1,108
6661,2020,1,1,11
6664,2020,1,1,68
6675,2020,1,1,30
6686,2020,1,1,212
6687,2020,1,2,100
6690,2020,1,1,6
6694,2020,1,2,29
6695,2020,1,1,6
6697,2020,1,2,8
6699,2020,1,2,162
6707,2020,1,1,53
6710,2020,1,1,84
6711,2020,1,1,95
6726,2020,1,2,206
6730,2020,1,1,5
6741,2020,1,1,28
7024,2020,1,1,20
7031,2020,1,2,15
7054,2020,1,2,72
7093,2020,1,2,118
7094,2020,1,2,78
7095,2020,1,2,123
7103,2020,1,1,15
7108,2020,1,2,183
7112,2020,1,1,388
7113,2020,1,1,154
7129,2020,1,2,11
7135,2020,1,2,33
7150,2020,1,1,139
7170,2020,1,2,21
7171,2020,1,1,140
7183,2020,1,2,10
7193,2020,1,2,13
7206,2020,1,2,14
7214,2020,1,2,2
7215,2020,1,2,183
7221,2020,1,2,7
7222,2020,1,2,18
7225,2020,1,2,14
7226,2020,1,2,31
7227,2020,1,1,209
7233,2020,1,1,20
7234,2020,1,1,65
7238,2020,1,2,247
7241,2020,1,1,17
7242,2020,1,2,26
7243,2020,1,1,39
7246,2020,1,1,105
7247,2020,1,1,43
7249,2020,1,2,9
7254,2020,1,1,39
7255,2020,1,2,88
7258,2020,1,2,79
7259,2020,1,1,8
7283,2020,1,1,35
7305,2020,1,2,76
7306,2020,1,2,366
7309,2020,1,2,416
7348,2020,1,1,75
7349,2020,1,1,24
7351,2020,1,1,312
7400,2020,1,2,58
7405,2020,1,1,82
7406,2020,1,1,82
7440,2020,1,2,8
7446,2020,1,2,87
7465,2020,1,2,185
7470,2020,1,2,135
7475,2020,1,2,10
7490,2020,1,2,7
7510,2020,1,2,45
7511,2020,1,2,150
7512,2020,1,1,8
7518,2020,1,2,104
7519,2020,1,2,149
7520,2020,1,1,247
7522,2020,1,1,25
7545,2020,1,1,17
7550,2020,1,1,21
7561,2020,1,1,68
7565,2020,1,1,1
7567,2020,1,2,15
7570,2020,1,1,61
7571,2020,1,1,61
7576,2020,1,2,11
7620,2020,1,1,14
7686,2020,1,2,10
7687,2020,1,1,60
7689,2020,1,1,14
7690,2020,1,2,10
7695,2020,1,1,153
7731,2020,1,1,40
7740,2020,1,2,4
7741,2020,1,2,15
7745,2020,1,2,26
7750,2020,1,1,91
7772,2020,1,1,110
7773,2020,1,2,153
7777,2020,1,1,135
7796,2020,1,2,54
7799,2020,1,2,47
7800,2020,1,1,713
7810,2020,1,1,5
7815,2020,1,1,91
7816,2020,1,2,76
7817,2020,1,1,40
7819,2020,1,2,4
7821,2020,1,1,111
7822,2020,1,1,189
7824,2020,1,2,38
7827,2020,1,1,117
7830,2020,1,1,143
7856,2020,1,1,36
7867,2020,1,1,16
7874,2020,1,2,106
7885,2020,1,1,1
7905,2020,1,1,17
7915,2020,1,1,7
7920,2020,1,1,84
7922,2020,1,2,39
7945,2020,1,1,44
7950,2020,1,1,75
8005,2020,1,1,20
8012,2020,1,1,15
8015,2020,1,2,341
8042,2020,1,1,3
8044,2020,1,2,3
8050,2020,1,1,33
8065,2020,1,1,32
8079,2020,1,1,60
8085,2020,1,2,182
8088,2020,1,2,37
8091,2020,1,2,62
8093,2020,1,2,56
8105,2020,1,2,119
8114,2020,1,2,97
8120,2020,1,1,89
8123,2020,1,2,16
8124,2020,1,2,67
8146,2020,1,1,58
8149,2020,1,2,27
8162,2020,1,1,1
8167,2020,1,2,17
8170,2020,1,2,192
8174,2020,1,2,14
8179,2020,1,2,62
8180,2020,1,1,37
8182,2020,1,2,132
8189,2020,1,1,157
8193,2020,1,1,59
8198,2020,1,1,39
8207,2020,1,1,36
8230,2020,1,2,25
8240,2020,1,2,2
8242,2020,1,2,27
8255,2020,1,2,68
8317,2020,1,2,26
8340,2020,1,2,58
8345,2020,1,2,231
8347,2020,1,1,5
8359,2020,1,1,1581
8375,2020,1,1,13
8380,2020,1,1,105
8405,2020,1,1,261
8410,2020,1,2,9
8413,2020,1,1,36
8417,2020,1,1,24
8431,2020,1,1,57
8436,2020,1,2,27
8441,2020,1,1,159
8444,2020,1,2,189
8453,2020,1,1,100
8460,2020,1,2,82
8470,2020,1,1,54
8473,2020,1,1,50
8501,2020,1,2,33
8503,2020,1,1,23
8510,2020,1,2,22
8559,2020,1,2,150
8562,2020,1,1,72
8573,2020,1,1,38
8576,2020,1,1,1
8579,2020,1,1,10
8581,2020,1,1,23
8585,2020,1,1,9
8589,2020,1,2,23
8602,2020,1,1,19
8606,2020,1,1,30
8621,2020,1,2,5
8622,2020,1,1,42
8630,2020,1,1,1
8660,2020,1,2,21
8663,2020,1,1,26
8675,2020,1,2,233
8697,2020,1,2,7
8704,2020,1,1,255
8707,2020,1,1,6
8718,2020,1,2,16
8720,2020,1,1,51
8742,2020,1,2,86
8743,2020,1,2,9
8784,2020,1,2,16
8863,2020,1,2,42
8893,2020,1,2,141
8894,2020,1,1,127
8895,2020,1,2,283
8903,2020,1,2,25
8922,2020,1,1,19
8923,2020,1,1,102
8939,2020,1,2,63
8967,2020,1,2,125
8971,2020,1,1,89
8973,2020,1,1,41
8979,2020,1,2,29
9001,2020,1,1,117
9011,2020,1,2,2
9047,2020,1,1,10
9061,2020,1,2,21
9070,2020,1,1,10
9105,2020,1,2,200
9113,2020,1,2,13
9120,2020,1,1,241
9144,2020,1,2,142
9235,2020,1,1,25
9245,2020,1,1,66
9252,2020,1,2,30
9253,2020,1,1,20
9254,2020,1,2,154
9258,2020,1,2,9
9261,2020,1,1,28
9285,2020,1,1,61
9286,2020,1,1,44
9291,2020,1,1,7
9294,2020,1,2,26
9295,2020,1,1,5
9297,2020,1,2,22
9299,2020,1,1,24
9301,2020,1,2,5
9302,2020,1,2,2
9312,2020,1,2,57
9315,2020,1,2,17
9317,2020,1,2,27
9318,2020,1,1,9
9319,2020,1,1,10
9335,2020,1,1,146
9340,2020,1,1,11
9345,2020,1,1,86
9350,2020,1,1,666
9360,2020,1,1,83
9363,2020,1,1,19
9367,2020,1,2,15
9379,2020,1,1,62
9385,2020,1,2,82
9387,2020,1,1,26
9390,2020,1,2,2
9395,2020,1,2,190
9399,2020,1,1,76
9417,2020,1,2,8
9421,2020,1,2,6
9425,2020,1,2,57
9426,2020,1,2,60
9440,2020,1,2,97
9446,2020,1,1,22
9449,2020,1,1,19
9451,2020,1,1,64
9455,2020,1,1,22
9456,2020,1,1,16
9459,2020,1,2,13
9466,2020,1,2,174
9480,2020,1,1,417
9486,2020,1,2,63
9487,2020,1,1,202
9488,2020,1,1,2
9490,2020,1,1,8
9491,2020,1,1,59
9499,2020,1,2,56
9502,2020,1,2,45
9503,2020,1,1,47
9508,2020,1,1,480
9509,2020,1,1,13
9511,2020,1,1,18
9515,2020,1,2,28
9517,2020,1,2,126
9518,2020,1,1,20
9524,2020,1,1,11
9525,2020,1,2,14
9527,2020,1,2,19
9528,2020,1,1,62
9537,2020,1,2,13
9547,2020,1,2,40
9548,2020,1,2,17
9559,2020,1,1,19
9567,2020,1,2,33
9580,2020,1,1,125
9583,2020,1,1,21
9584,2020,1,2,23
9636,2020,1,2,14
9666,2020,1,2,8
9672,2020,1,2,231
9686,2020,1,1,581
9687,2020,1,2,115
9689,2020,1,1,8
9691,2020,1,1,337
9693,2020,1,2,349
9703,2020,1,1,45
9717,2020,1,2,15
9721,2020,1,1,18
9727,2020,1,1,15
9752,2020,1,1,37
9757,2020,1,1,451
9759,2020,1,1,11
9761,2020,1,1,27
9766,2020,1,2,72
9786,2020,1,2,30
9794,2020,1,2,500
9803,2020,1,1,29
9806,2020,1,1,74
9809,2020,1,1,42
9811,2020,1,2,179
9812,2020,1,2,1
9818,2020,1,1,48
9829,2020,1,1,69
9833,2020,1,2,155
9843,2020,1,2,66
9853,2020,1,2,289
9872,2020,1,1,72
9873,2020,1,2,19
9874,2020,1,2,19
9877,2020,1,2,145
9878,2020,1,1,35
9881,2020,1,1,18
9882,2020,1,2,55
9888,2020,1,2,58
9897,2020,1,2,175
9899,2020,1,1,59
9915,2020,1,2,9
9942,2020,1,1,131
9949,2020,1,1,14
9963,2020,1,2,23
9968,2020,1,1,23
9972,2020,1,1,1
9976,2020,1,2,38
9980,2020,1,1,51
9991,2020,1,1,70
10013,2020,1,1,22
10036,2020,1,2,84
10052,2020,1,1,49
10057,2020,1,2,1
10059,2020,1,1,1098
10062,2020,1,1,412
10073,2020,1,1,147
10082,2020,1,2,5
10090,2020,1,1,4
10093,2020,1,1,130
10103,2020,1,2,255
10110,2020,1,2,48
10123,2020,1,2,26
10124,2020,1,1,41
10126,2020,1,2,35
10127,2020,1,2,89
10148,2020,1,2,9
10158,2020,1,2,104
10159,2020,1,2,67
10162,2020,1,1,19
10163,2020,1,1,25
10164,2020,1,1,146
10171,2020,1,1,73
10200,2020,1,2,11
10213,2020,1,2,76
10215,2020,1,1,19
10223,2020,1,1,469
10224,2020,1,2,15
10226,2020,1,1,18
10227,2020,1,2,18
10228,2020,1,1,29
10233,2020,1,1,23
10243,2020,1,1,70
10252,2020,1,2,116
10264,2020,1,1,85
10300,2020,1,1,20
10329,2020,1,1,13
10333,2020,1,1,56
10335,2020,1,1,1
10336,2020,1,2,10
10339,2020,1,2,375
10341,2020,1,1,28
10349,2020,1,1,69
10363,2020,1,2,1
10369,2020,1,1,30
10380,2020,1,1,27
10383,2020,1,1,16
10397,2020,1,1,42
10401,2020,1,2,352
10406,2020,1,2,29
10415,2020,1,2,9
10416,2020,1,2,94
10425,2020,1,2,6
10430,2020,1,1,102
10448,2020,1,1,43
10461,2020,1,1,24
10462,2020,1,2,107
10463,2020,1,2,120
10464,2020,1,1,178
10508,2020,1,2,229
10522,2020,1,1,377
10528,2020,1,2,113
10531,2020,1,1,134
10544,2020,1,1,16
10547,2020,1,2,133
10554,2020,1,2,224
10555,2020,1,1,89
10561,2020,1,1,141
10569,2020,1,2,420
10571,2020,1,1,164
10574,2020,1,2,256
10578,2020,1,2,276
10580,2020,1,1,2
10587,2020,1,1,19
10614,2020,1,2,246
10615,2020,1,2,127
10625,2020,1,2,54
10626,2020,1,1,15
10633,2020,1,1,39
10639,2020,1,1,23
10658,2020,1,1,81
10672,2020,1,1,3
10673,2020,1,2,2
10674,2020,1,2,6
10675,2020,1,1,6
10678,2020,1,2,8
10681,2020,1,1,8
10688,2020,1,1,216
10703,2020,1,2,13
10725,2020,1,1,19
10752,2020,1,1,5
10766,2020,1,2,25
10768,2020,1,1,18
10814,2020,1,1,35
10818,2020,1,1,50
10835,2020,1,1,11
10851,2020,1,1,42
10852,2020,1,2,56
10858,2020,1,1,11
10862,2020,1,1,70
10872,2020,1,1,22
10883,2020,1,1,12
10903,2020,1,2,193
10905,2020,1,1,19
10922,2020,1,1,116
10923,2020,1,2,144
10931,2020,1,1,14
10940,2020,1,2,11
10944,2020,1,1,1
10955,2020,1,2,172
10963,2020,1,1,35
10969,2020,1,1,49
10972,2020,1,2,20
10977,2020,1,2,39
10980,2020,1,1,54
10982,2020,1,2,2
10993,2020,1,2,169
10995,2020,1,1,30
11001,2020,1,2,78
11004,2020,1,1,185
11007,2020,1,1,739
11024,2020,1,1,14
11047,2020,1,2,2
11058,2020,1,2,43
11067,2020,1,2,68
11070,2020,1,1,15
11078,2020,1,2,80
11083,2020,1,1,28
11102,2020,1,1,16
11108,2020,1,2,21
11109,2020,1,1,2
11121,2020,1,2,1
11123,2020,1,1,352
11128,2020,1,1,61
11184,2020,1,1,15
11185,2020,1,1,18
11188,2020,1,1,18
11197,2020,1,2,7
11198,2020,1,1,5
11203,2020,1,2,155
11205,2020,1,1,74
11206,2020,1,2,26
11212,2020,1,1,15
11221,2020,1,1,279
11247,2020,1,2,28
11255,2020,1,2,80
11257,2020,1,1,26
11264,2020,1,2,27
11268,2020,1,1,249
11269,2020,1,2,76
11273,2020,1,2,7
11274,2020,1,1,65
11278,2020,1,1,545
11282,2020,1,1,2
11290,2020,1,2,4
11298,2020,1,1,2
11299,2020,1,2,8
11301,2020,1,1,15
11302,2020,1,2,642
11305,2020,1,2,51
11309,2020,1,1,43
11310,2020,1,2,43
11322,2020,1,2,5
11324,2020,1,1,12
11327,2020,1,1,7
11337,2020,1,1,3
11360,2020,1,2,2
11363,2020,1,1,109
11369,2020,1,1,95
11379,2020,1,2,193
11417,2020,1,2,749
11422,2020,1,1,7
11428,2020,1,2,26
11437,2020,1,2,78
11439,2020,1,2,34
11443,2020,1,2,74
11452,2020,1,2,32
11455,2020,1,2,83
11457,2020,1,1,11
11460,2020,1,2,203
11463,2020,1,2,6
11469,2020,1,2,4
11473,2020,1,1,331
11474,2020,1,1,20
11480,2020,1,2,55
11489,2020,1,1,35
11491,2020,1,2,5
11498,2020,1,2,41
11505,2020,1,1,174
11515,2020,1,1,16
11557,2020,1,2,201
11575,2020,1,1,506
11577,2020,1,1,234
11578,2020,1,1,172
11584,2020,1,2,33
11588,2020,1,1,36
11604,2020,1,2,502
11632,2020,1,1,365
11648,2020,1,2,23
11656,2020,1,2,28
11675,2020,1,1,800
11706,2020,1,1,41
11716,2020,1,1,28
11718,2020,1,1,22
11734,2020,1,1,130
11737,2020,1,2,14
11773,2020,1,2,23
11815,2020,1,2,10
11817,2020,1,1,61
11822,2020,1,2,3
11832,2020,1,1,20
11833,2020,1,2,13
11834,2020,1,1,5
11835,2020,1,1,256
11845,2020,1,2,137
11846,2020,1,2,70
11858,2020,1,1,69
11860,2020,1,2,31
11861,2020,1,1,18
11874,2020,1,1,37
11879,2020,1,2,39
11880,2020,1,1,42
11882,2020,1,1,54
11911,2020,1,2,73
11916,2020,1,2,45
11917,2020,1,1,101
11918,2020,1,1,34
11925,2020,1,1,27
11927,2020,1,1,42
11941,2020,1,1,1
11950,2020,1,2,33
11952,2020,1,2,309
11958,2020,1,2,534
11965,2020,1,2,34
11967,2020,1,2,73
11969,2020,1,1,2
11971,2020,1,1,23
11975,2020,1,2,25
11982,2020,1,2,8
11985,2020,1,1,3
11991,2020,1,2,14
11993,2020,1,2,42
11994,2020,1,2,108
12006,2020,1,1,291
12008,2020,1,2,397
12014,2020,1,2,7
12019,2020,1,1,23
12033,2020,1,1,54
12036,2020,1,1,6
12037,2020,1,1,27
12039,2020,1,1,12
12043,2020,1,2,16
12044,2020,1,2,37
12045,2020,1,2,74
12046,2020,1,1,82
12047,2020,1,1,6
12048,2020,1,2,24
12049,2020,1,2,59
12050,2020,1,1,148
12071,2020,1,1,61
12073,2020,1,2,301
12075,2020,1,2,129
12080,2020,1,1,26
12085,2020,1,1,3
12106,2020,1,2,10
12145,2020,1,1,165
12159,2020,1,1,167
12168,2020,1,2,17
12182,2020,1,1,5
12198,2020,1,1,25
12206,2020,1,1,13
12215,2020,1,2,25
12260,2020,1,1,41
12282,2020,1,2,70
12286,2020,1,1,17
12333,2020,1,2,114
12340,2020,1,1,51
12391,2020,1,1,16
12393,2020,1,1,16
12398,2020,1,2,20
12426,2020,1,1,250
12449,2020,1,1,14
12455,2020,1,1,17
12577,2020,1,1,217
12696,2020,1,2,631
12702,2020,1,1,16
12703,2020,1,2,25
12705,2020,1,2,10
12711,2020,1,1,86
12761,2020,1,2,2
12764,2020,1,2,25
12796,2020,1,2,81
12797,2020,1,2,25
12806,2020,1,1,42
12828,2020,1,2,62
12852,2020,1,2,42
12877,2020,1,1,15
12886,2020,1,2,86
12932,2020,1,2,11
12956,2020,1,1,651
12960,2020,1,2,29
12967,2020,1,2,79
12976,2020,1,2,38
13018,2020,1,1,44
13049,2020,1,1,123
13058,2020,1,1,8
13061,2020,1,1,22
13062,2020,1,1,97
13065,2020,1,1,2
13074,2020,1,2,145
13076,2020,1,1,6
13090,2020,1,1,68
13093,2020,1,1,310
13105,2020,1,1,18
13144,2020,1,1,13
13187,2020,1,2,5
13218,2020,1,2,137
13221,2020,1,2,316
13227,2020,1,2,15
13257,2020,1,2,44
13259,2020,1,1,70
13287,2020,1,2,11
13290,2020,1,2,6
13291,2020,1,1,51
13296,2020,1,2,13
13297,2020,1,1,19
13301,2020,1,1,63
13314,2020,1,2,14
13318,2020,1,1,12
13321,2020,1,1,30
13344,2020,1,2,11
13350,2020,1,1,15
13351,2020,1,1,39
13357,2020,1,2,21
13367,2020,1,1,31
13368,2020,1,1,42
13370,2020,1,1,140
