Año,Código SNIES del programa,Id Género,Inscritos 2016,Semestre
continuous,continuous,1 2,continuous,1 2
,,,,
2016,154,1,187,1
2016,155,1,69,1
2016,156,1,75,1
2016,157,1,107,1
2016,158,1,76,1
2016,159,1,110,1
2016,161,1,16,1
2016,162,1,1,1
2016,169,1,43,1
2016,170,1,30,1
2016,172,1,40,1
2016,173,1,8,1
2016,2909,1,3,1
2016,5102,1,9,1
2016,10401,1,12,1
2016,10417,1,1,1
2016,10922,1,68,1
2016,15903,1,17,1
2016,19086,1,386,1
2016,52187,1,575,1
2016,52199,1,111,1
2016,52207,1,43,1
2016,53718,1,126,1
2016,53951,1,6,1
2016,90608,1,4,1
2016,102863,1,38,1
2016,175,1,54,1
2016,176,1,78,1
2016,177,1,8,1
2016,178,1,8,1
2016,180,1,192,1
2016,181,1,59,1
2016,182,1,34,1
2016,189,1,128,1
2016,190,1,123,1
2016,191,1,142,1
2016,192,1,104,1
2016,193,1,97,1
2016,194,1,7,1
2016,195,1,5,1
2016,197,1,6,1
2016,204,1,11,1
2016,205,1,10,1
2016,207,1,11,1
2016,2633,1,267,1
2016,2683,1,367,1
2016,2760,1,154,1
2016,2761,1,59,1
2016,2762,1,39,1
2016,2821,1,61,1
2016,3457,1,14,1
2016,3961,1,58,1
2016,4040,1,2,1
2016,4338,1,89,1
2016,4543,1,15,1
2016,5236,1,11,1
2016,7170,1,1,1
2016,7170,1,3,1
2016,7827,1,4,1
2016,7827,1,2,1
2016,7827,1,1,1
2016,7827,1,4,1
2016,7827,1,6,1
2016,7827,1,1,1
2016,7827,1,1,1
2016,9703,1,15,1
2016,9811,1,5,1
2016,9811,1,31,1
2016,9811,1,9,1
2016,9811,1,35,1
2016,9811,1,10,1
2016,9811,1,18,1
2016,9811,1,12,1
2016,9811,1,119,1
2016,10462,1,51,1
2016,10463,1,51,1
2016,10464,1,63,1
2016,10484,1,5,1
2016,10484,1,6,1
2016,10484,1,11,1
2016,10484,1,1,1
2016,10484,1,4,1
2016,10484,1,2,1
2016,10484,1,7,1
2016,10484,1,7,1
2016,10484,1,3,1
2016,10484,1,1,1
2016,10484,1,6,1
2016,10484,1,8,1
2016,10484,1,7,1
2016,10484,1,3,1
2016,10484,1,18,1
2016,10681,1,1,1
2016,13105,1,10,1
2016,13187,1,3,1
2016,14802,1,22,1
2016,14802,1,59,1
2016,14802,1,2,1
2016,14802,1,4,1
2016,14802,1,19,1
2016,14802,1,18,1
2016,19071,1,9,1
2016,52322,1,50,1
2016,52661,1,10,1
2016,52767,1,74,1
2016,52770,1,10,1
2016,53395,1,53,1
2016,53712,1,47,1
2016,53946,1,18,1
2016,54018,1,2,1
2016,54200,1,8,1
2016,54200,1,1,1
2016,54390,1,4,1
2016,54415,1,107,1
2016,54620,1,7,1
2016,54673,1,63,1
2016,55165,1,55,1
2016,90372,1,100,1
2016,90387,1,4,1
2016,90410,1,26,1
2016,90411,1,20,1
2016,90411,1,26,1
2016,90411,1,17,1
2016,90722,1,125,1
2016,90899,1,3,1
2016,90965,1,1,1
2016,90974,1,21,1
2016,90974,1,24,1
2016,91058,1,4,1
2016,91086,1,13,1
2016,91087,1,7,1
2016,91137,1,2,1
2016,91290,1,4,1
2016,91291,1,5,1
2016,91344,1,14,1
2016,91344,1,89,1
2016,91344,1,21,1
2016,91344,1,1,1
2016,91344,1,1,1
2016,91345,1,4,1
2016,91351,1,42,1
2016,91368,1,2,1
2016,91373,1,6,1
2016,101627,1,3,1
2016,102040,1,6,1
2016,102541,1,17,1
2016,103143,1,6,1
2016,103671,1,4,1
2016,103671,1,21,1
2016,103671,1,12,1
2016,103671,1,4,1
2016,103671,1,4,1
2016,103671,1,1,1
2016,103671,1,34,1
2016,103671,1,3,1
2016,103671,1,9,1
2016,103671,1,2,1
2016,103671,1,7,1
2016,103672,1,2,1
2016,103672,1,2,1
2016,103672,1,1,1
2016,103676,1,1,1
2016,103676,1,1,1
2016,103676,1,1,1
2016,103676,1,2,1
2016,103677,1,2,1
2016,103677,1,1,1
2016,103677,1,2,1
2016,103677,1,3,1
2016,103677,1,1,1
2016,103677,1,2,1
2016,103677,1,25,1
2016,103677,1,3,1
2016,104653,1,3,1
2016,104665,1,11,1
2016,104736,1,33,1
2016,104783,1,7,1
2016,104809,1,1,1
2016,104809,1,5,1
2016,104809,1,7,1
2016,104811,1,70,1
2016,104823,1,1,1
2016,104825,1,7,1
2016,104849,1,58,1
2016,104908,1,6,1
2016,210,1,33,1
2016,212,1,32,1
2016,213,1,118,1
2016,3096,1,2,1
2016,3778,1,57,1
2016,19082,1,7,1
2016,19085,1,25,1
2016,53902,1,33,1
2016,91396,1,33,1
2016,104909,1,25,1
2016,215,1,44,1
2016,216,1,104,1
2016,217,1,86,1
2016,218,1,95,1
2016,3458,1,22,1
2016,4453,1,6,1
2016,4925,1,56,1
2016,6572,1,5,1
2016,7135,1,3,1
2016,9235,1,17,1
2016,53631,1,54,1
2016,54660,1,128,1
2016,54914,1,5,1
2016,102444,1,13,1
2016,104190,1,3,1
2016,104414,1,2,1
2016,104702,1,15,1
2016,104850,1,36,1
2016,105095,1,10,1
2016,4687,1,50,1
2016,4688,1,47,1
2016,54391,1,9,1
2016,222,1,55,1
2016,223,1,33,1
2016,224,1,34,1
2016,229,1,75,1
2016,230,1,265,1
2016,232,1,46,1
2016,233,1,581,1
2016,234,1,212,1
2016,235,1,293,1
2016,236,1,1003,1
2016,238,1,459,1
2016,2130,1,68,1
2016,3048,1,130,1
2016,3636,1,74,1
2016,3833,1,99,1
2016,4010,1,69,1
2016,4080,1,57,1
2016,4493,1,24,1
2016,4963,1,118,1
2016,5268,1,92,1
2016,5269,1,260,1
2016,7171,1,125,1
2016,7519,1,199,1
2016,7520,1,420,1
2016,8170,1,146,1
2016,8441,1,63,1
2016,8704,1,288,1
2016,9833,1,56,1
2016,11967,1,20,1
2016,12101,1,423,1
2016,13062,1,29,1
2016,13153,1,86,1
2016,15440,1,19,1
2016,54801,1,102,1
2016,55202,1,1225,1
2016,102181,1,35,1
2016,102182,1,102,1
2016,102471,1,106,1
2016,103303,1,30,1
2016,257,1,136,1
2016,258,1,90,1
2016,260,1,58,1
2016,263,1,165,1
2016,266,1,47,1
2016,267,1,595,1
2016,268,1,239,1
2016,269,1,386,1
2016,270,1,209,1
2016,271,1,392,1
2016,272,1,307,1
2016,273,1,74,1
2016,276,1,46,1
2016,278,1,19,1
2016,3098,1,28,1
2016,4093,1,67,1
2016,4099,1,13,1
2016,4363,1,12,1
2016,5329,1,11,1
2016,7943,1,8,1
2016,8324,1,5,1
2016,10264,1,33,1
2016,12019,1,13,1
2016,12038,1,11,1
2016,12039,1,23,1
2016,12145,1,81,1
2016,13090,1,64,1
2016,13546,1,11,1
2016,16002,1,4,1
2016,16249,1,38,1
2016,19385,1,50,1
2016,52050,1,7,1
2016,52680,1,51,1
2016,52681,1,61,1
2016,52682,1,161,1
2016,52722,1,108,1
2016,53027,1,30,1
2016,53119,1,28,1
2016,53256,1,43,1
2016,53318,1,46,1
2016,53460,1,8,1
2016,53648,1,25,1
2016,53649,1,12,1
2016,53650,1,6,1
2016,53958,1,10,1
2016,54219,1,4,1
2016,54220,1,10,1
2016,54255,1,59,1
2016,54760,1,10,1
2016,54928,1,17,1
2016,90460,1,10,1
2016,90698,1,41,1
2016,90775,1,22,1
2016,90776,1,12,1
2016,90949,1,10,1
2016,101694,1,25,1
2016,101906,1,99,1
2016,102581,1,9,1
2016,102784,1,4,1
2016,103173,1,4,1
2016,103175,1,13,1
2016,104535,1,8,1
2016,104965,1,24,1
2016,104966,1,3,1
2016,105066,1,197,1
2016,105070,1,3,1
2016,281,1,198,1
2016,282,1,213,1
2016,283,1,141,1
2016,284,1,108,1
2016,288,1,111,1
2016,289,1,745,1
2016,290,1,98,1
2016,291,1,594,1
2016,292,1,36,1
2016,293,1,154,1
2016,294,1,240,1
2016,295,1,3,1
2016,296,1,241,1
2016,297,1,2,1
2016,300,1,1,1
2016,302,1,2,1
2016,303,1,2,1
2016,305,1,1,1
2016,306,1,2,1
2016,308,1,1,1
2016,311,1,8,1
2016,2971,1,89,1
2016,4163,1,1,1
2016,4419,1,7,1
2016,4552,1,8,1
2016,4632,1,9,1
2016,6658,1,20,1
2016,8385,1,3,1
2016,9689,1,370,1
2016,11203,1,91,1
2016,11268,1,284,1
2016,11718,1,29,1
2016,13218,1,175,1
2016,13220,1,115,1
2016,13221,1,358,1
2016,15538,1,63,1
2016,16114,1,14,1
2016,20974,1,55,1
2016,51877,1,9,1
2016,52408,1,5,1
2016,52690,1,116,1
2016,53150,1,5,1
2016,53242,1,16,1
2016,53375,1,6,1
2016,54796,1,41,1
2016,54797,1,46,1
2016,55043,1,4,1
2016,90428,1,192,1
2016,90809,1,16,1
2016,90810,1,56,1
2016,90832,1,5,1
2016,90880,1,12,1
2016,91127,1,114,1
2016,91266,1,236,1
2016,91268,1,30,1
2016,91391,1,12,1
2016,101284,1,47,1
2016,101476,1,7,1
2016,101610,1,20,1
2016,101611,1,3,1
2016,101662,1,1,1
2016,101663,1,146,1
2016,101812,1,6,1
2016,102158,1,2,1
2016,102491,1,3,1
2016,102520,1,3,1
2016,102682,1,37,1
2016,102713,1,4,1
2016,104211,1,2,1
2016,104644,1,10,1
2016,105128,1,240,1
2016,320,1,173,1
2016,321,1,70,1
2016,325,1,140,1
2016,326,1,40,1
2016,327,1,105,1
2016,3701,1,142,1
2016,4863,1,22,1
2016,4981,1,21,1
2016,5129,1,14,1
2016,6544,1,350,1
2016,7822,1,60,1
2016,7830,1,42,1
2016,8015,1,110,1
2016,8105,1,35,1
2016,11604,1,292,1
2016,11750,1,76,1
2016,11942,1,28,1
2016,13577,1,142,1
2016,51795,1,318,1
2016,52444,1,8,1
2016,52444,1,2,1
2016,52455,1,17,1
2016,53343,1,292,1
2016,53354,1,248,1
2016,53559,1,244,1
2016,54095,1,245,1
2016,54987,1,1,1
2016,103514,1,4,1
2016,104222,1,9,1
2016,104855,1,326,1
2016,337,1,75,1
2016,338,1,200,1
2016,340,1,112,1
2016,341,1,67,1
2016,342,1,59,1
2016,3109,1,45,1
2016,3204,1,101,1
2016,3765,1,57,1
2016,4899,1,38,1
2016,5536,1,36,1
2016,8975,1,14,1
2016,9395,1,105,1
2016,9446,1,17,1
2016,10658,1,53,1
2016,14001,1,15,1
2016,14003,1,26,1
2016,14004,1,28,1
2016,14029,1,66,1
2016,19254,1,67,1
2016,19765,1,107,1
2016,53633,1,9,1
2016,53672,1,7,1
2016,54313,1,1,1
2016,54314,1,2,1
2016,54363,1,45,1
2016,90309,1,63,1
2016,90518,1,21,1
2016,90980,1,39,1
2016,91340,1,39,1
2016,101598,1,65,1
2016,101687,1,10,1
2016,102461,1,9,1
2016,102521,1,67,1
2016,102526,1,129,1
2016,102542,1,28,1
2016,102543,1,32,1
2016,102656,1,77,1
2016,102661,1,43,1
2016,102662,1,29,1
2016,102663,1,24,1
2016,102780,1,49,1
2016,102801,1,7,1
2016,103006,1,139,1
2016,103036,1,45,1
2016,103362,1,20,1
2016,103656,1,2,1
2016,103865,1,11,1
2016,104313,1,21,1
2016,105009,1,16,1
2016,105018,1,16,1
2016,347,1,129,1
2016,347,1,22,1
2016,351,1,53,1
2016,791,1,103,1
2016,791,1,16,1
2016,3607,1,103,1
2016,3608,1,48,1
2016,4797,1,28,1
2016,7794,1,2,1
2016,9518,1,21,1
2016,9518,1,10,1
2016,10554,1,179,1
2016,11945,1,113,1
2016,15767,1,14,1
2016,19608,1,114,1
2016,52001,1,14,1
2016,52384,1,110,1
2016,52565,1,5,1
2016,52663,1,23,1
2016,52703,1,3,1
2016,52965,1,15,1
2016,53004,1,17,1
2016,55044,1,15,1
2016,91328,1,11,1
2016,101493,1,2,1
2016,101867,1,45,1
2016,101877,1,20,1
2016,102763,1,14,1
2016,104189,1,13,1
2016,104892,1,14,1
2016,104959,1,17,1
2016,105242,1,31,1
2016,105345,1,10,1
2016,105354,1,106,1
2016,105355,1,24,1
2016,361,1,252,1
2016,362,1,82,1
2016,363,1,94,1
2016,363,1,90,1
2016,364,1,49,1
2016,364,1,57,1
2016,365,1,392,1
2016,366,1,108,1
2016,367,1,2,1
2016,368,1,79,1
2016,369,1,6,1
2016,370,1,23,1
2016,371,1,6,1
2016,372,1,26,1
2016,374,1,11,1
2016,375,1,131,1
2016,377,1,1,1
2016,378,1,26,1
2016,379,1,13,1
2016,380,1,7,1
2016,382,1,103,1
2016,383,1,21,1
2016,384,1,6,1
2016,385,1,43,1
2016,386,1,7,1
2016,388,1,27,1
2016,389,1,2,1
2016,390,1,19,1
2016,391,1,38,1
2016,394,1,5,1
2016,395,1,19,1
2016,2707,1,3,1
2016,2965,1,8,1
2016,3620,1,23,1
2016,3750,1,5,1
2016,3751,1,10,1
2016,3753,1,6,1
2016,3754,1,1,1
2016,3755,1,4,1
2016,3756,1,5,1
2016,4053,1,2,1
2016,4088,1,242,1
2016,4358,1,11,1
2016,4405,1,390,1
2016,4460,1,69,1
2016,5235,1,14,1
2016,5315,1,30,1
2016,6527,1,145,1
2016,8431,1,28,1
2016,10931,1,19,1
2016,10955,1,44,1
2016,10955,1,29,1
2016,10963,1,95,1
2016,10993,1,167,1
2016,10995,1,69,1
2016,11004,1,311,1
2016,11428,1,59,1
2016,13459,1,4,1
2016,13465,1,1,1
2016,13469,1,35,1
2016,13642,1,26,1
2016,15947,1,16,1
2016,16072,1,5,1
2016,16074,1,7,1
2016,16131,1,13,1
2016,17674,1,14,1
2016,19792,1,3,1
2016,52638,1,27,1
2016,52793,1,2,1
2016,52910,1,11,1
2016,52952,1,6,1
2016,53151,1,4,1
2016,53322,1,23,1
2016,53400,1,3,1
2016,53703,1,75,1
2016,53970,1,8,1
2016,54281,1,23,1
2016,54532,1,39,1
2016,54775,1,7,1
2016,90537,1,101,1
2016,90692,1,22,1
2016,90863,1,6,1
2016,90985,1,16,1
2016,91060,1,107,1
2016,91099,1,2,1
2016,91100,1,11,1
2016,91104,1,61,1
2016,91187,1,17,1
2016,91256,1,3,1
2016,91257,1,10,1
2016,91259,1,12,1
2016,91260,1,6,1
2016,91357,1,11,1
2016,91437,1,347,1
2016,91505,1,25,1
2016,101659,1,18,1
2016,101830,1,8,1
2016,102005,1,107,1
2016,103199,1,3,1
2016,103324,1,1,1
2016,103466,1,23,1
2016,103474,1,16,1
2016,103706,1,13,1
2016,103777,1,26,1
2016,103836,1,43,1
2016,103838,1,25,1
2016,104555,1,9,1
2016,104694,1,47,1
2016,104925,1,6,1
2016,1667,1,91,1
2016,1668,1,137,1
2016,1676,1,72,1
2016,4255,1,70,1
2016,4319,1,133,1
2016,5114,1,112,1
2016,12426,1,58,1
2016,19481,1,22,1
2016,19483,1,72,1
2016,19486,1,20,1
2016,52999,1,1,1
2016,91220,1,15,1
2016,101406,1,41,1
2016,101407,1,17,1
2016,101902,1,35,1
2016,102290,1,15,1
2016,102871,1,36,1
2016,103144,1,57,1
2016,1690,1,141,1
2016,1691,1,11,1
2016,1692,1,26,1
2016,1693,1,70,1
2016,1694,1,72,1
2016,2611,1,158,1
2016,4167,1,110,1
2016,4169,1,148,1
2016,8255,1,37,1
2016,10784,1,9,1
2016,11991,1,7,1
2016,12252,1,7,1
2016,13049,1,98,1
2016,20497,1,25,1
2016,51749,1,127,1
2016,52912,1,16,1
2016,53880,1,28,1
2016,54547,1,10,1
2016,54561,1,71,1
2016,54809,1,13,1
2016,54947,1,10,1
2016,90787,1,8,1
2016,101303,1,7,1
2016,101857,1,16,1
2016,103198,1,7,1
2016,104214,1,16,1
2016,1705,1,42,1
2016,1706,1,52,1
2016,1708,1,248,1
2016,3237,1,73,1
2016,5095,1,172,1
2016,5244,1,26,1
2016,6686,1,22,1
2016,7093,1,40,1
2016,7094,1,274,1
2016,7095,1,132,1
2016,7800,1,372,1
2016,8444,1,36,1
2016,9480,1,93,1
2016,11330,1,58,1
2016,11734,1,39,1
2016,13976,1,232,1
2016,52042,1,1,1
2016,91337,1,43,1
2016,102932,1,151,1
2016,1715,1,15,1
2016,1716,1,27,1
2016,1717,1,109,1
2016,1718,1,85,1
2016,1719,1,90,1
2016,3728,1,110,1
2016,4710,1,63,1
2016,4770,1,41,1
2016,5110,1,295,1
2016,7740,1,5,1
2016,15987,1,79,1
2016,51745,1,63,1
2016,53792,1,19,1
2016,54006,1,113,1
2016,103217,1,11,1
2016,9888,1,78,1
2016,10611,1,31,1
2016,16069,1,5,1
2016,90996,1,100,1
2016,103543,1,58,1
2016,104494,1,32,1
2016,105287,1,55,1
2016,105618,1,14,1
2016,19945,1,57,1
2016,20058,1,51,1
2016,53038,1,16,1
2016,103833,1,57,1
2016,104395,1,43,1
2016,19920,1,8,1
2016,20491,1,1,1
2016,101581,1,2,1
2016,19891,1,1,1
2016,90821,1,2,1
2016,400,1,4,1
2016,401,1,31,1
2016,403,1,566,1
2016,404,1,162,1
2016,405,1,189,1
2016,407,1,8,1
2016,412,1,12,1
2016,413,1,734,1
2016,417,1,50,1
2016,420,1,329,1
2016,426,1,102,1
2016,427,1,238,1
2016,429,1,187,1
2016,430,1,350,1
2016,431,1,138,1
2016,432,1,21,1
2016,434,1,692,1
2016,435,1,124,1
2016,436,1,152,1
2016,438,1,236,1
2016,439,1,643,1
2016,440,1,369,1
2016,441,1,147,1
2016,442,1,148,1
2016,444,1,1168,1
2016,445,1,314,1
2016,446,1,439,1
2016,448,1,990,1
2016,450,1,268,1
2016,451,1,39,1
2016,452,1,201,1
2016,453,1,99,1
2016,454,1,68,1
2016,455,1,52,1
2016,456,1,129,1
2016,483,1,13,1
2016,494,1,3,1
2016,504,1,23,1
2016,510,1,27,1
2016,513,1,11,1
2016,515,1,10,1
2016,516,1,4,1
2016,517,1,4,1
2016,519,1,9,1
2016,677,1,2,1
2016,2833,1,12,1
2016,3275,1,177,1
2016,3431,1,37,1
2016,3678,1,64,1
2016,4758,1,11,1
2016,4759,1,20,1
2016,5012,1,2,1
2016,5115,1,2,1
2016,5330,1,11,1
2016,7183,1,2,1
2016,8352,1,13,1
2016,9302,1,1,1
2016,9303,1,10,1
2016,10339,1,225,1
2016,10555,1,92,1
2016,10578,1,182,1
2016,10748,1,49,1
2016,10753,1,60,1
2016,10754,1,171,1
2016,11408,1,11,1
2016,11417,1,362,1
2016,14866,1,9,1
2016,15929,1,5,1
2016,16058,1,8,1
2016,16175,1,5,1
2016,16990,1,2,1
2016,17704,1,161,1
2016,17705,1,17,1
2016,17706,1,26,1
2016,17708,1,2,1
2016,17711,1,31,1
2016,19456,1,29,1
2016,19932,1,19,1
2016,19944,1,68,1
2016,20042,1,1589,1
2016,20267,1,426,1
2016,20270,1,433,1
2016,20370,1,159,1
2016,20388,1,2,1
2016,20478,1,25,1
2016,20602,1,127,1
2016,20609,1,204,1
2016,20612,1,2,1
2016,20838,1,8,1
2016,51603,1,302,1
2016,51649,1,7,1
2016,51763,1,4,1
2016,52153,1,6,1
2016,52490,1,675,1
2016,52546,1,25,1
2016,52623,1,12,1
2016,53018,1,41,1
2016,53287,1,5,1
2016,53452,1,11,1
2016,53619,1,12,1
2016,54174,1,480,1
2016,54176,1,9,1
2016,54182,1,130,1
2016,54264,1,10,1
2016,54507,1,5,1
2016,54787,1,20,1
2016,54875,1,5,1
2016,54941,1,3,1
2016,54948,1,5,1
2016,55090,1,110,1
2016,55177,1,3356,1
2016,90340,1,9,1
2016,90391,1,14,1
2016,90402,1,202,1
2016,90639,1,3,1
2016,90657,1,5,1
2016,90717,1,37,1
2016,90794,1,16,1
2016,90795,1,15,1
2016,91111,1,12,1
2016,91286,1,11,1
2016,91374,1,13,1
2016,101535,1,2,1
2016,101537,1,1,1
2016,101539,1,25,1
2016,101540,1,56,1
2016,101571,1,21,1
2016,101594,1,29,1
2016,101606,1,1,1
2016,101699,1,24,1
2016,101706,1,38,1
2016,101865,1,1,1
2016,101929,1,14,1
2016,101991,1,18,1
2016,102276,1,3,1
2016,102522,1,3,1
2016,102636,1,12,1
2016,102672,1,7,1
2016,102814,1,29,1
2016,102886,1,275,1
2016,102971,1,2,1
2016,102972,1,213,1
2016,103110,1,106,1
2016,103138,1,26,1
2016,103141,1,3,1
2016,103309,1,42,1
2016,103312,1,50,1
2016,103319,1,77,1
2016,103592,1,43,1
2016,103798,1,1,1
2016,103853,1,110,1
2016,103859,1,15,1
2016,103889,1,23,1
2016,103895,1,11,1
2016,103895,1,3,1
