Año,Código SNIES del programa,Id Género,Inscritos 2016,Semestre
continuous,continuous,1 2,continuous,1 2
,,,,
2016,103645,1,2,1
2016,103714,1,2,1
2016,103721,1,15,1
2016,103897,1,69,1
2016,104416,1,3,1
2016,104835,1,2,1
2016,104884,1,1,1
2016,105024,1,3,1
2016,105031,1,2,1
2016,1422,1,391,1
2016,1425,1,261,1
2016,1426,1,287,1
2016,9580,1,50,1
2016,19095,1,25,1
2016,54074,1,28,1
2016,54111,1,23,1
2016,54286,1,12,1
2016,54315,1,12,1
2016,54388,1,69,1
2016,54811,1,15,1
2016,54812,1,8,1
2016,91042,1,16,1
2016,91043,1,5,1
2016,91044,1,24,1
2016,91045,1,67,1
2016,91047,1,62,1
2016,101395,1,82,1
2016,101637,1,3,1
2016,102533,1,1,1
2016,102584,1,1,1
2016,102880,1,27,1
2016,104491,1,31,1
2016,1430,1,142,1
2016,1431,1,7,1
2016,1432,1,9,1
2016,3450,1,2,1
2016,3677,1,1,1
2016,3725,1,51,1
2016,4833,1,17,1
2016,11247,1,16,1
2016,11301,1,6,1
2016,52544,1,11,1
2016,53870,1,8,1
2016,54154,1,6,1
2016,54156,1,1,1
2016,54332,1,6,1
2016,101874,1,2,1
2016,102839,1,35,1
2016,1433,1,114,1
2016,1434,1,41,1
2016,1435,1,4,1
2016,1439,1,45,1
2016,1441,1,33,1
2016,1442,1,100,1
2016,1444,1,77,1
2016,1445,1,22,1
2016,1446,1,537,1
2016,1447,1,28,1
2016,1448,1,158,1
2016,1450,1,186,1
2016,1451,1,225,1
2016,1455,1,8,1
2016,2453,1,28,1
2016,5170,1,12,1
2016,6661,1,4,1
2016,7245,1,13,1
2016,10840,1,125,1
2016,12852,1,19,1
2016,16999,1,134,1
2016,19203,1,2,1
2016,19493,1,8,1
2016,19494,1,10,1
2016,19515,1,20,1
2016,52275,1,6,1
2016,52553,1,6,1
2016,53470,1,118,1
2016,53939,1,12,1
2016,55061,1,67,1
2016,55200,1,125,1
2016,90459,1,4,1
2016,90462,1,3,1
2016,90709,1,5,1
2016,90764,1,4,1
2016,90789,1,294,1
2016,90799,1,156,1
2016,91435,1,2,1
2016,101358,1,1,1
2016,103720,1,1,1
2016,103898,1,4,1
2016,104089,1,6,1
2016,104176,1,6,1
2016,936,1,8,1
2016,1464,1,11,1
2016,1466,1,75,1
2016,2616,1,54,1
2016,2801,1,71,1
2016,2850,1,119,1
2016,2851,1,15,1
2016,3462,1,1,1
2016,3695,1,34,1
2016,5046,1,12,1
2016,5279,1,7,1
2016,5303,1,13,1
2016,6707,1,24,1
2016,7246,1,65,1
2016,7247,1,133,1
2016,7867,1,13,1
2016,9335,1,79,1
2016,9503,1,57,1
2016,12711,1,124,1
2016,15278,1,51,1
2016,16120,1,27,1
2016,52724,1,23,1
2016,53670,1,65,1
2016,53691,1,65,1
2016,54139,1,12,1
2016,54140,1,18,1
2016,54283,1,50,1
2016,54467,1,4,1
2016,55069,1,4,1
2016,55103,1,4,1
2016,55174,1,5,1
2016,90660,1,19,1
2016,101658,1,37,1
2016,101813,1,9,1
2016,101903,1,4,1
2016,101904,1,5,1
2016,101957,1,22,1
2016,101970,1,5,1
2016,102146,1,8,1
2016,102319,1,7,1
2016,102485,1,25,1
2016,102486,1,27,1
2016,102534,1,4,1
2016,102640,1,2,1
2016,102783,1,3,1
2016,104287,1,7,1
2016,104288,1,37,1
2016,1475,1,316,1
2016,1476,1,105,1
2016,1477,1,74,1
2016,2636,1,62,1
2016,2738,1,9,1
2016,2929,1,149,1
2016,3054,1,36,1
2016,3141,1,40,1
2016,3152,1,52,1
2016,3298,1,7,1
2016,3312,1,2,1
2016,3517,1,13,1
2016,3518,1,39,1
2016,3697,1,63,1
2016,3698,1,118,1
2016,3699,1,48,1
2016,3709,1,18,1
2016,3852,1,10,1
2016,3853,1,50,1
2016,3922,1,10,1
2016,4039,1,6,1
2016,4223,1,3,1
2016,4225,1,6,1
2016,4232,1,7,1
2016,4631,1,39,1
2016,4633,1,15,1
2016,4634,1,60,1
2016,4783,1,223,1
2016,4842,1,6,1
2016,5098,1,72,1
2016,5131,1,34,1
2016,5305,1,9,1
2016,5306,1,67,1
2016,13214,1,7,1
2016,14031,1,23,1
2016,15491,1,18,1
2016,17680,1,25,1
2016,19514,1,11,1
2016,20886,1,104,1
2016,52240,1,10,1
2016,52386,1,11,1
2016,52539,1,2,1
2016,53016,1,7,1
2016,53072,1,21,1
2016,53720,1,7,1
2016,54618,1,11,1
2016,54756,1,21,1
2016,54757,1,15,1
2016,54867,1,8,1
2016,55050,1,11,1
2016,90653,1,76,1
2016,90928,1,18,1
2016,101709,1,10,1
2016,101971,1,10,1
2016,102765,1,10,1
2016,102852,1,28,1
2016,1483,1,340,1
2016,1485,1,82,1
2016,1487,1,66,1
2016,1488,1,47,1
2016,1489,1,43,1
2016,1490,1,30,1
2016,1491,1,13,1
2016,3440,1,8,1
2016,3662,1,59,1
2016,4347,1,157,1
2016,4860,1,3,1
2016,4868,1,7,1
2016,5022,1,75,1
2016,5023,1,63,1
2016,5067,1,3,1
2016,6372,1,26,1
2016,7249,1,9,1
2016,8167,1,7,1
2016,8606,1,18,1
2016,10550,1,38,1
2016,10688,1,78,1
2016,11327,1,14,1
2016,11463,1,4,1
2016,14032,1,13,1
2016,16867,1,39,1
2016,19098,1,1,1
2016,19109,1,31,1
2016,19533,1,21,1
2016,19817,1,2,1
2016,51807,1,33,1
2016,52543,1,9,1
2016,52674,1,9,1
2016,53055,1,8,1
2016,54062,1,6,1
2016,54091,1,30,1
2016,54092,1,14,1
2016,54153,1,48,1
2016,54476,1,9,1
2016,54477,1,15,1
2016,90345,1,16,1
2016,101849,1,14,1
2016,102387,1,2,1
2016,103113,1,2,1
2016,103410,1,42,1
2016,103473,1,71,1
2016,103488,1,7,1
2016,104709,1,15,1
2016,1492,1,212,1
2016,1493,1,260,1
2016,1494,1,95,1
2016,1496,1,5,1
2016,2744,1,7,1
2016,4417,1,16,1
2016,6554,1,9,1
2016,6555,1,9,1
2016,6580,1,3,1
2016,6640,1,13,1
2016,7920,1,17,1
2016,8559,1,21,1
2016,9843,1,14,1
2016,9872,1,22,1
2016,9873,1,13,1
2016,9878,1,11,1
2016,11584,1,17,1
2016,12633,1,6,1
2016,13144,1,5,1
2016,13370,1,63,1
2016,52206,1,80,1
2016,53176,1,4,1
2016,53583,1,17,1
2016,54039,1,22,1
2016,54334,1,30,1
2016,54592,1,1,1
2016,54930,1,5,1
2016,54944,1,6,1
2016,90496,1,2,1
2016,90907,1,5,1
2016,101898,1,3,1
2016,103382,1,3,1
2016,1497,1,335,1
2016,1498,1,142,1
2016,3436,1,7,1
2016,3437,1,32,1
2016,3439,1,13,1
2016,4382,1,57,1
2016,5076,1,5,1
2016,7254,1,14,1
2016,9455,1,5,1
2016,9456,1,6,1
2016,9976,1,4,1
2016,10123,1,6,1
2016,10124,1,20,1
2016,10126,1,11,1
2016,10127,1,37,1
2016,10818,1,10,1
2016,52244,1,20,1
2016,53080,1,6,1
2016,53413,1,31,1
2016,54333,1,6,1
2016,54529,1,45,1
2016,102555,1,20,1
2016,102778,1,2,1
2016,103108,1,9,1
2016,103132,1,4,1
2016,103328,1,7,1
2016,103594,1,12,1
2016,103662,1,17,1
2016,103663,1,8,1
2016,103664,1,26,1
2016,103705,1,3,1
2016,103887,1,5,1
2016,104405,1,4,1
2016,104538,1,3,1
2016,1499,1,186,1
2016,4830,1,33,1
2016,4832,1,14,1
2016,5074,1,4,1
2016,9253,1,14,1
2016,9387,1,43,1
2016,9390,1,10,1
2016,9963,1,28,1
2016,10013,1,31,1
2016,10082,1,7,1
2016,12085,1,1,1
2016,13367,1,31,1
2016,13368,1,19,1
2016,20259,1,139,1
2016,52923,1,11,1
2016,52924,1,1,1
2016,53032,1,7,1
2016,90993,1,7,1
2016,102168,1,1,1
2016,102646,1,12,1
2016,103040,1,22,1
2016,103193,1,9,1
2016,103467,1,17,1
2016,103759,1,7,1
2016,103811,1,3,1
2016,104146,1,1,1
2016,104532,1,21,1
2016,104788,1,1,1
2016,1503,1,152,1
2016,1504,1,12,1
2016,4164,1,25,1
2016,5066,1,5,1
2016,8244,1,1,1
2016,8245,1,1,1
2016,8247,1,17,1
2016,11183,1,13,1
2016,20891,1,8,1
2016,101817,1,15,1
2016,102135,1,15,1
2016,102229,1,16,1
2016,103651,1,15,1
2016,104167,1,16,1
2016,104488,1,5,1
2016,104650,1,10,1
2016,104712,1,17,1
2016,4354,1,37,1
2016,4671,1,18,1
2016,4940,1,23,1
2016,7791,1,2,1
2016,8410,1,7,1
2016,12215,1,6,1
2016,14042,1,2,1
2016,14043,1,4,1
2016,14047,1,5,1
2016,14965,1,15,1
2016,53019,1,6,1
2016,53238,1,16,1
2016,54481,1,3,1
2016,54817,1,11,1
2016,55080,1,9,1
2016,91282,1,8,1
2016,103755,1,5,1
2016,1512,1,314,1
2016,1513,1,31,1
2016,1514,1,114,1
2016,1516,1,440,1
2016,1519,1,11,1
2016,1520,1,8,1
2016,2095,1,8,1
2016,3134,1,170,1
2016,3136,1,21,1
2016,3193,1,119,1
2016,3295,1,19,1
2016,3836,1,31,1
2016,4670,1,18,1
2016,4895,1,3,1
2016,4980,1,16,1
2016,5262,1,1,1
2016,7255,1,82,1
2016,9312,1,64,1
2016,9340,1,3,1
2016,9525,1,8,1
2016,9527,1,11,1
2016,10243,1,58,1
2016,10768,1,12,1
2016,10872,1,5,1
2016,10875,1,2,1
2016,11121,1,1,1
2016,11128,1,47,1
2016,14880,1,118,1
2016,15243,1,154,1
2016,15245,1,8,1
2016,15957,1,1,1
2016,16063,1,11,1
2016,17490,1,36,1
2016,51771,1,10,1
2016,52254,1,21,1
2016,52255,1,32,1
2016,52314,1,4,1
2016,52403,1,35,1
2016,53382,1,7,1
2016,53838,1,20,1
2016,54205,1,14,1
2016,54206,1,15,1
2016,54580,1,8,1
2016,54616,1,9,1
2016,55087,1,3,1
2016,55098,1,8,1
2016,55112,1,2,1
2016,90466,1,10,1
2016,90482,1,8,1
2016,90575,1,1,1
2016,90644,1,11,1
2016,90713,1,4,1
2016,90777,1,27,1
2016,90781,1,29,1
2016,90968,1,8,1
2016,91253,1,7,1
2016,91295,1,6,1
2016,101281,1,3,1
2016,101308,1,4,1
2016,101357,1,3,1
2016,101440,1,4,1
2016,101548,1,5,1
2016,101551,1,36,1
2016,101568,1,1,1
2016,101569,1,4,1
2016,101595,1,46,1
2016,101601,1,3,1
2016,101602,1,3,1
2016,101785,1,5,1
2016,101996,1,12,1
2016,102026,1,1,1
2016,102615,1,7,1
2016,102680,1,6,1
2016,102813,1,1,1
2016,103032,1,73,1
2016,103149,1,146,1
2016,103150,1,16,1
2016,103155,1,1,1
2016,103210,1,9,1
2016,103268,1,12,1
2016,103478,1,43,1
2016,103483,1,1,1
2016,103576,1,3,1
2016,103600,1,16,1
2016,103608,1,6,1
2016,103734,1,2,1
2016,103762,1,1,1
2016,103763,1,52,1
2016,103764,1,1,1
2016,103765,1,1,1
2016,103766,1,5,1
2016,103872,1,2,1
2016,103885,1,9,1
2016,104617,1,10,1
2016,1527,1,94,1
2016,1529,1,146,1
2016,1531,1,78,1
2016,1532,1,223,1
2016,1533,1,600,1
2016,1534,1,297,1
2016,1535,1,608,1
2016,1536,1,608,1
2016,1537,1,66,1
2016,1539,1,1109,1
2016,1540,1,734,1
2016,1541,1,238,1
2016,1542,1,938,1
2016,1543,1,745,1
2016,1544,1,552,1
2016,1545,1,149,1
2016,1546,1,221,1
2016,1547,1,135,1
2016,1548,1,150,1
2016,1560,1,22,1
2016,1568,1,40,1
2016,1569,1,12,1
2016,1573,1,13,1
2016,1574,1,51,1
2016,1576,1,16,1
2016,1578,1,74,1
2016,1579,1,26,1
2016,1580,1,14,1
2016,1581,1,43,1
2016,1582,1,27,1
2016,1585,1,17,1
2016,1587,1,3,1
2016,2854,1,4,1
2016,3918,1,69,1
2016,4017,1,503,1
2016,4457,1,22,1
2016,4690,1,746,1
2016,4848,1,7,1
2016,4904,1,18,1
2016,5182,1,11,1
2016,6684,1,42,1
2016,7026,1,12,1
2016,7258,1,63,1
2016,7259,1,13,1
2016,8189,1,343,1
2016,11188,1,49,1
2016,11273,1,3,1
2016,11457,1,19,1
2016,13595,1,4,1
2016,16071,1,15,1
2016,19931,1,6,1
2016,19948,1,129,1
2016,20044,1,1095,1
2016,20822,1,22,1
2016,20943,1,13,1
2016,21536,1,11,1
2016,51727,1,2,1
2016,51729,1,6,1
2016,52330,1,9,1
2016,53014,1,9,1
2016,53332,1,9,1
2016,53498,1,2,1
2016,53541,1,266,1
2016,53766,1,3,1
2016,53895,1,4,1
2016,53940,1,4,1
2016,54025,1,2,1
2016,54524,1,55,1
2016,54526,1,28,1
2016,54527,1,23,1
2016,54602,1,18,1
2016,54917,1,5,1
2016,55079,1,3,1
2016,90498,1,13,1
2016,90618,1,1,1
2016,90686,1,5,1
2016,90771,1,7,1
2016,90772,1,208,1
2016,90798,1,19,1
2016,91110,1,8,1
2016,91142,1,421,1
2016,91235,1,6,1
2016,91281,1,17,1
2016,91364,1,3,1
2016,91386,1,7,1
2016,91508,1,1,1
2016,101531,1,69,1
2016,101532,1,3,1
2016,101691,1,3,1
2016,102021,1,11,1
2016,102073,1,43,1
2016,102074,1,36,1
2016,102269,1,84,1
2016,102379,1,14,1
2016,102438,1,11,1
2016,102711,1,4,1
2016,102920,1,176,1
2016,103101,1,7,1
2016,103269,1,8,1
2016,103397,1,3,1
2016,103606,1,4,1
2016,104235,1,134,1
2016,104304,1,139,1
2016,104693,1,151,1
2016,104697,1,37,1
2016,104737,1,18,1
2016,104993,1,44,1
2016,105047,1,9,1
2016,105052,1,6,1
2016,105053,1,22,1
2016,105054,1,20,1
2016,105055,1,15,1
2016,1591,1,19,1
2016,1592,1,70,1
2016,1593,1,38,1
2016,2855,1,16,1
2016,6711,1,28,1
2016,9584,1,3,1
2016,16264,1,31,1
2016,52190,1,23,1
2016,52313,1,16,1
2016,53091,1,412,1
2016,54514,1,32,1
2016,54571,1,25,1
2016,54586,1,16,1
2016,54661,1,80,1
2016,55015,1,8,1
2016,90383,1,40,1
2016,90719,1,10,1
2016,91279,1,7,1
2016,101329,1,30,1
2016,101445,1,15,1
2016,101759,1,11,1
2016,103013,1,27,1
2016,103066,1,21,1
2016,104165,1,13,1
2016,1595,1,8,1
2016,1596,1,16,1
2016,1597,1,75,1
2016,1598,1,327,1
2016,1599,1,134,1
2016,3003,1,53,1
2016,3047,1,7,1
2016,3055,1,34,1
2016,3454,1,32,1
2016,3571,1,52,1
2016,3849,1,11,1
2016,3888,1,25,1
2016,4019,1,224,1
2016,11360,1,16,1
2016,20269,1,19,1
2016,52160,1,20,1
2016,53074,1,51,1
2016,53260,1,27,1
2016,53320,1,12,1
2016,53716,1,158,1
2016,53869,1,11,1
2016,54275,1,16,1
2016,54582,1,47,1
2016,101688,1,16,1
2016,102837,1,24,1
2016,103194,1,77,1
2016,104453,1,14,1
2016,1605,1,29,1
2016,1606,1,16,1
2016,1607,1,6,1
2016,3254,1,46,1
2016,3500,1,12,1
2016,4036,1,26,1
2016,4148,1,20,1
2016,5924,1,23,1
2016,5974,1,5,1
2016,6173,1,9,1
2016,6741,1,5,1
2016,8241,1,9,1
2016,8380,1,38,1
2016,10799,1,4,1
2016,15052,1,113,1
2016,52723,1,307,1
2016,53876,1,2,1
2016,54494,1,20,1
2016,91131,1,6,1
2016,101689,1,20,1
2016,101814,1,5,1
2016,101985,1,2,1
2016,102025,1,13,1
2016,102434,1,37,1
2016,104415,1,17,1
2016,104897,1,21,1
2016,105284,1,4,1
2016,1614,1,30,1
2016,3855,1,45,1
2016,4336,1,105,1
2016,5019,1,36,1
2016,8493,1,2,1
2016,15188,1,14,1
2016,52197,1,12,1
2016,53840,1,45,1
2016,101805,1,1,1
2016,101822,1,18,1
2016,101823,1,49,1
2016,102142,1,3,1
2016,102291,1,1,1
2016,102764,1,5,1
2016,103411,1,12,1
2016,1626,1,19,1
2016,3807,1,1,1
2016,4803,1,10,1
2016,7286,1,81,1
2016,54831,1,20,1
2016,101632,1,2,1
2016,104451,1,14,1
2016,1627,1,15,1
2016,1628,1,53,1
2016,1630,1,43,1
2016,3026,1,1,1
2016,3255,1,90,1
2016,3529,1,254,1
2016,4035,1,21,1
2016,4176,1,9,1
2016,4644,1,1,1
2016,4657,1,7,1
2016,7821,1,63,1
2016,8207,1,27,1
2016,101503,1,1,1
2016,1635,1,20,1
2016,1636,1,74,1
2016,3264,1,52,1
2016,9528,1,97,1
2016,52644,1,19,1
2016,101297,1,15,1
2016,101298,1,7,1
2016,101778,1,10,1
2016,1640,1,128,1
2016,1641,1,58,1
2016,1642,1,30,1
2016,1643,1,152,1
2016,1644,1,11,1
2016,1645,1,5,1
2016,1646,1,8,1
2016,1647,1,2,1
2016,1649,1,6,1
2016,2689,1,27,1
2016,2754,1,50,1
2016,2935,1,36,1
2016,3040,1,15,1
2016,3062,1,7,1
2016,3488,1,401,1
2016,3809,1,20,1
2016,4257,1,8,1
2016,5091,1,16,1
2016,6316,1,5,1
2016,7730,1,4,1
2016,7731,1,210,1
2016,8581,1,4,1
2016,8585,1,8,1
2016,9315,1,11,1
2016,9317,1,16,1
2016,9318,1,3,1
2016,9319,1,6,1
2016,9727,1,77,1
2016,10359,1,1,1
2016,10363,1,10,1
2016,11102,1,4,1
2016,11950,1,10,1
2016,15441,1,5,1
2016,15577,1,48,1
2016,19259,1,24,1
2016,19312,1,11,1
2016,20638,1,29,1
2016,20837,1,31,1
2016,51809,1,26,1
2016,52201,1,6,1
2016,52416,1,20,1
2016,52419,1,4,1
2016,53525,1,16,1
2016,53628,1,7,1
2016,53829,1,8,1
2016,54067,1,60,1
2016,54446,1,20,1
2016,54946,1,4,1
2016,90316,1,18,1
2016,90786,1,9,1
2016,90873,1,72,1
2016,91040,1,13,1
2016,91103,1,2,1
2016,101500,1,6,1
2016,101878,1,59,1
2016,102173,1,20,1
2016,102230,1,33,1
2016,102477,1,13,1
2016,102727,1,5,1
2016,103125,1,3,1
2016,103377,1,12,1
2016,103650,1,17,1
2016,103910,1,1,1
2016,104097,1,2,1
2016,104110,1,44,1
2016,104143,1,2,1
2016,104227,1,20,1
2016,104435,1,4,1
2016,104474,1,2,1
2016,104629,1,2,1
2016,104648,1,15,1
2016,104785,1,20,1
2016,104793,1,60,1
2016,104978,1,83,1
2016,1650,1,13,1
2016,1651,1,16,1
2016,1652,1,7,1
2016,1653,1,4,1
2016,1654,1,354,1
2016,1655,1,13,1
2016,1656,1,40,1
2016,1657,1,12,1
2016,1658,1,1,1
2016,1661,1,4,1
2016,1662,1,10,1
2016,1663,1,2,1
2016,1664,1,5,1
2016,4041,1,13,1
2016,91026,1,2,1
2016,1914,1,19,1
2016,1915,1,46,1
2016,1916,1,53,1
2016,1918,1,61,1
2016,1919,1,92,1
2016,2980,1,6,1
2016,3492,1,17,1
2016,3733,1,2,1
2016,11773,1,5,1
2016,12761,1,27,1
2016,17692,1,18,1
2016,19546,1,77,1
2016,19726,1,4,1
2016,20040,1,157,1
2016,52499,1,8,1
2016,53054,1,4,1
2016,53335,1,1,1
2016,53495,1,11,1
2016,53655,1,11,1
2016,53756,1,4,1
2016,54000,1,3,1
2016,54090,1,12,1
2016,54307,1,3,1
2016,54318,1,11,1
2016,54353,1,163,1
2016,54766,1,27,1
2016,54815,1,62,1
2016,55070,1,35,1
2016,90753,1,16,1
2016,90856,1,111,1
2016,91350,1,26,1
2016,102851,1,66,1
2016,103064,1,2,1
2016,103248,1,1,1
2016,103345,1,2,1
2016,103673,1,3,1
2016,103861,1,3,1
2016,104062,1,3,1
2016,104207,1,10,1
2016,104212,1,1,1
2016,104656,1,5,1
2016,104770,1,12,1
2016,105107,1,50,1
2016,105113,1,50,1
2016,105114,1,25,1
2016,895,1,1,1
2016,1936,1,29,1
2016,1937,1,15,1
2016,1942,1,36,1
2016,1943,1,2,1
2016,1943,1,2,1
2016,1943,1,1,1
2016,1943,1,2,1
2016,1943,1,1,1
2016,1943,1,1,1
2016,1943,1,1,1
2016,1943,1,1,1
2016,1943,1,1,1
2016,1943,1,1,1
2016,1943,1,6,1
2016,1943,1,3,1
2016,1943,1,1,1
2016,1943,1,1,1
2016,1943,1,5,1
2016,1943,1,1,1
2016,1943,1,14,1
2016,1944,1,24,1
2016,1946,1,56,1
2016,1950,1,20,1
2016,2533,1,7,1
2016,2533,1,1,1
2016,2533,1,2,1
2016,2533,1,1,1
2016,2533,1,6,1
2016,2533,1,3,1
2016,2533,1,6,1
2016,2533,1,3,1
2016,2533,1,3,1
2016,2533,1,1,1
2016,2533,1,11,1
2016,2533,1,4,1
2016,2533,1,3,1
2016,2533,1,3,1
2016,2533,1,1,1
2016,2533,1,1,1
2016,2533,1,1,1
2016,2533,1,4,1
2016,2533,1,3,1
2016,2534,1,33,1
2016,2537,1,21,1
2016,2538,1,7,1
2016,2675,1,10,1
2016,2675,1,1,1
2016,2675,1,1,1
2016,2690,1,6,1
2016,2829,1,34,1
2016,2888,1,68,1
2016,2891,1,165,1
2016,2990,1,122,1
2016,3159,1,1,1
2016,3159,1,1,1
2016,3159,1,1,1
2016,3173,1,1,1
2016,3173,1,1,1
2016,3173,1,7,1
2016,3173,1,1,1
2016,3173,1,3,1
2016,3173,1,1,1
2016,3173,1,2,1
2016,3173,1,1,1
2016,3267,1,35,1
2016,3306,1,6,1
2016,3581,1,9,1
2016,3581,1,3,1
2016,3581,1,1,1
2016,3581,1,2,1
2016,3581,1,10,1
2016,3581,1,4,1
2016,3581,1,3,1
2016,3581,1,10,1
2016,3581,1,19,1
2016,3581,1,11,1
2016,3581,1,1,1
2016,3581,1,14,1
2016,3581,1,12,1
2016,3581,1,9,1
2016,3581,1,12,1
2016,3581,1,5,1
2016,3581,1,4,1
2016,3581,1,5,1
2016,3581,1,26,1
2016,4356,1,67,1
2016,4911,1,294,1
2016,5314,1,67,1
2016,5528,1,29,1
2016,5529,1,5,1
2016,5541,1,22,1
2016,5542,1,45,1
2016,5544,1,10,1
2016,5548,1,1,1
2016,5550,1,5,1
2016,5565,1,1,1
2016,5580,1,6,1
2016,5595,1,6,1
2016,5599,1,1,1
2016,5961,1,5,1
2016,6011,1,8,1
2016,6012,1,13,1
2016,6062,1,47,1
2016,6064,1,5,1
2016,6065,1,4,1
2016,6067,1,31,1
2016,6080,1,4,1
2016,6081,1,4,1
2016,6082,1,28,1
2016,6083,1,28,1
2016,6084,1,6,1
2016,6086,1,1,1
2016,6088,1,9,1
2016,6182,1,20,1
2016,6183,1,23,1
2016,6184,1,12,1
2016,6185,1,7,1
2016,6186,1,15,1
2016,6187,1,11,1
2016,8939,1,45,1
2016,9559,1,39,1
2016,9874,1,12,1
2016,9915,1,7,1
2016,9968,1,7,1
2016,10425,1,9,1
2016,10825,1,7,1
2016,10835,1,10,1
2016,11166,1,1,1
2016,11588,1,21,1
2016,11656,1,7,1
2016,11716,1,13,1
2016,11815,1,4,1
2016,11817,1,7,1
2016,11820,1,5,1
2016,11822,1,8,1
2016,12320,1,17,1
2016,12320,1,25,1
2016,12320,1,29,1
2016,12320,1,7,1
2016,12320,1,17,1
2016,12320,1,12,1
2016,12320,1,14,1
2016,12320,1,6,1
2016,12320,1,17,1
2016,12320,1,1,1
2016,12320,1,13,1
2016,12320,1,8,1
2016,12320,1,9,1
2016,12320,1,15,1
2016,12320,1,2,1
2016,12320,1,43,1
2016,12320,1,6,1
2016,12320,1,14,1
2016,12320,1,51,1
2016,12320,1,11,1
2016,12320,1,30,1
2016,12320,1,27,1
2016,12376,1,5,1
2016,12391,1,19,1
2016,12393,1,16,1
2016,12398,1,49,1
2016,13275,1,5,1
2016,13276,1,2,1
2016,13294,1,4,1
2016,13297,1,1,1
2016,13314,1,9,1
2016,13318,1,25,1
2016,13321,1,68,1
2016,13328,1,10,1
2016,13344,1,8,1
2016,13350,1,9,1
2016,13350,1,29,1
2016,13351,1,10,1
2016,13354,1,1,1
2016,13355,1,1,1
2016,13357,1,55,1
2016,13837,1,26,1
2016,14119,1,30,1
2016,14122,1,11,1
2016,14384,1,40,1
2016,15897,1,9,1
2016,15898,1,4,1
2016,16116,1,1,1
2016,16205,1,1,1
2016,16213,1,9,1
2016,16217,1,2,1
2016,16222,1,3,1
2016,16224,1,5,1
2016,16226,1,2,1
2016,16228,1,3,1
2016,16234,1,50,1
2016,20546,1,27,1
2016,54259,1,1,1
2016,54336,1,2,1
2016,54484,1,10,1
2016,54679,1,9,1
2016,54764,1,1,1
2016,55191,1,1,1
2016,55191,1,1,1
2016,55191,1,2,1
2016,55191,1,2,1
2016,55201,1,2,1
2016,55201,1,1,1
2016,55201,1,1,1
2016,55201,1,14,1
2016,90872,1,19,1
2016,90927,1,26,1
2016,91124,1,16,1
2016,91460,1,2,1
2016,91460,1,1,1
2016,91492,1,1,1
2016,101314,1,2,1
2016,101314,1,1,1
2016,101314,1,2,1
2016,101739,1,6,1
2016,101888,1,7,1
2016,102574,1,2,1
2016,102927,1,7,1
2016,102945,1,59,1
2016,102976,1,19,1
2016,103084,1,3,1
2016,103085,1,9,1
2016,103128,1,14,1
2016,103205,1,9,1
2016,103245,1,3,1
2016,103264,1,3,1
2016,103304,1,3,1
2016,103699,1,33,1
2016,103782,1,3,1
2016,103908,1,76,1
2016,104092,1,7,1
2016,104184,1,4,1
2016,104228,1,3,1
2016,104294,1,4,1
2016,104316,1,1,1
2016,104464,1,9,1
2016,104465,1,3,1
2016,104468,1,1,1
2016,104602,1,8,1
2016,104637,1,8,1
2016,104663,1,5,1
2016,104769,1,3,1
2016,105100,1,1,1
2016,2016,1,13,1
2016,2539,1,20,1
2016,4175,1,2,1
2016,4389,1,31,1
2016,4396,1,1,1
2016,4396,1,1,1
2016,5000,1,28,1
2016,7950,1,36,1
2016,9294,1,23,1
2016,10883,1,1,1
2016,10883,1,9,1
2016,10883,1,13,1
2016,11322,1,1,1
2016,11322,1,1,1
2016,52098,1,7,1
2016,52098,1,6,1
2016,52098,1,35,1
2016,52098,1,1,1
2016,52098,1,4,1
2016,52098,1,18,1
2016,91010,1,6,1
2016,91010,1,16,1
2016,91010,1,14,1
2016,91051,1,7,1
2016,91324,1,4,1
2016,91325,1,3,1
2016,101490,1,12,1
2016,101490,1,22,1
2016,101490,1,10,1
2016,101490,1,8,1
2016,101490,1,14,1
2016,101490,1,7,1
2016,101490,1,10,1
2016,101491,1,8,1
2016,101491,1,10,1
2016,101491,1,7,1
2016,102665,1,15,1
2016,102785,1,1,1
2016,102785,1,14,1
2016,103086,1,2,1
2016,103375,1,6,1
2016,103375,1,2,1
2016,103875,1,1,1
2016,104023,1,16,1
2016,104023,1,1,1
2016,104148,1,11,1
2016,104148,1,9,1
2016,104148,1,18,1
2016,104148,1,25,1
2016,104148,1,9,1
2016,104148,1,13,1
2016,104148,1,20,1
2016,104148,1,7,1
2016,104148,1,28,1
2016,104148,1,7,1
2016,104148,1,11,1
2016,104148,1,100,1
2016,104148,1,14,1
2016,104440,1,5,1
2016,104915,1,13,1
2016,105096,1,6,1
2016,105096,1,15,1
2016,1991,1,77,1
2016,2004,1,30,1
2016,4343,1,17,1
2016,4349,1,152,1
2016,4526,1,4,1
2016,5093,1,44,1
2016,6591,1,114,1
2016,7620,1,34,1
2016,9451,1,95,1
2016,19936,1,3,1
2016,19938,1,46,1
2016,20433,1,8,1
2016,20436,1,51,1
2016,20437,1,6,1
2016,20443,1,11,1
2016,21548,1,42,1
2016,52059,1,23,1
2016,52966,1,23,1
2016,53511,1,52,1
2016,53512,1,23,1
2016,53653,1,10,1
2016,53761,1,3,1
2016,54021,1,120,1
2016,54118,1,1,1
2016,54321,1,3,1
