año,codigo snies del programa,id genero,inscritos,semestre
2014,40,2,189,2
2014,48,2,431,2
2014,69,2,58,2
2014,79,2,11,2
2014,80,2,25,2
2014,86,2,47,2
2014,89,2,20,2
2014,90,1,17,2
2014,91,1,21,2
2014,92,2,23,2
2014,93,2,20,2
2014,95,2,21,2
2014,96,1,24,2
2014,98,2,14,2
2014,100,2,45,2
2014,101,2,21,2
2014,103,2,41,2
2014,104,2,55,2
2014,105,2,32,2
2014,107,2,28,2
2014,108,1,26,2
2014,109,1,24,2
2014,110,1,14,2
2014,111,2,17,2
2014,112,1,16,2
2014,132,2,12,2
2014,135,1,22,2
2014,136,2,20,2
2014,137,1,20,2
2014,142,2,8,2
2014,146,1,442,2
2014,147,2,50,2
2014,149,1,647,2
2014,150,2,83,2
2014,151,2,639,2
2014,152,1,461,2
2014,153,2,769,2
2014,154,1,355,2
2014,155,2,49,2
2014,156,1,75,2
2014,157,2,142,2
2014,158,1,128,2
2014,159,1,237,2
2014,165,2,44,2
2014,173,2,25,2
2014,174,2,21,2
2014,177,1,91,2
2014,178,1,121,2
2014,180,1,151,2
2014,181,1,93,2
2014,182,2,106,2
2014,189,1,208,2
2014,190,1,101,2
2014,191,1,154,2
2014,192,1,136,2
2014,193,1,148,2
2014,194,2,3,2
2014,195,1,33,2
2014,197,1,16,2
2014,207,1,9,2
2014,210,1,48,2
2014,212,1,82,2
2014,213,2,105,2
2014,215,1,112,2
2014,217,1,183,2
2014,218,2,191,2
2014,219,1,43,2
2014,224,2,53,2
2014,229,2,127,2
2014,230,2,937,2
2014,233,1,1102,2
2014,234,1,404,2
2014,235,1,607,2
2014,236,1,854,2
2014,238,2,386,2
2014,257,1,131,2
2014,258,1,91,2
2014,267,1,703,2
2014,268,2,222,2
2014,269,2,191,2
2014,270,1,118,2
2014,271,2,456,2
2014,272,1,136,2
2014,273,2,137,2
2014,275,1,19,2
2014,276,2,1,2
2014,279,2,37,2
2014,281,1,274,2
2014,288,1,274,2
2014,289,2,95,2
2014,290,1,291,2
2014,291,1,802,2
2014,292,1,278,2
2014,293,1,72,2
2014,294,1,287,2
