Año,Codigo SNIES del programa,ID Sexo,Inscripciones,Semestre
2017,791,2,204,1
2017,794,1,79,1
2017,796,1,32,1
2017,799,2,93,1
2017,800,2,79,1
2017,801,1,235,1
2017,803,1,5,1
2017,805,2,3,1
2017,807,1,131,1
2017,808,1,139,1
2017,809,2,101,1
2017,810,2,116,1
2017,811,1,107,1
2017,817,2,13,1
2017,818,1,58,1
2017,819,1,96,1
2017,827,1,430,1
2017,829,2,64,1
2017,831,2,796,1
2017,834,1,291,1
2017,835,1,431,1
2017,839,1,98,1
2017,842,2,99,1
2017,852,1,404,1
2017,855,1,476,1
2017,856,2,210,1
2017,857,2,111,1
2017,863,1,13,1
2017,866,1,373,1
2017,870,1,376,1
2017,873,2,186,1
2017,882,2,2134,1
2017,884,2,598,1
2017,885,1,1061,1
2017,889,2,142,1
2017,895,2,9,1
2017,898,2,344,1
2017,902,1,80,1
2017,906,1,422,1
2017,907,2,289,1
2017,908,2,200,1
2017,910,1,460,1
2017,913,2,134,1
2017,914,2,90,1
2017,915,2,283,1
2017,916,2,206,1
2017,917,2,402,1
2017,918,1,1600,1
2017,919,2,911,1
2017,920,1,1795,1
2017,921,1,222,1
2017,923,1,9,1
2017,925,2,198,1
2017,926,1,190,1
2017,933,2,11,1
2017,935,2,84,1
2017,936,2,18,1
2017,937,1,18,1
2017,943,1,125,1
2017,944,1,160,1
2017,946,2,234,1
2017,947,2,173,1
2017,948,2,21,1
2017,949,1,575,1
2017,950,2,420,1
2017,951,2,747,1
2017,952,1,316,1
2017,953,1,596,1
2017,954,1,151,1
2017,955,1,39,1
2017,956,1,51,1
2017,957,1,30,1
2017,958,1,104,1
2017,959,2,591,1
2017,960,1,304,1
2017,961,1,616,1
2017,962,1,537,1
2017,964,2,149,1
2017,965,2,56,1
2017,967,2,135,1
2017,969,1,120,1
2017,970,2,94,1
2017,971,2,11,1
2017,973,2,191,1
2017,974,2,4,1
2017,975,1,4,1
2017,977,1,60,1
2017,978,2,11,1
2017,979,2,39,1
2017,980,2,65,1
2017,981,2,107,1
2017,982,2,60,1
2017,983,1,10,1
2017,985,1,31,1
2017,986,1,108,1
2017,988,2,69,1
2017,990,1,41,1
2017,991,1,46,1
2017,992,1,11,1
2017,994,2,62,1
2017,995,1,13,1
2017,998,1,23,1
2017,999,2,36,1
2017,1001,2,45,1
2017,1003,1,71,1
2017,1005,2,37,1
2017,1006,2,29,1
2017,1007,1,13,1
2017,1008,2,71,1
2017,1009,1,63,1
2017,1010,2,30,1
2017,1012,2,91,1
2017,1018,1,11,1
2017,1019,1,14,1
2017,1020,1,13,1
2017,1021,2,7,1
2017,1025,2,16,1
2017,1026,2,13,1
2017,1027,1,23,1
2017,1028,1,8,1
2017,1029,2,8,1
2017,1030,2,11,1
2017,1033,2,25,1
2017,1036,1,22,1
2017,1037,1,8,1
2017,1038,1,4,1
2017,1039,1,122,1
2017,1040,1,142,1
2017,1041,2,33,1
2017,1042,2,80,1
2017,1043,1,76,1
2017,1044,1,99,1
2017,1046,2,37,1
2017,1047,1,30,1
2017,1053,2,158,1
2017,1054,2,195,1
2017,1056,2,87,1
2017,1059,1,78,1
2017,1060,1,38,1
2017,1061,1,55,1
2017,1062,2,46,1
2017,1063,1,34,1
2017,1078,1,181,1
2017,1079,1,91,1
2017,1080,1,326,1
2017,1081,1,105,1
2017,1082,2,3,1
2017,1083,1,104,1
2017,1084,1,308,1
2017,1085,1,148,1
2017,1086,1,148,1
2017,1087,2,85,1
2017,1088,1,7,1
2017,1091,1,21,1
2017,1092,1,17,1
2017,1094,1,5,1
2017,1096,1,33,1
2017,1097,1,189,1
2017,1098,1,338,1
2017,1099,2,40,1
2017,1101,1,11,1
2017,1102,1,53,1
2017,1103,2,233,1
2017,1104,2,39,1
2017,1110,1,233,1
2017,1111,2,39,1
2017,1112,2,762,1
2017,1113,1,147,1
2017,1114,2,391,1
2017,1115,2,175,1
2017,1116,1,122,1
2017,1117,1,84,1
2017,1120,1,56,1
2017,1125,2,50,1
2017,1126,1,78,1
2017,1131,1,22,1
2017,1136,1,54,1
2017,1138,2,65,1
2017,1143,2,172,1
2017,1144,2,141,1
2017,1146,1,126,1
2017,1147,2,189,1
2017,1148,2,63,1
2017,1149,1,43,1
2017,1151,1,11,1
2017,1152,2,63,1
2017,1155,1,76,1
2017,1156,2,26,1
2017,1158,2,102,1
2017,1166,1,43,1
2017,1169,1,286,1
2017,1170,1,593,1
2017,1172,1,115,1
2017,1173,1,254,1
2017,1175,1,372,1
2017,1176,1,86,1
2017,1178,1,124,1
2017,1179,2,99,1
2017,1180,1,51,1
2017,1192,1,307,1
2017,1193,1,108,1
2017,1195,1,327,1
2017,1196,2,140,1
2017,1197,1,32,1
2017,1199,2,60,1
2017,1200,2,49,1
2017,1201,2,95,1
2017,1202,1,161,1
2017,1203,1,188,1
2017,1204,1,5,1
2017,1205,2,337,1
2017,1207,1,72,1
2017,1208,2,53,1
2017,1210,2,157,1
2017,1211,1,54,1
2017,1212,2,92,1
2017,1213,1,97,1
2017,1214,1,125,1
2017,1216,1,11,1
2017,1217,1,14,1
2017,1218,2,18,1
2017,1219,2,18,1
2017,1220,2,36,1
2017,1224,1,17,1
2017,1227,1,23,1
2017,1228,2,2,1
2017,1229,2,9,1
2017,1236,1,141,1
2017,1237,2,520,1
2017,1238,2,316,1
2017,1239,2,459,1
2017,1240,2,273,1
2017,1241,2,51,1
2017,1242,2,13,1
2017,1244,1,234,1
2017,1245,2,713,1
2017,1246,1,82,1
2017,1247,2,339,1
2017,1248,2,199,1
2017,1249,1,66,1
2017,1250,1,182,1
2017,1251,1,125,1
2017,1252,1,59,1
2017,1254,2,100,1
2017,1256,1,32,1
2017,1259,2,7,1
2017,1261,1,1,1
2017,1263,1,15,1
2017,1264,2,20,1
2017,1265,2,67,1
2017,1266,2,20,1
2017,1267,1,44,1
2017,1268,1,183,1
2017,1269,2,688,1
2017,1270,2,463,1
2017,1271,1,268,1
2017,1272,1,315,1
2017,1273,2,632,1
2017,1275,1,144,1
2017,1276,2,334,1
2017,1277,2,402,1
2017,1291,1,30,1
2017,1293,1,221,1
2017,1294,1,52,1
2017,1295,2,1479,1
2017,1296,1,41,1
2017,1297,2,837,1
2017,1298,2,249,1
2017,1299,2,309,1
2017,1300,1,9,1
2017,1301,1,123,1
2017,1302,1,9,1
2017,1303,1,88,1
2017,1305,1,57,1
2017,1307,1,192,1
2017,1311,1,46,1
2017,1312,2,101,1
2017,1313,1,50,1
2017,1315,2,151,1
2017,1316,2,27,1
2017,1317,2,86,1
2017,1318,1,52,1
2017,1321,2,1,1
2017,1323,2,131,1
2017,1325,1,43,1
2017,1326,1,34,1
2017,1328,2,40,1
2017,1329,2,43,1
2017,1330,2,26,1
2017,1331,1,17,1
2017,1332,1,24,1
2017,1335,1,62,1
2017,1336,1,86,1
2017,1337,1,120,1
2017,1338,2,324,1
2017,1339,2,106,1
2017,1340,2,27,1
2017,1347,2,16,1
2017,1348,1,90,1
2017,1349,2,29,1
2017,1350,2,93,1
2017,1361,2,136,1
2017,1363,1,23,1
2017,1365,2,3,1
2017,1371,1,25,1
2017,1372,2,19,1
2017,1380,2,223,1
2017,1381,2,547,1
2017,1383,1,451,1
2017,1385,2,116,1
2017,1386,2,404,1
2017,1387,2,12,1
2017,1389,1,11,1
2017,1394,1,331,1
2017,1395,1,81,1
2017,1396,1,107,1
2017,1399,1,114,1
2017,1402,1,92,1
2017,1403,1,117,1
2017,1409,1,88,1
2017,1412,2,26,1
2017,1415,1,45,1
2017,1422,1,969,1
2017,1425,1,307,1
2017,1426,2,395,1
2017,1430,2,234,1
2017,1431,1,17,1
2017,1432,1,8,1
2017,1433,1,301,1
2017,1434,2,39,1
2017,1435,2,14,1
2017,1439,1,117,1
2017,1441,1,119,1
2017,1442,2,133,1
2017,1444,2,95,1
2017,1445,1,25,1
2017,1446,1,463,1
2017,1447,1,37,1
2017,1448,1,116,1
2017,1450,1,211,1
2017,1451,2,321,1
2017,1455,1,12,1
2017,1464,1,59,1
2017,1466,1,145,1
2017,1468,1,28,1
2017,1475,1,410,1
2017,1476,1,176,1
2017,1477,1,106,1
2017,1483,2,1108,1
2017,1485,1,71,1
2017,1487,2,142,1
2017,1488,2,89,1
2017,1489,1,107,1
2017,1490,2,84,1
2017,1491,2,48,1
2017,1492,1,780,1
2017,1493,1,266,1
2017,1494,1,109,1
2017,1496,2,32,1
2017,1497,2,1139,1
2017,1498,1,450,1
2017,1499,1,314,1
2017,1503,1,263,1
2017,1504,2,27,1
2017,1512,1,558,1
2017,1513,1,54,1
2017,1514,1,165,1
2017,1516,1,436,1
2017,1519,1,20,1
2017,1520,1,23,1
2017,1527,1,214,1
2017,1529,1,130,1
2017,1531,1,187,1
2017,1532,2,509,1
2017,1533,1,1051,1
2017,1534,1,576,1
2017,1535,1,787,1
2017,1536,1,899,1
2017,1537,2,95,1
2017,1539,1,1030,1
2017,1540,1,708,1
2017,1541,1,172,1
2017,1542,2,987,1
2017,1543,1,631,1
2017,1544,1,717,1
2017,1545,1,253,1
2017,1546,1,223,1
2017,1547,2,130,1
2017,1548,1,344,1
2017,1550,2,1,1
2017,1552,2,2,1
2017,1560,2,21,1
2017,1561,2,1,1
2017,1568,2,31,1
2017,1569,1,10,1
2017,1573,1,25,1
2017,1574,1,81,1
2017,1576,2,32,1
2017,1578,2,133,1
2017,1579,1,25,1
2017,1580,1,22,1
2017,1581,2,58,1
2017,1582,2,40,1
2017,1585,1,30,1
2017,1587,2,10,1
2017,1591,1,54,1
2017,1592,1,159,1
2017,1593,2,39,1
2017,1595,2,31,1
2017,1596,1,65,1
2017,1597,2,119,1
2017,1598,1,569,1
2017,1599,1,144,1
2017,1605,1,60,1
2017,1606,1,48,1
2017,1607,2,1,1
2017,1614,2,54,1
2017,1620,2,7,1
2017,1621,2,39,1
2017,1622,2,81,1
2017,1626,2,43,1
2017,1627,1,49,1
2017,1628,1,65,1
2017,1630,2,80,1
2017,1635,2,65,1
2017,1636,1,130,1
2017,1640,2,189,1
2017,1641,1,107,1
2017,1642,1,57,1
2017,1643,1,272,1
2017,1644,2,6,1
2017,1645,1,12,1
2017,1646,1,15,1
2017,1647,2,15,1
2017,1649,1,22,1
2017,1650,2,33,1
2017,1651,1,110,1
2017,1652,2,36,1
2017,1653,1,23,1
2017,1654,1,830,1
2017,1655,1,124,1
2017,1656,1,99,1
2017,1657,2,80,1
2017,1658,2,21,1
2017,1661,1,15,1
2017,1662,2,15,1
2017,1663,1,13,1
2017,1664,1,12,1
2017,1667,1,149,1
2017,1668,1,205,1
2017,1676,2,315,1
2017,1677,1,2,1
2017,1678,1,5,1
2017,1679,1,12,1
2017,1680,1,3,1
2017,1681,1,4,1
2017,1682,2,2,1
2017,1683,1,2,1
2017,1684,1,3,1
2017,1687,2,8,1
2017,1688,2,48,1
2017,1689,2,2,1
2017,1690,2,357,1
2017,1691,2,24,1
2017,1692,1,40,1
2017,1693,1,292,1
2017,1694,2,158,1
2017,1697,2,28,1
2017,1698,2,46,1
2017,1703,2,45,1
2017,1705,2,38,1
2017,1706,1,38,1
2017,1708,2,212,1
2017,1713,1,760,1
2017,1714,2,489,1
2017,1715,2,68,1
2017,1716,1,65,1
2017,1717,2,162,1
2017,1718,1,628,1
2017,1719,1,643,1
2017,1724,2,77,1
2017,1725,1,583,1
2017,1730,1,122,1
2017,1731,1,107,1
2017,1735,2,472,1
2017,1736,1,147,1
2017,1737,1,29,1
2017,1738,1,70,1
2017,1739,1,2,1
2017,1741,1,98,1
2017,1742,2,36,1
2017,1743,2,54,1
2017,1749,2,211,1
2017,1751,2,189,1
2017,1752,2,41,1
2017,1755,1,127,1
2017,1760,2,105,1
2017,1762,2,234,1
2017,1763,1,46,1
2017,1764,2,54,1
2017,1765,1,286,1
2017,1766,1,8,1
2017,1767,2,79,1
2017,1768,1,1,1
2017,1769,1,164,1
2017,1770,2,322,1
2017,1771,2,212,1
2017,1774,2,67,1
2017,1775,1,53,1
2017,1776,1,9,1
2017,1777,1,73,1
2017,1778,1,328,1
2017,1779,2,1352,1
2017,1780,2,218,1
2017,1781,2,18,1
2017,1782,2,89,1
2017,1783,2,101,1
2017,1784,2,45,1
2017,1785,1,57,1
2017,1786,2,152,1
2017,1787,1,1,1
2017,1792,1,125,1
2017,1793,1,28,1
2017,1794,1,31,1
2017,1796,2,124,1
2017,1797,1,10,1
2017,1798,1,105,1
2017,1799,1,15,1
2017,1800,2,11,1
2017,1802,2,20,1
2017,1803,1,10,1
2017,1807,1,644,1
2017,1808,1,114,1
2017,1813,2,989,1
2017,1814,1,232,1
2017,1819,2,1,1
2017,1820,2,2,1
2017,1827,2,2,1
2017,1832,2,82,1
2017,1834,1,292,1
2017,1836,1,15,1
2017,1837,1,39,1
2017,1838,1,464,1
2017,1840,2,29,1
2017,1841,1,30,1
2017,1846,2,51,1
2017,1847,1,169,1
2017,1850,1,4,1
2017,1853,1,22,1
2017,1854,2,53,1
2017,1855,2,50,1
2017,1856,1,51,1
2017,1870,2,467,1
2017,1872,2,28,1
2017,1875,1,133,1
2017,1877,1,183,1
2017,1878,1,55,1
2017,1881,2,68,1
2017,1883,2,213,1
2017,1884,1,55,1
2017,1886,1,1,1
2017,1890,2,245,1
2017,1892,1,526,1
2017,1894,1,667,1
2017,1895,1,85,1
2017,1902,1,208,1
2017,1905,2,6,1
2017,1914,2,36,1
2017,1915,2,178,1
2017,1916,2,200,1
2017,1918,1,107,1
2017,1919,2,122,1
2017,1928,2,143,1
2017,1936,2,14,1
2017,1937,2,34,1
2017,1942,1,22,1
2017,1943,1,3,1
2017,1944,1,11,1
2017,1946,1,30,1
2017,1950,2,17,1
2017,1956,2,118,1
2017,1958,2,360,1
2017,1976,2,464,1
2017,1977,1,159,1
2017,1980,1,759,1
2017,1981,2,264,1
2017,1982,1,99,1
2017,1983,1,150,1
2017,1984,2,113,1
2017,1985,2,18,1
2017,1988,1,142,1
2017,1989,2,76,1
2017,2009,1,71,1
2017,2016,1,70,1
2017,2026,1,11,1
2017,2028,2,1,1
2017,2034,2,26,1
2017,2035,2,80,1
2017,2037,2,20,1
2017,2039,1,76,1
2017,2040,1,109,1
2017,2046,2,28,1
2017,2048,2,13,1
2017,2049,2,18,1
2017,2051,1,395,1
2017,2052,1,321,1
2017,2053,2,46,1
2017,2054,2,397,1
2017,2055,2,127,1
2017,2056,2,13,1
2017,2063,2,32,1
2017,2065,1,74,1
2017,2068,1,96,1
2017,2069,2,56,1
2017,2070,1,150,1
2017,2071,1,32,1
2017,2076,1,182,1
2017,2078,1,77,1
2017,2086,2,163,1
2017,2087,2,432,1
2017,2088,1,84,1
2017,2093,1,21,1
2017,2094,1,18,1
2017,2095,1,11,1
2017,2098,1,115,1
2017,2111,1,2,1
2017,2114,1,400,1
2017,2115,2,42,1
2017,2119,1,29,1
2017,2130,1,213,1
2017,2131,1,128,1
2017,2134,1,205,1
2017,2145,2,189,1
2017,2162,1,31,1
2017,2168,2,76,1
2017,2180,1,28,1
2017,2189,2,64,1
2017,2190,1,60,1
2017,2191,2,88,1
2017,2192,2,28,1
2017,2205,2,20,1
2017,2206,2,71,1
2017,2217,2,44,1
2017,2234,2,141,1
2017,2239,1,57,1
2017,2268,1,86,1
2017,2279,1,7,1
2017,2314,1,1,1
2017,2322,2,4,1
2017,2324,2,41,1
2017,2345,2,14,1
2017,2355,1,45,1
2017,2377,1,61,1
2017,2380,2,3,1
2017,2381,2,51,1
2017,2382,2,2,1
2017,2384,1,2,1
2017,2402,2,13,1
2017,2414,1,30,1
2017,2427,1,28,1
2017,2445,1,50,1
2017,2446,1,132,1
2017,2449,2,55,1
2017,2450,2,3,1
2017,2459,2,115,1
2017,2460,1,283,1
2017,2470,1,51,1
2017,2483,1,1,1
2017,2484,1,68,1
2017,2501,1,3,1
2017,2503,2,3,1
2017,2506,2,14,1
2017,2513,2,7,1
2017,2518,2,1594,1
2017,2519,1,294,1
2017,2520,1,54,1
2017,2521,1,25,1
2017,2522,2,38,1
2017,2523,2,37,1
2017,2524,1,177,1
2017,2525,1,92,1
2017,2526,1,34,1
2017,2533,2,7,1
2017,2534,2,36,1
2017,2537,1,27,1
2017,2538,1,6,1
2017,2539,2,38,1
2017,2540,1,279,1
2017,2541,1,73,1
2017,2542,2,152,1
2017,2543,1,40,1
2017,2546,1,29,1
2017,2555,1,59,1
2017,2562,1,128,1
2017,2563,2,396,1
2017,2564,1,44,1
2017,2566,1,33,1
2017,2568,1,1,1
2017,2572,1,22,1
2017,2579,1,427,1
2017,2584,1,21,1
2017,2586,2,45,1
2017,2588,2,52,1
2017,2603,2,8,1
2017,2604,1,3,1
2017,2605,2,82,1
2017,2606,1,14,1
2017,2611,2,168,1
2017,2612,1,75,1
2017,2616,2,60,1
2017,2617,2,90,1
2017,2618,2,14,1
2017,2621,1,8,1
2017,2622,1,2,1
2017,2623,2,158,1
2017,2628,2,21,1
2017,2633,2,254,1
2017,2634,2,163,1
2017,2636,1,193,1
2017,2637,2,1,1
2017,2648,2,160,1
2017,2651,2,57,1
2017,2652,2,118,1
2017,2653,2,2,1
2017,2654,1,49,1
2017,2671,1,31,1
2017,2674,2,1,1
2017,2675,1,2,1
2017,2677,1,24,1
2017,2683,2,679,1
2017,2684,2,18,1
2017,2686,2,94,1
2017,2688,1,6,1
2017,2689,2,116,1
2017,2690,1,6,1
2017,2692,1,301,1
2017,2693,1,116,1
2017,2699,2,56,1
2017,2706,2,7,1
2017,2707,1,1,1
2017,2708,1,5,1
2017,2709,1,3,1
2017,2713,2,148,1
2017,2714,1,118,1
2017,2718,2,35,1
2017,2721,2,253,1
2017,2722,2,338,1
2017,2723,1,124,1
2017,2730,2,45,1
2017,2731,2,61,1
2017,2738,2,16,1
2017,2744,2,37,1
2017,2746,1,71,1
2017,2750,2,34,1
2017,2754,2,53,1
2017,2760,1,119,1
2017,2761,2,134,1
2017,2762,2,54,1
2017,2767,2,67,1
2017,2768,1,30,1
2017,2769,2,20,1
2017,2775,1,14,1
2017,2776,2,44,1
2017,2777,1,175,1
2017,2784,1,26,1
2017,2801,1,96,1
2017,2806,1,61,1
2017,2807,2,101,1
2017,2817,2,3,1
2017,2821,2,200,1
2017,2822,2,32,1
2017,2825,2,23,1
2017,2826,1,105,1
2017,2829,2,70,1
2017,2830,2,130,1
2017,2831,2,124,1
2017,2833,1,24,1
2017,2840,1,17,1
2017,2842,1,60,1
2017,2845,2,25,1
2017,2850,1,146,1
2017,2851,2,12,1
2017,2854,1,19,1
2017,2855,2,27,1
2017,2858,2,60,1
2017,2859,1,2,1
2017,2861,1,122,1
2017,2863,1,33,1
2017,2866,2,208,1
2017,2870,1,8,1
2017,2883,1,77,1
2017,2887,1,216,1
2017,2888,2,47,1
2017,2889,1,173,1
2017,2890,2,70,1
2017,2891,2,85,1
2017,2901,1,21,1
2017,2914,2,522,1
2017,2919,2,76,1
2017,2922,2,69,1
2017,2923,2,44,1
2017,2929,2,188,1
2017,2935,2,44,1
2017,2937,2,353,1
2017,2949,1,28,1
2017,2965,1,18,1
2017,2970,1,32,1
2017,2971,1,3,1
2017,2973,1,30,1
2017,2977,1,82,1
2017,2978,2,18,1
2017,2980,2,49,1
2017,2989,2,88,1
2017,2990,2,84,1
2017,2992,2,208,1
2017,2993,1,305,1
2017,2995,2,50,1
2017,2998,1,307,1
2017,3003,1,120,1
2017,3006,1,38,1
2017,3020,1,498,1
2017,3024,1,21,1
2017,3026,1,2,1
2017,3038,1,28,1
2017,3040,1,25,1
2017,3046,2,48,1
2017,3047,2,52,1
2017,3048,1,451,1
2017,3050,1,30,1
2017,3054,1,107,1
2017,3055,1,82,1
2017,3060,2,11,1
2017,3069,2,5,1
2017,3078,2,236,1
