año,codigo snies del programa,graduados,id genero,semestre
2015,1,26,1,1
2015,2,23,1,1
2015,3,33,2,1
2015,4,28,2,1
2015,5,30,1,1
2015,6,24,1,1
2015,7,68,2,1
2015,8,10,2,1
2015,9,1,1,1
2015,10,31,1,1
2015,11,33,2,1
2015,12,14,2,1
2015,13,29,1,1
2015,14,74,1,1
2015,15,22,1,1
2015,16,28,1,1
2015,17,59,1,1
2015,18,33,2,1
2015,19,57,1,1
2015,20,18,2,1
2015,21,13,2,1
2015,22,17,1,1
2015,23,37,1,1
2015,24,17,2,1
2015,25,73,2,1
2015,26,33,1,1
2015,27,27,1,1
2015,28,34,1,1
2015,29,60,2,1
2015,30,45,2,1
2015,31,48,1,1
2015,32,14,1,1
2015,33,27,1,1
2015,34,13,1,1
2015,35,25,1,1
2015,36,20,2,1
2015,37,32,2,1
2015,38,2,1,1
2015,39,2,2,1
2015,40,1,1,1
2015,41,3,2,1
2015,45,2,2,1
2015,46,7,1,1
2015,47,6,1,1
2015,48,6,1,1
2015,49,1,1,1
2015,52,3,1,1
2015,53,2,2,1
2015,55,14,2,1
2015,57,1,1,1
2015,58,3,1,1
2015,59,2,1,1
2015,60,2,2,1
2015,61,2,2,1
2015,63,3,2,1
2015,64,2,1,1
2015,65,1,2,1
2015,66,3,2,1
2015,67,2,1,1
2015,69,28,1,1
2015,70,49,1,1
2015,71,1,2,1
2015,79,11,1,1
2015,80,3,1,1
2015,85,5,2,1
2015,86,4,1,1
2015,87,1,2,1
2015,88,6,1,1
2015,89,18,1,1
2015,90,5,1,1
2015,91,3,1,1
2015,92,8,1,1
2015,93,11,2,1
2015,95,7,1,1
2015,96,10,1,1
2015,97,3,1,1
2015,98,4,2,1
2015,99,6,2,1
2015,100,5,1,1
2015,101,10,1,1
2015,103,1,1,1
2015,104,3,2,1
2015,105,6,2,1
2015,106,12,2,1
2015,107,9,2,1
2015,108,10,1,1
2015,109,5,1,1
2015,110,1,2,1
2015,111,2,2,1
2015,112,2,1,1
2015,113,10,2,1
2015,114,19,1,1
2015,115,11,1,1
