año,codigo snies del programa,id genero,matriculados primer,semestre
2015,1,2,95,1
2015,2,2,59,1
2015,3,1,47,1
2015,4,2,29,1
2015,5,1,54,1
2015,6,1,34,1
2015,7,2,83,1
2015,8,2,15,1
2015,9,2,144,1
2015,10,2,55,1
2015,11,1,66,1
2015,12,1,51,1
2015,13,2,64,1
2015,14,2,96,1
2015,15,1,49,1
2015,16,2,67,1
2015,17,2,105,1
2015,18,2,112,1
2015,19,2,91,1
2015,20,2,43,1
2015,21,2,51,1
2015,22,2,42,1
2015,23,1,101,1
2015,24,1,70,1
2015,25,2,149,1
2015,26,2,109,1
2015,27,2,81,1
2015,28,2,96,1
2015,29,2,142,1
2015,30,1,86,1
2015,31,2,65,1
2015,32,2,73,1
2015,33,1,78,1
2015,34,2,46,1
2015,35,1,35,1
2015,36,2,79,1
2015,37,2,89,1
2015,38,2,6,1
2015,39,2,3,1
2015,40,1,2,1
2015,41,2,3,1
2015,45,1,2,1
2015,46,2,10,1
2015,47,2,6,1
2015,48,1,10,1
2015,49,1,2,1
2015,50,2,2,1
2015,51,2,6,1
2015,52,1,4,1
2015,53,2,3,1
2015,55,1,12,1
2015,57,2,5,1
2015,58,2,4,1
2015,59,1,2,1
2015,60,2,2,1
2015,61,2,2,1
2015,63,2,6,1
2015,64,2,5,1
2015,66,2,2,1
2015,67,2,3,1
2015,69,1,3,1
2015,70,1,118,1
2015,71,2,44,1
2015,79,1,12,1
2015,86,2,7,1
2015,87,2,8,1
2015,88,2,19,1
2015,89,2,31,1
2015,90,2,16,1
2015,91,1,1,1
2015,92,1,12,1
2015,93,2,1,1
2015,95,1,1,1
2015,96,2,6,1
2015,98,1,10,1
2015,99,2,1,1
2015,100,1,1,1
2015,101,1,1,1
2015,103,1,4,1
2015,104,2,32,1
2015,105,2,26,1
2015,106,1,20,1
2015,107,1,11,1
2015,108,2,16,1
2015,109,2,13,1
2015,110,1,11,1
2015,111,2,5,1
2015,112,1,7,1
2015,113,1,43,1
2015,114,1,50,1
2015,115,2,42,1
2015,116,2,81,1
2015,117,1,124,1
2015,118,2,105,1
2015,119,1,81,1
2015,120,2,73,1
2015,121,1,79,1
2015,122,1,84,1
2015,123,2,114,1
2015,124,2,74,1
2015,125,1,76,1
2015,126,2,97,1
2015,127,1,86,1
2015,128,2,43,1
2015,129,2,51,1
2015,132,2,11,1
2015,134,1,19,1
2015,135,2,4,1
2015,136,2,9,1
2015,137,1,13,1
2015,139,2,21,1
2015,140,2,9,1
2015,141,1,5,1
2015,142,2,7,1
2015,143,1,60,1
2015,144,1,47,1
2015,146,2,38,1
2015,147,2,30,1
2015,149,1,71,1
2015,150,1,58,1
2015,151,2,62,1
2015,153,2,40,1
2015,154,1,42,1
2015,155,2,25,1
2015,156,1,38,1
2015,157,1,61,1
2015,158,2,48,1
2015,159,2,49,1
2015,174,1,6,1
2015,175,2,40,1
2015,176,2,42,1
2015,177,2,51,1
2015,178,2,43,1
2015,180,1,45,1
2015,181,1,42,1
2015,182,1,39,1
2015,188,1,42,1
2015,189,2,110,1
2015,190,2,93,1
2015,191,1,53,1
2015,192,1,55,1
2015,193,2,57,1
2015,194,1,12,1
2015,195,2,29,1
2015,197,1,14,1
2015,204,2,8,1
2015,205,2,11,1
2015,207,2,3,1
2015,210,2,38,1
2015,212,2,58,1
2015,213,2,40,1
2015,215,1,36,1
2015,217,2,39,1
2015,218,1,35,1
2015,219,1,28,1
2015,222,1,25,1
2015,223,2,32,1
2015,224,2,24,1
2015,225,1,20,1
2015,229,1,39,1
2015,230,1,38,1
2015,232,2,42,1
2015,233,2,169,1
2015,234,2,39,1
2015,235,1,44,1
2015,236,2,71,1
2015,238,1,57,1
2015,257,2,89,1
2015,258,1,77,1
2015,260,2,81,1
2015,263,2,85,1
2015,266,2,87,1
2015,267,2,49,1
2015,268,1,70,1
2015,269,2,149,1
2015,270,2,83,1
2015,271,1,199,1
2015,272,1,80,1
2015,276,2,18,1
2015,281,2,42,1
2015,282,2,43,1
2015,283,2,57,1
2015,284,2,25,1
2015,288,2,56,1
2015,289,1,45,1
2015,290,1,56,1
2015,291,1,51,1
2015,292,2,59,1
2015,293,1,40,1
2015,294,2,49,1
2015,295,2,7,1
2015,296,2,57,1
2015,297,2,3,1
2015,298,1,2,1
2015,300,1,1,1
2015,302,2,3,1
2015,303,1,2,1
2015,305,1,3,1
2015,306,2,3,1
2015,308,2,3,1
2015,311,2,11,1
2015,314,2,11,1
2015,316,2,4,1
2015,320,2,64,1
2015,321,2,40,1
2015,325,2,43,1
2015,326,1,65,1
2015,327,1,126,1
2015,337,2,58,1
2015,338,2,47,1
2015,340,2,86,1
2015,341,2,32,1
2015,342,2,40,1
2015,343,1,8,1
2015,344,2,13,1
2015,347,2,11,1
2015,351,2,12,1
2015,352,1,166,1
2015,361,1,189,1
2015,362,1,89,1
2015,363,2,103,1
2015,364,1,115,1
2015,365,1,242,1
2015,366,2,12,1
2015,367,1,2,1
2015,368,2,8,1
2015,369,1,1,1
2015,370,2,3,1
2015,371,2,2,1
2015,372,2,10,1
2015,374,2,3,1
2015,375,2,13,1
2015,376,1,1,1
2015,378,1,1,1
2015,379,2,3,1
2015,380,2,3,1
2015,382,2,7,1
2015,383,1,7,1
2015,384,2,4,1
2015,385,2,15,1
2015,386,1,4,1
2015,388,1,3,1
2015,389,2,3,1
2015,390,2,3,1
2015,391,2,2,1
2015,394,1,1,1
2015,395,1,30,1
2015,400,1,18,1
2015,401,1,48,1
2015,403,2,55,1
2015,404,2,53,1
2015,405,2,28,1
2015,412,1,42,1
2015,413,1,48,1
2015,417,2,29,1
2015,420,2,11,1
2015,426,1,52,1
2015,427,1,54,1
2015,429,1,30,1
2015,430,2,50,1
2015,431,1,54,1
2015,432,2,30,1
2015,434,2,50,1
2015,435,2,53,1
2015,436,1,50,1
2015,437,1,96,1
2015,438,1,50,1
2015,439,2,54,1
2015,440,1,50,1
2015,441,2,47,1
2015,442,2,54,1
2015,444,1,66,1
2015,445,2,60,1
2015,446,1,62,1
2015,448,2,62,1
2015,450,1,61,1
2015,451,1,76,1
2015,452,2,41,1
2015,453,1,39,1
2015,454,1,54,1
2015,455,1,48,1
2015,456,2,54,1
2015,541,1,1,1
2015,549,1,41,1
2015,551,1,14,1
2015,557,2,39,1
2015,559,1,48,1
2015,566,2,2,1
2015,570,2,118,1
2015,573,1,53,1
2015,574,2,62,1
2015,575,2,57,1
2015,578,1,1,1
2015,579,2,44,1
2015,580,1,38,1
2015,581,1,36,1
2015,582,2,45,1
2015,583,2,47,1
2015,584,2,59,1
2015,585,1,62,1
2015,586,2,48,1
2015,587,2,56,1
2015,588,2,43,1
2015,589,2,61,1
2015,591,2,45,1
2015,592,2,62,1
2015,593,2,51,1
2015,594,1,37,1
2015,595,2,48,1
2015,596,2,54,1
2015,606,1,2,1
2015,608,1,1,1
2015,609,1,2,1
2015,610,1,2,1
2015,611,1,8,1
2015,613,2,1,1
2015,615,2,10,1
2015,616,2,2,1
2015,621,2,8,1
2015,623,2,12,1
2015,626,1,19,1
2015,633,2,11,1
2015,642,1,6,1
2015,645,1,17,1
2015,656,1,23,1
2015,658,1,10,1
2015,659,1,19,1
2015,660,1,60,1
2015,662,2,14,1
2015,663,2,11,1
2015,664,2,14,1
2015,670,2,5,1
2015,672,2,6,1
2015,673,1,1,1
2015,674,2,6,1
2015,676,1,9,1
2015,678,1,1,1
2015,683,1,114,1
2015,684,1,40,1
2015,685,2,28,1
2015,687,1,32,1
2015,689,2,50,1
2015,691,1,108,1
2015,692,1,32,1
2015,693,2,46,1
2015,694,1,60,1
2015,696,2,149,1
2015,697,2,118,1
2015,698,1,81,1
2015,699,1,98,1
2015,700,1,156,1
2015,701,2,145,1
2015,702,2,58,1
2015,703,1,139,1
2015,704,2,44,1
2015,705,1,45,1
2015,706,1,52,1
2015,707,2,48,1
2015,709,2,3,1
2015,710,2,4,1
2015,711,1,5,1
2015,712,2,1,1
2015,713,2,2,1
2015,714,2,4,1
2015,715,1,12,1
2015,716,1,4,1
2015,728,1,10,1
2015,731,1,3,1
2015,732,2,7,1
2015,733,1,6,1
2015,736,2,50,1
2015,737,1,70,1
2015,738,1,46,1
2015,739,1,45,1
2015,740,1,98,1
2015,741,1,48,1
2015,742,1,100,1
2015,744,1,25,1
2015,745,1,27,1
2015,746,1,30,1
2015,747,2,49,1
2015,748,1,32,1
2015,750,2,1,1
2015,761,1,4,1
2015,766,2,26,1
2015,767,2,10,1
2015,770,2,24,1
2015,774,1,1,1
2015,775,2,3,1
2015,777,1,21,1
2015,783,1,27,1
2015,789,1,62,1
2015,791,2,44,1
2015,799,1,5,1
2015,800,1,6,1
2015,801,1,27,1
2015,805,2,18,1
2015,807,2,21,1
2015,808,1,25,1
2015,809,1,12,1
2015,810,2,29,1
2015,811,2,29,1
2015,818,2,30,1
2015,819,1,43,1
2015,827,1,134,1
2015,829,1,33,1
2015,831,2,36,1
2015,834,2,90,1
2015,835,1,58,1
2015,839,2,39,1
2015,842,1,71,1
2015,852,1,36,1
2015,855,1,121,1
2015,856,2,65,1
2015,857,2,103,1
2015,862,1,77,1
2015,866,1,250,1
2015,870,2,143,1
2015,873,2,73,1
2015,882,1,88,1
2015,884,1,88,1
2015,885,1,63,1
2015,889,1,53,1
2015,895,1,4,1
2015,898,2,42,1
2015,902,2,32,1
2015,904,2,64,1
2015,906,2,35,1
2015,907,2,40,1
2015,908,1,37,1
2015,910,2,76,1
2015,913,1,71,1
2015,914,1,43,1
2015,915,2,70,1
2015,916,1,69,1
2015,917,2,118,1
2015,918,1,118,1
2015,919,1,118,1
2015,920,2,129,1
2015,921,2,60,1
2015,923,1,12,1
2015,925,1,112,1
2015,926,2,59,1
2015,933,1,2,1
2015,935,2,75,1
2015,936,2,17,1
2015,937,2,13,1
2015,943,2,31,1
2015,944,2,67,1
2015,946,1,36,1
2015,947,1,50,1
2015,948,1,27,1
2015,949,2,174,1
2015,950,2,87,1
2015,951,2,128,1
2015,952,1,117,1
2015,953,2,181,1
2015,954,1,89,1
2015,955,1,12,1
2015,956,2,22,1
2015,957,1,22,1
2015,958,2,36,1
2015,959,1,117,1
2015,960,2,113,1
2015,961,2,178,1
2015,962,1,88,1
2015,964,1,41,1
2015,965,2,21,1
2015,967,2,6,1
2015,969,2,2,1
2015,971,1,7,1
2015,973,2,8,1
2015,974,2,1,1
2015,975,2,1,1
2015,977,2,2,1
2015,978,2,2,1
2015,979,2,1,1
2015,980,2,8,1
2015,981,2,5,1
2015,982,2,2,1
2015,983,2,1,1
2015,986,2,3,1
2015,988,2,2,1
2015,990,2,4,1
2015,991,2,12,1
2015,992,2,7,1
2015,995,1,2,1
2015,998,2,8,1
2015,999,2,10,1
2015,1001,1,30,1
2015,1002,1,7,1
2015,1003,2,35,1
2015,1005,1,31,1
2015,1006,2,11,1
2015,1007,2,3,1
2015,1008,1,23,1
2015,1009,2,6,1
2015,1010,1,12,1
2015,1012,2,38,1
2015,1018,1,4,1
2015,1019,1,10,1
2015,1020,2,11,1
2015,1021,1,1,1
2015,1025,1,10,1
2015,1026,2,33,1
2015,1028,1,8,1
2015,1029,1,10,1
2015,1030,1,8,1
2015,1033,1,14,1
2015,1036,1,13,1
2015,1037,2,2,1
2015,1038,1,2,1
2015,1039,1,69,1
2015,1040,1,146,1
2015,1041,2,17,1
2015,1042,1,18,1
2015,1043,2,56,1
2015,1044,2,76,1
2015,1046,2,27,1
2015,1047,2,20,1
2015,1050,2,2,1
2015,1053,2,96,1
2015,1054,1,66,1
2015,1056,1,46,1
2015,1059,2,44,1
2015,1060,1,19,1
2015,1061,2,47,1
2015,1062,2,40,1
2015,1063,1,15,1
2015,1074,2,11,1
2015,1077,1,14,1
2015,1078,2,95,1
2015,1079,1,44,1
2015,1080,1,145,1
2015,1081,2,84,1
2015,1082,1,18,1
2015,1083,1,48,1
2015,1084,1,96,1
2015,1085,1,118,1
2015,1086,1,39,1
2015,1087,2,52,1
2015,1088,2,4,1
2015,1091,2,16,1
2015,1092,1,15,1
2015,1094,1,6,1
2015,1096,2,29,1
2015,1097,1,125,1
2015,1098,1,212,1
2015,1099,2,22,1
2015,1101,1,12,1
2015,1102,1,48,1
2015,1103,2,127,1
2015,1104,2,43,1
2015,1110,2,200,1
2015,1111,1,52,1
2015,1112,1,624,1
2015,1113,1,82,1
2015,1114,2,333,1
2015,1115,2,113,1
2015,1116,2,115,1
2015,1117,1,80,1
2015,1120,2,42,1
2015,1125,2,29,1
2015,1126,1,41,1
2015,1130,1,1,1
2015,1131,2,18,1
2015,1136,2,30,1
2015,1138,1,60,1
2015,1143,2,178,1
2015,1144,2,124,1
2015,1146,1,139,1
2015,1147,1,160,1
2015,1148,1,33,1
2015,1149,2,26,1
2015,1150,2,53,1
