año,codigo snies del programa,id genero,matriculados primer,semestre
2014,1,2,79,1
2014,2,2,41,1
2014,3,2,42,1
2014,4,1,31,1
2014,5,2,47,1
2014,6,2,29,1
2014,7,1,31,1
2014,8,1,4,1
2014,9,1,121,1
2014,10,2,32,1
2014,11,1,43,1
2014,12,2,35,1
2014,13,2,41,1
2014,14,1,65,1
2014,15,2,42,1
2014,16,2,55,1
2014,17,2,69,1
2014,18,2,81,1
2014,19,2,58,1
2014,20,1,36,1
2014,21,2,51,1
2014,22,2,44,1
2014,23,2,71,1
2014,24,1,60,1
2014,25,1,102,1
2014,26,2,88,1
2014,27,1,74,1
2014,28,2,71,1
2014,29,2,119,1
2014,30,1,66,1
2014,31,2,54,1
2014,32,2,45,1
2014,33,2,61,1
2014,34,1,39,1
2014,35,2,40,1
2014,36,1,52,1
2014,37,2,68,1
2014,38,1,6,1
2014,39,2,2,1
2014,40,2,2,1
2014,41,2,4,1
2014,45,1,2,1
2014,46,1,8,1
2014,47,1,5,1
2014,48,2,9,1
2014,49,1,2,1
2014,50,2,2,1
2014,51,1,7,1
2014,52,1,4,1
2014,53,2,3,1
2014,55,2,12,1
2014,57,2,8,1
2014,58,1,4,1
2014,59,1,3,1
2014,60,1,1,1
2014,61,2,2,1
2014,63,2,2,1
2014,64,1,5,1
2014,66,1,1,1
2014,67,1,3,1
2014,69,2,24,1
2014,70,1,50,1
2014,79,2,11,1
2014,80,1,1,1
2014,86,2,6,1
2014,87,1,7,1
2014,88,2,16,1
2014,89,2,28,1
2014,90,2,17,1
2014,91,1,4,1
2014,92,1,3,1
2014,95,2,3,1
2014,96,2,6,1
2014,98,1,6,1
2014,99,1,2,1
2014,100,1,4,1
2014,101,2,1,1
2014,104,2,25,1
2014,105,2,24,1
2014,106,2,25,1
2014,107,1,6,1
2014,108,2,16,1
2014,109,2,11,1
2014,110,2,1,1
2014,111,1,3,1
2014,112,1,6,1
2014,113,2,25,1
2014,114,2,38,1
2014,115,2,23,1
2014,116,1,36,1
2014,117,2,87,1
2014,118,2,61,1
2014,119,1,53,1
2014,120,2,59,1
2014,121,1,71,1
2014,122,2,61,1
2014,123,2,72,1
2014,124,1,53,1
2014,125,2,77,1
2014,126,2,71,1
2014,127,2,49,1
2014,128,2,32,1
2014,129,2,23,1
2014,132,1,5,1
2014,134,2,16,1
2014,136,1,13,1
2014,137,2,8,1
2014,139,1,21,1
2014,140,2,13,1
2014,141,2,10,1
2014,142,2,9,1
2014,143,2,11,1
2014,144,1,21,1
2014,146,2,35,1
2014,147,2,54,1
2014,149,1,46,1
2014,150,1,54,1
2014,151,1,65,1
2014,153,2,40,1
2014,154,1,40,1
2014,155,1,49,1
2014,156,2,45,1
2014,157,1,56,1
2014,158,1,46,1
2014,159,2,54,1
2014,161,2,22,1
2014,165,2,1,1
2014,170,1,64,1
2014,172,2,20,1
2014,173,1,12,1
2014,174,2,12,1
2014,175,2,39,1
2014,176,2,40,1
2014,177,2,56,1
2014,178,2,39,1
2014,180,2,48,1
2014,181,1,43,1
2014,182,2,40,1
2014,188,2,43,1
2014,189,1,108,1
2014,190,1,88,1
2014,191,1,57,1
2014,192,1,53,1
2014,193,2,57,1
2014,194,2,8,1
2014,195,1,18,1
2014,197,1,10,1
2014,204,2,19,1
2014,205,1,10,1
2014,207,1,7,1
2014,210,1,41,1
2014,212,2,54,1
2014,213,2,39,1
2014,215,2,34,1
2014,217,2,39,1
2014,218,2,34,1
2014,219,1,27,1
2014,222,2,27,1
2014,223,1,34,1
2014,224,1,25,1
2014,229,2,40,1
2014,230,1,37,1
2014,232,2,40,1
2014,233,2,133,1
2014,234,1,47,1
2014,235,2,49,1
2014,236,2,72,1
2014,238,2,57,1
2014,257,1,77,1
2014,258,1,77,1
2014,260,1,75,1
2014,263,1,90,1
2014,266,1,54,1
2014,267,2,55,1
2014,268,2,72,1
2014,269,2,130,1
2014,270,2,86,1
2014,271,2,176,1
2014,272,1,82,1
2014,273,1,72,1
2014,276,2,29,1
2014,320,2,69,1
2014,321,1,45,1
2014,325,1,43,1
2014,327,2,89,1
2014,337,2,42,1
2014,338,1,46,1
2014,340,2,87,1
2014,341,1,32,1
2014,342,2,41,1
2014,343,2,13,1
2014,344,2,9,1
2014,347,2,115,1
2014,351,2,44,1
2014,352,1,153,1
2014,360,1,60,1
2014,361,1,187,1
2014,362,2,77,1
2014,363,1,85,1
2014,364,1,128,1
2014,365,2,205,1
2014,366,1,7,1
2014,367,1,2,1
2014,368,2,8,1
2014,369,2,1,1
2014,370,2,3,1
2014,371,1,2,1
2014,372,2,8,1
2014,374,2,3,1
2014,375,1,12,1
2014,376,1,2,1
2014,378,1,2,1
2014,379,2,3,1
2014,380,1,5,1
2014,382,2,7,1
2014,383,2,6,1
2014,384,2,4,1
2014,385,2,13,1
2014,386,2,3,1
2014,387,1,3,1
2014,388,2,2,1
2014,389,2,2,1
2014,390,2,3,1
2014,391,2,2,1
2014,394,1,2,1
2014,395,2,25,1
2014,400,1,17,1
2014,401,2,80,1
2014,403,1,65,1
2014,404,2,59,1
2014,408,1,1,1
2014,412,1,37,1
2014,413,2,33,1
2014,417,2,24,1
2014,420,1,14,1
2014,426,2,49,1
2014,427,2,62,1
2014,429,2,71,1
2014,430,2,52,1
2014,431,1,54,1
2014,432,2,29,1
2014,434,2,47,1
2014,435,1,51,1
2014,436,1,48,1
2014,437,2,97,1
2014,438,2,56,1
2014,439,2,64,1
2014,440,2,62,1
2014,441,2,44,1
2014,442,2,46,1
2014,444,2,61,1
2014,445,1,61,1
2014,446,2,53,1
2014,448,2,49,1
2014,450,2,53,1
2014,451,2,69,1
2014,452,1,62,1
2014,453,1,64,1
2014,454,1,66,1
2014,455,1,61,1
2014,456,2,69,1
2014,522,1,26,1
2014,523,2,33,1
2014,530,2,52,1
2014,531,1,276,1
2014,532,2,100,1
2014,535,1,125,1
2014,536,2,96,1
2014,537,2,111,1
2014,538,2,93,1
2014,539,1,60,1
2014,549,1,50,1
2014,551,2,14,1
2014,557,2,39,1
2014,559,1,50,1
2014,568,2,1,1
2014,570,2,142,1
2014,573,2,52,1
2014,574,2,56,1
2014,575,1,54,1
2014,579,1,47,1
2014,580,2,36,1
2014,581,2,37,1
2014,582,1,46,1
2014,583,1,52,1
2014,584,2,65,1
2014,585,2,61,1
2014,586,1,52,1
2014,587,1,59,1
2014,588,2,41,1
2014,589,1,54,1
2014,591,2,39,1
2014,592,1,62,1
2014,593,2,93,1
2014,594,1,32,1
2014,595,2,37,1
2014,596,2,44,1
2014,602,2,2,1
2014,606,2,1,1
2014,608,1,1,1
2014,609,1,2,1
2014,610,2,2,1
2014,611,1,8,1
2014,613,2,1,1
2014,615,2,9,1
2014,616,1,2,1
2014,626,1,26,1
2014,628,1,14,1
2014,633,1,6,1
2014,642,1,7,1
2014,645,1,17,1
2014,658,1,13,1
2014,659,1,11,1
2014,660,1,61,1
2014,662,1,8,1
2014,664,1,7,1
2014,670,2,6,1
2014,672,1,2,1
2014,673,2,3,1
2014,674,2,5,1
2014,676,2,5,1
2014,678,2,2,1
2014,680,2,6,1
2014,683,1,146,1
2014,684,2,40,1
2014,685,2,36,1
2014,687,1,48,1
2014,689,1,50,1
2014,691,1,110,1
2014,692,1,35,1
2014,693,2,47,1
2014,694,2,111,1
2014,696,2,152,1
2014,697,2,118,1
2014,698,1,84,1
2014,699,2,120,1
2014,700,2,154,1
2014,701,1,146,1
2014,702,2,58,1
2014,703,1,140,1
2014,704,1,47,1
2014,705,1,46,1
2014,706,2,52,1
2014,707,1,44,1
2014,709,1,3,1
2014,710,1,4,1
2014,711,1,5,1
2014,712,1,1,1
2014,713,2,2,1
2014,714,1,4,1
2014,715,2,14,1
2014,716,2,4,1
2014,728,1,9,1
2014,731,2,2,1
2014,732,2,5,1
2014,733,1,2,1
2014,736,1,52,1
2014,737,2,63,1
2014,738,1,45,1
2014,739,1,43,1
2014,740,1,98,1
2014,741,1,50,1
2014,742,2,100,1
2014,744,1,26,1
2014,745,1,32,1
2014,746,2,33,1
2014,747,2,51,1
2014,748,2,35,1
2014,757,2,2,1
2014,760,2,54,1
2014,761,2,4,1
2014,766,2,21,1
2014,767,2,23,1
2014,770,2,20,1
2014,771,2,8,1
2014,774,2,1,1
2014,777,2,53,1
2014,783,1,53,1
2014,789,1,56,1
2014,791,1,97,1
2014,794,1,24,1
2014,798,1,33,1
2014,799,2,45,1
2014,800,1,50,1
2014,801,2,42,1
2014,803,1,37,1
2014,805,1,44,1
2014,807,2,47,1
2014,808,2,42,1
2014,809,1,3,1
2014,810,2,42,1
2014,811,1,41,1
2014,817,2,17,1
2014,818,1,24,1
2014,819,1,59,1
2014,827,2,128,1
2014,829,2,38,1
2014,831,2,36,1
2014,833,1,171,1
2014,834,1,89,1
2014,835,1,53,1
2014,839,1,80,1
2014,842,2,71,1
2014,843,2,17,1
2014,852,2,27,1
2014,855,2,130,1
2014,856,2,59,1
2014,857,2,95,1
2014,862,1,82,1
2014,866,1,174,1
2014,870,2,133,1
2014,873,2,53,1
2014,882,2,89,1
2014,884,2,75,1
2014,885,2,62,1
2014,889,2,80,1
2014,895,1,3,1
2014,898,1,25,1
2014,902,2,25,1
2014,904,2,79,1
2014,906,1,39,1
2014,907,2,32,1
2014,908,2,35,1
2014,910,2,80,1
2014,913,1,81,1
2014,914,1,37,1
2014,915,2,82,1
2014,916,1,79,1
2014,917,2,129,1
2014,918,1,120,1
2014,919,1,117,1
2014,920,1,129,1
2014,921,2,59,1
2014,923,1,18,1
2014,925,2,118,1
2014,926,2,62,1
2014,933,2,6,1
2014,935,2,81,1
2014,936,1,15,1
2014,937,2,9,1
2014,943,2,16,1
2014,944,1,36,1
2014,946,1,36,1
2014,947,1,66,1
2014,948,2,15,1
2014,949,2,187,1
2014,950,2,116,1
2014,951,2,134,1
2014,952,1,67,1
2014,953,1,191,1
2014,954,1,101,1
2014,955,2,15,1
2014,956,2,21,1
2014,957,2,22,1
2014,958,2,29,1
2014,959,2,125,1
2014,960,1,66,1
2014,961,1,176,1
2014,962,1,98,1
2014,964,2,46,1
2014,965,1,7,1
2014,967,2,6,1
2014,969,2,2,1
2014,971,2,8,1
2014,973,2,8,1
2014,974,2,1,1
2014,976,1,1,1
2014,977,2,2,1
2014,978,2,8,1
2014,979,1,1,1
2014,980,1,6,1
2014,981,1,7,1
2014,982,2,2,1
2014,983,1,1,1
2014,984,2,12,1
2014,985,2,12,1
2014,986,2,3,1
2014,988,2,2,1
2014,990,2,5,1
2014,991,1,12,1
2014,992,1,8,1
2014,994,1,7,1
2014,995,1,2,1
2014,999,2,10,1
2014,1001,2,34,1
2014,1003,2,31,1
2014,1005,2,55,1
2014,1006,1,9,1
2014,1007,1,6,1
2014,1008,1,17,1
2014,1009,1,7,1
2014,1010,2,16,1
2014,1012,1,172,1
2014,1018,2,6,1
2014,1019,2,10,1
2014,1020,1,11,1
2014,1021,1,3,1
2014,1025,2,6,1
2014,1026,2,27,1
2014,1028,1,12,1
2014,1029,2,10,1
2014,1030,2,8,1
2014,1033,2,15,1
2014,1036,1,12,1
2014,1037,2,1,1
2014,1038,1,1,1
2014,1039,2,53,1
2014,1040,1,150,1
2014,1041,1,16,1
2014,1042,2,16,1
2014,1043,2,20,1
2014,1044,2,57,1
2014,1046,2,31,1
2014,1047,1,15,1
2014,1050,2,16,1
2014,1053,1,97,1
2014,1054,1,65,1
2014,1056,1,78,1
2014,1059,2,58,1
2014,1060,1,27,1
2014,1061,1,88,1
2014,1062,1,69,1
2014,1063,1,30,1
2014,1071,1,2,1
2014,1074,2,7,1
2014,1077,2,2,1
2014,1078,2,67,1
2014,1079,2,30,1
2014,1080,1,99,1
2014,1081,2,91,1
2014,1082,1,6,1
2014,1083,2,58,1
2014,1084,1,95,1
2014,1085,2,13,1
2014,1086,1,87,1
2014,1087,2,23,1
2014,1091,2,16,1
2014,1092,1,7,1
2014,1094,1,9,1
2014,1096,2,25,1
2014,1097,2,125,1
2014,1098,1,199,1
2014,1099,1,22,1
2014,1101,1,8,1
2014,1102,2,38,1
2014,1103,2,115,1
2014,1104,2,35,1
2014,1106,1,19,1
2014,1110,1,324,1
2014,1111,1,35,1
2014,1112,2,1237,1
2014,1113,2,165,1
2014,1114,2,669,1
2014,1115,1,268,1
2014,1116,2,259,1
2014,1117,2,167,1
2014,1120,2,26,1
2014,1125,1,24,1
2014,1126,2,47,1
2014,1131,2,21,1
2014,1132,2,12,1
2014,1136,2,29,1
2014,1138,1,67,1
2014,1143,2,174,1
2014,1144,2,141,1
2014,1146,2,132,1
2014,1147,2,76,1
2014,1148,1,21,1
2014,1149,1,11,1
2014,1151,2,68,1
2014,1152,1,34,1
2014,1153,1,5,1
2014,1155,2,43,1
2014,1156,2,12,1
2014,1158,1,50,1
2014,1166,1,18,1
2014,1169,2,217,1
2014,1170,2,169,1
2014,1172,1,61,1
2014,1173,2,84,1
2014,1175,2,32,1
2014,1176,1,42,1
2014,1178,2,72,1
2014,1179,1,79,1
2014,1180,1,49,1
2014,1185,1,2,1
2014,1191,2,63,1
2014,1192,1,145,1
2014,1193,2,49,1
2014,1195,1,106,1
2014,1196,2,53,1
2014,1197,2,8,1
2014,1199,1,19,1
2014,1200,2,50,1
2014,1201,2,31,1
2014,1202,2,60,1
2014,1203,1,54,1
2014,1204,1,2,1
2014,1205,1,186,1
2014,1216,2,15,1
2014,1217,2,12,1
2014,1218,2,16,1
2014,1219,2,27,1
2014,1220,1,35,1
2014,1224,2,10,1
2014,1227,1,31,1
2014,1228,1,11,1
2014,1229,1,6,1
2014,1236,2,24,1
2014,1237,2,146,1
2014,1238,1,70,1
2014,1239,1,54,1
2014,1240,2,70,1
2014,1241,2,18,1
2014,1242,1,23,1
2014,1244,1,128,1
2014,1245,1,336,1
2014,1246,2,22,1
2014,1247,2,128,1
2014,1248,1,53,1
2014,1249,1,44,1
2014,1250,1,100,1
2014,1251,1,82,1
2014,1252,1,34,1
2014,1254,2,18,1
2014,1256,2,21,1
2014,1264,1,3,1
2014,1265,1,25,1
2014,1266,1,9,1
2014,1267,2,43,1
2014,1268,2,27,1
2014,1269,1,132,1
2014,1270,1,122,1
2014,1271,2,128,1
2014,1272,1,112,1
2014,1273,1,159,1
2014,1274,2,47,1
2014,1275,1,50,1
2014,1276,1,180,1
2014,1277,2,134,1
2014,1293,2,75,1
2014,1294,2,18,1
2014,1295,2,126,1
2014,1296,2,15,1
2014,1297,2,186,1
2014,1298,2,36,1
2014,1299,1,74,1
2014,1300,1,5,1
2014,1323,2,73,1
2014,1324,2,11,1
2014,1325,2,18,1
2014,1326,2,20,1
2014,1328,2,17,1
2014,1329,2,31,1
2014,1330,1,26,1
2014,1331,2,20,1
2014,1332,2,14,1
2014,1335,2,134,1
2014,1336,2,77,1
2014,1337,2,82,1
2014,1338,2,114,1
2014,1339,2,63,1
2014,1340,2,41,1
2014,1347,1,21,1
2014,1348,2,112,1
2014,1349,2,17,1
2014,1350,2,77,1
2014,1361,2,122,1
2014,1363,2,16,1
2014,1371,2,4,1
2014,1372,1,11,1
2014,1380,2,179,1
2014,1381,2,363,1
2014,1383,1,231,1
2014,1384,2,47,1
2014,1385,2,172,1
2014,1386,1,243,1
2014,1387,2,20,1
2014,1389,1,11,1
2014,1394,1,22,1
2014,1395,2,16,1
2014,1396,1,29,1
2014,1399,2,60,1
2014,1402,2,60,1
2014,1403,2,64,1
2014,1409,2,90,1
2014,1412,2,24,1
2014,1415,1,55,1
2014,1422,2,646,1
2014,1425,1,272,1
2014,1426,2,213,1
2014,1430,2,241,1
2014,1431,2,13,1
2014,1432,2,15,1
2014,1433,2,160,1
2014,1434,1,40,1
2014,1435,1,17,1
2014,1439,2,29,1
2014,1441,2,70,1
2014,1442,2,90,1
2014,1444,1,100,1
2014,1445,2,18,1
2014,1446,1,134,1
2014,1447,2,26,1
2014,1448,2,45,1
2014,1450,2,173,1
2014,1451,2,127,1
2014,1455,2,9,1
2014,1464,2,39,1
2014,1466,2,73,1
2014,1468,1,12,1
2014,1475,1,248,1
2014,1476,2,64,1
2014,1477,2,92,1
2014,1483,2,467,1
2014,1485,2,121,1
2014,1487,1,96,1
2014,1488,1,50,1
2014,1489,1,51,1
2014,1490,1,52,1
2014,1491,2,27,1
2014,1492,1,83,1
2014,1493,1,210,1
2014,1494,2,70,1
2014,1496,2,19,1
2014,1497,1,94,1
2014,1498,1,245,1
2014,1499,1,281,1
2014,1503,2,222,1
2014,1504,2,43,1
2014,1512,1,354,1
2014,1513,1,27,1
2014,1514,2,145,1
2014,1516,2,169,1
2014,1519,2,11,1
2014,1520,1,19,1
2014,1527,1,31,1
2014,1529,1,20,1
2014,1531,2,24,1
2014,1532,1,44,1
2014,1533,1,64,1
2014,1534,1,58,1
2014,1535,2,88,1
2014,1536,1,61,1
2014,1537,2,2,1
2014,1538,2,15,1
2014,1539,1,103,1
2014,1540,1,23,1
2014,1541,1,17,1
2014,1542,2,164,1
2014,1543,2,86,1
2014,1544,1,55,1
2014,1545,2,28,1
2014,1546,1,32,1
2014,1547,1,6,1
2014,1548,1,13,1
2014,1560,1,32,1
2014,1568,2,37,1
2014,1573,2,7,1
2014,1574,2,33,1
2014,1576,1,25,1
2014,1578,1,48,1
2014,1579,2,2,1
2014,1580,1,7,1
2014,1581,2,23,1
2014,1582,2,10,1
2014,1585,1,7,1
2014,1587,1,4,1
2014,1591,2,19,1
2014,1592,1,110,1
2014,1593,2,56,1
2014,1596,1,14,1
2014,1597,1,24,1
2014,1598,1,216,1
2014,1599,1,180,1
2014,1605,1,27,1
2014,1606,1,24,1
2014,1607,1,2,1
2014,1614,2,41,1
2014,1620,2,1,1
2014,1621,2,30,1
2014,1622,1,63,1
2014,1626,1,29,1
2014,1627,2,1,1
2014,1628,2,40,1
2014,1630,1,52,1
2014,1635,2,29,1
2014,1636,1,29,1
2014,1640,2,56,1
