año,codigo snies del programa,id genero,matriculados primer,semestre
2020,1,1,86,2
2020,2,1,48,2
2020,3,2,60,2
2020,4,1,33,2
2020,5,1,51,2
2020,6,2,32,2
2020,7,1,95,2
2020,8,1,48,2
2020,9,2,125,2
2020,10,2,46,2
2020,11,1,81,2
2020,13,2,39,2
2020,14,1,71,2
2020,15,1,47,2
2020,16,1,47,2
2020,17,1,94,2
2020,18,1,121,2
2020,19,2,102,2
2020,20,1,48,2
2020,21,1,5,2
2020,23,1,88,2
2020,24,1,89,2
2020,25,1,123,2
2020,27,1,61,2
2020,28,2,82,2
2020,29,2,133,2
2020,30,1,78,2
2020,31,1,60,2
2020,32,2,46,2
2020,33,1,75,2
2020,34,2,41,2
2020,35,2,31,2
2020,36,1,65,2
2020,37,1,64,2
2020,48,2,10,2
2020,65,2,1,2
2020,69,2,25,2
2020,70,1,48,2
2020,71,2,4,2
2020,79,1,14,2
2020,80,1,13,2
2020,85,2,47,2
2020,86,2,2,2
2020,91,1,14,2
2020,92,1,9,2
2020,95,2,17,2
2020,96,1,10,2
2020,97,2,6,2
2020,99,1,2,2
2020,100,1,20,2
2020,101,1,13,2
2020,104,1,22,2
2020,105,2,20,2
2020,106,2,1,2
2020,107,1,8,2
2020,108,2,22,2
2020,109,1,6,2
2020,110,1,1,2
2020,111,2,5,2
2020,112,1,2,2
2020,113,2,51,2
2020,114,1,47,2
2020,115,1,44,2
2020,116,1,40,2
2020,117,2,108,2
2020,118,1,41,2
2020,119,1,31,2
2020,120,1,49,2
2020,121,2,76,2
2020,122,2,89,2
2020,123,1,73,2
2020,124,2,56,2
2020,125,1,90,2
2020,126,2,46,2
2020,127,1,70,2
2020,128,2,22,2
2020,129,1,38,2
2020,132,1,12,2
2020,135,1,4,2
2020,136,1,10,2
2020,137,1,5,2
2020,139,1,10,2
2020,142,1,5,2
2020,143,2,55,2
2020,144,1,37,2
2020,146,1,46,2
2020,147,2,16,2
2020,151,1,76,2
2020,155,1,20,2
2020,156,2,21,2
2020,157,1,39,2
2020,158,2,36,2
2020,159,1,59,2
2020,165,2,12,2
2020,169,1,37,2
2020,170,2,25,2
2020,176,1,2,2
2020,178,2,54,2
2020,180,1,45,2
2020,181,1,47,2
2020,188,1,46,2
2020,189,2,75,2
2020,190,2,91,2
2020,191,2,52,2
2020,192,1,33,2
2020,193,2,49,2
2020,194,1,35,2
2020,195,2,39,2
2020,197,1,32,2
2020,204,1,1,2
2020,205,1,2,2
2020,207,1,7,2
2020,210,2,21,2
2020,212,1,34,2
2020,213,2,46,2
2020,215,1,24,2
2020,216,2,9,2
2020,217,1,17,2
2020,218,2,13,2
2020,257,2,88,2
2020,260,1,4,2
2020,263,1,5,2
2020,267,1,55,2
2020,268,2,81,2
2020,269,2,138,2
2020,270,1,108,2
2020,271,1,189,2
2020,272,1,93,2
2020,275,2,10,2
2020,310,1,25,2
2020,312,1,7,2
2020,320,1,53,2
2020,325,1,45,2
2020,326,1,71,2
2020,327,1,49,2
2020,340,2,193,2
2020,341,2,25,2
2020,342,2,21,2
2020,347,1,35,2
2020,351,1,30,2
2020,354,1,18,2
2020,358,1,22,2
2020,361,1,170,2
2020,362,1,45,2
2020,363,1,75,2
2020,364,1,35,2
2020,365,2,49,2
2020,395,2,52,2
2020,400,2,1,2
2020,403,1,56,2
2020,404,1,47,2
2020,412,1,26,2
2020,413,1,55,2
2020,452,1,31,2
2020,453,1,40,2
2020,454,2,32,2
2020,455,1,31,2
2020,458,1,5,2
2020,460,2,3,2
2020,462,2,4,2
2020,463,2,2,2
2020,464,2,5,2
2020,465,2,4,2
2020,466,1,3,2
2020,467,1,4,2
2020,468,1,2,2
2020,469,1,3,2
2020,471,1,4,2
2020,472,2,9,2
2020,473,2,3,2
2020,474,1,2,2
2020,476,2,3,2
2020,477,1,1,2
2020,479,1,2,2
2020,481,2,1,2
2020,485,2,3,2
2020,494,1,18,2
2020,515,2,15,2
2020,516,2,15,2
2020,517,1,2,2
2020,519,1,10,2
2020,522,1,23,2
2020,523,1,19,2
2020,530,2,30,2
2020,531,1,161,2
2020,532,1,87,2
2020,535,1,112,2
2020,536,1,116,2
2020,537,1,80,2
2020,538,1,78,2
2020,539,1,66,2
2020,549,1,54,2
2020,551,2,1,2
2020,555,2,59,2
2020,557,2,7,2
2020,559,2,2,2
2020,565,1,46,2
2020,566,2,57,2
2020,568,1,47,2
2020,569,1,41,2
2020,570,1,19,2
2020,571,1,52,2
2020,572,1,49,2
2020,573,1,4,2
2020,574,1,23,2
2020,575,2,7,2
2020,576,2,1,2
2020,577,2,8,2
2020,578,2,57,2
2020,579,2,72,2
2020,580,2,62,2
2020,581,1,68,2
2020,582,1,56,2
2020,583,2,57,2
2020,584,1,77,2
2020,585,2,56,2
2020,586,2,68,2
2020,587,2,53,2
2020,588,2,47,2
2020,589,2,54,2
2020,591,1,60,2
2020,592,2,3,2
2020,593,2,6,2
2020,594,1,53,2
2020,595,1,4,2
2020,596,1,10,2
2020,602,1,2,2
2020,603,2,1,2
2020,604,1,1,2
2020,605,1,7,2
2020,607,1,1,2
2020,608,2,1,2
2020,609,1,2,2
2020,613,1,1,2
2020,621,2,6,2
2020,628,2,4,2
2020,633,1,5,2
