año,codigo snies del programa,id genero,matriculados primer,semestre
2015,1,2,119,2
2015,2,2,67,2
2015,3,1,52,2
2015,4,2,50,2
2015,5,2,61,2
2015,6,1,37,2
2015,7,2,96,2
2015,8,1,58,2
2015,9,2,193,2
2015,10,1,72,2
2015,11,1,66,2
2015,12,1,8,2
2015,13,2,58,2
2015,14,2,97,2
2015,15,1,56,2
2015,16,2,60,2
2015,17,1,107,2
2015,18,1,128,2
2015,19,2,119,2
2015,20,1,53,2
2015,21,2,20,2
2015,22,1,11,2
2015,23,1,105,2
2015,24,1,89,2
2015,25,1,173,2
2015,26,2,136,2
2015,27,1,93,2
2015,28,2,107,2
2015,29,2,188,2
2015,30,1,101,2
2015,31,2,78,2
2015,32,2,78,2
2015,33,1,83,2
2015,34,1,50,2
2015,35,2,74,2
2015,36,1,82,2
2015,37,2,95,2
2015,48,2,8,2
2015,51,2,1,2
2015,69,1,59,2
2015,70,2,35,2
2015,71,1,30,2
2015,79,2,6,2
2015,80,1,13,2
2015,85,2,28,2
2015,86,2,12,2
2015,90,1,1,2
2015,91,2,21,2
2015,92,1,7,2
2015,95,2,15,2
2015,96,1,14,2
2015,97,2,8,2
2015,98,2,11,2
2015,99,2,10,2
2015,100,2,19,2
2015,101,1,16,2
2015,104,2,33,2
2015,105,1,21,2
2015,107,2,14,2
2015,108,2,21,2
2015,110,2,4,2
2015,111,2,3,2
2015,112,2,4,2
2015,113,1,50,2
2015,114,1,56,2
2015,115,2,47,2
2015,116,2,68,2
2015,117,1,102,2
2015,118,1,58,2
2015,119,2,67,2
2015,120,2,83,2
2015,121,2,62,2
2015,122,1,85,2
2015,123,2,88,2
2015,124,1,80,2
2015,125,2,59,2
2015,126,1,49,2
2015,127,2,64,2
2015,128,1,40,2
2015,129,1,44,2
2015,132,2,8,2
2015,135,1,10,2
2015,136,2,15,2
2015,137,1,11,2
2015,139,2,2,2
2015,141,1,1,2
2015,142,1,3,2
2015,143,2,35,2
2015,144,2,33,2
2015,146,1,49,2
2015,147,2,34,2
2015,149,2,66,2
2015,150,1,60,2
2015,151,2,74,2
2015,153,2,45,2
2015,154,2,71,2
2015,155,2,26,2
2015,156,2,45,2
2015,157,2,71,2
2015,158,1,50,2
2015,159,2,62,2
2015,165,2,19,2
2015,173,2,6,2
2015,174,1,6,2
2015,177,1,46,2
2015,178,2,45,2
2015,180,2,45,2
2015,181,2,40,2
2015,182,1,39,2
2015,188,1,1,2
2015,189,2,105,2
2015,190,2,94,2
2015,191,2,56,2
2015,192,1,52,2
2015,193,2,50,2
2015,194,1,9,2
2015,195,2,23,2
2015,197,2,13,2
2015,210,2,47,2
2015,212,1,57,2
2015,213,2,39,2
2015,215,1,36,2
2015,216,2,38,2
2015,217,2,36,2
2015,218,1,31,2
2015,224,1,25,2
2015,229,2,37,2
2015,230,1,38,2
2015,233,2,171,2
2015,234,1,42,2
2015,235,1,43,2
2015,236,2,76,2
2015,238,2,58,2
2015,257,2,82,2
2015,258,2,81,2
2015,267,2,56,2
2015,268,1,89,2
2015,269,2,129,2
2015,270,1,79,2
2015,271,2,181,2
2015,272,1,79,2
2015,275,1,20,2
2015,281,2,53,2
2015,288,1,52,2
2015,289,1,42,2
2015,290,2,58,2
2015,291,1,53,2
2015,292,1,56,2
2015,293,2,52,2
2015,294,1,54,2
2015,295,1,3,2
2015,296,2,59,2
2015,310,2,25,2
2015,311,2,8,2
2015,312,2,11,2
2015,320,2,58,2
2015,321,1,38,2
2015,325,2,40,2
2015,326,1,59,2
2015,327,2,115,2
2015,337,2,46,2
2015,338,1,44,2
2015,340,2,97,2
2015,341,1,63,2
2015,342,1,42,2
2015,343,1,6,2
2015,344,2,13,2
2015,347,1,101,2
2015,351,1,35,2
2015,352,1,94,2
2015,361,2,193,2
2015,362,2,78,2
2015,363,1,91,2
2015,364,2,50,2
2015,365,1,183,2
2015,371,1,2,2
2015,372,1,5,2
2015,376,1,1,2
2015,395,2,33,2
2015,400,2,11,2
2015,405,2,26,2
2015,412,1,24,2
2015,413,2,51,2
2015,417,2,31,2
2015,420,1,38,2
2015,426,2,50,2
2015,430,2,48,2
2015,432,2,21,2
2015,438,2,51,2
2015,439,2,51,2
2015,440,2,53,2
2015,441,2,50,2
2015,444,1,72,2
2015,445,1,43,2
2015,446,2,58,2
2015,448,2,76,2
2015,450,2,60,2
2015,451,1,41,2
2015,452,2,45,2
2015,453,1,35,2
2015,454,2,47,2
2015,455,2,44,2
2015,522,2,23,2
2015,523,2,38,2
2015,530,2,61,2
2015,531,2,271,2
2015,532,2,115,2
2015,535,2,141,2
2015,536,2,121,2
2015,537,2,124,2
2015,538,2,116,2
2015,539,1,67,2
2015,540,1,1,2
2015,549,1,49,2
2015,551,2,14,2
2015,555,2,39,2
2015,559,2,2,2
2015,565,2,29,2
2015,566,2,37,2
2015,568,1,34,2
2015,569,2,37,2
2015,570,2,14,2
2015,571,2,37,2
2015,572,2,38,2
2015,574,2,1,2
2015,576,2,41,2
2015,577,2,40,2
2015,579,1,45,2
2015,580,2,47,2
2015,581,1,43,2
2015,584,2,11,2
2015,585,1,3,2
2015,586,2,2,2
2015,591,2,47,2
2015,594,1,23,2
2015,595,1,1,2
2015,596,2,50,2
2015,603,1,5,2
2015,604,1,4,2
2015,605,2,5,2
2015,607,1,1,2
2015,609,2,1,2
2015,612,1,5,2
2015,613,1,1,2
2015,614,1,1,2
2015,616,2,2,2
2015,626,1,23,2
2015,628,2,13,2
2015,633,1,3,2
2015,636,1,7,2
2015,640,2,3,2
2015,642,2,7,2
2015,643,1,9,2
2015,645,2,55,2
2015,650,1,10,2
2015,651,1,17,2
2015,652,2,10,2
2015,655,1,12,2
2015,657,2,11,2
2015,658,1,8,2
2015,660,2,64,2
2015,662,1,9,2
2015,670,1,6,2
2015,672,2,3,2
2015,673,2,3,2
2015,674,1,7,2
2015,678,1,2,2
2015,679,2,5,2
2015,680,1,8,2
2015,683,1,83,2
2015,684,2,42,2
2015,685,1,19,2
2015,687,1,35,2
2015,690,2,45,2
2015,693,2,46,2
2015,694,2,53,2
2015,696,1,154,2
2015,697,2,117,2
2015,698,2,84,2
