año,codigo snies del programa,matriculados,semestre
2020,1781,3.0,1.0
2020,1782,5.0,1.0
2020,1783,2.0,1.0
2020,1784,3.0,1.0
2020,1785,7.0,1.0
2020,1786,6.0,1.0
2020,1787,2.0,1.0
2020,1788,2.0,1.0
2020,1790,3.0,1.0
2020,1792,8.0,1.0
2020,1793,4.0,1.0
2020,1794,8.0,1.0
2020,1796,5.0,1.0
2020,1797,2.0,1.0
2020,1798,2.0,1.0
2020,1799,2.0,1.0
2020,1800,2.0,1.0
2020,1801,3.0,1.0
2020,1802,10.0,1.0
2020,1807,152.0,1.0
2020,1808,8.0,1.0
2020,1813,97.0,1.0
2020,1814,33.0,1.0
2020,1819,1.0,1.0
2020,1828,14.0,1.0
2020,1834,45.0,1.0
2020,1837,47.0,1.0
2020,1838,324.0,1.0
2020,1840,27.0,1.0
2020,1841,23.0,1.0
2020,1846,35.0,1.0
2020,1847,56.0,1.0
2020,1850,8.0,1.0
2020,1853,10.0,1.0
2020,1854,44.0,1.0
2020,1855,40.0,1.0
2020,1856,34.0,1.0
2020,1870,68.0,1.0
2020,1872,17.0,1.0
2020,1875,49.0,1.0
2020,1877,93.0,1.0
2020,1878,47.0,1.0
2020,1881,23.0,1.0
2020,1883,27.0,1.0
2020,1884,16.0,1.0
2020,1892,137.0,1.0
2020,1894,179.0,1.0
2020,1895,87.0,1.0
2020,1914,19.0,1.0
2020,1915,54.0,1.0
2020,1916,37.0,1.0
2020,1918,28.0,1.0
2020,1919,22.0,1.0
2020,1928,35.0,1.0
2020,1936,6.0,1.0
2020,1942,9.0,1.0
2020,1944,1.0,1.0
2020,1946,2.0,1.0
2020,1950,9.0,1.0
2020,1953,49.0,1.0
2020,1956,104.0,1.0
2020,1958,344.0,1.0
2020,1976,481.0,1.0
2020,1977,178.0,1.0
2020,1980,143.0,1.0
2020,1981,91.0,1.0
2020,1982,31.0,1.0
2020,1983,33.0,1.0
2020,1984,12.0,1.0
2020,1985,35.0,1.0
2020,1988,30.0,1.0
2020,1989,33.0,1.0
2020,1991,52.0,1.0
2020,2004,25.0,1.0
2020,2009,16.0,1.0
2020,2016,32.0,1.0
2020,2035,29.0,1.0
2020,2037,13.0,1.0
2020,2039,62.0,1.0
2020,2040,99.0,1.0
2020,2046,18.0,1.0
2020,2048,7.0,1.0
2020,2049,13.0,1.0
2020,2051,180.0,1.0
2020,2052,77.0,1.0
2020,2053,25.0,1.0
2020,2054,74.0,1.0
2020,2055,75.0,1.0
2020,2056,26.0,1.0
2020,2063,60.0,1.0
2020,2065,93.0,1.0
2020,2068,126.0,1.0
2020,2069,44.0,1.0
2020,2070,101.0,1.0
2020,2071,25.0,1.0
2020,2076,123.0,1.0
2020,2078,43.0,1.0
2020,2086,22.0,1.0
2020,2087,40.0,1.0
2020,2088,13.0,1.0
2020,2093,25.0,1.0
2020,2094,36.0,1.0
2020,2095,12.0,1.0
2020,2111,16.0,1.0
2020,2115,32.0,1.0
2020,2130,40.0,1.0
2020,2131,75.0,1.0
2020,2134,102.0,1.0
2020,2145,87.0,1.0
2020,2162,13.0,1.0
2020,2168,20.0,1.0
2020,2189,46.0,1.0
2020,2190,57.0,1.0
2020,2206,45.0,1.0
2020,2217,31.0,1.0
2020,2234,57.0,1.0
2020,2239,12.0,1.0
2020,2249,61.0,1.0
2020,2268,63.0,1.0
2020,2337,78.0,1.0
2020,2377,3.0,1.0
2020,2381,169.0,1.0
2020,2382,158.0,1.0
2020,2384,159.0,1.0
2020,2414,8.0,1.0
2020,2427,30.0,1.0
2020,2445,25.0,1.0
2020,2446,61.0,1.0
2020,2449,17.0,1.0
2020,2459,42.0,1.0
2020,2460,108.0,1.0
2020,2470,21.0,1.0
2020,2497,31.0,1.0
2020,2501,1.0,1.0
2020,2506,10.0,1.0
2020,2513,1.0,1.0
2020,2518,118.0,1.0
2020,2519,65.0,1.0
2020,2520,20.0,1.0
2020,2521,23.0,1.0
2020,2522,47.0,1.0
2020,2523,32.0,1.0
2020,2524,66.0,1.0
2020,2525,62.0,1.0
2020,2526,25.0,1.0
2020,2533,23.0,1.0
2020,2534,12.0,1.0
2020,2537,4.0,1.0
2020,2538,7.0,1.0
2020,2539,22.0,1.0
2020,2540,88.0,1.0
2020,2541,26.0,1.0
2020,2542,39.0,1.0
2020,2543,29.0,1.0
2020,2546,11.0,1.0
2020,2549,68.0,1.0
2020,2555,23.0,1.0
2020,2562,154.0,1.0
2020,2563,91.0,1.0
