codigo snies del programa,año,semestre,total
420.0,2000.0,1,562.0
424.0,2000.0,1,243.0
425.0,2000.0,1,220.0
426.0,2000.0,1,2392.0
427.0,2000.0,1,2978.0
428.0,2000.0,1,4420.0
429.0,2000.0,1,1093.0
430.0,2000.0,1,684.0
431.0,2000.0,1,480.0
432.0,2000.0,1,171.0
433.0,2000.0,1,1783.0
434.0,2000.0,1,2401.0
435.0,2000.0,1,1377.0
436.0,2000.0,1,597.0
437.0,2000.0,1,2103.0
438.0,2000.0,1,593.0
439.0,2000.0,1,1603.0
440.0,2000.0,1,1668.0
441.0,2000.0,1,230.0
442.0,2000.0,1,248.0
444.0,2000.0,1,3271.0
445.0,2000.0,1,536.0
446.0,2000.0,1,1826.0
447.0,2000.0,1,1419.0
448.0,2000.0,1,1175.0
450.0,2000.0,1,648.0
451.0,2000.0,1,1368.0
452.0,2000.0,1,1101.0
453.0,2000.0,1,196.0
454.0,2000.0,1,328.0
455.0,2000.0,1,180.0
456.0,2000.0,1,643.0
459.0,2000.0,1,2.0
460.0,2000.0,1,2.0
462.0,2000.0,1,5.0
464.0,2000.0,1,8.0
466.0,2000.0,1,2.0
467.0,2000.0,1,2.0
468.0,2000.0,1,3.0
469.0,2000.0,1,3.0
470.0,2000.0,1,6.0
472.0,2000.0,1,8.0
473.0,2000.0,1,4.0
474.0,2000.0,1,7.0
475.0,2000.0,1,16.0
476.0,2000.0,1,1.0
477.0,2000.0,1,2.0
479.0,2000.0,1,3.0
480.0,2000.0,1,4.0
481.0,2000.0,1,5.0
482.0,2000.0,1,3.0
484.0,2000.0,1,4.0
485.0,2000.0,1,4.0
486.0,2000.0,1,6.0
488.0,2000.0,1,2.0
492.0,2000.0,1,24.0
493.0,2000.0,1,23.0
494.0,2000.0,1,29.0
511.0,2000.0,1,21.0
512.0,2000.0,1,16.0
513.0,2000.0,1,1.0
517.0,2000.0,1,9.0
518.0,2000.0,1,8.0
521.0,2000.0,1,10.0
3678.0,2000.0,1,246.0
3703.0,2000.0,1,11.0
3764.0,2000.0,1,18.0
3813.0,2000.0,1,474.0
4758.0,2000.0,1,3.0
4800.0,2000.0,1,20.0
4801.0,2000.0,1,18.0
4877.0,2000.0,1,4.0
5012.0,2000.0,1,28.0
5330.0,2000.0,1,8.0
6695.0,2000.0,1,11.0
6697.0,2000.0,1,3.0
7505.0,2000.0,1,19.0
8212.0,2000.0,1,4.0
8563.0,2000.0,1,3.0
9287.0,2000.0,1,4.0
9302.0,2000.0,1,1.0
10733.0,2000.0,1,54.0
10746.0,2000.0,1,21.0
10753.0,2000.0,1,119.0
11417.0,2000.0,1,652.0
523.0,2000.0,1,162.0
527.0,2000.0,1,784.0
528.0,2000.0,1,443.0
529.0,2000.0,1,254.0
530.0,2000.0,1,797.0
531.0,2000.0,1,1901.0
532.0,2000.0,1,540.0
533.0,2000.0,1,1667.0
534.0,2000.0,1,3174.0
535.0,2000.0,1,2085.0
536.0,2000.0,1,737.0
537.0,2000.0,1,737.0
538.0,2000.0,1,700.0
539.0,2000.0,1,513.0
540.0,2000.0,1,582.0
9691.0,2000.0,1,99.0
9693.0,2000.0,1,125.0
542.0,2000.0,1,33.0
544.0,2000.0,1,29.0
545.0,2000.0,1,126.0
551.0,2000.0,1,19.0
553.0,2000.0,1,87.0
557.0,2000.0,1,26.0
563.0,2000.0,1,25.0
564.0,2000.0,1,18.0
570.0,2000.0,1,1171.0
575.0,2000.0,1,98.0
579.0,2000.0,1,63.0
580.0,2000.0,1,95.0
581.0,2000.0,1,158.0
587.0,2000.0,1,362.0
591.0,2000.0,1,255.0
593.0,2000.0,1,58.0
594.0,2000.0,1,94.0
596.0,2000.0,1,177.0
683.0,2000.0,1,491.0
684.0,2000.0,1,77.0
688.0,2000.0,1,161.0
689.0,2000.0,1,169.0
690.0,2000.0,1,118.0
691.0,2000.0,1,335.0
692.0,2000.0,1,57.0
693.0,2000.0,1,126.0
695.0,2000.0,1,44.0
696.0,2000.0,1,181.0
697.0,2000.0,1,118.0
698.0,2000.0,1,303.0
699.0,2000.0,1,263.0
700.0,2000.0,1,267.0
701.0,2000.0,1,187.0
702.0,2000.0,1,185.0
703.0,2000.0,1,189.0
704.0,2000.0,1,72.0
705.0,2000.0,1,52.0
706.0,2000.0,1,86.0
707.0,2000.0,1,106.0
709.0,2000.0,1,24.0
710.0,2000.0,1,33.0
711.0,2000.0,1,18.0
712.0,2000.0,1,1.0
713.0,2000.0,1,4.0
714.0,2000.0,1,25.0
716.0,2000.0,1,47.0
719.0,2000.0,1,42.0
726.0,2000.0,1,9.0
727.0,2000.0,1,5.0
729.0,2000.0,1,4.0
730.0,2000.0,1,9.0
731.0,2000.0,1,7.0
732.0,2000.0,1,7.0
733.0,2000.0,1,1.0
767.0,2000.0,1,10.0
2613.0,2000.0,1,57.0
2622.0,2000.0,1,11.0
2623.0,2000.0,1,145.0
3177.0,2000.0,1,227.0
3731.0,2000.0,1,228.0
4024.0,2000.0,1,13.0
4664.0,2000.0,1,5.0
4665.0,2000.0,1,23.0
4669.0,2000.0,1,8.0
4910.0,2000.0,1,1.0
5164.0,2000.0,1,30.0
5428.0,2000.0,1,38.0
5429.0,2000.0,1,21.0
8000.0,2000.0,1,8.0
8005.0,2000.0,1,8.0
8346.0,2000.0,1,179.0
8455.0,2000.0,1,71.0
8460.0,2000.0,1,40.0
8526.0,2000.0,1,35.0
9401.0,2000.0,1,21.0
9981.0,2000.0,1,1.0
10237.0,2000.0,1,21.0
734.0,2000.0,1,57.0
735.0,2000.0,1,18.0
736.0,2000.0,1,576.0
737.0,2000.0,1,2048.0
738.0,2000.0,1,706.0
739.0,2000.0,1,403.0
740.0,2000.0,1,1016.0
741.0,2000.0,1,153.0
742.0,2000.0,1,456.0
743.0,2000.0,1,1065.0
744.0,2000.0,1,48.0
745.0,2000.0,1,46.0
746.0,2000.0,1,93.0
747.0,2000.0,1,732.0
748.0,2000.0,1,206.0
2914.0,2000.0,1,561.0
2995.0,2000.0,1,122.0
4208.0,2000.0,1,183.0
9991.0,2000.0,1,217.0
786.0,2000.0,1,510.0
795.0,2000.0,1,16.0
2887.0,2000.0,1,183.0
2916.0,2000.0,1,26.0
3227.0,2000.0,1,363.0
4282.0,2000.0,1,270.0
4697.0,2000.0,1,100.0
6564.0,2000.0,1,338.0
6565.0,2000.0,1,34.0
6566.0,2000.0,1,171.0
6690.0,2000.0,1,7.0
797.0,2000.0,1,80.0
799.0,2000.0,1,46.0
800.0,2000.0,1,60.0
801.0,2000.0,1,122.0
802.0,2000.0,1,419.0
808.0,2000.0,1,104.0
811.0,2000.0,1,51.0
3315.0,2000.0,1,102.0
3554.0,2000.0,1,20.0
3882.0,2000.0,1,42.0
4073.0,2000.0,1,66.0
7150.0,2000.0,1,180.0
817.0,2000.0,1,27.0
818.0,2000.0,1,79.0
819.0,2000.0,1,56.0
822.0,2000.0,1,56.0
824.0,2000.0,1,4.0
826.0,2000.0,1,58.0
827.0,2000.0,1,95.0
829.0,2000.0,1,51.0
830.0,2000.0,1,57.0
831.0,2000.0,1,279.0
832.0,2000.0,1,32.0
833.0,2000.0,1,24.0
834.0,2000.0,1,214.0
835.0,2000.0,1,186.0
3009.0,2000.0,1,55.0
3242.0,2000.0,1,24.0
3560.0,2000.0,1,59.0
3612.0,2000.0,1,46.0
3660.0,2000.0,1,64.0
4240.0,2000.0,1,156.0
4241.0,2000.0,1,246.0
4242.0,2000.0,1,74.0
4802.0,2000.0,1,77.0
4822.0,2000.0,1,117.0
5136.0,2000.0,1,15.0
5637.0,2000.0,1,45.0
5835.0,2000.0,1,31.0
8991.0,2000.0,1,32.0
8994.0,2000.0,1,19.0
8995.0,2000.0,1,39.0
842.0,2000.0,1,89.0
850.0,2000.0,1,83.0
851.0,2000.0,1,87.0
853.0,2000.0,1,223.0
854.0,2000.0,1,129.0
855.0,2000.0,1,91.0
856.0,2000.0,1,228.0
857.0,2000.0,1,71.0
3521.0,2000.0,1,159.0
3597.0,2000.0,1,153.0
3616.0,2000.0,1,78.0
3617.0,2000.0,1,144.0
3618.0,2000.0,1,105.0
4083.0,2000.0,1,69.0
4995.0,2000.0,1,93.0
7108.0,2000.0,1,86.0
858.0,2000.0,1,112.0
859.0,2000.0,1,35.0
862.0,2000.0,1,38.0
882.0,2000.0,1,120.0
883.0,2000.0,1,328.0
884.0,2000.0,1,48.0
885.0,2000.0,1,61.0
3147.0,2000.0,1,422.0
6524.0,2000.0,1,125.0
7112.0,2000.0,1,147.0
9687.0,2000.0,1,82.0
9853.0,2000.0,1,317.0
889.0,2000.0,1,91.0
891.0,2000.0,1,97.0
894.0,2000.0,1,123.0
1928.0,2000.0,1,50.0
4086.0,2000.0,1,104.0
4087.0,2000.0,1,134.0
5731.0,2000.0,1,90.0
898.0,2000.0,1,235.0
3157.0,2000.0,1,48.0
4346.0,2000.0,1,132.0
902.0,2000.0,1,52.0
2512.0,2000.0,1,22.0
4447.0,2000.0,1,103.0
4627.0,2000.0,1,84.0
5100.0,2000.0,1,311.0
1730.0,2000.0,1,120.0
1731.0,2000.0,1,133.0
2858.0,2000.0,1,82.0
4233.0,2000.0,1,257.0
5427.0,2000.0,1,27.0
5795.0,2000.0,1,122.0
6424.0,2000.0,1,43.0
10092.0,2000.0,1,253.0
903.0,2000.0,1,99.0
904.0,2000.0,1,104.0
905.0,2000.0,1,152.0
910.0,2000.0,1,293.0
911.0,2000.0,1,567.0
912.0,2000.0,1,157.0
913.0,2000.0,1,175.0
914.0,2000.0,1,402.0
915.0,2000.0,1,366.0
916.0,2000.0,1,328.0
917.0,2000.0,1,329.0
918.0,2000.0,1,918.0
919.0,2000.0,1,1354.0
920.0,2000.0,1,887.0
921.0,2000.0,1,261.0
4046.0,2000.0,1,540.0
4047.0,2000.0,1,290.0
4048.0,2000.0,1,837.0
4049.0,2000.0,1,165.0
4976.0,2000.0,1,79.0
4978.0,2000.0,1,98.0
6567.0,2000.0,1,236.0
8675.0,2000.0,1,981.0
219.0,2000.0,1,15.0
925.0,2000.0,1,139.0
926.0,2000.0,1,128.0
928.0,2000.0,1,29.0
933.0,2000.0,1,2.0
935.0,2000.0,1,43.0
943.0,2000.0,1,63.0
944.0,2000.0,1,94.0
945.0,2000.0,1,385.0
946.0,2000.0,1,24.0
947.0,2000.0,1,64.0
948.0,2000.0,1,17.0
949.0,2000.0,1,213.0
950.0,2000.0,1,148.0
951.0,2000.0,1,263.0
952.0,2000.0,1,145.0
953.0,2000.0,1,303.0
954.0,2000.0,1,110.0
955.0,2000.0,1,17.0
956.0,2000.0,1,40.0
957.0,2000.0,1,30.0
958.0,2000.0,1,34.0
959.0,2000.0,1,142.0
960.0,2000.0,1,465.0
961.0,2000.0,1,455.0
962.0,2000.0,1,147.0
964.0,2000.0,1,84.0
967.0,2000.0,1,35.0
968.0,2000.0,1,74.0
969.0,2000.0,1,82.0
970.0,2000.0,1,42.0
971.0,2000.0,1,13.0
972.0,2000.0,1,75.0
973.0,2000.0,1,80.0
974.0,2000.0,1,5.0
976.0,2000.0,1,9.0
977.0,2000.0,1,9.0
978.0,2000.0,1,5.0
979.0,2000.0,1,39.0
980.0,2000.0,1,41.0
981.0,2000.0,1,31.0
982.0,2000.0,1,23.0
983.0,2000.0,1,15.0
984.0,2000.0,1,30.0
985.0,2000.0,1,11.0
986.0,2000.0,1,36.0
988.0,2000.0,1,20.0
990.0,2000.0,1,16.0
991.0,2000.0,1,15.0
994.0,2000.0,1,20.0
998.0,2000.0,1,1.0
999.0,2000.0,1,2.0
1001.0,2000.0,1,42.0
1002.0,2000.0,1,13.0
1003.0,2000.0,1,30.0
1004.0,2000.0,1,18.0
1009.0,2000.0,1,48.0
1010.0,2000.0,1,11.0
1017.0,2000.0,1,11.0
1019.0,2000.0,1,16.0
1023.0,2000.0,1,28.0
1025.0,2000.0,1,22.0
1026.0,2000.0,1,11.0
1027.0,2000.0,1,51.0
1028.0,2000.0,1,9.0
1029.0,2000.0,1,24.0
1030.0,2000.0,1,16.0
1033.0,2000.0,1,1.0
1034.0,2000.0,1,20.0
1035.0,2000.0,1,18.0
1037.0,2000.0,1,1.0
1038.0,2000.0,1,1.0
2513.0,2000.0,1,1.0
2841.0,2000.0,1,20.0
2842.0,2000.0,1,75.0
3078.0,2000.0,1,128.0
3079.0,2000.0,1,186.0
3094.0,2000.0,1,22.0
3095.0,2000.0,1,20.0
3268.0,2000.0,1,21.0
3706.0,2000.0,1,5.0
3914.0,2000.0,1,1.0
4089.0,2000.0,1,38.0
4166.0,2000.0,1,1.0
4420.0,2000.0,1,5.0
4686.0,2000.0,1,15.0
4698.0,2000.0,1,6.0
4876.0,2000.0,1,93.0
4882.0,2000.0,1,39.0
5029.0,2000.0,1,1.0
5079.0,2000.0,1,18.0
5300.0,2000.0,1,19.0
5332.0,2000.0,1,8.0
5981.0,2000.0,1,138.0
6650.0,2000.0,1,19.0
7204.0,2000.0,1,33.0
7205.0,2000.0,1,6.0
7796.0,2000.0,1,35.0
7808.0,2000.0,1,19.0
8124.0,2000.0,1,63.0
8573.0,2000.0,1,16.0
8577.0,2000.0,1,45.0
8579.0,2000.0,1,25.0
8583.0,2000.0,1,8.0
9291.0,2000.0,1,6.0
10050.0,2000.0,1,51.0
1039.0,2000.0,1,67.0
1040.0,2000.0,1,96.0
1041.0,2000.0,1,31.0
1042.0,2000.0,1,75.0
1043.0,2000.0,1,59.0
1044.0,2000.0,1,93.0
1046.0,2000.0,1,14.0
1047.0,2000.0,1,44.0
1048.0,2000.0,1,22.0
5280.0,2000.0,1,38.0
8114.0,2000.0,1,46.0
8663.0,2000.0,1,57.0
1050.0,2000.0,1,16.0
1051.0,2000.0,1,33.0
1052.0,2000.0,1,12.0
1053.0,2000.0,1,33.0
1054.0,2000.0,1,24.0
1056.0,2000.0,1,114.0
1059.0,2000.0,1,29.0
1060.0,2000.0,1,90.0
1061.0,2000.0,1,59.0
1062.0,2000.0,1,63.0
1063.0,2000.0,1,12.0
1065.0,2000.0,1,5.0
2621.0,2000.0,1,41.0
3416.0,2000.0,1,34.0
4303.0,2000.0,1,33.0
1078.0,2000.0,1,120.0
1079.0,2000.0,1,31.0
1080.0,2000.0,1,258.0
1081.0,2000.0,1,120.0
1083.0,2000.0,1,98.0
1084.0,2000.0,1,80.0
1085.0,2000.0,1,225.0
1086.0,2000.0,1,111.0
1087.0,2000.0,1,99.0
1088.0,2000.0,1,27.0
1091.0,2000.0,1,15.0
1094.0,2000.0,1,22.0
2647.0,2000.0,1,29.0
2716.0,2000.0,1,76.0
2766.0,2000.0,1,10.0
3083.0,2000.0,1,14.0
3904.0,2000.0,1,238.0
4114.0,2000.0,1,92.0
4267.0,2000.0,1,54.0
5276.0,2000.0,1,25.0
7215.0,2000.0,1,67.0
7216.0,2000.0,1,18.0
8050.0,2000.0,1,25.0
9417.0,2000.0,1,11.0
1096.0,2000.0,1,14.0
1097.0,2000.0,1,57.0
1098.0,2000.0,1,201.0
1099.0,2000.0,1,28.0
1100.0,2000.0,1,167.0
1101.0,2000.0,1,35.0
1102.0,2000.0,1,34.0
1103.0,2000.0,1,58.0
2767.0,2000.0,1,38.0
3149.0,2000.0,1,25.0
3905.0,2000.0,1,101.0
7206.0,2000.0,1,18.0
8198.0,2000.0,1,84.0
9376.0,2000.0,1,167.0
757.0,2000.0,1,50.0
1110.0,2000.0,1,44.0
1111.0,2000.0,1,10.0
1113.0,2000.0,1,81.0
1114.0,2000.0,1,496.0
1115.0,2000.0,1,139.0
1116.0,2000.0,1,50.0
1117.0,2000.0,1,40.0
1120.0,2000.0,1,37.0
1126.0,2000.0,1,37.0
1128.0,2000.0,1,26.0
1129.0,2000.0,1,22.0
1132.0,2000.0,1,25.0
1138.0,2000.0,1,105.0
1139.0,2000.0,1,18.0
2496.0,2000.0,1,45.0
2515.0,2000.0,1,34.0
2750.0,2000.0,1,37.0
2919.0,2000.0,1,145.0
3174.0,2000.0,1,33.0
3175.0,2000.0,1,83.0
3567.0,2000.0,1,17.0
3893.0,2000.0,1,25.0
3920.0,2000.0,1,55.0
4189.0,2000.0,1,27.0
4248.0,2000.0,1,18.0
4367.0,2000.0,1,14.0
4464.0,2000.0,1,41.0
4500.0,2000.0,1,11.0
4505.0,2000.0,1,68.0
4649.0,2000.0,1,42.0
4651.0,2000.0,1,25.0
4747.0,2000.0,1,19.0
4901.0,2000.0,1,35.0
4916.0,2000.0,1,22.0
4917.0,2000.0,1,50.0
6022.0,2000.0,1,26.0
6589.0,2000.0,1,21.0
7219.0,2000.0,1,45.0
7222.0,2000.0,1,27.0
8248.0,2000.0,1,28.0
8310.0,2000.0,1,32.0
8347.0,2000.0,1,27.0
8645.0,2000.0,1,18.0
9290.0,2000.0,1,14.0
