codigo snies del programa,año,semestre,graduados
448.0,2004.0,1,5.0
449.0,2004.0,1,1.0
450.0,2004.0,1,12.0
451.0,2004.0,1,6.0
452.0,2004.0,1,1.0
455.0,2004.0,1,3.0
456.0,2004.0,1,49.0
459.0,2004.0,1,1.0
467.0,2004.0,1,1.0
471.0,2004.0,1,1.0
472.0,2004.0,1,1.0
476.0,2004.0,1,2.0
483.0,2004.0,1,1.0
484.0,2004.0,1,1.0
488.0,2004.0,1,3.0
489.0,2004.0,1,2.0
490.0,2004.0,1,1.0
491.0,2004.0,1,1.0
492.0,2004.0,1,4.0
494.0,2004.0,1,11.0
503.0,2004.0,1,1.0
504.0,2004.0,1,1.0
507.0,2004.0,1,6.0
508.0,2004.0,1,3.0
512.0,2004.0,1,6.0
514.0,2004.0,1,3.0
515.0,2004.0,1,1.0
516.0,2004.0,1,2.0
519.0,2004.0,1,3.0
530.0,2004.0,1,30.0
531.0,2004.0,1,37.0
532.0,2004.0,1,16.0
534.0,2004.0,1,23.0
535.0,2004.0,1,9.0
536.0,2004.0,1,6.0
537.0,2004.0,1,17.0
538.0,2004.0,1,55.0
540.0,2004.0,1,7.0
542.0,2004.0,1,1.0
549.0,2004.0,1,19.0
550.0,2004.0,1,5.0
551.0,2004.0,1,7.0
552.0,2004.0,1,6.0
553.0,2004.0,1,26.0
554.0,2004.0,1,11.0
555.0,2004.0,1,11.0
558.0,2004.0,1,25.0
560.0,2004.0,1,1.0
563.0,2004.0,1,8.0
565.0,2004.0,1,14.0
567.0,2004.0,1,49.0
568.0,2004.0,1,20.0
569.0,2004.0,1,4.0
570.0,2004.0,1,4.0
571.0,2004.0,1,36.0
572.0,2004.0,1,13.0
575.0,2004.0,1,12.0
576.0,2004.0,1,1.0
577.0,2004.0,1,8.0
578.0,2004.0,1,1.0
579.0,2004.0,1,28.0
583.0,2004.0,1,12.0
585.0,2004.0,1,16.0
586.0,2004.0,1,35.0
587.0,2004.0,1,33.0
588.0,2004.0,1,13.0
589.0,2004.0,1,12.0
590.0,2004.0,1,14.0
591.0,2004.0,1,26.0
593.0,2004.0,1,10.0
594.0,2004.0,1,5.0
595.0,2004.0,1,6.0
596.0,2004.0,1,17.0
598.0,2004.0,1,1.0
599.0,2004.0,1,1.0
604.0,2004.0,1,3.0
608.0,2004.0,1,1.0
609.0,2004.0,1,2.0
610.0,2004.0,1,2.0
611.0,2004.0,1,3.0
612.0,2004.0,1,2.0
613.0,2004.0,1,1.0
614.0,2004.0,1,1.0
615.0,2004.0,1,7.0
618.0,2004.0,1,2.0
621.0,2004.0,1,3.0
622.0,2004.0,1,4.0
623.0,2004.0,1,12.0
626.0,2004.0,1,17.0
627.0,2004.0,1,14.0
629.0,2004.0,1,3.0
634.0,2004.0,1,5.0
636.0,2004.0,1,2.0
637.0,2004.0,1,1.0
638.0,2004.0,1,1.0
639.0,2004.0,1,3.0
640.0,2004.0,1,3.0
641.0,2004.0,1,6.0
642.0,2004.0,1,6.0
645.0,2004.0,1,3.0
648.0,2004.0,1,2.0
651.0,2004.0,1,2.0
652.0,2004.0,1,1.0
655.0,2004.0,1,2.0
656.0,2004.0,1,4.0
658.0,2004.0,1,3.0
660.0,2004.0,1,18.0
662.0,2004.0,1,4.0
663.0,2004.0,1,4.0
665.0,2004.0,1,1.0
666.0,2004.0,1,5.0
668.0,2004.0,1,3.0
669.0,2004.0,1,4.0
670.0,2004.0,1,1.0
672.0,2004.0,1,2.0
673.0,2004.0,1,2.0
674.0,2004.0,1,1.0
676.0,2004.0,1,4.0
678.0,2004.0,1,2.0
682.0,2004.0,1,2.0
683.0,2004.0,1,107.0
684.0,2004.0,1,5.0
685.0,2004.0,1,11.0
686.0,2004.0,1,26.0
687.0,2004.0,1,22.0
688.0,2004.0,1,25.0
689.0,2004.0,1,3.0
690.0,2004.0,1,22.0
691.0,2004.0,1,5.0
692.0,2004.0,1,14.0
693.0,2004.0,1,13.0
694.0,2004.0,1,123.0
695.0,2004.0,1,5.0
696.0,2004.0,1,80.0
697.0,2004.0,1,21.0
698.0,2004.0,1,52.0
699.0,2004.0,1,12.0
700.0,2004.0,1,40.0
701.0,2004.0,1,32.0
702.0,2004.0,1,21.0
703.0,2004.0,1,37.0
704.0,2004.0,1,7.0
705.0,2004.0,1,10.0
706.0,2004.0,1,11.0
707.0,2004.0,1,24.0
709.0,2004.0,1,2.0
710.0,2004.0,1,3.0
711.0,2004.0,1,2.0
712.0,2004.0,1,1.0
713.0,2004.0,1,2.0
714.0,2004.0,1,4.0
715.0,2004.0,1,17.0
716.0,2004.0,1,2.0
718.0,2004.0,1,2.0
719.0,2004.0,1,7.0
721.0,2004.0,1,1.0
726.0,2004.0,1,2.0
727.0,2004.0,1,5.0
728.0,2004.0,1,3.0
729.0,2004.0,1,8.0
730.0,2004.0,1,15.0
731.0,2004.0,1,8.0
732.0,2004.0,1,6.0
733.0,2004.0,1,3.0
734.0,2004.0,1,29.0
737.0,2004.0,1,3.0
738.0,2004.0,1,43.0
739.0,2004.0,1,79.0
740.0,2004.0,1,45.0
741.0,2004.0,1,59.0
742.0,2004.0,1,2.0
744.0,2004.0,1,3.0
745.0,2004.0,1,2.0
746.0,2004.0,1,3.0
747.0,2004.0,1,82.0
748.0,2004.0,1,20.0
751.0,2004.0,1,1.0
754.0,2004.0,1,2.0
756.0,2004.0,1,7.0
757.0,2004.0,1,14.0
758.0,2004.0,1,3.0
760.0,2004.0,1,1.0
767.0,2004.0,1,4.0
771.0,2004.0,1,2.0
772.0,2004.0,1,12.0
775.0,2004.0,1,1.0
777.0,2004.0,1,12.0
778.0,2004.0,1,1.0
779.0,2004.0,1,5.0
780.0,2004.0,1,6.0
782.0,2004.0,1,11.0
786.0,2004.0,1,65.0
787.0,2004.0,1,36.0
789.0,2004.0,1,64.0
790.0,2004.0,1,19.0
794.0,2004.0,1,10.0
795.0,2004.0,1,4.0
796.0,2004.0,1,5.0
797.0,2004.0,1,30.0
798.0,2004.0,1,217.0
799.0,2004.0,1,18.0
800.0,2004.0,1,5.0
801.0,2004.0,1,31.0
802.0,2004.0,1,209.0
804.0,2004.0,1,10.0
805.0,2004.0,1,15.0
806.0,2004.0,1,6.0
807.0,2004.0,1,13.0
808.0,2004.0,1,37.0
809.0,2004.0,1,159.0
810.0,2004.0,1,20.0
811.0,2004.0,1,18.0
816.0,2004.0,1,2.0
817.0,2004.0,1,8.0
818.0,2004.0,1,15.0
819.0,2004.0,1,3.0
822.0,2004.0,1,30.0
823.0,2004.0,1,24.0
824.0,2004.0,1,8.0
825.0,2004.0,1,4.0
827.0,2004.0,1,1.0
829.0,2004.0,1,13.0
830.0,2004.0,1,8.0
831.0,2004.0,1,1.0
832.0,2004.0,1,10.0
833.0,2004.0,1,1.0
835.0,2004.0,1,37.0
841.0,2004.0,1,1.0
842.0,2004.0,1,25.0
844.0,2004.0,1,2.0
845.0,2004.0,1,1.0
847.0,2004.0,1,9.0
851.0,2004.0,1,9.0
852.0,2004.0,1,2.0
855.0,2004.0,1,56.0
857.0,2004.0,1,29.0
860.0,2004.0,1,7.0
862.0,2004.0,1,32.0
865.0,2004.0,1,15.0
866.0,2004.0,1,100.0
867.0,2004.0,1,13.0
870.0,2004.0,1,20.0
871.0,2004.0,1,29.0
872.0,2004.0,1,12.0
873.0,2004.0,1,15.0
879.0,2004.0,1,8.0
880.0,2004.0,1,8.0
882.0,2004.0,1,2.0
883.0,2004.0,1,17.0
884.0,2004.0,1,1.0
885.0,2004.0,1,9.0
898.0,2004.0,1,3.0
902.0,2004.0,1,15.0
906.0,2004.0,1,4.0
907.0,2004.0,1,2.0
908.0,2004.0,1,4.0
910.0,2004.0,1,29.0
911.0,2004.0,1,41.0
912.0,2004.0,1,17.0
913.0,2004.0,1,20.0
915.0,2004.0,1,50.0
916.0,2004.0,1,25.0
917.0,2004.0,1,57.0
918.0,2004.0,1,23.0
919.0,2004.0,1,32.0
920.0,2004.0,1,36.0
922.0,2004.0,1,17.0
923.0,2004.0,1,6.0
924.0,2004.0,1,4.0
925.0,2004.0,1,48.0
926.0,2004.0,1,16.0
927.0,2004.0,1,490.0
933.0,2004.0,1,3.0
935.0,2004.0,1,9.0
937.0,2004.0,1,11.0
939.0,2004.0,1,2.0
940.0,2004.0,1,1.0
943.0,2004.0,1,24.0
944.0,2004.0,1,51.0
945.0,2004.0,1,63.0
946.0,2004.0,1,11.0
947.0,2004.0,1,42.0
948.0,2004.0,1,4.0
949.0,2004.0,1,80.0
950.0,2004.0,1,43.0
951.0,2004.0,1,72.0
952.0,2004.0,1,39.0
955.0,2004.0,1,3.0
956.0,2004.0,1,12.0
957.0,2004.0,1,7.0
958.0,2004.0,1,15.0
959.0,2004.0,1,47.0
960.0,2004.0,1,44.0
961.0,2004.0,1,93.0
962.0,2004.0,1,83.0
964.0,2004.0,1,17.0
967.0,2004.0,1,9.0
968.0,2004.0,1,3.0
969.0,2004.0,1,1.0
970.0,2004.0,1,1.0
972.0,2004.0,1,3.0
973.0,2004.0,1,11.0
974.0,2004.0,1,1.0
975.0,2004.0,1,1.0
977.0,2004.0,1,2.0
979.0,2004.0,1,2.0
981.0,2004.0,1,2.0
982.0,2004.0,1,1.0
983.0,2004.0,1,1.0
986.0,2004.0,1,2.0
990.0,2004.0,1,5.0
991.0,2004.0,1,1.0
992.0,2004.0,1,42.0
997.0,2004.0,1,5.0
1001.0,2004.0,1,16.0
1002.0,2004.0,1,11.0
1003.0,2004.0,1,35.0
1005.0,2004.0,1,13.0
1009.0,2004.0,1,34.0
1012.0,2004.0,1,48.0
1016.0,2004.0,1,5.0
1017.0,2004.0,1,2.0
1018.0,2004.0,1,2.0
1019.0,2004.0,1,2.0
1020.0,2004.0,1,7.0
1025.0,2004.0,1,12.0
1027.0,2004.0,1,19.0
1028.0,2004.0,1,5.0
1029.0,2004.0,1,5.0
1030.0,2004.0,1,10.0
1032.0,2004.0,1,5.0
1034.0,2004.0,1,6.0
1035.0,2004.0,1,4.0
1036.0,2004.0,1,2.0
1038.0,2004.0,1,1.0
1039.0,2004.0,1,73.0
1040.0,2004.0,1,52.0
1041.0,2004.0,1,49.0
1042.0,2004.0,1,16.0
1043.0,2004.0,1,39.0
1044.0,2004.0,1,87.0
1051.0,2004.0,1,5.0
1052.0,2004.0,1,4.0
1054.0,2004.0,1,9.0
1059.0,2004.0,1,4.0
1061.0,2004.0,1,1.0
1069.0,2004.0,1,1.0
1070.0,2004.0,1,2.0
1071.0,2004.0,1,12.0
1073.0,2004.0,1,15.0
1074.0,2004.0,1,11.0
1075.0,2004.0,1,8.0
1076.0,2004.0,1,5.0
1077.0,2004.0,1,7.0
1082.0,2004.0,1,10.0
1097.0,2004.0,1,16.0
1098.0,2004.0,1,48.0
1099.0,2004.0,1,25.0
1101.0,2004.0,1,14.0
1102.0,2004.0,1,10.0
1103.0,2004.0,1,53.0
1104.0,2004.0,1,33.0
1108.0,2004.0,1,4.0
1110.0,2004.0,1,47.0
1112.0,2004.0,1,69.0
1113.0,2004.0,1,107.0
1114.0,2004.0,1,79.0
1116.0,2004.0,1,8.0
1117.0,2004.0,1,8.0
1121.0,2004.0,1,6.0
1123.0,2004.0,1,14.0
1125.0,2004.0,1,58.0
1127.0,2004.0,1,32.0
1129.0,2004.0,1,15.0
1131.0,2004.0,1,63.0
1136.0,2004.0,1,3.0
1137.0,2004.0,1,4.0
1138.0,2004.0,1,12.0
1139.0,2004.0,1,1.0
1141.0,2004.0,1,1.0
1142.0,2004.0,1,11.0
1143.0,2004.0,1,103.0
1144.0,2004.0,1,85.0
1145.0,2004.0,1,13.0
1146.0,2004.0,1,69.0
1147.0,2004.0,1,28.0
1148.0,2004.0,1,41.0
1149.0,2004.0,1,10.0
1150.0,2004.0,1,31.0
1151.0,2004.0,1,40.0
1152.0,2004.0,1,39.0
1153.0,2004.0,1,2.0
1154.0,2004.0,1,33.0
1155.0,2004.0,1,20.0
1156.0,2004.0,1,3.0
1158.0,2004.0,1,24.0
1163.0,2004.0,1,12.0
1164.0,2004.0,1,21.0
1166.0,2004.0,1,23.0
1169.0,2004.0,1,29.0
1170.0,2004.0,1,16.0
1174.0,2004.0,1,14.0
1175.0,2004.0,1,35.0
1176.0,2004.0,1,30.0
1177.0,2004.0,1,8.0
1178.0,2004.0,1,8.0
1179.0,2004.0,1,33.0
1180.0,2004.0,1,76.0
1181.0,2004.0,1,12.0
1182.0,2004.0,1,57.0
1183.0,2004.0,1,12.0
1186.0,2004.0,1,30.0
1189.0,2004.0,1,4.0
1190.0,2004.0,1,11.0
1191.0,2004.0,1,36.0
1192.0,2004.0,1,201.0
1193.0,2004.0,1,33.0
1195.0,2004.0,1,40.0
1196.0,2004.0,1,68.0
1197.0,2004.0,1,3.0
1199.0,2004.0,1,12.0
1200.0,2004.0,1,9.0
1201.0,2004.0,1,45.0
1202.0,2004.0,1,22.0
1203.0,2004.0,1,6.0
1204.0,2004.0,1,9.0
1205.0,2004.0,1,67.0
1206.0,2004.0,1,1.0
1208.0,2004.0,1,1.0
1216.0,2004.0,1,8.0
1217.0,2004.0,1,3.0
1218.0,2004.0,1,29.0
1219.0,2004.0,1,13.0
1220.0,2004.0,1,26.0
1222.0,2004.0,1,1.0
1223.0,2004.0,1,13.0
1224.0,2004.0,1,3.0
1227.0,2004.0,1,2.0
1229.0,2004.0,1,1.0
1233.0,2004.0,1,3.0
1236.0,2004.0,1,38.0
1237.0,2004.0,1,43.0
1238.0,2004.0,1,37.0
1239.0,2004.0,1,52.0
1244.0,2004.0,1,47.0
1245.0,2004.0,1,159.0
1246.0,2004.0,1,19.0
1247.0,2004.0,1,27.0
1248.0,2004.0,1,38.0
1249.0,2004.0,1,39.0
1250.0,2004.0,1,19.0
1251.0,2004.0,1,4.0
1252.0,2004.0,1,56.0
1254.0,2004.0,1,55.0
1255.0,2004.0,1,26.0
1258.0,2004.0,1,1.0
1260.0,2004.0,1,8.0
1267.0,2004.0,1,8.0
1268.0,2004.0,1,2.0
1269.0,2004.0,1,24.0
1270.0,2004.0,1,48.0
1271.0,2004.0,1,34.0
1272.0,2004.0,1,80.0
1273.0,2004.0,1,41.0
1274.0,2004.0,1,30.0
1275.0,2004.0,1,8.0
1276.0,2004.0,1,81.0
1277.0,2004.0,1,17.0
1293.0,2004.0,1,23.0
1294.0,2004.0,1,8.0
1295.0,2004.0,1,48.0
1296.0,2004.0,1,1.0
1297.0,2004.0,1,10.0
1298.0,2004.0,1,12.0
1299.0,2004.0,1,33.0
1300.0,2004.0,1,2.0
1301.0,2004.0,1,3.0
1302.0,2004.0,1,1.0
1303.0,2004.0,1,2.0
1305.0,2004.0,1,4.0
1307.0,2004.0,1,1.0
1308.0,2004.0,1,1.0
1309.0,2004.0,1,1.0
1310.0,2004.0,1,1.0
1311.0,2004.0,1,3.0
1312.0,2004.0,1,2.0
1315.0,2004.0,1,6.0
1316.0,2004.0,1,2.0
1317.0,2004.0,1,1.0
1318.0,2004.0,1,1.0
1320.0,2004.0,1,1.0
1323.0,2004.0,1,42.0
1324.0,2004.0,1,12.0
1325.0,2004.0,1,5.0
1326.0,2004.0,1,10.0
1328.0,2004.0,1,30.0
1329.0,2004.0,1,79.0
1330.0,2004.0,1,1.0
1331.0,2004.0,1,25.0
1332.0,2004.0,1,15.0
1334.0,2004.0,1,11.0
1336.0,2004.0,1,54.0
1337.0,2004.0,1,48.0
1338.0,2004.0,1,71.0
1340.0,2004.0,1,16.0
1342.0,2004.0,1,1.0
1346.0,2004.0,1,36.0
1347.0,2004.0,1,13.0
1348.0,2004.0,1,25.0
1349.0,2004.0,1,20.0
1350.0,2004.0,1,43.0
1357.0,2004.0,1,1.0
1361.0,2004.0,1,88.0
1365.0,2004.0,1,2.0
1366.0,2004.0,1,13.0
1367.0,2004.0,1,1.0
1368.0,2004.0,1,8.0
1369.0,2004.0,1,8.0
1373.0,2004.0,1,4.0
1380.0,2004.0,1,124.0
1381.0,2004.0,1,224.0
1382.0,2004.0,1,73.0
1383.0,2004.0,1,80.0
1384.0,2004.0,1,62.0
1386.0,2004.0,1,52.0
1387.0,2004.0,1,11.0
1388.0,2004.0,1,8.0
1389.0,2004.0,1,7.0
1399.0,2004.0,1,23.0
1400.0,2004.0,1,29.0
1402.0,2004.0,1,5.0
1409.0,2004.0,1,17.0
1412.0,2004.0,1,17.0
1414.0,2004.0,1,4.0
1415.0,2004.0,1,14.0
1430.0,2004.0,1,86.0
1432.0,2004.0,1,1.0
1433.0,2004.0,1,68.0
1434.0,2004.0,1,22.0
1439.0,2004.0,1,52.0
1440.0,2004.0,1,1.0
1441.0,2004.0,1,3.0
1442.0,2004.0,1,24.0
1443.0,2004.0,1,60.0
1444.0,2004.0,1,104.0
1445.0,2004.0,1,5.0
1446.0,2004.0,1,79.0
1447.0,2004.0,1,17.0
1448.0,2004.0,1,15.0
1449.0,2004.0,1,23.0
1450.0,2004.0,1,46.0
1453.0,2004.0,1,12.0
1458.0,2004.0,1,23.0
1459.0,2004.0,1,2.0
1461.0,2004.0,1,11.0
1463.0,2004.0,1,19.0
1464.0,2004.0,1,3.0
1465.0,2004.0,1,26.0
1466.0,2004.0,1,2.0
1471.0,2004.0,1,1.0
1475.0,2004.0,1,115.0
1476.0,2004.0,1,100.0
1477.0,2004.0,1,28.0
1478.0,2004.0,1,1.0
1480.0,2004.0,1,39.0
1482.0,2004.0,1,1.0
1483.0,2004.0,1,178.0
1484.0,2004.0,1,80.0
1486.0,2004.0,1,3.0
1487.0,2004.0,1,57.0
1488.0,2004.0,1,19.0
1489.0,2004.0,1,1.0
1492.0,2004.0,1,48.0
1493.0,2004.0,1,35.0
1498.0,2004.0,1,69.0
1503.0,2004.0,1,148.0
1510.0,2004.0,1,4.0
1511.0,2004.0,1,4.0
1512.0,2004.0,1,93.0
1513.0,2004.0,1,26.0
1516.0,2004.0,1,11.0
1517.0,2004.0,1,1.0
1518.0,2004.0,1,29.0
1519.0,2004.0,1,14.0
1520.0,2004.0,1,15.0
1523.0,2004.0,1,8.0
1527.0,2004.0,1,13.0
1528.0,2004.0,1,2.0
1531.0,2004.0,1,27.0
1532.0,2004.0,1,10.0
1533.0,2004.0,1,36.0
1534.0,2004.0,1,31.0
1535.0,2004.0,1,62.0
1536.0,2004.0,1,23.0
1537.0,2004.0,1,8.0
1538.0,2004.0,1,2.0
1539.0,2004.0,1,24.0
1540.0,2004.0,1,32.0
1541.0,2004.0,1,13.0
1542.0,2004.0,1,110.0
1543.0,2004.0,1,33.0
1544.0,2004.0,1,20.0
1545.0,2004.0,1,20.0
1546.0,2004.0,1,6.0
1547.0,2004.0,1,7.0
1548.0,2004.0,1,10.0
1553.0,2004.0,1,37.0
1554.0,2004.0,1,25.0
1556.0,2004.0,1,23.0
1559.0,2004.0,1,10.0
1564.0,2004.0,1,15.0
1566.0,2004.0,1,2.0
1568.0,2004.0,1,8.0
1573.0,2004.0,1,6.0
1574.0,2004.0,1,19.0
1575.0,2004.0,1,31.0
1578.0,2004.0,1,64.0
1579.0,2004.0,1,11.0
1580.0,2004.0,1,4.0
1581.0,2004.0,1,13.0
1582.0,2004.0,1,10.0
1585.0,2004.0,1,2.0
1595.0,2004.0,1,25.0
1596.0,2004.0,1,104.0
1598.0,2004.0,1,171.0
1599.0,2004.0,1,33.0
1610.0,2004.0,1,54.0
1613.0,2004.0,1,6.0
1614.0,2004.0,1,73.0
1615.0,2004.0,1,62.0
1621.0,2004.0,1,8.0
1626.0,2004.0,1,11.0
1630.0,2004.0,1,1.0
1635.0,2004.0,1,9.0
1636.0,2004.0,1,7.0
1638.0,2004.0,1,2.0
1639.0,2004.0,1,9.0
1640.0,2004.0,1,21.0
1641.0,2004.0,1,68.0
1643.0,2004.0,1,27.0
1644.0,2004.0,1,2.0
1646.0,2004.0,1,2.0
1650.0,2004.0,1,49.0
1651.0,2004.0,1,42.0
1652.0,2004.0,1,28.0
1653.0,2004.0,1,13.0
1654.0,2004.0,1,124.0
1655.0,2004.0,1,8.0
1656.0,2004.0,1,38.0
1657.0,2004.0,1,50.0
1658.0,2004.0,1,12.0
1671.0,2004.0,1,40.0
1673.0,2004.0,1,86.0
1676.0,2004.0,1,42.0
1677.0,2004.0,1,101.0
1678.0,2004.0,1,2.0
1679.0,2004.0,1,26.0
1680.0,2004.0,1,81.0
1681.0,2004.0,1,439.0
1682.0,2004.0,1,26.0
1683.0,2004.0,1,21.0
1684.0,2004.0,1,30.0
1687.0,2004.0,1,33.0
1688.0,2004.0,1,482.0
1689.0,2004.0,1,20.0
1690.0,2004.0,1,5.0
1691.0,2004.0,1,4.0
1694.0,2004.0,1,7.0
1696.0,2004.0,1,41.0
1698.0,2004.0,1,3.0
1699.0,2004.0,1,19.0
1702.0,2004.0,1,13.0
1703.0,2004.0,1,4.0
1705.0,2004.0,1,1.0
1706.0,2004.0,1,70.0
1707.0,2004.0,1,9.0
1726.0,2004.0,1,3.0
1727.0,2004.0,1,148.0
1729.0,2004.0,1,14.0
1731.0,2004.0,1,27.0
1734.0,2004.0,1,5.0
1735.0,2004.0,1,1.0
1736.0,2004.0,1,1.0
1737.0,2004.0,1,5.0
1738.0,2004.0,1,3.0
1739.0,2004.0,1,7.0
1741.0,2004.0,1,8.0
1742.0,2004.0,1,8.0
1749.0,2004.0,1,23.0
1751.0,2004.0,1,17.0
1752.0,2004.0,1,25.0
1754.0,2004.0,1,64.0
1755.0,2004.0,1,67.0
1758.0,2004.0,1,1.0
1759.0,2004.0,1,25.0
1760.0,2004.0,1,27.0
1762.0,2004.0,1,32.0
1763.0,2004.0,1,41.0
1764.0,2004.0,1,20.0
1765.0,2004.0,1,92.0
1770.0,2004.0,1,61.0
1775.0,2004.0,1,45.0
1776.0,2004.0,1,42.0
1777.0,2004.0,1,75.0
1779.0,2004.0,1,65.0
1780.0,2004.0,1,18.0
1781.0,2004.0,1,3.0
1782.0,2004.0,1,4.0
1783.0,2004.0,1,2.0
1784.0,2004.0,1,2.0
1785.0,2004.0,1,1.0
1786.0,2004.0,1,4.0
1787.0,2004.0,1,7.0
1789.0,2004.0,1,2.0
1790.0,2004.0,1,4.0
1792.0,2004.0,1,5.0
1793.0,2004.0,1,4.0
1794.0,2004.0,1,3.0
1795.0,2004.0,1,1.0
1796.0,2004.0,1,3.0
1798.0,2004.0,1,1.0
1799.0,2004.0,1,12.0
1800.0,2004.0,1,3.0
1801.0,2004.0,1,6.0
1802.0,2004.0,1,2.0
1805.0,2004.0,1,1.0
1807.0,2004.0,1,13.0
1813.0,2004.0,1,1.0
1814.0,2004.0,1,22.0
1816.0,2004.0,1,1.0
1823.0,2004.0,1,1.0
1824.0,2004.0,1,1.0
1828.0,2004.0,1,65.0
1829.0,2004.0,1,3.0
1830.0,2004.0,1,4.0
1831.0,2004.0,1,1.0
1832.0,2004.0,1,46.0
1834.0,2004.0,1,29.0
1836.0,2004.0,1,3.0
1838.0,2004.0,1,88.0
1839.0,2004.0,1,15.0
1840.0,2004.0,1,36.0
1843.0,2004.0,1,42.0
1845.0,2004.0,1,52.0
1846.0,2004.0,1,10.0
1853.0,2004.0,1,15.0
1855.0,2004.0,1,24.0
1870.0,2004.0,1,51.0
1874.0,2004.0,1,58.0
1880.0,2004.0,1,46.0
1881.0,2004.0,1,7.0
1882.0,2004.0,1,26.0
1883.0,2004.0,1,19.0
1886.0,2004.0,1,101.0
1887.0,2004.0,1,32.0
1888.0,2004.0,1,74.0
1889.0,2004.0,1,7.0
1890.0,2004.0,1,18.0
1891.0,2004.0,1,2.0
1892.0,2004.0,1,162.0
1893.0,2004.0,1,176.0
1894.0,2004.0,1,19.0
1895.0,2004.0,1,33.0
1896.0,2004.0,1,28.0
1897.0,2004.0,1,20.0
1915.0,2004.0,1,7.0
1916.0,2004.0,1,2.0
1924.0,2004.0,1,2.0
1925.0,2004.0,1,147.0
1935.0,2004.0,1,39.0
1936.0,2004.0,1,12.0
1937.0,2004.0,1,2.0
1938.0,2004.0,1,2.0
1939.0,2004.0,1,1.0
1940.0,2004.0,1,6.0
1941.0,2004.0,1,1.0
1943.0,2004.0,1,97.0
1944.0,2004.0,1,14.0
1946.0,2004.0,1,6.0
1947.0,2004.0,1,3.0
1952.0,2004.0,1,1.0
1955.0,2004.0,1,1.0
1956.0,2004.0,1,6.0
1958.0,2004.0,1,175.0
1959.0,2004.0,1,6.0
1980.0,2004.0,1,70.0
1981.0,2004.0,1,23.0
1982.0,2004.0,1,12.0
1984.0,2004.0,1,22.0
1992.0,2004.0,1,9.0
1996.0,2004.0,1,18.0
1998.0,2004.0,1,28.0
2000.0,2004.0,1,9.0
2004.0,2004.0,1,3.0
2005.0,2004.0,1,1.0
2011.0,2004.0,1,16.0
2016.0,2004.0,1,31.0
2035.0,2004.0,1,13.0
2036.0,2004.0,1,18.0
2037.0,2004.0,1,8.0
2039.0,2004.0,1,5.0
2047.0,2004.0,1,12.0
2051.0,2004.0,1,22.0
2053.0,2004.0,1,11.0
2054.0,2004.0,1,17.0
2055.0,2004.0,1,13.0
2068.0,2004.0,1,3.0
2069.0,2004.0,1,4.0
2070.0,2004.0,1,42.0
2085.0,2004.0,1,8.0
2093.0,2004.0,1,23.0
2094.0,2004.0,1,19.0
2096.0,2004.0,1,4.0
2114.0,2004.0,1,62.0
2119.0,2004.0,1,19.0
2120.0,2004.0,1,8.0
2124.0,2004.0,1,22.0
2125.0,2004.0,1,4.0
2128.0,2004.0,1,2.0
2130.0,2004.0,1,1.0
2131.0,2004.0,1,44.0
2133.0,2004.0,1,57.0
2145.0,2004.0,1,17.0
2154.0,2004.0,1,7.0
2155.0,2004.0,1,20.0
2156.0,2004.0,1,40.0
2160.0,2004.0,1,2.0
2163.0,2004.0,1,1.0
2164.0,2004.0,1,1.0
2188.0,2004.0,1,3.0
2189.0,2004.0,1,10.0
2191.0,2004.0,1,48.0
2192.0,2004.0,1,35.0
2193.0,2004.0,1,6.0
2194.0,2004.0,1,13.0
2206.0,2004.0,1,9.0
2211.0,2004.0,1,4.0
2217.0,2004.0,1,21.0
2234.0,2004.0,1,22.0
2238.0,2004.0,1,5.0
2240.0,2004.0,1,64.0
2246.0,2004.0,1,1.0
2252.0,2004.0,1,24.0
2253.0,2004.0,1,34.0
2267.0,2004.0,1,2.0
2268.0,2004.0,1,4.0
2269.0,2004.0,1,12.0
2279.0,2004.0,1,1.0
2295.0,2004.0,1,2.0
2298.0,2004.0,1,20.0
2300.0,2004.0,1,32.0
2301.0,2004.0,1,1.0
2302.0,2004.0,1,7.0
2303.0,2004.0,1,1.0
2304.0,2004.0,1,26.0
2309.0,2004.0,1,1.0
2310.0,2004.0,1,1.0
2312.0,2004.0,1,2.0
2320.0,2004.0,1,1.0
2322.0,2004.0,1,4.0
2324.0,2004.0,1,2.0
2326.0,2004.0,1,23.0
2345.0,2004.0,1,11.0
2346.0,2004.0,1,1.0
2379.0,2004.0,1,3.0
2381.0,2004.0,1,28.0
2382.0,2004.0,1,13.0
2383.0,2004.0,1,5.0
2384.0,2004.0,1,7.0
2417.0,2004.0,1,2.0
2419.0,2004.0,1,1.0
2420.0,2004.0,1,5.0
2434.0,2004.0,1,2.0
2435.0,2004.0,1,17.0
2437.0,2004.0,1,3.0
2438.0,2004.0,1,6.0
2446.0,2004.0,1,10.0
2449.0,2004.0,1,6.0
2451.0,2004.0,1,13.0
2452.0,2004.0,1,16.0
2453.0,2004.0,1,11.0
2477.0,2004.0,1,11.0
2481.0,2004.0,1,7.0
2496.0,2004.0,1,6.0
2497.0,2004.0,1,18.0
2499.0,2004.0,1,1.0
2503.0,2004.0,1,1.0
2506.0,2004.0,1,7.0
2508.0,2004.0,1,13.0
2515.0,2004.0,1,5.0
2516.0,2004.0,1,55.0
2517.0,2004.0,1,4.0
2518.0,2004.0,1,41.0
