año,codigo snies del programa,inscritos,semestre
2016,3102,4,1
2016,3140,2,1
2016,3909,31,1
2016,3992,19,1
2016,4063,23,1
2016,16884,26,1
2016,16887,2,1
2016,16890,14,1
2016,16891,2,1
2016,16895,2,1
2016,16940,1,1
2016,16943,1,1
2016,16946,43,1
2016,16947,41,1
2016,16949,5,1
2016,16950,34,1
2016,16952,7,1
2016,16953,5,1
2016,16954,26,1
2016,16955,4,1
2016,17906,50,1
2016,19892,7,1
2016,19894,2,1
2016,19895,4,1
2016,19897,8,1
2016,19899,12,1
2016,19901,1,1
2016,19902,10,1
2016,19903,2,1
2016,19904,2,1
2016,19905,11,1
2016,19907,32,1
2016,19909,53,1
2016,19910,14,1
2016,19911,4,1
2016,19913,1,1
2016,19914,1,1
2016,19915,9,1
2016,19916,21,1
2016,19917,14,1
2016,19918,4,1
2016,19919,4,1
2016,19930,9,1
2016,19963,5,1
2016,20487,6,1
2016,21556,14,1
2016,21560,30,1
2016,21562,13,1
2016,21563,36,1
2016,51674,1,1
2016,51676,1,1
2016,51682,2,1
2016,52727,2,1
2016,52728,8,1
2016,52732,3,1
2016,52734,1,1
2016,52738,3,1
2016,52740,19,1
2016,52741,20,1
2016,52742,20,1
2016,52743,12,1
2016,52746,25,1
2016,52747,9,1
2016,52748,16,1
2016,52749,8,1
2016,52976,9,1
2016,52977,8,1
2016,52978,10,1
2016,52979,9,1
2016,53264,8,1
2016,53265,13,1
2016,53266,18,1
2016,53268,18,1
2016,53269,6,1
2016,53272,1,1
2016,54030,9,1
2016,54031,14,1
2016,54034,9,1
2016,54036,2,1
2016,54577,53,1
2016,55022,41,1
2016,55024,25,1
2016,55027,8,1
2016,55123,4,1
2016,55124,2,1
2016,55129,16,1
2016,55136,28,1
2016,55147,11,1
2016,55148,9,1
2016,55182,4,1
2016,55186,7,1
2016,55209,10,1
2016,101794,53,1
2016,101982,1,1
2016,102404,3,1
2016,102832,1,1
2016,103196,2,1
2016,103551,26,1
2016,103552,24,1
2016,103554,6,1
2016,104924,3,1
2016,115,1,1
2016,121,1,1
2016,132,7,1
2016,134,8,1
2016,136,1,1
2016,137,7,1
2016,139,18,1
2016,140,3,1
2016,141,1,1
2016,142,3,1
2016,2503,1,1
2016,2506,22,1
2016,2507,3,1
2016,2706,5,1
2016,3194,7,1
2016,16919,1,1
2016,16922,1,1
2016,16924,1,1
2016,16927,3,1
2016,16932,5,1
2016,16933,17,1
2016,16934,1,1
2016,16936,1,1
2016,19861,8,1
2016,19864,3,1
2016,19865,2,1
2016,19866,5,1
2016,19867,9,1
2016,19887,7,1
2016,19888,1,1
2016,19971,7,1
2016,21553,4,1
2016,21554,22,1
2016,21555,11,1
2016,51669,2,1
2016,51670,1,1
2016,51671,2,1
2016,51672,7,1
2016,52737,2,1
2016,52751,2,1
2016,52752,3,1
2016,52753,9,1
2016,52973,26,1
2016,52974,11,1
2016,55126,1,1
2016,55127,1,1
2016,55144,34,1
2016,55146,1,1
2016,55152,3,1
2016,55188,2,1
2016,90759,2,1
2016,91523,2,1
2016,101467,2,1
2016,102077,4,1
2016,102566,6,1
2016,103553,3,1
2016,104508,1,1
2016,104510,1,1
2016,104511,4,1
2016,104512,1,1
2016,104790,2,1
2016,4120,6,1
2016,4122,4,1
2016,4123,2,1
2016,4124,7,1
2016,4125,6,1
2016,4126,5,1
2016,4129,7,1
2016,16911,3,1
2016,16914,3,1
2016,16915,7,1
2016,16916,4,1
2016,19924,1,1
2016,19926,5,1
2016,19969,8,1
2016,20493,1,1
2016,51673,15,1
2016,52755,2,1
2016,55025,3,1
2016,55030,10,1
2016,55133,7,1
2016,55134,44,1
2016,55135,6,1
2016,55140,23,1
2016,55151,3,1
2016,55184,2,1
2016,55190,4,1
2016,101582,4,1
2016,101983,2,1
2016,103154,1,1
2016,103556,1,1
2016,103822,31,1
2016,104507,7,1
2016,19859,4,1
2016,20488,10,1
2016,20489,7,1
2016,55145,45,1
2016,90700,1,1
2016,91335,2,1
2016,146,120,1
2016,147,19,1
2016,149,682,1
2016,150,123,1
2016,151,220,1
2016,153,614,1
2016,154,289,1
2016,155,15,1
2016,156,31,1
2016,157,86,1
2016,158,84,1
2016,159,158,1
2016,161,8,1
2016,162,5,1
2016,169,125,1
2016,170,30,1
2016,172,12,1
2016,173,8,1
2016,2909,10,1
2016,5102,21,1
2016,10401,581,1
2016,10417,13,1
2016,10922,102,1
2016,15903,72,1
2016,19086,218,1
2016,52187,119,1
2016,52199,127,1
2016,52207,92,1
2016,53718,64,1
2016,53951,19,1
2016,90608,13,1
2016,102863,22,1
2016,174,1,1
2016,174,1,1
2016,175,52,1
2016,176,30,1
2016,177,116,1
2016,178,141,1
2016,180,37,1
2016,181,34,1
2016,182,69,1
2016,189,144,1
2016,190,138,1
2016,191,65,1
2016,192,39,1
2016,193,49,1
2016,194,9,1
2016,195,13,1
2016,197,9,1
2016,204,14,1
2016,205,5,1
2016,207,3,1
2016,2633,139,1
2016,2653,2,1
2016,2683,591,1
2016,2760,38,1
2016,2761,139,1
2016,2762,30,1
2016,2821,250,1
2016,3457,32,1
2016,3961,116,1
2016,4040,1,1
2016,4338,90,1
2016,4543,7,1
2016,5236,8,1
2016,7170,2,1
2016,7170,9,1
2016,7827,1,1
2016,7827,1,1
2016,7827,1,1
2016,7827,2,1
2016,7827,10,1
2016,7827,1,1
2016,7827,5,1
2016,7827,9,1
2016,7827,40,1
2016,7827,11,1
2016,7827,10,1
2016,7827,14,1
2016,9703,10,1
2016,9811,2,1
2016,9811,1,1
2016,9811,13,1
2016,9811,4,1
2016,9811,7,1
2016,9811,30,1
2016,10462,70,1
2016,10463,38,1
2016,10464,28,1
2016,10484,13,1
2016,10484,47,1
2016,10484,56,1
2016,10484,9,1
2016,10484,10,1
2016,10484,31,1
2016,10484,32,1
2016,10484,9,1
2016,10484,21,1
2016,10484,4,1
2016,10484,16,1
2016,10484,14,1
2016,10484,8,1
2016,10484,91,1
2016,10681,11,1
2016,13105,8,1
2016,13187,6,1
2016,14802,4,1
2016,14802,2,1
2016,14802,2,1
2016,19071,3,1
2016,52322,39,1
2016,52661,2,1
2016,52767,121,1
2016,52770,1,1
2016,53395,152,1
2016,53712,7,1
2016,53946,7,1
2016,54018,1,1
2016,54200,2,1
2016,54200,1,1
2016,54390,2,1
2016,54415,145,1
2016,54620,1,1
2016,54673,25,1
2016,55165,88,1
2016,90372,21,1
2016,90410,16,1
2016,90411,2,1
2016,90411,9,1
2016,90411,18,1
2016,90422,2,1
2016,90722,170,1
2016,90965,10,1
2016,90974,28,1
2016,90974,31,1
2016,91058,6,1
2016,91086,9,1
2016,91087,1,1
2016,91137,9,1
2016,91290,2,1
2016,91291,1,1
2016,91344,10,1
2016,91344,70,1
2016,91344,14,1
2016,91351,29,1
2016,91373,10,1
2016,101627,13,1
2016,102040,18,1
2016,102541,33,1
2016,103143,5,1
2016,103671,8,1
2016,103671,55,1
2016,103671,28,1
2016,103671,6,1
2016,103671,11,1
2016,103671,8,1
2016,103671,47,1
2016,103671,11,1
2016,103671,18,1
2016,103671,14,1
2016,103671,28,1
2016,103672,5,1
2016,103672,19,1
2016,103672,5,1
2016,103672,4,1
2016,103672,2,1
2016,103676,1,1
2016,103676,2,1
2016,103676,10,1
2016,103676,1,1
2016,103676,16,1
2016,103676,9,1
2016,103677,16,1
2016,103677,1,1
2016,103677,14,1
2016,103677,17,1
2016,103677,12,1
2016,103677,6,1
2016,103677,71,1
2016,103677,14,1
2016,104653,9,1
2016,104665,5,1
2016,104736,11,1
2016,104783,8,1
2016,104809,3,1
2016,104809,1,1
2016,104809,6,1
2016,104809,1,1
2016,104811,77,1
2016,104823,5,1
2016,104825,9,1
2016,104849,72,1
2016,104908,10,1
2016,210,53,1
2016,212,103,1
2016,213,8,1
2016,3096,2,1
2016,3778,38,1
2016,19082,10,1
2016,19085,21,1
2016,53902,38,1
2016,91396,22,1
2016,104909,18,1
2016,215,23,1
2016,216,13,1
2016,217,78,1
2016,218,63,1
2016,3458,29,1
2016,4453,13,1
2016,4925,65,1
2016,7135,18,1
2016,9235,6,1
2016,53631,88,1
2016,54660,26,1
2016,54914,3,1
2016,102444,3,1
2016,104190,1,1
2016,104414,13,1
2016,104702,6,1
2016,104850,68,1
2016,105095,11,1
2016,4687,61,1
2016,4688,74,1
2016,54391,9,1
2016,222,29,1
2016,223,5,1
2016,224,44,1
2016,229,45,1
2016,230,843,1
2016,232,75,1
2016,233,831,1
2016,234,244,1
2016,235,402,1
2016,236,419,1
2016,238,73,1
2016,2130,73,1
2016,3048,185,1
2016,3636,35,1
2016,3833,86,1
2016,4010,26,1
2016,4080,101,1
2016,4493,17,1
2016,4963,57,1
2016,5268,386,1
2016,5269,695,1
2016,7171,76,1
2016,7519,48,1
2016,7520,83,1
2016,8170,240,1
2016,8441,65,1
2016,8704,383,1
2016,9833,63,1
2016,11967,13,1
2016,12101,96,1
2016,13062,23,1
2016,13153,264,1
2016,15440,45,1
2016,54801,31,1
2016,55202,1781,1
2016,102181,76,1
2016,102182,111,1
2016,102471,45,1
2016,103303,27,1
2016,257,142,1
2016,258,10,1
2016,260,68,1
2016,263,66,1
2016,266,26,1
2016,267,781,1
2016,268,98,1
2016,269,50,1
2016,270,53,1
2016,271,353,1
2016,272,34,1
2016,273,130,1
2016,276,32,1
2016,278,3,1
2016,3098,43,1
2016,4093,53,1
2016,4099,200,1
2016,4363,16,1
2016,5329,1,1
2016,7943,9,1
2016,8324,2,1
2016,10264,16,1
2016,12019,16,1
2016,12038,17,1
2016,12039,18,1
2016,12145,70,1
2016,13090,14,1
2016,16002,5,1
2016,16249,59,1
2016,19385,81,1
2016,52050,20,1
2016,52680,6,1
2016,52681,8,1
2016,52682,16,1
2016,52722,158,1
2016,53027,84,1
2016,53119,55,1
2016,53256,41,1
2016,53318,13,1
2016,53460,8,1
2016,53648,55,1
2016,53649,16,1
2016,53650,7,1
2016,53958,18,1
2016,54255,15,1
2016,54928,7,1
2016,90460,10,1
2016,90698,29,1
2016,90775,25,1
2016,90776,26,1
2016,101694,11,1
2016,101906,133,1
2016,102581,11,1
2016,102784,4,1
2016,103173,2,1
2016,103175,7,1
2016,104535,4,1
2016,104965,83,1
2016,104966,23,1
2016,105066,289,1
2016,105070,3,1
2016,281,282,1
2016,282,159,1
2016,283,94,1
2016,284,36,1
2016,288,242,1
2016,289,862,1
2016,290,470,1
2016,291,852,1
2016,292,385,1
2016,293,734,1
2016,294,319,1
2016,295,2,1
2016,296,133,1
2016,297,1,1
2016,298,2,1
2016,300,1,1
2016,302,1,1
2016,303,1,1
2016,305,2,1
2016,306,1,1
2016,308,2,1
2016,311,8,1
2016,2971,144,1
2016,4163,6,1
2016,4419,11,1
2016,4552,4,1
2016,4632,14,1
2016,6658,14,1
2016,8385,1,1
2016,9689,473,1
2016,11203,123,1
2016,11268,54,1
2016,11718,93,1
2016,13218,130,1
2016,13220,120,1
2016,13221,223,1
2016,15538,69,1
2016,16114,7,1
2016,17529,4,1
2016,20974,31,1
2016,51877,16,1
2016,52408,6,1
2016,52690,9,1
2016,53150,4,1
2016,53242,15,1
2016,53375,8,1
2016,54408,1,1
2016,54796,65,1
2016,54797,12,1
2016,55043,2,1
2016,90428,27,1
2016,90718,12,1
2016,90809,5,1
2016,90810,7,1
2016,90832,2,1
2016,90880,28,1
2016,91127,23,1
2016,91266,32,1
2016,91268,116,1
2016,91391,8,1
2016,101284,20,1
2016,101476,2,1
2016,101610,8,1
2016,101611,9,1
2016,101662,1,1
2016,101663,75,1
2016,101812,14,1
2016,102158,2,1
2016,102491,9,1
2016,102520,5,1
2016,102682,52,1
2016,104211,3,1
2016,104644,17,1
2016,105128,54,1
2016,320,90,1
2016,321,80,1
2016,325,624,1
2016,326,43,1
2016,327,47,1
2016,3701,52,1
2016,4863,12,1
2016,4981,19,1
2016,5129,9,1
2016,6544,192,1
2016,7822,86,1
2016,7830,60,1
2016,8015,298,1
2016,8105,18,1
2016,11604,40,1
2016,11750,26,1
2016,11942,102,1
2016,13577,262,1
2016,51795,59,1
2016,52444,3,1
2016,52444,8,1
2016,52455,32,1
2016,53343,298,1
2016,53354,10,1
2016,53559,536,1
2016,54095,324,1
2016,103514,1,1
2016,104222,5,1
2016,104855,339,1
2016,337,148,1
2016,338,261,1
2016,340,1,1
2016,340,173,1
2016,341,35,1
2016,342,24,1
2016,3109,76,1
2016,3204,33,1
2016,3765,24,1
2016,4899,147,1
2016,5536,36,1
2016,8975,34,1
2016,9395,166,1
2016,9446,19,1
2016,10658,44,1
2016,14001,21,1
2016,14003,13,1
2016,14004,52,1
2016,14029,26,1
2016,19254,75,1
2016,19765,98,1
2016,53633,21,1
2016,53672,5,1
2016,54313,2,1
2016,54314,4,1
2016,54363,28,1
2016,90309,7,1
2016,90518,38,1
2016,90980,16,1
2016,91340,41,1
2016,101598,101,1
2016,101687,18,1
2016,102461,8,1
2016,102521,46,1
2016,102526,18,1
2016,102542,13,1
2016,102543,16,1
2016,102656,131,1
2016,102661,74,1
2016,102662,47,1
2016,102663,44,1
2016,102780,33,1
2016,102801,4,1
2016,103006,60,1
2016,103036,65,1
2016,103362,78,1
2016,103656,1,1
2016,103865,43,1
2016,104313,51,1
2016,105009,29,1
2016,105018,26,1
2016,347,134,1
2016,347,29,1
2016,351,22,1
2016,791,107,1
2016,791,14,1
2016,3607,94,1
2016,3608,57,1
2016,4797,52,1
2016,7794,2,1
2016,9518,20,1
2016,9518,8,1
2016,10554,218,1
2016,11945,130,1
2016,15767,42,1
2016,19608,145,1
2016,52001,152,1
2016,52384,33,1
2016,52565,18,1
2016,52663,25,1
2016,52703,3,1
2016,52965,23,1
2016,53004,16,1
2016,55044,6,1
2016,91328,11,1
2016,101493,6,1
2016,101867,17,1
2016,101877,43,1
2016,102497,1,1
2016,102763,12,1
2016,104189,11,1
2016,104892,19,1
2016,104959,6,1
2016,105242,52,1
2016,105345,15,1
2016,105354,18,1
2016,105355,17,1
2016,361,339,1
2016,362,75,1
2016,363,97,1
2016,363,73,1
2016,364,73,1
2016,364,61,1
2016,365,189,1
2016,366,97,1
2016,367,2,1
2016,368,47,1
2016,369,23,1
2016,370,88,1
2016,371,2,1
2016,372,73,1
2016,374,20,1
2016,375,120,1
2016,376,1,1
2016,377,1,1
2016,378,9,1
2016,379,24,1
2016,380,16,1
2016,382,34,1
2016,383,60,1
2016,384,14,1
2016,385,175,1
2016,386,13,1
2016,388,28,1
2016,389,3,1
2016,390,19,1
2016,391,31,1
2016,394,15,1
2016,395,27,1
2016,2965,11,1
2016,3620,9,1
2016,3751,2,1
2016,3753,4,1
2016,3755,3,1
2016,3756,1,1
2016,4053,3,1
2016,4088,184,1
2016,4358,24,1
2016,4405,76,1
2016,4460,61,1
2016,5235,16,1
2016,5315,41,1
2016,6527,72,1
2016,8431,38,1
2016,10931,13,1
2016,10955,94,1
2016,10955,77,1
2016,10963,23,1
2016,10987,3,1
2016,10993,38,1
2016,10995,11,1
2016,11004,72,1
2016,11428,70,1
2016,13459,10,1
2016,13465,6,1
2016,13469,48,1
2016,13642,18,1
2016,15947,20,1
2016,16072,19,1
2016,16074,15,1
2016,16131,20,1
2016,17674,2,1
2016,19792,6,1
2016,52638,17,1
2016,52793,1,1
2016,52910,19,1
2016,53151,21,1
2016,53322,18,1
2016,53400,1,1
2016,53703,39,1
2016,53970,4,1
2016,54281,18,1
2016,54532,3,1
2016,54775,2,1
2016,90537,63,1
2016,90692,40,1
2016,90985,3,1
2016,91060,175,1
2016,91099,2,1
2016,91100,2,1
2016,91104,119,1
2016,91187,2,1
2016,91256,1,1
2016,91257,24,1
2016,91259,8,1
2016,91261,1,1
2016,91357,3,1
2016,91437,928,1
2016,91505,2,1
2016,101659,25,1
2016,101830,4,1
2016,102005,36,1
2016,103324,2,1
2016,103466,33,1
2016,103474,2,1
2016,103706,6,1
2016,103777,8,1
2016,103836,22,1
2016,103838,4,1
2016,104555,11,1
2016,104694,69,1
2016,104925,4,1
2016,1667,53,1
2016,1668,50,1
2016,1676,286,1
2016,4255,37,1
2016,4319,96,1
2016,5114,86,1
2016,12426,72,1
2016,19481,21,1
2016,19483,33,1
2016,19486,23,1
2016,91220,7,1
2016,101406,4,1
2016,101407,19,1
2016,101902,3,1
2016,102290,9,1
2016,102871,17,1
2016,103144,263,1
2016,1690,161,1
2016,1691,13,1
2016,1692,11,1
2016,1693,245,1
2016,1694,41,1
2016,2611,25,1
2016,4167,20,1
2016,4169,15,1
2016,8255,28,1
2016,10784,77,1
2016,11991,8,1
2016,12252,20,1
2016,13049,138,1
2016,20497,30,1
2016,51749,194,1
2016,52912,36,1
2016,53880,35,1
2016,54547,4,1
2016,54561,51,1
2016,54809,22,1
2016,54947,3,1
2016,90787,5,1
2016,101303,7,1
2016,101857,19,1
2016,103198,19,1
2016,104214,15,1
2016,1705,14,1
2016,1706,352,1
2016,1708,275,1
2016,3237,26,1
2016,5095,22,1
2016,5244,43,1
2016,6686,128,1
2016,7093,31,1
2016,7094,197,1
2016,7095,10,1
2016,7800,361,1
2016,8444,110,1
2016,9480,216,1
2016,11330,138,1
2016,11734,72,1
2016,13976,227,1
2016,91337,44,1
2016,102932,813,1
2016,1715,43,1
2016,1716,43,1
2016,1717,66,1
2016,1718,468,1
2016,1719,611,1
2016,3728,177,1
2016,4710,164,1
2016,4770,13,1
2016,5110,389,1
2016,7740,11,1
2016,15987,45,1
2016,51745,99,1
2016,53792,58,1
2016,54006,69,1
2016,103217,45,1
2016,9888,24,1
2016,10611,77,1
2016,16069,4,1
2016,90996,53,1
2016,103543,18,1
2016,104494,68,1
2016,105287,98,1
2016,105618,6,1
2016,19945,22,1
2016,20058,49,1
2016,53038,14,1
2016,103833,110,1
2016,104395,74,1
2016,19920,10,1
2016,101581,10,1
2016,19891,3,1
2016,400,3,1
2016,401,117,1
2016,403,1241,1
2016,404,126,1
2016,405,224,1
2016,407,22,1
2016,412,170,1
2016,413,168,1
2016,417,36,1
2016,420,381,1
2016,426,306,1
2016,427,1766,1
2016,429,948,1
2016,430,1123,1
2016,431,167,1
2016,432,48,1
2016,434,1928,1
2016,435,800,1
2016,436,191,1
2016,438,152,1
2016,439,761,1
2016,440,617,1
2016,441,70,1
2016,442,86,1
2016,444,136,1
2016,445,43,1
2016,446,49,1
2016,448,70,1
2016,450,235,1
2016,451,36,1
2016,452,254,1
2016,453,24,1
2016,454,24,1
2016,455,39,1
2016,456,282,1
2016,483,27,1
2016,489,3,1
2016,494,15,1
2016,504,51,1
2016,510,22,1
2016,513,9,1
2016,515,5,1
2016,516,8,1
2016,517,1,1
2016,519,6,1
2016,677,4,1
2016,2833,23,1
2016,3275,706,1
2016,3431,94,1
2016,3678,45,1
2016,4758,6,1
2016,4759,20,1
2016,5115,1,1
2016,5330,1,1
2016,7183,5,1
2016,8352,13,1
2016,9302,5,1
2016,9303,14,1
2016,10339,428,1
2016,10555,99,1
2016,10578,177,1
2016,10748,39,1
2016,10753,72,1
2016,10754,132,1
2016,10754,1,1
2016,11406,1,1
2016,11408,11,1
2016,11417,599,1
2016,14866,11,1
2016,15929,3,1
2016,16058,10,1
2016,16175,1,1
2016,16990,6,1
2016,17704,381,1
2016,17705,18,1
2016,17706,23,1
2016,17708,4,1
2016,17711,62,1
2016,19456,4,1
2016,19932,13,1
2016,19944,92,1
2016,20042,727,1
2016,20267,431,1
2016,20270,575,1
2016,20370,31,1
2016,20388,5,1
2016,20478,56,1
2016,20602,35,1
2016,20609,135,1
2016,20612,10,1
2016,20838,13,1
2016,51603,67,1
2016,51649,2,1
2016,51763,3,1
2016,52153,10,1
2016,52490,436,1
2016,52546,9,1
2016,52623,11,1
2016,53018,49,1
2016,53287,4,1
2016,53452,14,1
2016,53619,5,1
2016,54174,80,1
2016,54176,6,1
2016,54182,74,1
2016,54507,5,1
2016,54787,20,1
2016,54875,7,1
2016,54941,1,1
2016,54948,8,1
2016,55090,170,1
2016,55177,6134,1
2016,90340,10,1
2016,90391,16,1
2016,90402,264,1
2016,90657,6,1
2016,90717,32,1
2016,90785,1,1
2016,90794,3,1
2016,90795,5,1
2016,91016,1,1
2016,91111,13,1
2016,91286,6,1
2016,91374,26,1
2016,101535,4,1
2016,101537,14,1
2016,101539,27,1
2016,101540,35,1
2016,101571,10,1
2016,101594,7,1
2016,101606,1,1
2016,101699,45,1
2016,101706,17,1
2016,101865,2,1
2016,101929,9,1
2016,101991,37,1
2016,102276,1,1
2016,102522,1,1
2016,102636,6,1
2016,102672,3,1
2016,102814,13,1
2016,102886,309,1
2016,102971,2,1
2016,102972,337,1
2016,103110,52,1
2016,103138,27,1
2016,103141,2,1
2016,103309,58,1
2016,103312,59,1
2016,103319,18,1
2016,103592,43,1
2016,103798,4,1
2016,103853,199,1
2016,103859,6,1
2016,103889,48,1
2016,103895,29,1
2016,103895,31,1
2016,103919,42,1
2016,103935,308,1
2016,104068,45,1
2016,104266,315,1
2016,104350,8,1
2016,104480,2,1
2016,104501,290,1
2016,104551,74,1
2016,104552,21,1
2016,104553,110,1
2016,104554,57,1
2016,104560,27,1
2016,104603,2,1
2016,104686,279,1
2016,104781,10,1
2016,104987,2,1
2016,522,52,1
2016,523,38,1
2016,530,1387,1
2016,531,1023,1
2016,532,59,1
2016,535,866,1
2016,536,95,1
2016,537,233,1
2016,538,331,1
2016,539,70,1
2016,9313,15,1
2016,9686,116,1
2016,9691,12,1
2016,9693,22,1
2016,9714,1,1
2016,9897,28,1
2016,10223,21,1
2016,10522,17,1
2016,10614,9,1
2016,10663,4,1
2016,10925,1,1
2016,11755,152,1
2016,15533,842,1
2016,15534,1034,1
2016,20543,66,1
2016,52449,2,1
2016,52895,5,1
2016,54492,108,1
2016,54887,2,1
2016,55172,31,1
2016,90324,8,1
2016,90853,2,1
2016,91009,4,1
2016,91322,37,1
2016,91329,207,1
2016,91429,68,1
2016,91482,114,1
2016,91483,665,1
2016,91484,166,1
2016,91485,57,1
2016,91486,52,1
2016,91487,757,1
2016,102110,54,1
2016,102761,22,1
2016,102968,21,1
2016,103284,19,1
2016,104099,3,1
2016,104157,5,1
2016,104183,4,1
2016,104340,2,1
2016,104442,20,1
2016,104489,5,1
2016,104490,8,1
2016,104623,10,1
2016,104715,6,1
2016,104808,112,1
2016,549,39,1
2016,551,57,1
2016,557,24,1
2016,559,71,1
2016,570,864,1
2016,573,420,1
2016,574,291,1
2016,575,94,1
2016,579,50,1
2016,580,186,1
2016,581,255,1
2016,582,51,1
2016,583,135,1
2016,584,47,1
2016,585,16,1
2016,586,25,1
2016,587,149,1
2016,588,11,1
2016,589,113,1
2016,591,154,1
2016,592,122,1
2016,593,92,1
2016,594,21,1
2016,595,28,1
2016,596,52,1
2016,1953,162,1
2016,2966,25,1
2016,5004,52,1
2016,5006,14,1
2016,5284,145,1
2016,5319,61,1
2016,9225,48,1
2016,11374,21,1
2016,12457,30,1
2016,12459,23,1
2016,12460,16,1
2016,12461,6,1
2016,12464,14,1
2016,12465,6,1
2016,12466,4,1
2016,12467,1,1
2016,12469,4,1
2016,12470,53,1
2016,12471,17,1
2016,12475,10,1
2016,12480,8,1
2016,12481,12,1
2016,12483,18,1
2016,12485,16,1
2016,12486,10,1
2016,12488,7,1
2016,12493,24,1
2016,12495,89,1
2016,12497,72,1
2016,12499,27,1
2016,12500,70,1
2016,12501,30,1
2016,12503,111,1
2016,12504,56,1
2016,12505,110,1
2016,12506,34,1
2016,12507,29,1
2016,12508,37,1
2016,12509,52,1
2016,12511,70,1
2016,12526,159,1
2016,12533,91,1
2016,12535,17,1
2016,14982,127,1
2016,15383,346,1
2016,15540,53,1
2016,15911,236,1
2016,15943,10,1
2016,15953,56,1
2016,15955,14,1
2016,16018,57,1
2016,19036,31,1
2016,19042,52,1
2016,19044,66,1
2016,19054,34,1
2016,19056,46,1
2016,19355,98,1
2016,19361,18,1
2016,19641,56,1
2016,20261,56,1
2016,52086,38,1
2016,52346,86,1
2016,53087,22,1
2016,53088,64,1
2016,53120,23,1
2016,53124,35,1
2016,53173,26,1
2016,53175,12,1
2016,53352,12,1
2016,53603,48,1
2016,53613,51,1
2016,54268,34,1
2016,54459,133,1
2016,90438,14,1
2016,103801,34,1
2016,104298,23,1
2016,104299,28,1
2016,104370,14,1
2016,104608,31,1
2016,683,88,1
2016,684,26,1
2016,685,7,1
2016,687,22,1
2016,689,39,1
2016,691,66,1
2016,692,30,1
2016,693,38,1
2016,694,61,1
2016,696,56,1
2016,697,35,1
2016,698,21,1
2016,699,18,1
2016,700,85,1
2016,701,10,1
2016,702,19,1
2016,703,63,1
2016,704,27,1
2016,705,7,1
2016,706,19,1
2016,707,23,1
2016,709,1,1
2016,710,3,1
2016,712,1,1
2016,713,1,1
2016,714,4,1
2016,715,4,1
2016,716,3,1
2016,719,9,1
2016,728,1,1
2016,731,1,1
2016,732,5,1
2016,733,1,1
2016,767,43,1
2016,2623,24,1
2016,2628,26,1
2016,3177,27,1
2016,3721,3,1
2016,3731,13,1
2016,4024,2,1
2016,4665,3,1
2016,4909,2,1
2016,4910,1,1
2016,5161,1,1
2016,5164,2,1
2016,5278,8,1
2016,5428,12,1
2016,6654,18,1
2016,8005,6,1
2016,8460,17,1
2016,8526,1,1
2016,9721,6,1
2016,9972,7,1
2016,10073,69,1
2016,10333,14,1
2016,10858,2,1
2016,10860,11,1
2016,11533,7,1
2016,13145,22,1
2016,13151,23,1
2016,15239,27,1
2016,15770,30,1
2016,15889,9,1
2016,20971,2,1
2016,52667,1,1
2016,53059,7,1
2016,53227,5,1
2016,53283,12,1
2016,53684,1,1
2016,53685,4,1
2016,53779,5,1
2016,53972,2,1
2016,54023,6,1
2016,54278,1,1
2016,54447,3,1
2016,54513,1,1
2016,54745,24,1
2016,54746,12,1
2016,55116,6,1
2016,90573,2,1
2016,90804,33,1
2016,90815,27,1
2016,90966,21,1
2016,90967,10,1
2016,91488,6,1
2016,91511,8,1
2016,101673,5,1
2016,101716,30,1
2016,101718,16,1
2016,101809,3,1
2016,101826,1,1
2016,102037,10,1
2016,102080,15,1
2016,102151,11,1
2016,102224,21,1
2016,102255,15,1
2016,102507,12,1
2016,102648,1,1
2016,103393,1,1
2016,103394,10,1
2016,103395,4,1
2016,103396,1,1
2016,103625,1,1
2016,103646,23,1
2016,103888,1,1
2016,104075,4,1
2016,104225,2,1
2016,105420,43,1
2016,105421,19,1
2016,736,377,1
2016,737,1848,1
2016,738,311,1
2016,739,563,1
2016,740,627,1
2016,741,49,1
2016,742,248,1
2016,744,13,1
2016,745,20,1
2016,746,51,1
2016,747,304,1
2016,748,44,1
2016,761,17,1
2016,766,24,1
2016,770,55,1
2016,771,13,1
2016,774,5,1
2016,775,7,1
2016,776,4,1
2016,2035,8,1
2016,2914,289,1
2016,2995,11,1
2016,3137,11,1
2016,3325,57,1
2016,4208,73,1
2016,7810,3,1
2016,7816,60,1
2016,9367,22,1
2016,9991,90,1
2016,9991,36,1
2016,9991,54,1
2016,9991,43,1
2016,9991,49,1
2016,10461,39,1
2016,10892,3,1
2016,15343,13,1
2016,17698,8,1
2016,19256,296,1
2016,19723,287,1
2016,20828,28,1
2016,51577,2,1
2016,51611,157,1
2016,53384,3,1
2016,53730,1,1
2016,54454,19,1
2016,54490,21,1
2016,54490,29,1
2016,54490,19,1
2016,54595,200,1
2016,54615,4,1
2016,54682,7,1
2016,54701,29,1
2016,54701,52,1
2016,54701,45,1
2016,54701,114,1
2016,54701,27,1
2016,90514,27,1
2016,90636,4,1
2016,90905,5,1
2016,91076,10,1
2016,101365,25,1
2016,102148,284,1
2016,103272,28,1
2016,103288,5,1
2016,103614,10,1
2016,103783,111,1
2016,104196,8,1
2016,104820,34,1
2016,104821,19,1
2016,105461,59,1
2016,777,131,1
2016,783,87,1
