año,codigo snies del programa,inscritos,semestre
2020,104800,16,2
2020,104801,15,2
2020,104803,2,2
2020,104805,48,2
2020,104807,28,2
2020,104808,165,2
2020,104809,3,2
2020,104810,1,2
2020,104811,36,2
2020,104812,42,2
2020,104813,17,2
2020,104814,27,2
2020,104816,39,2
2020,104818,5,2
2020,104819,7,2
2020,104820,50,2
2020,104825,29,2
2020,104826,27,2
2020,104827,6,2
2020,104828,21,2
2020,104829,57,2
2020,104834,10,2
2020,104835,1,2
2020,104837,40,2
2020,104838,56,2
2020,104839,2,2
2020,104842,15,2
2020,104844,15,2
2020,104849,103,2
2020,104850,31,2
2020,104851,12,2
2020,104854,27,2
2020,104855,365,2
2020,104856,54,2
2020,104857,8,2
2020,104858,23,2
2020,104861,15,2
2020,104862,137,2
2020,104863,316,2
2020,104864,50,2
2020,104867,19,2
2020,104868,5,2
2020,104870,2,2
2020,104871,20,2
2020,104872,16,2
2020,104874,177,2
2020,104875,31,2
2020,104877,15,2
2020,104878,25,2
2020,104880,20,2
2020,104882,7,2
2020,104884,6,2
2020,104885,16,2
2020,104886,9,2
2020,104887,41,2
2020,104888,5,2
2020,104890,4,2
2020,104891,1,2
2020,104894,7,2
2020,104895,129,2
2020,104896,7,2
2020,104897,50,2
2020,104898,21,2
2020,104900,10,2
2020,104901,16,2
2020,104902,6,2
2020,104903,5,2
2020,104904,44,2
2020,104905,68,2
2020,104906,4,2
2020,104909,24,2
2020,104911,15,2
2020,104912,14,2
2020,104913,12,2
2020,104915,10,2
2020,104916,19,2
2020,104918,1,2
2020,104919,3,2
2020,104920,3,2
2020,104923,15,2
2020,104924,7,2
2020,104927,8,2
2020,104929,13,2
2020,104931,29,2
2020,104933,10,2
2020,104934,22,2
2020,104936,42,2
2020,104945,141,2
2020,104946,36,2
2020,104951,299,2
2020,104952,5,2
2020,104953,19,2
2020,104954,6,2
2020,104956,3,2
2020,104957,29,2
2020,104958,8,2
2020,104963,26,2
2020,104964,52,2
2020,104965,61,2
2020,104967,106,2
2020,104968,13,2
2020,104970,12,2
2020,104971,31,2
2020,104973,11,2
2020,104974,29,2
2020,104975,1,2
2020,104977,44,2
2020,104978,128,2
2020,104979,497,2
2020,104980,31,2
2020,104986,29,2
2020,104987,4,2
2020,104988,12,2
2020,104993,18,2
2020,104994,8,2
2020,104998,26,2
2020,105001,2,2
2020,105005,17,2
2020,105006,7,2
2020,105008,6,2
2020,105011,8,2
2020,105012,29,2
2020,105013,15,2
2020,105014,25,2
2020,105015,44,2
2020,105016,70,2
2020,105017,27,2
2020,105019,15,2
2020,105022,1,2
2020,105024,2,2
2020,105026,11,2
2020,105028,7,2
2020,105029,7,2
2020,105030,17,2
2020,105031,2,2
2020,105032,6,2
2020,105033,14,2
2020,105038,12,2
2020,105042,11,2
2020,105044,51,2
2020,105045,47,2
2020,105046,13,2
2020,105047,5,2
2020,105048,64,2
2020,105049,11,2
2020,105050,21,2
2020,105053,7,2
2020,105057,2,2
2020,105059,302,2
2020,105060,47,2
2020,105061,7,2
2020,105062,1,2
2020,105064,8,2
2020,105066,88,2
2020,105068,11,2
2020,105072,35,2
2020,105073,16,2
2020,105077,7,2
2020,105080,3,2
2020,105082,50,2
2020,105083,14,2
2020,105085,26,2
2020,105086,435,2
2020,105087,39,2
2020,105088,15,2
2020,105089,9,2
2020,105090,13,2
2020,105092,4,2
2020,105093,12,2
2020,105095,1,2
2020,105096,93,2
2020,105098,3,2
2020,105100,2,2
2020,105105,32,2
2020,105106,65,2
2020,105108,2,2
2020,105109,51,2
2020,105110,32,2
2020,105111,4,2
2020,105122,47,2
2020,105123,45,2
2020,105124,16,2
2020,105125,38,2
2020,105126,27,2
2020,105127,78,2
2020,105129,3,2
2020,105130,40,2
2020,105131,6,2
2020,105133,10,2
2020,105134,3,2
2020,105136,11,2
2020,105137,1,2
2020,105139,7,2
2020,105140,11,2
2020,105141,3,2
2020,105142,22,2
2020,105143,8,2
2020,105144,9,2
2020,105145,61,2
2020,105147,10,2
2020,105150,14,2
2020,105151,47,2
2020,105152,31,2
2020,105153,1,2
2020,105154,5,2
2020,105155,4,2
2020,105157,30,2
2020,105158,3,2
2020,105159,24,2
2020,105160,20,2
2020,105161,15,2
2020,105162,3,2
2020,105163,69,2
2020,105164,5,2
2020,105167,16,2
2020,105169,14,2
2020,105177,49,2
2020,105178,22,2
2020,105181,3,2
2020,105182,13,2
2020,105184,8,2
2020,105185,17,2
2020,105186,2,2
2020,105187,25,2
2020,105189,45,2
2020,105190,12,2
2020,105191,33,2
2020,105192,5,2
2020,105193,4,2
2020,105194,12,2
2020,105195,9,2
2020,105197,18,2
2020,105198,5,2
2020,105201,21,2
2020,105203,14,2
2020,105204,77,2
2020,105205,12,2
2020,105208,15,2
2020,105209,17,2
2020,105210,35,2
2020,105211,20,2
2020,105212,13,2
2020,105216,5,2
2020,105217,18,2
2020,105224,8,2
2020,105225,7,2
2020,105227,17,2
2020,105228,2,2
2020,105229,22,2
2020,105230,14,2
2020,105232,46,2
2020,105234,5,2
2020,105235,31,2
2020,105237,23,2
2020,105238,81,2
2020,105241,1,2
2020,105242,38,2
2020,105246,10,2
2020,105247,1,2
2020,105248,7,2
2020,105249,32,2
2020,105250,17,2
2020,105251,61,2
2020,105252,16,2
2020,105253,31,2
2020,105255,5,2
2020,105256,9,2
2020,105257,17,2
2020,105258,11,2
2020,105259,71,2
2020,105261,11,2
2020,105262,22,2
2020,105264,7,2
2020,105265,5,2
2020,105266,35,2
2020,105267,559,2
2020,105268,234,2
2020,105269,4,2
2020,105271,18,2
2020,105272,136,2
2020,105273,47,2
2020,105279,1,2
2020,105283,62,2
2020,105285,10,2
2020,105286,2,2
2020,105287,166,2
2020,105288,3,2
2020,105289,2,2
2020,105290,15,2
2020,105291,58,2
2020,105292,1,2
2020,105294,15,2
2020,105296,2,2
2020,105298,17,2
2020,105300,41,2
2020,105301,5,2
2020,105302,18,2
2020,105303,43,2
2020,105305,24,2
2020,105306,1,2
2020,105307,3,2
2020,105308,3,2
2020,105309,39,2
2020,105311,2,2
2020,105312,3,2
2020,105313,7,2
2020,105314,41,2
2020,105316,50,2
2020,105317,63,2
2020,105322,1,2
2020,105324,19,2
2020,105326,2,2
2020,105327,6,2
2020,105328,102,2
2020,105329,190,2
2020,105330,16,2
2020,105331,26,2
2020,105333,11,2
2020,105334,36,2
2020,105336,81,2
2020,105339,10,2
2020,105340,10,2
2020,105341,119,2
2020,105342,145,2
2020,105344,1,2
2020,105345,38,2
2020,105346,221,2
2020,105347,2,2
2020,105348,652,2
2020,105349,7,2
2020,105350,32,2
2020,105351,24,2
2020,105352,35,2
2020,105354,54,2
2020,105355,2,2
2020,105357,15,2
2020,105358,49,2
2020,105359,8,2
2020,105360,12,2
2020,105363,6,2
2020,105364,15,2
2020,105365,30,2
2020,105366,80,2
2020,105367,17,2
2020,105368,19,2
2020,105369,181,2
2020,105370,28,2
2020,105371,20,2
2020,105372,11,2
2020,105373,16,2
2020,105374,2,2
2020,105376,41,2
2020,105378,5,2
2020,105380,11,2
2020,105381,110,2
2020,105382,45,2
2020,105383,40,2
2020,105384,5,2
2020,105385,3,2
2020,105386,7,2
2020,105388,17,2
2020,105389,14,2
2020,105390,9,2
2020,105391,13,2
2020,105397,9,2
2020,105398,27,2
2020,105399,11,2
2020,105401,66,2
2020,105402,5,2
2020,105403,21,2
2020,105404,1,2
2020,105409,15,2
2020,105410,43,2
2020,105411,117,2
2020,105412,2,2
2020,105413,10,2
2020,105414,7,2
2020,105415,13,2
2020,105416,1,2
2020,105417,8,2
2020,105418,8,2
2020,105419,17,2
2020,105423,20,2
2020,105424,1,2
2020,105425,184,2
2020,105426,49,2
2020,105427,97,2
2020,105431,58,2
2020,105432,15,2
2020,105433,84,2
2020,105436,89,2
2020,105438,1,2
2020,105439,1,2
2020,105445,25,2
2020,105446,18,2
2020,105447,13,2
2020,105448,12,2
2020,105451,1,2
2020,105454,23,2
2020,105459,6,2
2020,105461,24,2
2020,105462,1,2
2020,105463,7,2
2020,105465,5,2
2020,105466,29,2
2020,105468,1,2
2020,105469,3,2
2020,105470,19,2
2020,105472,21,2
2020,105473,9,2
2020,105475,50,2
2020,105477,131,2
2020,105479,20,2
2020,105482,31,2
2020,105483,8,2
2020,105486,6,2
2020,105488,42,2
2020,105489,1,2
2020,105491,10,2
2020,105492,1,2
2020,105493,39,2
2020,105494,12,2
2020,105495,8,2
2020,105496,39,2
2020,105498,4,2
2020,105499,10,2
2020,105500,31,2
2020,105501,2,2
2020,105502,7,2
2020,105503,3,2
2020,105504,2,2
2020,105505,32,2
2020,105506,27,2
2020,105507,13,2
2020,105511,5,2
2020,105512,6,2
2020,105513,17,2
2020,105514,37,2
2020,105516,2,2
2020,105519,2,2
2020,105521,111,2
2020,105523,1,2
2020,105524,20,2
2020,105525,18,2
2020,105526,46,2
2020,105530,28,2
2020,105537,6,2
2020,105542,16,2
2020,105544,32,2
2020,105546,2,2
2020,105548,27,2
2020,105549,2,2
2020,105550,2,2
2020,105551,8,2
2020,105554,4,2
2020,105555,3,2
2020,105556,9,2
2020,105557,16,2
2020,105558,34,2
2020,105560,68,2
2020,105561,26,2
2020,105563,2,2
2020,105564,11,2
2020,105565,119,2
2020,105567,36,2
2020,105568,24,2
2020,105570,2,2
2020,105572,39,2
2020,105573,14,2
2020,105575,77,2
2020,105576,14,2
2020,105577,1,2
2020,105578,39,2
2020,105581,7,2
2020,105585,8,2
2020,105586,371,2
2020,105587,4,2
2020,105589,1,2
2020,105590,5,2
2020,105591,1110,2
2020,105592,10,2
2020,105593,3,2
2020,105594,1,2
2020,105596,5,2
2020,105597,8,2
2020,105598,15,2
2020,105600,49,2
2020,105601,7,2
2020,105602,14,2
2020,105603,35,2
2020,105606,207,2
2020,105607,2,2
2020,105609,1,2
2020,105614,40,2
2020,105615,17,2
2020,105616,247,2
2020,105617,4,2
2020,105618,27,2
2020,105621,31,2
2020,105622,50,2
2020,105623,2,2
2020,105624,25,2
2020,105625,7,2
2020,105627,8,2
2020,105629,5,2
2020,105630,42,2
2020,105631,6,2
2020,105632,3,2
2020,105634,26,2
2020,105635,28,2
2020,105636,744,2
2020,105638,358,2
2020,105640,66,2
2020,105641,104,2
2020,105642,3,2
2020,105644,31,2
2020,105645,4,2
2020,105646,23,2
2020,105649,14,2
2020,105650,14,2
2020,105652,14,2
2020,105653,55,2
2020,105654,7,2
2020,105658,5,2
2020,105659,41,2
2020,105660,12,2
2020,105662,303,2
2020,105663,14,2
2020,105667,23,2
2020,105668,21,2
2020,105670,10,2
2020,105671,56,2
2020,105672,17,2
2020,105673,4,2
2020,105674,4,2
2020,105677,6,2
2020,105678,29,2
2020,105679,82,2
2020,105680,5,2
2020,105685,4,2
2020,105686,210,2
2020,105687,11,2
2020,105688,105,2
2020,105690,1,2
2020,105691,39,2
2020,105693,5,2
2020,105695,5,2
2020,105697,2,2
2020,105698,7,2
2020,105699,2,2
2020,105700,42,2
2020,105703,5,2
2020,105704,20,2
2020,105705,72,2
2020,105707,1,2
2020,105710,32,2
2020,105711,17,2
2020,105712,40,2
2020,105714,19,2
2020,105718,25,2
2020,105719,2,2
2020,105720,138,2
2020,105721,31,2
2020,105724,127,2
2020,105725,35,2
2020,105726,13,2
2020,105727,7,2
2020,105728,13,2
2020,105730,34,2
2020,105731,42,2
2020,105732,7,2
2020,105734,58,2
2020,105736,6,2
2020,105738,45,2
2020,105739,1021,2
2020,105740,149,2
2020,105742,32,2
2020,105744,9,2
2020,105749,5,2
2020,105750,2,2
2020,105751,3,2
2020,105753,22,2
2020,105754,2,2
2020,105755,93,2
2020,105757,19,2
2020,105758,155,2
2020,105760,9,2
2020,105761,21,2
2020,105762,12,2
2020,105763,4,2
2020,105765,12,2
2020,105767,1,2
2020,105768,24,2
2020,105769,12,2
2020,105770,10,2
2020,105773,8,2
2020,105774,2,2
2020,105775,14,2
2020,105776,13,2
2020,105777,2,2
2020,105779,21,2
2020,105780,70,2
2020,105781,48,2
2020,105782,4,2
2020,105784,2,2
2020,105785,33,2
2020,105786,85,2
2020,105787,50,2
2020,105789,6,2
2020,105793,14,2
2020,105794,7,2
2020,105795,1,2
2020,105796,20,2
2020,105797,24,2
2020,105798,5,2
2020,105800,22,2
2020,105802,55,2
2020,105803,26,2
2020,105806,1,2
2020,105807,1,2
2020,105810,4,2
2020,105811,1094,2
2020,105813,12,2
2020,105814,43,2
2020,105816,13,2
2020,105817,16,2
2020,105818,15,2
2020,105819,2,2
2020,105821,57,2
2020,105823,12,2
2020,105824,4,2
2020,105825,61,2
2020,105826,25,2
2020,105827,39,2
2020,105828,15,2
2020,105830,199,2
2020,105831,8,2
2020,105834,7,2
2020,105835,7,2
2020,105836,35,2
2020,105837,1,2
2020,105838,31,2
2020,105839,17,2
2020,105840,1,2
2020,105841,19,2
2020,105842,1,2
2020,105843,17,2
2020,105847,15,2
2020,105849,2,2
2020,105852,240,2
2020,105853,3,2
2020,105854,13,2
2020,105856,17,2
2020,105858,7,2
2020,105861,10,2
2020,105862,34,2
2020,105863,34,2
2020,105864,10,2
2020,105865,45,2
2020,105866,146,2
2020,105867,3,2
2020,105868,47,2
2020,105869,12,2
2020,105870,40,2
2020,105872,11,2
2020,105873,16,2
2020,105874,3,2
2020,105875,13,2
2020,105876,2,2
2020,105878,81,2
2020,105880,30,2
2020,105881,41,2
2020,105885,39,2
2020,105886,17,2
2020,105892,4,2
2020,105893,9,2
2020,105894,1,2
2020,105895,3,2
2020,105898,18,2
2020,105899,15,2
2020,105900,63,2
2020,105901,3,2
2020,105902,11,2
2020,105906,2,2
2020,105908,25,2
2020,105910,5,2
2020,105911,6,2
2020,105912,10,2
2020,105914,17,2
2020,105915,15,2
2020,105917,355,2
2020,105918,38,2
2020,105919,6,2
2020,105920,26,2
2020,105921,141,2
2020,105922,153,2
2020,105923,27,2
2020,105924,10,2
2020,105925,15,2
2020,105926,10,2
2020,105928,10,2
2020,105930,13,2
2020,105934,9,2
2020,105936,9,2
2020,105937,1,2
2020,105938,12,2
2020,105939,68,2
2020,105940,83,2
2020,105941,3,2
2020,105942,18,2
2020,105943,18,2
2020,105947,19,2
2020,105948,7,2
2020,105949,310,2
2020,105950,163,2
2020,105951,123,2
2020,105953,12,2
2020,105954,6,2
2020,105955,14,2
2020,105956,48,2
2020,105958,32,2
2020,105959,38,2
2020,105960,33,2
2020,105961,5,2
2020,105962,16,2
2020,105965,75,2
2020,105966,7,2
2020,105968,21,2
2020,105970,25,2
2020,105971,4,2
2020,105972,19,2
2020,105974,17,2
2020,105977,18,2
2020,105981,24,2
2020,105982,15,2
2020,105983,23,2
2020,105984,13,2
2020,105985,4,2
2020,105988,11,2
2020,105989,71,2
2020,105990,7,2
2020,105991,9,2
2020,105992,38,2
2020,105993,41,2
2020,105994,54,2
2020,105996,2,2
2020,105997,1,2
2020,105998,12,2
2020,105999,30,2
2020,106000,20,2
2020,106001,1,2
2020,106003,3,2
2020,106004,50,2
2020,106007,10,2
2020,106008,13,2
2020,106009,26,2
2020,106012,6,2
2020,106013,17,2
2020,106016,263,2
2020,106021,6,2
2020,106024,1,2
2020,106026,39,2
2020,106032,7,2
2020,106034,2,2
2020,106036,14,2
2020,106040,68,2
2020,106041,2,2
2020,106043,13,2
2020,106044,18,2
2020,106045,56,2
2020,106047,20,2
2020,106048,36,2
2020,106049,33,2
2020,106050,36,2
2020,106051,16,2
2020,106052,16,2
2020,106053,14,2
2020,106054,25,2
2020,106056,1,2
2020,106057,12,2
2020,106058,2,2
2020,106061,79,2
2020,106062,296,2
2020,106063,36,2
2020,106064,30,2
2020,106066,3,2
2020,106068,3,2
2020,106070,25,2
2020,106071,5,2
2020,106072,11,2
2020,106073,28,2
2020,106074,4,2
2020,106075,11,2
2020,106076,12,2
2020,106079,115,2
2020,106080,360,2
2020,106081,55,2
2020,106082,10,2
2020,106083,2,2
2020,106084,4,2
2020,106086,43,2
2020,106089,48,2
2020,106090,44,2
2020,106092,12,2
2020,106094,23,2
2020,106095,21,2
2020,106096,5,2
2020,106098,14,2
2020,106100,20,2
2020,106102,54,2
2020,106103,62,2
2020,106104,11,2
2020,106105,48,2
2020,106107,140,2
2020,106109,14,2
2020,106112,15,2
2020,106114,93,2
2020,106115,27,2
2020,106116,42,2
2020,106117,33,2
2020,106118,21,2
2020,106119,147,2
2020,106123,44,2
2020,106124,35,2
2020,106125,4,2
2020,106127,15,2
2020,106128,1,2
2020,106129,68,2
2020,106131,9,2
2020,106133,15,2
2020,106134,19,2
2020,106135,134,2
2020,106136,228,2
2020,106137,2,2
2020,106138,28,2
2020,106144,22,2
2020,106146,2,2
2020,106147,38,2
2020,106149,2,2
2020,106152,38,2
2020,106153,33,2
2020,106154,22,2
2020,106155,1,2
2020,106157,6,2
2020,106159,16,2
2020,106160,20,2
2020,106161,21,2
2020,106163,23,2
2020,106164,41,2
2020,106167,359,2
2020,106168,752,2
2020,106169,148,2
2020,106170,280,2
2020,106171,18,2
2020,106173,13,2
2020,106175,31,2
2020,106176,25,2
2020,106177,43,2
2020,106178,10,2
2020,106179,2,2
2020,106180,40,2
2020,106182,11,2
2020,106183,13,2
2020,106184,42,2
2020,106185,16,2
2020,106186,10,2
2020,106188,67,2
2020,106190,1,2
2020,106191,79,2
2020,106192,14,2
2020,106194,14,2
2020,106195,3,2
2020,106199,119,2
2020,106200,6,2
2020,106201,1,2
2020,106202,6,2
2020,106203,38,2
2020,106204,7,2
2020,106205,8,2
2020,106206,2,2
2020,106209,40,2
2020,106210,26,2
2020,106211,339,2
2020,106212,159,2
2020,106213,157,2
2020,106214,65,2
2020,106217,1,2
2020,106219,10,2
2020,106220,30,2
2020,106221,60,2
2020,106227,2,2
2020,106230,17,2
2020,106231,39,2
2020,106232,288,2
2020,106233,30,2
2020,106234,3,2
2020,106237,29,2
2020,106238,27,2
2020,106239,4,2
2020,106240,30,2
2020,106241,80,2
2020,106242,30,2
2020,106244,93,2
2020,106248,3,2
2020,106249,15,2
2020,106252,26,2
2020,106253,6,2
2020,106254,37,2
2020,106255,9,2
2020,106261,2,2
2020,106262,103,2
2020,106264,20,2
2020,106266,10,2
2020,106268,32,2
2020,106269,18,2
2020,106270,19,2
2020,106272,20,2
2020,106273,41,2
2020,106274,11,2
2020,106275,15,2
2020,106276,18,2
2020,106277,1,2
2020,106278,6,2
2020,106280,39,2
2020,106281,45,2
2020,106282,28,2
2020,106283,221,2
2020,106285,3,2
2020,106286,23,2
2020,106287,105,2
2020,106288,12,2
2020,106290,4,2
2020,106291,20,2
2020,106293,21,2
2020,106294,188,2
2020,106295,8,2
2020,106296,18,2
2020,106298,1,2
2020,106300,5,2
2020,106301,1,2
2020,106302,11,2
2020,106303,63,2
2020,106305,9,2
2020,106306,35,2
2020,106308,6,2
2020,106309,4,2
2020,106310,86,2
2020,106314,86,2
2020,106315,33,2
2020,106316,59,2
2020,106317,9,2
2020,106318,2,2
2020,106321,48,2
2020,106322,52,2
2020,106323,7,2
2020,106327,66,2
2020,106328,87,2
2020,106329,17,2
2020,106330,24,2
2020,106331,78,2
2020,106332,625,2
2020,106333,226,2
2020,106341,28,2
2020,106344,1,2
2020,106345,6,2
2020,106347,11,2
2020,106348,3,2
2020,106349,61,2
2020,106351,434,2
2020,106352,35,2
2020,106353,1,2
2020,106355,529,2
2020,106356,1,2
2020,106357,5,2
2020,106358,1,2
2020,106360,24,2
2020,106362,2,2
2020,106363,67,2
2020,106364,4,2
2020,106365,10,2
2020,106366,24,2
2020,106368,13,2
2020,106370,174,2
2020,106371,4,2
2020,106372,16,2
2020,106373,31,2
2020,106376,16,2
2020,106377,39,2
2020,106378,4,2
2020,106379,5,2
2020,106380,4,2
2020,106381,16,2
2020,106382,3,2
2020,106383,1,2
2020,106387,19,2
2020,106388,19,2
2020,106389,5,2
2020,106390,1,2
2020,106391,9,2
2020,106393,21,2
2020,106394,65,2
2020,106395,208,2
2020,106398,23,2
2020,106399,52,2
2020,106403,1,2
2020,106405,3,2
2020,106406,22,2
2020,106408,80,2
2020,106409,11,2
2020,106410,116,2
2020,106411,81,2
2020,106412,22,2
2020,106413,22,2
2020,106414,14,2
2020,106415,48,2
2020,106418,34,2
2020,106419,114,2
2020,106424,7,2
2020,106425,12,2
2020,106426,1,2
2020,106427,128,2
2020,106429,46,2
2020,106432,33,2
2020,106433,3,2
2020,106434,29,2
2020,106435,12,2
2020,106436,26,2
2020,106437,50,2
2020,106438,88,2
2020,106440,1,2
2020,106441,3,2
2020,106442,60,2
2020,106443,69,2
2020,106444,34,2
2020,106445,42,2
2020,106447,20,2
2020,106449,2,2
2020,106450,10,2
2020,106453,95,2
2020,106455,1,2
2020,106456,35,2
2020,106457,9,2
2020,106458,6,2
2020,106461,7,2
2020,106462,20,2
2020,106463,19,2
2020,106465,231,2
2020,106466,150,2
2020,106468,21,2
2020,106469,157,2
2020,106471,9,2
2020,106472,22,2
2020,106473,54,2
2020,106474,15,2
2020,106476,129,2
2020,106479,4,2
2020,106481,9,2
2020,106482,39,2
2020,106483,1,2
2020,106484,193,2
2020,106485,9,2
2020,106486,116,2
2020,106487,12,2
2020,106488,73,2
2020,106489,129,2
2020,106492,27,2
2020,106493,33,2
2020,106494,245,2
2020,106497,11,2
2020,106499,3,2
2020,106500,25,2
2020,106501,43,2
2020,106502,57,2
2020,106503,2,2
2020,106504,6,2
2020,106505,2,2
2020,106506,123,2
2020,106507,43,2
2020,106508,15,2
2020,106509,65,2
2020,106510,3,2
2020,106511,17,2
2020,106512,23,2
2020,106513,16,2
2020,106514,2,2
2020,106515,57,2
2020,106516,27,2
2020,106517,90,2
2020,106518,2,2
2020,106520,114,2
2020,106522,10,2
2020,106526,18,2
2020,106528,131,2
2020,106530,64,2
2020,106533,14,2
2020,106534,48,2
2020,106535,48,2
2020,106536,1,2
2020,106538,102,2
2020,106539,55,2
2020,106540,977,2
2020,106541,37,2
2020,106542,2,2
2020,106544,70,2
2020,106546,4,2
2020,106548,39,2
2020,106549,16,2
2020,106550,85,2
2020,106551,63,2
2020,106552,22,2
2020,106553,4,2
2020,106555,21,2
2020,106556,6,2
2020,106557,3,2
2020,106558,5,2
2020,106559,1,2
2020,106560,13,2
2020,106563,23,2
2020,106568,1,2
2020,106569,93,2
2020,106570,64,2
2020,106571,59,2
2020,106577,11,2
2020,106578,21,2
2020,106581,22,2
2020,106582,5,2
2020,106583,24,2
2020,106584,12,2
2020,106585,5,2
2020,106586,15,2
2020,106587,3,2
2020,106588,19,2
2020,106590,26,2
2020,106591,2,2
2020,106592,16,2
2020,106593,26,2
2020,106594,16,2
2020,106595,9,2
2020,106599,21,2
2020,106600,27,2
2020,106602,5,2
2020,106606,20,2
2020,106607,48,2
2020,106609,6,2
2020,106611,19,2
2020,106612,8,2
2020,106614,58,2
2020,106615,19,2
2020,106616,12,2
2020,106617,117,2
2020,106618,2,2
2020,106619,2,2
2020,106620,158,2
2020,106621,14,2
2020,106622,5,2
2020,106624,28,2
2020,106625,9,2
2020,106626,16,2
2020,106627,1,2
2020,106628,498,2
2020,106629,69,2
2020,106630,6,2
2020,106631,19,2
2020,106633,8,2
2020,106635,4,2
2020,106639,12,2
2020,106640,13,2
2020,106642,34,2
2020,106643,22,2
2020,106644,16,2
2020,106645,10,2
2020,106646,7,2
2020,106647,12,2
2020,106648,1,2
2020,106649,188,2
2020,106650,86,2
2020,106652,105,2
2020,106655,4,2
2020,106656,71,2
2020,106657,48,2
2020,106658,30,2
2020,106659,12,2
2020,106660,6,2
2020,106661,119,2
2020,106664,10,2
2020,106665,2,2
2020,106667,8,2
2020,106668,12,2
2020,106669,5,2
2020,106674,25,2
2020,106676,2,2
2020,106677,1,2
2020,106678,13,2
2020,106680,6,2
2020,106681,10,2
2020,106682,7,2
2020,106685,25,2
2020,106686,27,2
2020,106687,15,2
2020,106688,16,2
2020,106689,27,2
2020,106690,46,2
2020,106691,6,2
2020,106692,5,2
2020,106693,124,2
2020,106695,3,2
2020,106696,1,2
2020,106697,9,2
2020,106698,48,2
2020,106699,2,2
2020,106700,3,2
2020,106702,7,2
2020,106703,15,2
2020,106704,16,2
2020,106706,114,2
2020,106707,6,2
2020,106708,2,2
2020,106710,7,2
2020,106713,193,2
2020,106714,11,2
2020,106715,4,2
2020,106716,20,2
2020,106717,13,2
2020,106718,136,2
2020,106720,11,2
2020,106721,9,2
2020,106722,126,2
2020,106723,3,2
2020,106724,7,2
2020,106725,350,2
2020,106727,15,2
2020,106729,15,2
2020,106730,9,2
2020,106731,2,2
2020,106732,10,2
2020,106733,16,2
2020,106734,9,2
2020,106735,60,2
2020,106736,32,2
2020,106738,66,2
2020,106739,1,2
2020,106740,39,2
2020,106741,76,2
2020,106742,24,2
2020,106743,1,2
2020,106744,1,2
2020,106745,14,2
2020,106747,2,2
2020,106748,20,2
2020,106750,9,2
2020,106751,11,2
2020,106752,19,2
2020,106753,3,2
2020,106755,2,2
2020,106756,13,2
2020,106757,33,2
2020,106759,13,2
2020,106760,95,2
2020,106762,37,2
2020,106763,6,2
2020,106764,3,2
2020,106765,44,2
2020,106766,27,2
2020,106767,2,2
2020,106768,10,2
2020,106770,3,2
2020,106771,64,2
2020,106772,4,2
2020,106773,32,2
2020,106776,8,2
2020,106777,2,2
2020,106779,41,2
2020,106780,66,2
2020,106781,41,2
2020,106782,2,2
2020,106783,13,2
2020,106784,12,2
2020,106785,16,2
2020,106795,19,2
2020,106798,23,2
2020,106800,7,2
2020,106801,29,2
2020,106803,15,2
2020,106804,3,2
2020,106805,9,2
2020,106807,8,2
2020,106808,219,2
2020,106809,13,2
2020,106810,145,2
2020,106811,4,2
2020,106812,57,2
2020,106813,24,2
2020,106814,24,2
2020,106815,85,2
2020,106816,16,2
2020,106817,53,2
2020,106819,12,2
2020,106821,37,2
2020,106822,13,2
2020,106823,226,2
2020,106824,13,2
2020,106825,16,2
2020,106826,13,2
2020,106827,25,2
2020,106828,4,2
2020,106830,14,2
2020,106831,20,2
2020,106832,3,2
2020,106833,4,2
2020,106835,4,2
2020,106836,187,2
2020,106837,95,2
2020,106838,47,2
2020,106839,1,2
2020,106840,89,2
2020,106841,1,2
2020,106844,12,2
2020,106845,44,2
2020,106846,85,2
2020,106848,7,2
2020,106850,10,2
2020,106851,7,2
2020,106853,7,2
2020,106855,1,2
2020,106856,44,2
2020,106857,13,2
2020,106858,10,2
2020,106861,17,2
2020,106862,112,2
2020,106863,46,2
2020,106864,248,2
2020,106865,1,2
2020,106866,177,2
2020,106867,7,2
2020,106869,27,2
2020,106870,100,2
2020,106871,12,2
2020,106873,5,2
2020,106874,21,2
2020,106875,1,2
2020,106876,62,2
2020,106877,27,2
2020,106878,11,2
2020,106879,3,2
2020,106881,2,2
2020,106882,3,2
2020,106883,2,2
2020,106884,168,2
2020,106885,2,2
2020,106886,6,2
2020,106887,13,2
2020,106888,16,2
2020,106889,37,2
2020,106893,40,2
2020,106894,26,2
2020,106895,10,2
2020,106896,9,2
2020,106897,10,2
2020,106898,49,2
2020,106899,47,2
2020,106900,45,2
2020,106903,10,2
2020,106904,25,2
2020,106905,10,2
2020,106906,5,2
2020,106908,2,2
2020,106909,23,2
2020,106910,20,2
2020,106912,1,2
2020,106913,14,2
2020,106914,3,2
2020,106915,14,2
2020,106916,80,2
2020,106917,17,2
2020,106919,6,2
2020,106920,9,2
2020,106921,8,2
2020,106922,90,2
2020,106923,17,2
2020,106927,25,2
2020,106928,7,2
2020,106929,5,2
2020,106930,3,2
2020,106932,26,2
2020,106933,109,2
2020,106934,13,2
2020,106935,364,2
2020,106937,16,2
2020,106938,13,2
2020,106939,4,2
2020,106940,23,2
2020,106941,6,2
2020,106945,63,2
2020,106947,11,2
2020,106948,23,2
2020,106949,18,2
2020,106950,30,2
