año,codigo snies del programa,matriculados,semestre
2017,5407,618,2
2017,5408,322,2
2017,5415,10,2
2017,5427,181,2
2017,5428,232,2
2017,5456,544,2
2017,5461,100,2
2017,5484,1203,2
2017,5499,39,2
2017,5505,298,2
2017,5506,157,2
2017,5509,30,2
2017,5511,84,2
2017,5512,38,2
2017,5528,171,2
2017,5529,88,2
2017,5530,440,2
2017,5536,295,2
2017,5537,6,2
2017,5539,92,2
2017,5541,135,2
2017,5542,261,2
2017,5544,28,2
2017,5545,3,2
2017,5550,28,2
2017,5577,24,2
2017,5579,294,2
2017,5580,50,2
2017,5595,22,2
2017,5608,113,2
2017,5609,264,2
2017,5645,58,2
2017,5651,1,2
2017,5731,350,2
2017,5783,15,2
2017,5795,105,2
2017,5798,123,2
2017,5814,184,2
2017,5815,252,2
2017,5816,251,2
2017,5923,98,2
2017,5924,320,2
2017,5961,37,2
2017,5974,27,2
2017,5978,1,2
2017,5983,86,2
2017,5985,147,2
2017,5986,308,2
2017,6008,103,2
2017,6011,57,2
2017,6012,101,2
2017,6022,20,2
2017,6062,194,2
2017,6064,1,2
2017,6065,16,2
2017,6067,126,2
2017,6081,22,2
2017,6082,49,2
2017,6083,114,2
2017,6084,4,2
2017,6088,40,2
2017,6095,2,2
2017,6101,3,2
2017,6106,43,2
2017,6112,58,2
2017,6121,197,2
2017,6123,2,2
2017,6124,29,2
2017,6128,14,2
2017,6140,46,2
2017,6142,5,2
2017,6173,50,2
2017,6182,188,2
2017,6183,372,2
2017,6184,99,2
2017,6185,155,2
2017,6186,312,2
2017,6187,221,2
2017,6188,50,2
2017,6190,8,2
2017,6194,89,2
2017,6195,10,2
2017,6220,1,2
2017,6225,101,2
2017,6233,1,2
2017,6243,83,2
2017,6244,197,2
2017,6294,127,2
2017,6357,98,2
2017,6358,427,2
2017,6359,304,2
2017,6372,57,2
2017,6436,72,2
2017,6439,114,2
2017,6463,18,2
2017,6464,6,2
2017,6465,12,2
2017,6506,12,2
2017,6525,274,2
2017,6527,462,2
2017,6528,2,2
2017,6532,11,2
2017,6537,824,2
2017,6543,10,2
2017,6544,931,2
2017,6546,69,2
2017,6554,29,2
2017,6555,32,2
2017,6564,307,2
2017,6565,54,2
2017,6566,208,2
2017,6567,667,2
2017,6569,1,2
2017,6570,1,2
2017,6572,17,2
2017,6573,14,2
2017,6574,10,2
2017,6575,944,2
2017,6576,19,2
2017,6577,5,2
2017,6580,67,2
2017,6582,27,2
2017,6591,737,2
2017,6606,30,2
2017,6624,17,2
2017,6632,100,2
2017,6633,75,2
2017,6640,35,2
2017,6644,664,2
2017,6646,825,2
2017,6647,229,2
2017,6654,32,2
2017,6658,31,2
2017,6660,321,2
2017,6661,14,2
2017,6662,25,2
2017,6664,102,2
2017,6666,14,2
2017,6672,4,2
2017,6675,30,2
2017,6684,19,2
2017,6686,426,2
2017,6687,685,2
2017,6690,13,2
2017,6694,21,2
2017,6695,12,2
2017,6697,9,2
2017,6699,606,2
2017,6707,83,2
2017,6710,201,2
2017,6711,148,2
2017,6726,875,2
2017,6741,16,2
2017,6756,117,2
2017,6827,29,2
2017,7024,55,2
2017,7025,1,2
2017,7031,56,2
2017,7054,49,2
2017,7065,2,2
2017,7073,7,2
2017,7093,358,2
2017,7094,1265,2
2017,7095,577,2
2017,7103,49,2
2017,7108,493,2
2017,7112,828,2
2017,7113,435,2
2017,7126,3,2
2017,7129,22,2
2017,7135,40,2
2017,7150,322,2
2017,7170,10,2
2017,7171,432,2
2017,7174,24,2
2017,7176,5,2
2017,7179,3,2
2017,7183,11,2
2017,7186,181,2
2017,7188,16,2
2017,7189,30,2
2017,7198,167,2
2017,7205,5,2
2017,7206,41,2
2017,7214,14,2
2017,7215,856,2
2017,7220,33,2
2017,7221,42,2
2017,7222,86,2
2017,7225,3,2
2017,7226,29,2
2017,7227,789,2
2017,7228,10,2
2017,7233,41,2
2017,7234,370,2
2017,7238,647,2
2017,7241,19,2
2017,7242,18,2
2017,7243,63,2
2017,7245,164,2
2017,7246,852,2
2017,7247,704,2
2017,7249,28,2
2017,7254,45,2
2017,7255,645,2
2017,7258,249,2
2017,7259,33,2
2017,7260,4,2
2017,7271,35,2
2017,7272,11,2
2017,7283,50,2
2017,7286,407,2
2017,7304,4,2
2017,7305,249,2
2017,7306,834,2
2017,7309,785,2
2017,7315,21,2
2017,7320,5,2
2017,7322,182,2
2017,7348,319,2
2017,7349,65,2
2017,7351,1815,2
2017,7400,261,2
2017,7403,11,2
2017,7404,53,2
2017,7405,176,2
2017,7406,219,2
2017,7446,646,2
2017,7465,11,2
2017,7470,296,2
2017,7475,19,2
2017,7490,147,2
2017,7510,30,2
2017,7511,891,2
2017,7512,26,2
2017,7514,20,2
2017,7518,388,2
2017,7519,370,2
2017,7520,498,2
2017,7522,64,2
2017,7528,5,2
2017,7540,1,2
2017,7543,30,2
2017,7545,20,2
2017,7550,56,2
2017,7561,440,2
2017,7565,19,2
2017,7567,192,2
2017,7570,322,2
2017,7571,599,2
2017,7576,21,2
2017,7620,189,2
2017,7686,20,2
2017,7687,89,2
2017,7689,28,2
2017,7690,7,2
2017,7691,1,2
2017,7705,2,2
2017,7731,327,2
2017,7732,83,2
2017,7740,15,2
2017,7741,133,2
2017,7745,212,2
2017,7750,855,2
2017,7762,31,2
2017,7772,773,2
2017,7773,289,2
2017,7777,607,2
2017,7791,49,2
2017,7796,83,2
2017,7797,19,2
2017,7799,95,2
2017,7800,1975,2
2017,7802,77,2
2017,7803,93,2
2017,7810,10,2
2017,7813,177,2
2017,7815,380,2
2017,7816,30,2
2017,7817,53,2
2017,7821,279,2
2017,7822,493,2
2017,7824,174,2
2017,7827,8,2
2017,7830,319,2
2017,7840,1,2
2017,7855,3,2
2017,7856,133,2
2017,7867,48,2
2017,7874,360,2
2017,7885,4,2
2017,7900,16,2
2017,7905,13,2
2017,7911,3,2
2017,7915,135,2
2017,7920,1,2
2017,7942,5,2
2017,7943,422,2
2017,7945,108,2
2017,7950,362,2
2017,8005,61,2
2017,8012,20,2
2017,8015,401,2
2017,8025,121,2
2017,8026,197,2
2017,8042,30,2
2017,8043,23,2
2017,8044,3,2
2017,8050,91,2
2017,8065,43,2
2017,8079,51,2
2017,8085,541,2
2017,8088,24,2
2017,8091,428,2
2017,8093,234,2
2017,8105,145,2
2017,8114,657,2
2017,8115,2,2
2017,8118,32,2
2017,8120,147,2
2017,8123,42,2
2017,8124,92,2
2017,8146,56,2
2017,8148,16,2
2017,8149,33,2
2017,8155,12,2
2017,8162,1,2
2017,8167,36,2
2017,8170,256,2
2017,8174,23,2
2017,8178,15,2
2017,8179,93,2
2017,8180,61,2
2017,8182,968,2
2017,8189,543,2
2017,8193,9,2
2017,8198,113,2
2017,8207,82,2
2017,8212,4,2
2017,8240,15,2
2017,8241,285,2
2017,8242,25,2
2017,8245,34,2
2017,8247,25,2
2017,8248,29,2
2017,8249,20,2
2017,8250,1,2
2017,8255,337,2
2017,8258,14,2
2017,8317,29,2
2017,8321,21,2
2017,8322,18,2
2017,8340,119,2
2017,8345,1329,2
2017,8346,1,2
2017,8347,46,2
2017,8352,23,2
2017,8359,2276,2
2017,8375,66,2
2017,8380,340,2
2017,8385,5,2
2017,8405,150,2
2017,8410,104,2
2017,8413,120,2
2017,8417,33,2
2017,8419,2,2
2017,8431,47,2
2017,8436,54,2
2017,8441,259,2
2017,8442,1,2
2017,8444,420,2
2017,8453,300,2
2017,8455,4,2
2017,8460,259,2
2017,8470,241,2
2017,8473,22,2
2017,8493,4,2
2017,8498,21,2
2017,8501,66,2
2017,8502,6,2
2017,8503,18,2
2017,8506,11,2
2017,8510,50,2
2017,8514,27,2
2017,8526,5,2
2017,8559,473,2
2017,8562,457,2
2017,8563,10,2
2017,8564,2,2
2017,8573,42,2
2017,8577,72,2
2017,8579,9,2
2017,8581,2,2
2017,8583,15,2
2017,8585,5,2
2017,8589,2,2
2017,8591,1,2
2017,8602,14,2
2017,8606,59,2
2017,8611,26,2
2017,8621,2,2
2017,8622,2,2
2017,8630,368,2
2017,8633,19,2
2017,8646,8,2
2017,8660,27,2
2017,8663,53,2
2017,8675,721,2
2017,8687,1,2
2017,8690,150,2
2017,8697,28,2
2017,8704,499,2
2017,8707,5,2
2017,8718,17,2
2017,8720,12,2
2017,8739,32,2
2017,8742,444,2
2017,8760,345,2
2017,8784,32,2
2017,8863,585,2
2017,8893,880,2
2017,8894,850,2
2017,8895,1739,2
2017,8903,199,2
2017,8922,90,2
2017,8923,542,2
2017,8939,288,2
2017,8955,8,2
2017,8958,110,2
2017,8966,121,2
2017,8967,958,2
2017,8971,633,2
2017,8973,161,2
2017,8975,164,2
2017,8979,21,2
2017,9001,921,2
2017,9011,166,2
2017,9047,36,2
2017,9061,24,2
2017,9070,23,2
2017,9105,1315,2
2017,9107,185,2
2017,9113,99,2
2017,9120,1221,2
2017,9144,794,2
2017,9225,186,2
2017,9235,23,2
2017,9240,7,2
2017,9245,187,2
2017,9252,85,2
2017,9253,120,2
2017,9254,343,2
2017,9257,7,2
2017,9258,7,2
2017,9261,40,2
2017,9276,58,2
2017,9278,141,2
2017,9285,176,2
2017,9286,282,2
2017,9288,21,2
2017,9290,2,2
2017,9291,53,2
2017,9294,98,2
2017,9295,28,2
2017,9296,11,2
2017,9297,102,2
2017,9299,23,2
2017,9301,10,2
2017,9302,18,2
2017,9303,49,2
2017,9304,77,2
2017,9312,556,2
2017,9315,17,2
2017,9317,15,2
2017,9318,18,2
2017,9335,1144,2
2017,9340,7,2
2017,9342,59,2
2017,9345,412,2
2017,9350,1668,2
2017,9360,13,2
2017,9363,60,2
2017,9367,19,2
2017,9373,54,2
2017,9379,168,2
2017,9383,3,2
2017,9385,218,2
2017,9387,99,2
2017,9389,2,2
2017,9390,4,2
2017,9395,784,2
2017,9399,590,2
2017,9400,22,2
2017,9417,8,2
2017,9425,102,2
2017,9426,419,2
2017,9440,291,2
2017,9446,22,2
2017,9448,1,2
2017,9449,22,2
2017,9451,417,2
2017,9455,35,2
2017,9456,27,2
2017,9459,20,2
2017,9462,5,2
2017,9465,22,2
2017,9466,314,2
2017,9480,889,2
2017,9490,29,2
2017,9491,301,2
2017,9499,2,2
2017,9502,340,2
2017,9503,705,2
2017,9508,654,2
2017,9509,99,2
2017,9513,2,2
2017,9515,65,2
2017,9517,383,2
2017,9518,35,2
2017,9524,7,2
2017,9525,42,2
2017,9527,32,2
2017,9528,547,2
2017,9537,37,2
2017,9547,210,2
2017,9548,152,2
2017,9559,93,2
2017,9570,301,2
2017,9571,269,2
2017,9580,452,2
2017,9583,22,2
2017,9584,6,2
2017,9586,41,2
2017,9636,33,2
2017,9672,383,2
2017,9686,320,2
2017,9687,560,2
2017,9689,283,2
2017,9690,6,2
2017,9691,246,2
2017,9693,289,2
2017,9703,16,2
2017,9714,4,2
2017,9717,55,2
2017,9721,46,2
2017,9722,15,2
2017,9725,9,2
2017,9727,225,2
2017,9745,6,2
2017,9757,253,2
2017,9759,19,2
2017,9761,104,2
2017,9766,322,2
2017,9786,32,2
2017,9794,361,2
2017,9803,98,2
2017,9806,547,2
2017,9809,492,2
2017,9811,95,2
2017,9818,296,2
2017,9821,4,2
2017,9829,577,2
2017,9833,232,2
2017,9839,1288,2
2017,9843,54,2
2017,9853,1232,2
2017,9869,135,2
2017,9870,18,2
2017,9872,90,2
2017,9873,15,2
2017,9874,14,2
2017,9877,1447,2
2017,9878,60,2
2017,9881,28,2
2017,9882,174,2
2017,9888,442,2
2017,9897,141,2
2017,9899,649,2
2017,9915,23,2
2017,9942,504,2
2017,9949,39,2
2017,9963,85,2
2017,9968,180,2
2017,9972,2,2
2017,9974,1,2
2017,9976,45,2
2017,9980,139,2
2017,9991,19,2
2017,10007,1,2
2017,10010,1,2
2017,10013,90,2
2017,10016,17,2
2017,10031,1,2
2017,10036,207,2
2017,10045,368,2
2017,10052,167,2
2017,10057,19,2
2017,10059,452,2
2017,10062,359,2
2017,10064,5,2
2017,10073,501,2
2017,10081,6,2
2017,10082,14,2
2017,10090,16,2
2017,10093,820,2
2017,10103,177,2
2017,10110,331,2
2017,10123,21,2
2017,10124,89,2
2017,10125,2,2
2017,10126,46,2
2017,10127,105,2
2017,10137,28,2
2017,10147,1,2
2017,10148,18,2
2017,10149,56,2
2017,10155,6,2
2017,10156,12,2
2017,10158,521,2
2017,10159,513,2
2017,10161,17,2
2017,10162,126,2
2017,10163,36,2
2017,10164,661,2
2017,10171,28,2
2017,10177,1,2
2017,10192,2,2
2017,10200,17,2
2017,10201,1,2
2017,10211,1,2
2017,10212,34,2
2017,10213,749,2
2017,10223,267,2
2017,10224,56,2
2017,10226,7,2
2017,10227,9,2
2017,10228,84,2
2017,10233,204,2
2017,10243,127,2
2017,10246,10,2
2017,10252,557,2
2017,10264,140,2
2017,10271,1,2
2017,10276,31,2
2017,10282,307,2
2017,10286,1057,2
2017,10291,1,2
2017,10300,16,2
2017,10305,389,2
2017,10311,21,2
2017,10314,1,2
2017,10329,63,2
2017,10332,23,2
2017,10333,67,2
2017,10339,231,2
2017,10341,20,2
2017,10343,4,2
2017,10349,80,2
2017,10353,1,2
2017,10359,139,2
2017,10369,27,2
2017,10380,167,2
2017,10383,49,2
2017,10397,55,2
2017,10401,655,2
2017,10405,33,2
2017,10406,21,2
2017,10415,117,2
2017,10416,519,2
2017,10417,1,2
2017,10421,1,2
2017,10425,13,2
2017,10430,541,2
2017,10432,127,2
2017,10438,39,2
2017,10439,9,2
2017,10444,45,2
2017,10448,26,2
2017,10455,7,2
2017,10456,1,2
2017,10461,73,2
2017,10462,323,2
2017,10463,109,2
2017,10464,469,2
2017,10471,85,2
2017,10472,224,2
2017,10473,1084,2
2017,10475,514,2
2017,10476,102,2
2017,10478,8,2
2017,10480,136,2
2017,10484,45,2
2017,10495,26,2
2017,10498,62,2
2017,10508,638,2
2017,10522,159,2
2017,10524,2,2
2017,10528,218,2
2017,10530,27,2
2017,10531,232,2
2017,10533,202,2
2017,10538,43,2
2017,10544,27,2
2017,10547,394,2
2017,10548,104,2
2017,10550,443,2
2017,10552,15,2
2017,10554,528,2
2017,10555,551,2
2017,10561,475,2
2017,10569,636,2
2017,10571,473,2
2017,10574,1152,2
2017,10578,597,2
2017,10587,62,2
2017,10589,22,2
2017,10611,548,2
2017,10614,203,2
2017,10615,68,2
2017,10625,364,2
2017,10633,134,2
2017,10639,22,2
2017,10644,4,2
2017,10655,20,2
2017,10658,270,2
2017,10659,116,2
2017,10660,2,2
2017,10661,81,2
2017,10663,13,2
2017,10667,306,2
2017,10672,3,2
2017,10673,2,2
2017,10674,18,2
2017,10675,4,2
2017,10681,38,2
2017,10688,631,2
2017,10690,1,2
2017,10698,7,2
2017,10703,15,2
2017,10723,33,2
2017,10725,59,2
2017,10733,11,2
2017,10737,332,2
2017,10738,203,2
2017,10745,5,2
2017,10748,129,2
2017,10749,89,2
2017,10752,8,2
2017,10753,268,2
2017,10754,292,2
2017,10755,326,2
2017,10756,50,2
2017,10759,1,2
2017,10766,300,2
2017,10768,19,2
2017,10776,568,2
2017,10779,1,2
2017,10784,350,2
2017,10793,11,2
2017,10798,8,2
2017,10799,11,2
2017,10800,13,2
2017,10818,88,2
2017,10825,24,2
2017,10835,45,2
2017,10840,965,2
2017,10851,131,2
2017,10852,224,2
2017,10853,25,2
2017,10858,30,2
2017,10860,12,2
2017,10862,5,2
2017,10872,61,2
2017,10875,9,2
2017,10880,21,2
2017,10883,54,2
2017,10886,207,2
2017,10892,10,2
2017,10903,778,2
2017,10905,43,2
2017,10914,1,2
2017,10916,1,2
2017,10917,1,2
2017,10922,281,2
2017,10923,644,2
2017,10931,25,2
2017,10940,32,2
2017,10955,325,2
2017,10963,381,2
2017,10969,263,2
2017,10972,15,2
2017,10977,185,2
2017,10980,151,2
2017,10982,158,2
2017,10987,2,2
2017,10993,252,2
2017,10995,179,2
2017,11001,288,2
2017,11004,956,2
2017,11007,1816,2
2017,11011,56,2
2017,11024,12,2
2017,11047,2,2
2017,11048,1,2
2017,11051,2,2
2017,11058,197,2
2017,11060,1,2
2017,11067,64,2
2017,11070,68,2
2017,11078,70,2
2017,11085,567,2
2017,11102,88,2
2017,11106,5,2
2017,11108,14,2
2017,11109,1,2
2017,11123,746,2
2017,11128,435,2
2017,11183,17,2
2017,11185,116,2
2017,11188,299,2
2017,11190,11,2
2017,11191,1,2
2017,11197,17,2
2017,11203,443,2
2017,11205,54,2
2017,11206,44,2
2017,11212,1491,2
2017,11221,950,2
2017,11228,32,2
2017,11232,62,2
2017,11239,644,2
2017,11245,9,2
2017,11247,135,2
2017,11255,465,2
2017,11257,30,2
2017,11264,35,2
2017,11268,451,2
2017,11269,50,2
2017,11273,18,2
2017,11274,299,2
2017,11278,2170,2
2017,11286,17,2
2017,11290,17,2
2017,11298,2,2
2017,11299,4,2
2017,11301,93,2
2017,11302,192,2
2017,11305,169,2
2017,11309,106,2
2017,11310,49,2
2017,11311,47,2
2017,11322,21,2
2017,11323,321,2
2017,11324,11,2
2017,11328,117,2
2017,11330,747,2
2017,11331,1,2
2017,11334,416,2
2017,11335,3,2
2017,11337,9,2
2017,11350,2,2
2017,11360,56,2
2017,11361,5,2
2017,11363,611,2
2017,11366,20,2
2017,11367,67,2
2017,11369,75,2
2017,11374,137,2
2017,11378,9,2
2017,11379,1642,2
2017,11396,364,2
2017,11401,107,2
2017,11406,226,2
2017,11407,185,2
2017,11408,13,2
2017,11409,804,2
2017,11410,806,2
2017,11417,226,2
2017,11420,713,2
2017,11422,9,2
2017,11425,2,2
2017,11428,377,2
2017,11429,17,2
2017,11436,1,2
2017,11437,811,2
2017,11438,1,2
2017,11439,124,2
2017,11443,244,2
2017,11452,40,2
2017,11455,344,2
2017,11457,24,2
2017,11459,182,2
2017,11460,412,2
2017,11463,8,2
2017,11469,12,2
2017,11473,464,2
2017,11474,85,2
2017,11480,58,2
2017,11489,133,2
2017,11491,32,2
2017,11498,77,2
2017,11502,7,2
2017,11504,29,2
2017,11505,1143,2
2017,11515,17,2
2017,11519,133,2
2017,11529,294,2
2017,11533,1,2
2017,11537,3,2
2017,11538,2,2
2017,11557,461,2
2017,11575,100,2
2017,11577,602,2
2017,11578,242,2
2017,11584,97,2
2017,11588,328,2
2017,11599,9,2
2017,11604,609,2
2017,11632,274,2
2017,11648,199,2
2017,11656,72,2
2017,11675,386,2
2017,11690,133,2
2017,11696,14,2
2017,11699,204,2
2017,11706,42,2
2017,11716,202,2
2017,11718,33,2
2017,11728,1,2
2017,11734,577,2
2017,11737,79,2
2017,11742,2,2
2017,11750,2,2
2017,11755,42,2
2017,11756,1,2
2017,11760,1,2
2017,11761,1,2
2017,11773,60,2
2017,11805,826,2
2017,11807,87,2
2017,11815,72,2
2017,11817,94,2
2017,11818,5,2
2017,11820,10,2
2017,11822,33,2
2017,11832,5,2
2017,11833,48,2
2017,11834,8,2
2017,11835,329,2
2017,11845,573,2
2017,11846,220,2
2017,11858,63,2
2017,11860,11,2
2017,11861,23,2
2017,11863,2,2
2017,11874,155,2
2017,11877,9,2
2017,11879,199,2
2017,11880,209,2
2017,11882,314,2
2017,11911,648,2
2017,11916,151,2
2017,11917,280,2
2017,11918,103,2
2017,11925,137,2
2017,11927,68,2
2017,11929,6,2
2017,11939,1,2
2017,11941,27,2
2017,11942,96,2
2017,11944,4,2
2017,11945,543,2
2017,11950,197,2
2017,11952,51,2
2017,11958,1117,2
2017,11965,58,2
2017,11967,190,2
2017,11969,23,2
2017,11971,81,2
2017,11975,83,2
2017,11982,75,2
2017,11985,15,2
2017,11988,17,2
2017,11991,16,2
2017,11993,994,2
2017,11994,262,2
2017,11997,16,2
2017,11999,1,2
2017,12002,85,2
2017,12006,715,2
2017,12008,1243,2
2017,12014,36,2
2017,12019,127,2
2017,12026,38,2
2017,12033,385,2
2017,12034,5,2
2017,12036,4,2
2017,12037,40,2
2017,12038,72,2
2017,12039,84,2
2017,12043,22,2
2017,12044,195,2
2017,12046,236,2
2017,12047,16,2
2017,12048,54,2
2017,12049,56,2
2017,12050,22,2
2017,12071,401,2
2017,12073,894,2
2017,12075,442,2
2017,12080,50,2
2017,12092,5,2
2017,12093,4,2
2017,12094,10,2
2017,12101,6,2
2017,12102,13,2
2017,12106,22,2
2017,12143,39,2
2017,12144,22,2
2017,12145,303,2
2017,12147,17,2
2017,12159,503,2
2017,12165,18,2
2017,12167,14,2
2017,12168,73,2
2017,12170,444,2
2017,12171,25,2
2017,12173,317,2
2017,12182,88,2
2017,12186,2,2
2017,12198,204,2
2017,12206,29,2
2017,12215,106,2
2017,12223,209,2
2017,12226,227,2
2017,12240,12,2
2017,12251,26,2
2017,12252,20,2
2017,12260,130,2
2017,12271,43,2
2017,12282,277,2
2017,12283,1,2
2017,12320,148,2
2017,12330,9,2
2017,12333,324,2
2017,12340,169,2
2017,12376,34,2
2017,12391,101,2
2017,12393,88,2
2017,12398,174,2
2017,12426,518,2
2017,12430,365,2
2017,12448,155,2
2017,12449,24,2
2017,12455,44,2
2017,12457,156,2
2017,12459,29,2
2017,12460,63,2
2017,12461,66,2
2017,12463,40,2
2017,12464,56,2
2017,12465,81,2
2017,12466,41,2
2017,12467,93,2
2017,12469,108,2
2017,12470,100,2
2017,12471,86,2
2017,12475,82,2
2017,12480,126,2
2017,12481,88,2
2017,12483,130,2
2017,12485,95,2
2017,12486,195,2
2017,12488,159,2
2017,12492,277,2
2017,12493,170,2
2017,12495,364,2
2017,12497,425,2
2017,12499,398,2
2017,12500,288,2
2017,12501,156,2
2017,12503,190,2
2017,12504,213,2
2017,12505,259,2
2017,12506,189,2
2017,12507,321,2
2017,12508,264,2
2017,12509,203,2
2017,12511,176,2
2017,12521,1,2
2017,12526,110,2
2017,12533,141,2
2017,12535,232,2
2017,12536,22,2
2017,12577,273,2
2017,12696,275,2
2017,12702,27,2
2017,12703,35,2
2017,12705,31,2
2017,12711,1031,2
2017,12761,114,2
2017,12764,13,2
2017,12765,6,2
2017,12796,602,2
2017,12797,83,2
2017,12806,245,2
2017,12812,52,2
2017,12828,333,2
2017,12852,128,2
2017,12863,1,2
2017,12877,21,2
2017,12878,5,2
2017,12886,88,2
2017,12906,1,2
2017,12927,5,2
2017,12932,20,2
2017,12948,37,2
2017,12956,731,2
2017,12960,16,2
2017,12967,503,2
2017,12976,282,2
2017,13018,178,2
2017,13049,567,2
2017,13058,35,2
2017,13061,61,2
2017,13062,144,2
2017,13065,117,2
2017,13074,525,2
2017,13076,405,2
2017,13084,4,2
2017,13090,240,2
2017,13093,788,2
2017,13105,45,2
2017,13143,218,2
2017,13144,27,2
2017,13145,366,2
2017,13147,2,2
2017,13151,83,2
2017,13153,179,2
2017,13155,8,2
2017,13187,47,2
2017,13210,946,2
2017,13211,8,2
2017,13212,5,2
2017,13217,118,2
2017,13218,154,2
2017,13219,274,2
2017,13220,223,2
2017,13221,408,2
2017,13222,195,2
2017,13227,70,2
2017,13247,1,2
2017,13257,211,2
2017,13259,310,2
2017,13275,10,2
2017,13287,74,2
2017,13290,51,2
2017,13291,205,2
2017,13293,3,2
2017,13294,6,2
2017,13296,20,2
2017,13297,53,2
2017,13301,176,2
2017,13314,23,2
2017,13318,90,2
2017,13321,271,2
2017,13328,31,2
2017,13341,20,2
2017,13344,107,2
2017,13350,103,2
2017,13351,97,2
2017,13353,2,2
2017,13357,337,2
2017,13367,351,2
2017,13368,128,2
2017,13370,955,2
2017,13387,31,2
2017,13389,6,2
2017,13390,304,2
2017,13404,43,2
2017,13414,416,2
2017,13418,196,2
2017,13459,21,2
2017,13465,10,2
2017,13469,47,2
2017,13509,60,2
2017,13512,33,2
2017,13529,2,2
2017,13536,1,2
2017,13537,5,2
2017,13539,1104,2
2017,13541,30,2
2017,13546,34,2
2017,13552,8,2
2017,13568,1235,2
2017,13577,288,2
2017,13581,41,2
2017,13595,33,2
2017,13627,40,2
2017,13642,27,2
2017,13651,166,2
2017,13655,367,2
2017,13673,10,2
2017,13692,340,2
2017,13694,418,2
2017,13695,5,2
2017,13705,47,2
2017,13730,145,2
2017,13734,498,2
2017,13741,14,2
2017,13768,239,2
2017,13773,67,2
2017,13793,55,2
2017,13837,172,2
2017,13868,1,2
2017,13976,1524,2
2017,13980,1893,2
2017,14000,7,2
2017,14001,9,2
2017,14003,9,2
2017,14004,18,2
2017,14010,4,2
2017,14018,3,2
2017,14021,8,2
2017,14029,12,2
2017,14031,154,2
2017,14032,62,2
2017,14042,50,2
2017,14043,76,2
2017,14047,50,2
2017,14060,436,2
2017,14075,1,2
2017,14110,89,2
2017,14119,240,2
2017,14122,20,2
2017,14143,293,2
2017,14184,138,2
2017,14190,571,2
2017,14212,96,2
2017,14234,365,2
2017,14237,1071,2
2017,14288,849,2
2017,14320,108,2
2017,14330,98,2
2017,14374,5,2
2017,14384,155,2
2017,14732,358,2
2017,14747,129,2
2017,14750,77,2
2017,14751,90,2
2017,14752,85,2
2017,14753,118,2
2017,14771,467,2
2017,14772,158,2
2017,14802,101,2
2017,14814,5,2
2017,14822,29,2
2017,14826,48,2
2017,14837,407,2
2017,14847,4,2
2017,14858,14,2
2017,14863,418,2
2017,14866,26,2
2017,14868,1,2
2017,14869,31,2
2017,14877,15,2
2017,14879,1,2
2017,14880,835,2
2017,14902,63,2
2017,14912,6,2
2017,14965,20,2
2017,14969,582,2
2017,14982,84,2
2017,15034,242,2
2017,15052,570,2
2017,15111,1123,2
2017,15188,250,2
2017,15192,2,2
2017,15229,46,2
2017,15231,1,2
2017,15233,519,2
2017,15235,113,2
2017,15236,3,2
2017,15239,92,2
2017,15241,145,2
2017,15243,1016,2
2017,15245,20,2
2017,15278,383,2
2017,15313,178,2
2017,15319,14,2
2017,15340,15,2
2017,15343,8,2
2017,15354,44,2
2017,15379,31,2
2017,15383,463,2
2017,15384,3,2
2017,15416,674,2
2017,15422,740,2
2017,15426,159,2
2017,15430,11,2
2017,15440,165,2
2017,15441,72,2
2017,15442,108,2
2017,15450,74,2
2017,15451,10,2
2017,15460,29,2
2017,15465,484,2
2017,15491,123,2
2017,15533,1769,2
2017,15534,1471,2
2017,15538,421,2
2017,15540,244,2
2017,15541,13,2
2017,15544,26,2
2017,15555,632,2
2017,15569,129,2
2017,15577,254,2
2017,15583,2,2
2017,15593,205,2
2017,15600,3558,2
2017,15604,12,2
2017,15610,52,2
2017,15613,308,2
2017,15614,152,2
2017,15623,1148,2
2017,15653,27,2
2017,15677,3,2
2017,15678,59,2
2017,15683,168,2
2017,15689,8,2
2017,15702,1521,2
2017,15706,298,2
2017,15762,3,2
2017,15767,307,2
2017,15769,132,2
2017,15770,344,2
2017,15776,7,2
2017,15779,30,2
2017,15784,5,2
2017,15794,41,2
2017,15803,99,2
2017,15808,258,2
2017,15810,16,2
2017,15842,5,2
2017,15847,50,2
2017,15852,4,2
2017,15860,150,2
2017,15866,38,2
2017,15889,35,2
2017,15892,9,2
2017,15895,17,2
2017,15897,54,2
2017,15898,53,2
2017,15900,21,2
2017,15901,139,2
2017,15903,423,2
2017,15906,270,2
2017,15911,295,2
2017,15923,43,2
2017,15924,22,2
2017,15927,219,2
2017,15929,28,2
2017,15943,141,2
2017,15946,15,2
2017,15947,61,2
2017,15948,2,2
2017,15949,3,2
2017,15953,93,2
2017,15955,149,2
2017,15956,53,2
2017,15957,8,2
2017,15964,16,2
2017,15980,2,2
2017,15983,2,2
2017,15985,2,2
2017,15987,228,2
2017,15994,31,2
2017,15995,77,2
2017,15996,42,2
2017,15997,40,2
2017,16002,17,2
2017,16005,27,2
2017,16006,48,2
2017,16010,480,2
2017,16011,131,2
2017,16012,12,2
2017,16014,228,2
2017,16017,622,2
2017,16018,252,2
2017,16021,2,2
2017,16027,56,2
2017,16030,20,2
2017,16036,8,2
2017,16039,155,2
